Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2017-08-04;Monaco;3–2;Toulouse;Relatório da Partida;2017;3;2
2017-08-05;Paris S-G;2–0;Amiens;Relatório da Partida;2017;2;0
2017-08-05;Lyon;4–0;Strasbourg;Relatório da Partida;2017;4;0
2017-08-05;Saint-Étienne;1–0;Nice;Relatório da Partida;2017;1;0
2017-08-05;Metz;1–3;Guingamp;Relatório da Partida;2017;1;3
2017-08-05;Montpellier;1–0;Caen;Relatório da Partida;2017;1;0
2017-08-05;Troyes;1–1;Rennes;Relatório da Partida;2017;1;1
2017-08-06;Lille;3–0;Nantes;Relatório da Partida;2017;3;0
2017-08-06;Angers;2–2;Bordeaux;Relatório da Partida;2017;2;2
2017-08-06;Marseille;3–0;Dijon;Relatório da Partida;2017;3;0
2017-08-11;Nice;1–2;Troyes;Relatório da Partida;2017;1;2
2017-08-11;Rennes;1–2;Lyon;Relatório da Partida;2017;1;2
2017-08-12;Nantes;0–1;Marseille;Relatório da Partida;2017;0;1
2017-08-12;Caen;0–1;Saint-Étienne;Relatório da Partida;2017;0;1
2017-08-12;Toulouse;1–0;Montpellier;Relatório da Partida;2017;1;0
2017-08-12;Bordeaux;2–0;Metz;Relatório da Partida;2017;2;0
2017-08-12;Amiens;0–2;Angers;Relatório da Partida;2017;0;2
2017-08-13;Strasbourg;3–0;Lille;Relatório da Partida;2017;3;0
2017-08-13;Dijon;1–4;Monaco;Relatório da Partida;2017;1;4
2017-08-13;Guingamp;0–3;Paris S-G;Relatório da Partida;2017;0;3
2017-08-18;Metz;0–1;Monaco;Relatório da Partida;2017;0;1
2017-08-19;Lyon;3–3;Bordeaux;Relatório da Partida;2017;3;3
2017-08-19;Montpellier;1–1;Strasbourg;Relatório da Partida;2017;1;1
2017-08-19;Troyes;0–1;Nantes;Relatório da Partida;2017;0;1
2017-08-19;Nice;2–0;Guingamp;Relatório da Partida;2017;2;0
2017-08-19;Saint-Étienne;3–0;Amiens;Relatório da Partida;2017;3;0
2017-08-19;Rennes;2–2;Dijon;Relatório da Partida;2017;2;2
2017-08-20;Lille;0–2;Caen;Relatório da Partida;2017;0;2
2017-08-20;Marseille;1–1;Angers;Relatório da Partida;2017;1;1
2017-08-20;Paris S-G;6–2;Toulouse;Relatório da Partida;2017;6;2
2017-08-25;Paris S-G;3–0;Saint-Étienne;Relatório da Partida;2017;3;0
2017-08-26;Nantes;0–0;Lyon;Relatório da Partida;2017;0;0
2017-08-26;Toulouse;3–2;Rennes;Relatório da Partida;2017;3;2
2017-08-26;Bordeaux;2–1;Troyes;Relatório da Partida;2017;2;1
2017-08-26;Amiens;3–0;Nice;Relatório da Partida;2017;3;0
2017-08-26;Dijon;2–1;Montpellier;Relatório da Partida;2017;2;1
2017-08-26;Caen;1–0;Metz;Relatório da Partida;2017;1;0
2017-08-27;Guingamp;2–0;Strasbourg;Relatório da Partida;2017;2;0
2017-08-27;Angers;1–1;Lille;Relatório da Partida;2017;1;1
2017-08-27;Monaco;6–1;Marseille;Relatório da Partida;2017;6;1
2017-09-08;Lille;0–0;Bordeaux;Relatório da Partida;2017;0;0
2017-09-08;Metz;1–5;Paris S-G;Relatório da Partida;2017;1;5
2017-09-09;Nice;4–0;Monaco;Relatório da Partida;2017;4;0
2017-09-09;Strasbourg;0–1;Amiens;Relatório da Partida;2017;0;1
2017-09-09;Caen;2–1;Dijon;Relatório da Partida;2017;2;1
2017-09-09;Troyes;0–0;Toulouse;Relatório da Partida;2017;0;0
2017-09-09;Montpellier;0–1;Nantes;Relatório da Partida;2017;0;1
2017-09-10;Saint-Étienne;1–1;Angers;Relatório da Partida;2017;1;1
2017-09-10;Lyon;2–1;Guingamp;Relatório da Partida;2017;2;1
2017-09-10;Marseille;1–3;Rennes;Relatório da Partida;2017;1;3
2017-09-15;Toulouse;0–1;Bordeaux;Relatório da Partida;2017;0;1
2017-09-16;Monaco;3–0;Strasbourg;Relatório da Partida;2017;3;0
2017-09-16;Guingamp;1–0;Lille;Relatório da Partida;2017;1;0
2017-09-16;Troyes;0–1;Montpellier;Relatório da Partida;2017;0;1
2017-09-16;Nantes;1–0;Caen;Relatório da Partida;2017;1;0
