Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2005-07-29;Paris S-G;4–1;Metz;Relatório da Partida;2005;4;1
2005-07-30;Lille;1–0;Rennes;Relatório da Partida;2005;1;0
2005-07-30;Sochaux;0–1;Toulouse;Relatório da Partida;2005;0;1
2005-07-30;Nantes;2–0;Lens;Relatório da Partida;2005;2;0
2005-07-30;Nice;1–1;Troyes;Relatório da Partida;2005;1;1
2005-07-30;Nancy;0–1;Monaco;Relatório da Partida;2005;0;1
2005-07-30;Marseille;0–2;Bordeaux;Relatório da Partida;2005;0;2
2005-07-30;Saint-Étienne;0–0;Ajaccio;Relatório da Partida;2005;0;0
2005-07-30;Strasbourg;0–0;Auxerre;Relatório da Partida;2005;0;0
2005-07-31;Le Mans;1–2;Lyon;Relatório da Partida;2005;1;2
2005-08-06;Metz;0–0;Le Mans;Relatório da Partida;2005;0;0
2005-08-06;Lens;2–0;Marseille;Relatório da Partida;2005;2;0
2005-08-06;Troyes;0–0;Saint-Étienne;Relatório da Partida;2005;0;0
2005-08-06;Bordeaux;1–0;Nancy;Relatório da Partida;2005;1;0
2005-08-06;Ajaccio;3–3;Lille;Relatório da Partida;2005;3;3
2005-08-06;Toulouse;0–2;Nice;Relatório da Partida;2005;0;2
2005-08-06;Monaco;0–2;Auxerre;Relatório da Partida;2005;0;2
2005-08-06;Sochaux;0–1;Paris S-G;Relatório da Partida;2005;0;1
2005-08-07;Lyon;1–0;Strasbourg;Relatório da Partida;2005;1;0
2005-08-07;Rennes;0–3;Nantes;Relatório da Partida;2005;0;3
2005-08-13;Nancy;1–2;Lens;Relatório da Partida;2005;1;2
2005-08-13;Nice;1–2;Sochaux;Relatório da Partida;2005;1;2
2005-08-13;Auxerre;1–0;Bordeaux;Relatório da Partida;2005;1;0
2005-08-13;Lille;1–2;Troyes;Relatório da Partida;2005;1;2
2005-08-13;Paris S-G;2–0;Toulouse;Relatório da Partida;2005;2;0
2005-08-13;Nantes;0–2;Ajaccio;Relatório da Partida;2005;0;2
2005-08-13;Saint-Étienne;2–0;Metz;Relatório da Partida;2005;2;0
2005-08-13;Le Mans;4–0;Rennes;Relatório da Partida;2005;4;0
2005-08-14;Strasbourg;1–2;Monaco;Relatório da Partida;2005;1;2
2005-08-14;Marseille;1–1;Lyon;Relatório da Partida;2005;1;1
2005-08-20;Metz;0–0;Strasbourg;Relatório da Partida;2005;0;0
2005-08-20;Ajaccio;0–0;Le Mans;Relatório da Partida;2005;0;0
2005-08-20;Lyon;1–0;Nancy;Relatório da Partida;2005;1;0
2005-08-20;Nice;1–1;Nantes;Relatório da Partida;2005;1;1
2005-08-20;Lens;7–0;Auxerre;Relatório da Partida;2005;7;0
2005-08-20;Rennes;3–2;Marseille;Relatório da Partida;2005;3;2
2005-08-20;Bordeaux;1–0;Monaco;Relatório da Partida;2005;1;0
2005-08-20;Sochaux;0–0;Lille;Relatório da Partida;2005;0;0
2005-08-21;Troyes;1–1;Paris S-G;Relatório da Partida;2005;1;1
2005-08-21;Toulouse;1–1;Saint-Étienne;Relatório da Partida;2005;1;1
2005-08-24;Lille;0–0;Toulouse;Relatório da Partida;2005;0;0
2005-08-27;Nancy;6–0;Rennes;Relatório da Partida;2005;6;0
2005-08-27;Le Mans;1–0;Troyes;Relatório da Partida;2005;1;0
2005-08-27;Strasbourg;0–0;Bordeaux;Relatório da Partida;2005;0;0
2005-08-27;Marseille;1–1;Ajaccio;Relatório da Partida;2005;1;1
2005-08-27;Paris S-G;1–2;Nice;Relatório da Partida;2005;1;2
2005-08-27;Saint-Étienne;0–0;Sochaux;Relatório da Partida;2005;0;0
2005-08-27;Nantes;0–0;Metz;Relatório da Partida;2005;0;0
2005-08-28;Auxerre;0–2;Lyon;Relatório da Partida;2005;0;2
2005-08-28;Monaco;0–0;Lens;Relatório da Partida;2005;0;0
2005-09-10;Ajaccio;1–0;Nancy;Relatório da Partida;2005;1;0
2005-09-10;Troyes;1–0;Nantes;Relatório da Partida;2005;1;0
2005-09-10;Metz;0–2;Lille;Relatório da Partida;2005;0;2
2005-09-10;Paris S-G;1–0;Strasbourg;Relatório da Partida;2005;1;0
2005-09-10;Rennes;3–1;Auxerre;Relatório da Partida;2005;3;1
2005-09-10;Toulouse;0–2;Le Mans;Relatório da Partida;2005;0;2
2005-09-10;Lyon;2–1;Monaco;Relatório da Partida;2005;2;1
2005-09-10;Nice;0–1;Saint-Étienne;Relatório da Partida;2005;0;1
2005-09-11;Sochaux;0–1;Marseille;Relatório da Partida;2005;0;1
2005-09-11;Lens;1–1;Bordeaux;Relatório da Partida;2005;1;1
2005-09-17;Nancy;1–1;Metz;Relatório da Partida;2005;1;1
2005-09-17;Bordeaux;1–1;Lyon;Relatório da Partida;2005;1;1
2005-09-17;Le Mans;2–1;Sochaux;Relatório da Partida;2005;2;1
2005-09-17;Lille;4–0;Nice;Relatório da Partida;2005;4;0
2005-09-17;Nantes;2–0;Toulouse;Relatório da Partida;2005;2;0
2005-09-18;Auxerre;2–0;Ajaccio;Relatório da Partida;2005;2;0
2005-09-18;Marseille;2–1;Troyes;Relatório da Partida;2005;2;1
2005-09-18;Saint-Étienne;3–0;Paris S-G;Relatório da Partida;2005;3;0
2005-09-18;Strasbourg;1–1;Lens;Relatório da Partida;2005;1;1
2005-09-18;Monaco;0–2;Rennes;Relatório da Partida;2005;0;2
2005-09-21;Metz;1–2;Auxerre;Relatório da Partida;2005;1;2
2005-09-21;Saint-Étienne;0–2;Nancy;Relatório da Partida;2005;0;2
2005-09-21;Troyes;1–2;Monaco;Relatório da Partida;2005;1;2
2005-09-21;Toulouse;1–0;Marseille;Relatório da Partida;2005;1;0
2005-09-21;Nice;1–0;Le Mans;Relatório da Partida;2005;1;0
