Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2019-08-09;Monaco;0–3;Lyon;Relatório da Partida;2019;0;3
2019-08-10;Marseille;0–2;Reims;Relatório da Partida;2019;0;2
2019-08-10;Montpellier;0–1;Rennes;Relatório da Partida;2019;0;1
2019-08-10;Dijon;1–2;Saint-Étienne;Relatório da Partida;2019;1;2
2019-08-10;Angers;3–1;Bordeaux;Relatório da Partida;2019;3;1
2019-08-10;Brest;1–1;Toulouse;Relatório da Partida;2019;1;1
2019-08-10;Nice;2–1;Amiens;Relatório da Partida;2019;2;1
2019-08-11;Lille;2–1;Nantes;Relatório da Partida;2019;2;1
2019-08-11;Strasbourg;1–1;Metz;Relatório da Partida;2019;1;1
2019-08-11;Paris S-G;3–0;Nîmes;Relatório da Partida;2019;3;0
2019-08-16;Lyon;6–0;Angers;Relatório da Partida;2019;6;0
2019-08-17;Nantes;0–0;Marseille;Relatório da Partida;2019;0;0
2019-08-17;Bordeaux;1–1;Montpellier;Relatório da Partida;2019;1;1
2019-08-17;Nîmes;1–2;Nice;Relatório da Partida;2019;1;2
2019-08-17;Toulouse;1–0;Dijon;Relatório da Partida;2019;1;0
2019-08-17;Metz;3–0;Monaco;Relatório da Partida;2019;3;0
2019-08-17;Amiens;1–0;Lille;Relatório da Partida;2019;1;0
2019-08-18;Saint-Étienne;1–1;Brest;Relatório da Partida;2019;1;1
2019-08-18;Reims;0–0;Strasbourg;Relatório da Partida;2019;0;0
2019-08-18;Rennes;2–1;Paris S-G;Relatório da Partida;2019;2;1
2019-08-24;Amiens;1–2;Nantes;Relatório da Partida;2019;1;2
2019-08-24;Dijon;0–2;Bordeaux;Relatório da Partida;2019;0;2
2019-08-24;Brest;1–0;Reims;Relatório da Partida;2019;1;0
2019-08-24;Angers;3–0;Metz;Relatório da Partida;2019;3;0
2019-08-25;Monaco;2–2;Nîmes;Relatório da Partida;2019;2;2
2019-08-25;Strasbourg;0–2;Rennes;Relatório da Partida;2019;0;2
2019-08-25;Paris S-G;4–0;Toulouse;Relatório da Partida;2019;4;0
2019-08-27;Montpellier;1–0;Lyon;Relatório da Partida;2019;1;0
2019-08-28;Lille;3–0;Saint-Étienne;Relatório da Partida;2019;3;0
2019-08-28;Nice;1–2;Marseille;Relatório da Partida;2019;1;2
2019-08-30;Metz;0–2;Paris S-G;Relatório da Partida;2019;0;2
2019-08-31;Lyon;1–1;Bordeaux;Relatório da Partida;2019;1;1
2019-08-31;Toulouse;2–0;Amiens;Relatório da Partida;2019;2;0
2019-08-31;Angers;2–0;Dijon;Relatório da Partida;2019;2;0
2019-08-31;Nîmes;3–0;Brest;Relatório da Partida;2019;3;0
2019-08-31;Nantes;1–0;Montpellier;Relatório da Partida;2019;1;0
2019-09-01;Rennes;1–2;Nice;Relatório da Partida;2019;1;2
2019-09-01;Reims;2–0;Lille;Relatório da Partida;2019;2;0
2019-09-01;Strasbourg;2–2;Monaco;Relatório da Partida;2019;2;2
2019-09-01;Marseille;1–0;Saint-Étienne;Relatório da Partida;2019;1;0
2019-09-13;Lille;2–1;Angers;Relatório da Partida;2019;2;1
2019-09-13;Amiens;2–2;Lyon;Relatório da Partida;2019;2;2
2019-09-14;Paris S-G;1–0;Strasbourg;Relatório da Partida;2019;1;0
2019-09-14;Brest;0–0;Rennes;Relatório da Partida;2019;0;0
2019-09-14;Dijon;0–0;Nîmes;Relatório da Partida;2019;0;0
2019-09-14;Montpellier;2–1;Nice;Relatório da Partida;2019;2;1
2019-09-14;Bordeaux;2–0;Metz;Relatório da Partida;2019;2;0
2019-09-15;Nantes;1–0;Reims;Relatório da Partida;2019;1;0
2019-09-15;Saint-Étienne;2–2;Toulouse;Relatório da Partida;2019;2;2
2019-09-15;Monaco;3–4;Marseille;Relatório da Partida;2019;3;4
2019-09-20;Strasbourg;2–1;Nantes;Relatório da Partida;2019;2;1
2019-09-21;Marseille;1–1;Montpellier;Relatório da Partida;2019;1;1
2019-09-21;Nîmes;1–0;Toulouse;Relatório da Partida;2019;1;0
2019-09-21;Nice;2–1;Dijon;Relatório da Partida;2019;2;1
2019-09-21;Reims;0–0;Monaco;Relatório da Partida;2019;0;0
2019-09-21;Bordeaux;2–2;Brest;Relatório da Partida;2019;2;2
2019-09-21;Metz;1–2;Amiens;Relatório da Partida;2019;1;2
2019-09-22;Rennes;1–1;Lille;Relatório da Partida;2019;1;1
2019-09-22;Angers;4–1;Saint-Étienne;Relatório da Partida;2019;4;1
2019-09-22;Lyon;0–1;Paris S-G;Relatório da Partida;2019;0;1
2019-09-24;Dijon;0–0;Marseille;Relatório da Partida;2019;0;0
2019-09-24;Monaco;3–1;Nice;Relatório da Partida;2019;3;1
2019-09-25;Toulouse;0–2;Angers;Relatório da Partida;2019;0;2
2019-09-25;Brest;2–2;Lyon;Relatório da Partida;2019;2;2
2019-09-25;Nantes;1–0;Rennes;Relatório da Partida;2019;1;0
2019-09-25;Amiens;1–3;Bordeaux;Relatório da Partida;2019;1;3
2019-09-25;Saint-Étienne;0–1;Metz;Relatório da Partida;2019;0;1
2019-09-25;Montpellier;1–0;Nîmes;Relatório da Partida;2019;1;0
2019-09-25;Lille;2–0;Strasbourg;Relatório da Partida;2019;2;0
2019-09-25;Paris S-G;0–2;Reims;Relatório da Partida;2019;0;2
2019-09-28;Lyon;0–1;Nantes;Relatório da Partida;2019;0;1
2019-09-28;Bordeaux;0–1;Paris S-G;Relatório da Partida;2019;0;1
2019-09-28;Reims;1–2;Dijon;Relatório da Partida;2019;1;2
2019-09-28;Metz;2–2;Toulouse;Relatório da Partida;2019;2;2
2019-09-28;Nice;1–1;Lille;Relatório da Partida;2019;1;1
2019-09-28;Monaco;4–1;Brest;Relatório da Partida;2019;4;1
2019-09-28;Angers;1–1;Amiens;Relatório da Partida;2019;1;1
2019-09-29;Strasbourg;1–0;Montpellier;Relatório da Partida;2019;1;0
2019-09-29;Nîmes;0–1;Saint-Étienne;Relatório da Partida;2019;0;1
2019-09-29;Marseille;1–1;Rennes;Relatório da Partida;2019;1;1
2019-10-04;Amiens;3–1;Marseille;Relatório da Partida;2019;3;1
2019-10-05;Paris S-G;4–0;Angers;Relatório da Partida;2019;4;0
2019-10-05;Montpellier;3–1;Monaco;Relatório da Partida;2019;3;1
2019-10-05;Dijon;1–0;Strasbourg;Relatório da Partida;2019;1;0
2019-10-05;Nantes;1–0;Nice;Relatório da Partida;2019;1;0
2019-10-05;Brest;2–0;Metz;Relatório da Partida;2019;2;0
2019-10-05;Toulouse;1–3;Bordeaux;Relatório da Partida;2019;1;3
2019-10-06;Lille;2–2;Nîmes;Relatório da Partida;2019;2;2
2019-10-06;Rennes;0–1;Reims;Relatório da Partida;2019;0;1
2019-10-06;Saint-Étienne;1–0;Lyon;Relatório da Partida;2019;1;0
2019-10-18;Nice;1–4;Paris S-G;Relatório da Partida;2019;1;4
2019-10-19;Lyon;0–0;Dijon;Relatório da Partida;2019;0;0
2019-10-19;Metz;1–0;Nantes;Relatório da Partida;2019;1;0
2019-10-19;Toulouse;2–1;Lille;Relatório da Partida;2019;2;1
2019-10-19;Reims;1–0;Montpellier;Relatório da Partida;2019;1;0
2019-10-19;Nîmes;1–1;Amiens;Relatório da Partida;2019;1;1
2019-10-19;Angers;0–1;Brest;Relatório da Partida;2019;0;1
2019-10-20;Bordeaux;0–1;Saint-Étienne;Relatório da Partida;2019;0;1
2019-10-20;Monaco;3–2;Rennes;Relatório da Partida;2019;3;2
2019-10-20;Marseille;2–0;Strasbourg;Relatório da Partida;2019;2;0
2019-10-25;Nantes;0–1;Monaco;Relatório da Partida;2019;0;1
2019-10-26;Lille;3–0;Bordeaux;Relatório da Partida;2019;3;0
2019-10-26;Lyon;2–0;Metz;Relatório da Partida;2019;2;0
2019-10-26;Strasbourg;1–0;Nice;Relatório da Partida;2019;1;0
2019-10-26;Reims;0–0;Nîmes;Relatório da Partida;2019;0;0
2019-10-26;Brest;2–0;Dijon;Relatório da Partida;2019;2;0
2019-10-26;Montpellier;0–0;Angers;Relatório da Partida;2019;0;0
2019-10-27;Rennes;3–2;Toulouse;Relatório da Partida;2019;3;2
2019-10-27;Saint-Étienne;2–2;Amiens;Relatório da Partida;2019;2;2
2019-10-27;Paris S-G;4–0;Marseille;Relatório da Partida;2019;4;0
2019-11-01;Dijon;2–1;Paris S-G;Relatório da Partida;2019;2;1
2019-11-02;Marseille;2–1;Lille;Relatório da Partida;2019;2;1
2019-11-02;Toulouse;2–3;Lyon;Relatório da Partida;2019;2;3
2019-11-02;Amiens;1–0;Brest;Relatório da Partida;2019;1;0
2019-11-02;Metz;2–2;Montpellier;Relatório da Partida;2019;2;2
2019-11-02;Angers;1–0;Strasbourg;Relatório da Partida;2019;1;0
2019-11-03;Bordeaux;2–0;Nantes;Relatório da Partida;2019;2;0
2019-11-03;Nice;2–0;Reims;Relatório da Partida;2019;2;0
2019-11-03;Saint-Étienne;1–0;Monaco;Relatório da Partida;2019;1;0
2019-11-08;Nice;1–1;Bordeaux;Relatório da Partida;2019;1;1
2019-11-09;Brest;1–2;Paris S-G;Relatório da Partida;2019;1;2
2019-11-09;Monaco;1–0;Dijon;Relatório da Partida;2019;1;0
2019-11-09;Reims;0–0;Angers;Relatório da Partida;2019;0;0
2019-11-09;Lille;0–0;Metz;Relatório da Partida;2019;0;0
2019-11-09;Strasbourg;4–1;Nîmes;Relatório da Partida;2019;4;1
2019-11-10;Rennes;3–1;Amiens;Relatório da Partida;2019;3;1
2019-11-10;Nantes;2–3;Saint-Étienne;Relatório da Partida;2019;2;3
2019-11-10;Montpellier;3–0;Toulouse;Relatório da Partida;2019;3;0
2019-11-10;Marseille;2–1;Lyon;Relatório da Partida;2019;2;1
2019-11-22;Paris S-G;2–0;Lille;Relatório da Partida;2019;2;0
2019-11-23;Lyon;2–1;Nice;Relatório da Partida;2019;2;1
2019-11-23;Metz;1–1;Reims;Relatório da Partida;2019;1;1
2019-11-23;Angers;1–0;Nîmes;Relatório da Partida;2019;1;0
2019-11-23;Amiens;0–4;Strasbourg;Relatório da Partida;2019;0;4
