Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2015-08-07;Lille;0–1;Paris S-G;Relatório da Partida;2015;0;1
2015-08-08;Montpellier;0–2;Angers;Relatório da Partida;2015;0;2
2015-08-08;Nantes;1–0;Guingamp;Relatório da Partida;2015;1;0
2015-08-08;Troyes;0–0;Gazélec Ajaccio;Relatório da Partida;2015;0;0
2015-08-08;Nice;1–2;Monaco;Relatório da Partida;2015;1;2
2015-08-08;Marseille;0–1;Caen;Relatório da Partida;2015;0;1
2015-08-08;Bastia;2–1;Rennes;Relatório da Partida;2015;2;1
2015-08-09;Bordeaux;1–2;Reims;Relatório da Partida;2015;1;2
2015-08-09;Toulouse;2–1;Saint-Étienne;Relatório da Partida;2015;2;1
2015-08-09;Lyon;0–0;Lorient;Relatório da Partida;2015;0;0
2015-08-14;Monaco;0–0;Lille;Relatório da Partida;2015;0;0
2015-08-15;Saint-Étienne;1–1;Bordeaux;Relatório da Partida;2015;1;1
2015-08-15;Rennes;1–0;Montpellier;Relatório da Partida;2015;1;0
2015-08-15;Troyes;3–3;Nice;Relatório da Partida;2015;3;3
2015-08-15;Guingamp;0–1;Lyon;Relatório da Partida;2015;0;1
2015-08-15;Angers;0–0;Nantes;Relatório da Partida;2015;0;0
2015-08-15;Caen;1–0;Toulouse;Relatório da Partida;2015;1;0
2015-08-16;Reims;1–0;Marseille;Relatório da Partida;2015;1;0
2015-08-16;Lorient;1–1;Bastia;Relatório da Partida;2015;1;1
2015-08-16;Paris S-G;2–0;Gazélec Ajaccio;Relatório da Partida;2015;2;0
2015-08-21;Montpellier;0–1;Paris S-G;Relatório da Partida;2015;0;1
2015-08-22;Lyon;1–2;Rennes;Relatório da Partida;2015;1;2
2015-08-22;Toulouse;1–1;Monaco;Relatório da Partida;2015;1;1
2015-08-22;Nantes;1–0;Reims;Relatório da Partida;2015;1;0
2015-08-22;Nice;2–1;Caen;Relatório da Partida;2015;2;1
2015-08-22;Bastia;3–0;Guingamp;Relatório da Partida;2015;3;0
2015-08-22;Gazélec Ajaccio;0–2;Angers;Relatório da Partida;2015;0;2
2015-08-23;Lille;0–0;Bordeaux;Relatório da Partida;2015;0;0
2015-08-23;Lorient;0–1;Saint-Étienne;Relatório da Partida;2015;0;1
2015-08-23;Marseille;6–0;Troyes;Relatório da Partida;2015;6;0
2015-08-28;Guingamp;2–0;Marseille;Relatório da Partida;2015;2;0
2015-08-29;Caen;0–4;Lyon;Relatório da Partida;2015;0;4
2015-08-29;Lille;1–0;Gazélec Ajaccio;Relatório da Partida;2015;1;0
2015-08-29;Angers;1–1;Nice;Relatório da Partida;2015;1;1
2015-08-29;Reims;4–1;Lorient;Relatório da Partida;2015;4;1
2015-08-29;Rennes;3–1;Toulouse;Relatório da Partida;2015;3;1
2015-08-29;Troyes;0–0;Montpellier;Relatório da Partida;2015;0;0
2015-08-30;Saint-Étienne;2–1;Bastia;Relatório da Partida;2015;2;1
2015-08-30;Bordeaux;2–0;Nantes;Relatório da Partida;2015;2;0
