Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2021-08-06;Monaco;1–1;Nantes;Relatório da Partida;2021;1;1
2021-08-07;Lyon;1–1;Brest;Relatório da Partida;2021;1;1
2021-08-07;Troyes;1–2;Paris S-G;Relatório da Partida;2021;1;2
2021-08-08;Rennes;1–1;Lens;Relatório da Partida;2021;1;1
2021-08-08;Bordeaux;0–2;Clermont Foot;Relatório da Partida;2021;0;2
2021-08-08;Strasbourg;0–2;Angers;Relatório da Partida;2021;0;2
2021-08-08;Nice;0–0;Reims;Relatório da Partida;2021;0;0
2021-08-08;Saint-Étienne;1–1;Lorient;Relatório da Partida;2021;1;1
2021-08-08;Metz;3–3;Lille;Relatório da Partida;2021;3;3
2021-08-08;Montpellier;2–3;Marseille;Relatório da Partida;2021;2;3
2021-08-13;Lorient;1–0;Monaco;Relatório da Partida;2021;1;0
2021-08-14;Lille;0–4;Nice;Relatório da Partida;2021;0;4
2021-08-14;Paris S-G;4–2;Strasbourg;Relatório da Partida;2021;4;2
2021-08-15;Angers;3–0;Lyon;Relatório da Partida;2021;3;0
2021-08-15;Clermont Foot;2–0;Troyes;Relatório da Partida;2021;2;0
2021-08-15;Brest;1–1;Rennes;Relatório da Partida;2021;1;1
2021-08-15;Nantes;2–0;Metz;Relatório da Partida;2021;2;0
2021-08-15;Reims;3–3;Montpellier;Relatório da Partida;2021;3;3
2021-08-15;Lens;2–2;Saint-Étienne;Relatório da Partida;2021;2;2
2021-08-15;Marseille;2–2;Bordeaux;Relatório da Partida;2021;2;2
2021-08-20;Brest;2–4;Paris S-G;Relatório da Partida;2021;2;4
2021-08-21;Monaco;0–2;Lens;Relatório da Partida;2021;0;2
2021-08-21;Saint-Étienne;1–1;Lille;Relatório da Partida;2021;1;1
2021-08-22;Lyon;3–3;Clermont Foot;Relatório da Partida;2021;3;3
2021-08-22;Strasbourg;1–1;Troyes;Relatório da Partida;2021;1;1
2021-08-22;Metz;1–1;Reims;Relatório da Partida;2021;1;1
2021-08-22;Montpellier;3–1;Lorient;Relatório da Partida;2021;3;1
2021-08-22;Bordeaux;1–1;Angers;Relatório da Partida;2021;1;1
2021-08-22;Rennes;1–0;Nantes;Relatório da Partida;2021;1;0
2021-08-27;Nantes;0–1;Lyon;Relatório da Partida;2021;0;1
2021-08-28;Nice;4–0;Bordeaux;Relatório da Partida;2021;4;0
2021-08-28;Marseille;3–1;Saint-Étienne;Relatório da Partida;2021;3;1
2021-08-29;Troyes;1–2;Monaco;Relatório da Partida;2021;1;2
2021-08-29;Strasbourg;3–1;Brest;Relatório da Partida;2021;3;1
2021-08-29;Angers;2–0;Rennes;Relatório da Partida;2021;2;0
2021-08-29;Lens;2–2;Lorient;Relatório da Partida;2021;2;2
2021-08-29;Clermont Foot;2–2;Metz;Relatório da Partida;2021;2;2
2021-08-29;Lille;2–1;Montpellier;Relatório da Partida;2021;2;1
2021-08-29;Reims;0–2;Paris S-G;Relatório da Partida;2021;0;2
2021-09-10;Lorient;2–1;Lille;Relatório da Partida;2021;2;1
