Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2008-08-09;Auxerre;2–1;Nantes;Relatório da Partida;2008;2;1
2008-08-09;Valenciennes;1–0;Saint-Étienne;Relatório da Partida;2008;1;0
2008-08-09;Bordeaux;2–1;Caen;Relatório da Partida;2008;2;1
2008-08-09;Rennes;4–4;Marseille;Relatório da Partida;2008;4;4
2008-08-09;Le Havre;1–0;Nice;Relatório da Partida;2008;1;0
2008-08-09;Le Mans;0–1;Lorient;Relatório da Partida;2008;0;1
2008-08-09;Sochaux;1–2;Grenoble;Relatório da Partida;2008;1;2
2008-08-09;Nancy;0–0;Lille;Relatório da Partida;2008;0;0
2008-08-09;Monaco;1–0;Paris S-G;Relatório da Partida;2008;1;0
2008-08-10;Lyon;3–0;Toulouse;Relatório da Partida;2008;3;0
2008-08-16;Toulouse;2–1;Le Havre;Relatório da Partida;2008;2;1
2008-08-16;Saint-Étienne;2–1;Sochaux;Relatório da Partida;2008;2;1
2008-08-16;Nantes;1–1;Monaco;Relatório da Partida;2008;1;1
2008-08-16;Lille;1–3;Le Mans;Relatório da Partida;2008;1;3
2008-08-16;Paris S-G;1–0;Bordeaux;Relatório da Partida;2008;1;0
2008-08-16;Nice;2–1;Nancy;Relatório da Partida;2008;2;1
2008-08-16;Caen;3–1;Valenciennes;Relatório da Partida;2008;3;1
2008-08-17;Grenoble;1–0;Rennes;Relatório da Partida;2008;1;0
2008-08-17;Marseille;4–0;Auxerre;Relatório da Partida;2008;4;0
2008-08-17;Lorient;0–0;Lyon;Relatório da Partida;2008;0;0
2008-08-23;Sochaux;1–1;Paris S-G;Relatório da Partida;2008;1;1
2008-08-23;Monaco;1–1;Caen;Relatório da Partida;2008;1;1
2008-08-23;Valenciennes;3–1;Lorient;Relatório da Partida;2008;3;1
2008-08-23;Nancy;0–0;Toulouse;Relatório da Partida;2008;0;0
2008-08-23;Lyon;2–0;Grenoble;Relatório da Partida;2008;2;0
2008-08-23;Le Havre;0–1;Marseille;Relatório da Partida;2008;0;1
2008-08-23;Le Mans;1–0;Saint-Étienne;Relatório da Partida;2008;1;0
2008-08-24;Auxerre;0–1;Nice;Relatório da Partida;2008;0;1
2008-08-24;Rennes;2–1;Lille;Relatório da Partida;2008;2;1
2008-08-24;Bordeaux;2–0;Nantes;Relatório da Partida;2008;2;0
2008-08-30;Marseille;2–1;Sochaux;Relatório da Partida;2008;2;1
2008-08-30;Grenoble;1–0;Monaco;Relatório da Partida;2008;1;0
2008-08-30;Lorient;0–2;Auxerre;Relatório da Partida;2008;0;2
2008-08-30;Nantes;1–4;Le Mans;Relatório da Partida;2008;1;4
2008-08-30;Caen;0–1;Paris S-G;Relatório da Partida;2008;0;1
2008-08-30;Nancy;2–1;Le Havre;Relatório da Partida;2008;2;1
2008-08-30;Nice;2–0;Valenciennes;Relatório da Partida;2008;2;0
2008-08-31;Lille;2–1;Bordeaux;Relatório da Partida;2008;2;1
2008-08-31;Saint-Étienne;0–1;Lyon;Relatório da Partida;2008;0;1
2008-08-31;Toulouse;0–0;Rennes;Relatório da Partida;2008;0;0
2008-09-13;Rennes;1–1;Le Havre;Relatório da Partida;2008;1;1
2008-09-13;Auxerre;1–1;Nancy;Relatório da Partida;2008;1;1
2008-09-13;Valenciennes;1–1;Grenoble;Relatório da Partida;2008;1;1
2008-09-13;Bordeaux;1–1;Marseille;Relatório da Partida;2008;1;1
2008-09-13;Le Mans;1–2;Toulouse;Relatório da Partida;2008;1;2
2008-09-13;Lyon;3–2;Nice;Relatório da Partida;2008;3;2
2008-09-13;Monaco;2–0;Lorient;Relatório da Partida;2008;2;0
2008-09-14;Caen;2–0;Saint-Étienne;Relatório da Partida;2008;2;0
2008-09-14;Paris S-G;1–0;Nantes;Relatório da Partida;2008;1;0
2008-09-14;Sochaux;1–1;Lille;Relatório da Partida;2008;1;1
