Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2011-08-06;Nancy;1–1;Lille;Relatório da Partida;2011;1;1
2011-08-06;Ajaccio;0–2;Toulouse;Relatório da Partida;2011;0;2
2011-08-06;Nice;1–3;Lyon;Relatório da Partida;2011;1;3
2011-08-06;Marseille;2–2;Sochaux;Relatório da Partida;2011;2;2
2011-08-06;Caen;1–0;Valenciennes;Relatório da Partida;2011;1;0
2011-08-06;Brest;2–2;Evian;Relatório da Partida;2011;2;2
2011-08-06;Paris S-G;0–1;Lorient;Relatório da Partida;2011;0;1
2011-08-06;Montpellier;3–1;Auxerre;Relatório da Partida;2011;3;1
2011-08-07;Dijon;1–5;Rennes;Relatório da Partida;2011;1;5
2011-08-07;Bordeaux;1–2;Saint-Étienne;Relatório da Partida;2011;1;2
2011-08-13;Saint-Étienne;1–0;Nancy;Relatório da Partida;2011;1;0
2011-08-13;Valenciennes;0–0;Brest;Relatório da Partida;2011;0;0
2011-08-13;Toulouse;2–0;Dijon;Relatório da Partida;2011;2;0
2011-08-13;Lyon;1–1;Ajaccio;Relatório da Partida;2011;1;1
2011-08-13;Sochaux;1–2;Caen;Relatório da Partida;2011;1;2
2011-08-13;Rennes;1–1;Paris S-G;Relatório da Partida;2011;1;1
2011-08-13;Lorient;1–1;Bordeaux;Relatório da Partida;2011;1;1
2011-08-14;Evian;1–0;Nice;Relatório da Partida;2011;1;0
2011-08-14;Auxerre;2–2;Marseille;Relatório da Partida;2011;2;2
2011-08-14;Lille;0–1;Montpellier;Relatório da Partida;2011;0;1
2011-08-20;Dijon;2–0;Lorient;Relatório da Partida;2011;2;0
2011-08-20;Ajaccio;1–1;Evian;Relatório da Partida;2011;1;1
2011-08-20;Bordeaux;1–1;Auxerre;Relatório da Partida;2011;1;1
2011-08-20;Nice;1–1;Toulouse;Relatório da Partida;2011;1;1
2011-08-20;Caen;1–2;Lille;Relatório da Partida;2011;1;2
2011-08-20;Brest;1–1;Lyon;Relatório da Partida;2011;1;1
2011-08-21;Nancy;1–2;Sochaux;Relatório da Partida;2011;1;2
2011-08-21;Paris S-G;2–1;Valenciennes;Relatório da Partida;2011;2;1
2011-08-21;Montpellier;4–0;Rennes;Relatório da Partida;2011;4;0
2011-08-21;Marseille;0–0;Saint-Étienne;Relatório da Partida;2011;0;0
2011-08-27;Evian;0–1;Dijon;Relatório da Partida;2011;0;1
2011-08-27;Nice;0–0;Brest;Relatório da Partida;2011;0;0
2011-08-27;Lyon;2–1;Montpellier;Relatório da Partida;2011;2;1
2011-08-27;Lorient;2–1;Nancy;Relatório da Partida;2011;2;1
2011-08-27;Auxerre;4–1;Ajaccio;Relatório da Partida;2011;4;1
2011-08-27;Valenciennes;1–2;Bordeaux;Relatório da Partida;2011;1;2
2011-08-28;Toulouse;1–3;Paris S-G;Relatório da Partida;2011;1;3
2011-08-28;Lille;3–2;Marseille;Relatório da Partida;2011;3;2
2011-08-28;Rennes;3–2;Caen;Relatório da Partida;2011;3;2
2011-08-28;Sochaux;2–1;Saint-Étienne;Relatório da Partida;2011;2;1
2011-09-10;Saint-Étienne;1–3;Lille;Relatório da Partida;2011;1;3
2011-09-10;Bordeaux;0–0;Evian;Relatório da Partida;2011;0;0
2011-09-10;Sochaux;1–1;Lorient;Relatório da Partida;2011;1;1
2011-09-10;Marseille;0–1;Rennes;Relatório da Partida;2011;0;1
2011-09-10;Dijon;1–2;Lyon;Relatório da Partida;2011;1;2
2011-09-10;Ajaccio;3–1;Valenciennes;Relatório da Partida;2011;3;1
2011-09-10;Caen;0–1;Toulouse;Relatório da Partida;2011;0;1
2011-09-11;Paris S-G;1–0;Brest;Relatório da Partida;2011;1;0
2011-09-11;Montpellier;1–0;Nice;Relatório da Partida;2011;1;0
2011-09-11;Nancy;0–0;Auxerre;Relatório da Partida;2011;0;0
2011-09-17;Auxerre;1–1;Caen;Relatório da Partida;2011;1;1
