Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2016-08-12;Bastia;0–1;Paris S-G;Relatório da Partida;2016;0;1
2016-08-12;Monaco;2–2;Guingamp;Relatório da Partida;2016;2;2
2016-08-13;Bordeaux;3–2;Saint-Étienne;Relatório da Partida;2016;3;2
2016-08-13;Montpellier;1–0;Angers;Relatório da Partida;2016;1;0
2016-08-13;Metz;3–2;Lille;Relatório da Partida;2016;3;2
2016-08-13;Dijon;0–1;Nantes;Relatório da Partida;2016;0;1
2016-08-13;Caen;3–2;Lorient;Relatório da Partida;2016;3;2
2016-08-14;Nancy;0–3;Lyon;Relatório da Partida;2016;0;3
2016-08-14;Nice;1–0;Rennes;Relatório da Partida;2016;1;0
2016-08-14;Marseille;0–0;Toulouse;Relatório da Partida;2016;0;0
2016-08-19;Lyon;2–0;Caen;Relatório da Partida;2016;2;0
2016-08-20;Nantes;0–1;Monaco;Relatório da Partida;2016;0;1
2016-08-20;Lorient;0–3;Bastia;Relatório da Partida;2016;0;3
2016-08-20;Angers;0–1;Nice;Relatório da Partida;2016;0;1
2016-08-20;Rennes;2–0;Nancy;Relatório da Partida;2016;2;0
2016-08-20;Lille;1–0;Dijon;Relatório da Partida;2016;1;0
2016-08-20;Toulouse;4–1;Bordeaux;Relatório da Partida;2016;4;1
2016-08-21;Guingamp;2–1;Marseille;Relatório da Partida;2016;2;1
2016-08-21;Saint-Étienne;3–1;Montpellier;Relatório da Partida;2016;3;1
2016-08-21;Paris S-G;3–0;Metz;Relatório da Partida;2016;3;0
2016-08-26;Marseille;2–0;Lorient;Relatório da Partida;2016;2;0
2016-08-27;Dijon;4–2;Lyon;Relatório da Partida;2016;4;2
2016-08-27;Caen;2–0;Bastia;Relatório da Partida;2016;2;0
2016-08-27;Montpellier;1–1;Rennes;Relatório da Partida;2016;1;1
2016-08-27;Nice;1–1;Lille;Relatório da Partida;2016;1;1
2016-08-27;Nancy;0–2;Guingamp;Relatório da Partida;2016;0;2
2016-08-27;Metz;2–0;Angers;Relatório da Partida;2016;2;0
2016-08-28;Bordeaux;1–0;Nantes;Relatório da Partida;2016;1;0
2016-08-28;Saint-Étienne;0–0;Toulouse;Relatório da Partida;2016;0;0
2016-08-28;Monaco;3–1;Paris S-G;Relatório da Partida;2016;3;1
2016-09-09;Paris S-G;1–1;Saint-Étienne;Relatório da Partida;2016;1;1
