Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2018-04-14,16:00,Cruzeiro,0–1,Grêmio,19.285,Estádio Governador Magalhães Pinto,Rodolpho Toski Marques,Relatório da Partida,
1,sáb,2018-04-14,19:00,Vitória,2–2,Flamengo,12.669,Estádio Manoel Barradas,Wagner Reway,Relatório da Partida,
1,dom,2018-04-15,11:00,América (MG),3–0,Sport Recife,8.304,Estádio Raimundo Sampaio,Savio Pereira,Relatório da Partida,
1,dom,2018-04-15,16:00,Vasco da Gama,2–1,Atlético Mineiro,7.197,Estádio Club de Regatas Vasco da Gama,André Luiz de Freitas Castro,Relatório da Partida,
1,dom,2018-04-15,16:00,Internacional,2–0,Bahia,16.663,Estádio José Pinheiro Borba,Eduardo Tomaz De Aquino Valadão,Relatório da Partida,
1,dom,2018-04-15,16:00,Corinthians,2–1,Fluminense,28.777,Arena Corinthians,Anderson Daronco,Relatório da Partida,
1,dom,2018-04-15,19:00,Atl Paranaense,5–1,Chapecoense,8.395,Estádio Joaquim Américo Guimarães,Dewson Fernando Freitas da Silva,Relatório da Partida,
1,sáb,2018-04-14,21:00,Santos,2–0,Ceará,15.513,Estádio Manoel Barradas,Rodrigo D'Alonso Ferreira,Relatório da Partida,
1,seg,2018-04-16,20:00,Botafogo (RJ),1–1,Palmeiras,8.033,Estádio Nilton Santos,Ricardo Marques Ribeiro,Relatório da Partida,
1,seg,2018-04-16,20:00,São Paulo,1–0,Paraná,11.327,Estádio do Morumbi,Braulio da Silva Machado,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2018-04-21,16:00,Bahia,1–0,Santos,15.588,Itaipava Arena Fonte Nova,Claudio Francisco Lima e Silva,Relatório da Partida,
2,sáb,2018-04-21,19:00,Flamengo,2–0,América (MG),52.106,Estádio Luso-Brasileiro,Leandro Bizzio Marinho,Relatório da Partida,
2,dom,2018-04-22,11:00,Paraná,0–4,Corinthians,15.714,Estádio Durival de Brito e Silva,Péricles Bassols Pegado Cortez,Relatório da Partida,
2,dom,2018-04-22,16:00,Atlético Mineiro,2–1,Vitória,10.423,Estádio Raimundo Sampaio,Grazianni Maciel Rocha,Relatório da Partida,
2,dom,2018-04-22,16:00,Fluminense,1–0,Cruzeiro,10.016,Estadio Jornalista Mário Filho,Flavio Rodrigues De Souza,Relatório da Partida,
2,dom,2018-04-22,16:00,Ceará,0–0,São Paulo,30.186,Estádio Castelão,Paulo Roberto Alves Júnior,Relatório da Partida,
2,dom,2018-04-22,16:00,Chapecoense,1–1,Vasco da Gama,8.675,Arena Condá,Luiz Flávio de Oliveira,Relatório da Partida,
2,dom,2018-04-22,16:00,Palmeiras,1–0,Internacional,25.504,Estádio do Pacaembú,Marcelo de Lima Henrique,Relatório da Partida,
2,dom,2018-04-22,19:00,Grêmio,0–0,Atl Paranaense,22.049,Arena do Grêmio,Raphael Claus,Relatório da Partida,
2,seg,2018-04-23,20:00,Sport Recife,1–1,Botafogo (RJ),7.083,Estádio Adelmar da Costa Carvalho,Rafael Traci,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2018-04-28,16:00,Botafogo (RJ),2–1,Grêmio,10.748,Estádio Nilton Santos,Vinicius Gonçalves Dias Araujo,Relatório da Partida,
3,dom,2018-04-29,16:00,Fluminense,1–1,São Paulo,19.237,Estadio Jornalista Mário Filho,Rodolpho Toski Marques,Relatório da Partida,
3,dom,2018-04-29,16:00,Palmeiras,0–0,Chapecoense,30.871,Allianz Parque,Igor Junior Benevenuto,Relatório da Partida,
3,dom,2018-04-29,16:00,Paraná,1–2,Sport Recife,7.604,Estádio Durival de Brito e Silva,Daniel Nobre Bins,Relatório da Partida,
3,dom,2018-04-29,16:00,Ceará,0–3,Flamengo,52.962,Estádio Castelão,Anderson Daronco,Relatório da Partida,
3,dom,2018-04-29,16:00,Atlético Mineiro,1–0,Corinthians,19.825,Estádio Raimundo Sampaio,Dewson Fernando Freitas da Silva,Relatório da Partida,
3,dom,2018-04-29,16:00,Bahia,0–0,Atl Paranaense,16.235,Itaipava Arena Fonte Nova,Ricardo Marques Ribeiro,Relatório da Partida,
