Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2015-05-09,18:30,Chapecoense,2–1,Coritiba,5.360,Arena Condá,Elmo Alves Resende Cunha,Relatório da Partida,
1,sáb,2015-05-09,18:30,Palmeiras,2–2,Atlético Mineiro,28.781,Allianz Parque,Felipe Gomes da Silva,Relatório da Partida,
1,dom,2015-05-10,11:00,Grêmio,3–3,Ponte Preta,13.164,Arena do Grêmio,Heber Roberto Lopes,Relatório da Partida,
1,dom,2015-05-10,15:00 (16:00),Cruzeiro,0–1,Corinthians,8.975,Arena Pantanal,Anderson Daronco,Relatório da Partida,
1,dom,2015-05-10,16:00,Sport Recife,4–1,Figueirense,4.116,Estádio Adelmar da Costa Carvalho,Wilton Sampaio,Relatório da Partida,
1,dom,2015-05-10,16:00,São Paulo,2–1,Flamengo,13.656,Estádio do Morumbi,Marcelo de Lima Henrique,Relatório da Partida,
1,dom,2015-05-10,16:00,Atl Paranaense,3–0,Internacional,10.499,Estádio Joaquim Américo Guimarães,Luiz Flávio de Oliveira,Relatório da Partida,
1,dom,2015-05-10,18:30,Avaí,1–1,Santos,7.677,Estádio Aderbal Ramos da Silva,Dewson Fernando Freitas da Silva,Relatório da Partida,
1,dom,2015-05-10,18:30,Vasco da Gama,0–0,Goiás,7.424,Estádio Club de Regatas Vasco da Gama,Braulio da Silva Machado,Relatório da Partida,
1,sáb,2015-05-09,21:00,Fluminense,1–0,Joinville,19.185,Estadio Jornalista Mário Filho,Thiago Duarte Peixoto,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2015-05-16,18:30,Coritiba,2–0,Grêmio,11.785,Estádio Major Antônio Couto Pereira,Ricardo Marques Ribeiro,Relatório da Partida,
2,sáb,2015-05-16,18:30,Goiás,2–0,Atl Paranaense,100,Estádio do Governo do Estado de Goiás,Heber Roberto Lopes,Relatório da Partida,
2,dom,2015-05-17,11:00,Figueirense,0–0,Vasco da Gama,11.004,Estádio Orlando Scarpelli,Thiago Duarte Peixoto,Relatório da Partida,
2,dom,2015-05-17,16:00,Flamengo,2–2,Sport Recife,34.459,Estadio Jornalista Mário Filho,Dewson Fernando Freitas da Silva,Relatório da Partida,
2,dom,2015-05-17,16:00,Atlético Mineiro,4–1,Fluminense,11.958,Estádio Raimundo Sampaio,Anderson Daronco,Relatório da Partida,
2,dom,2015-05-17,16:00,Santos,1–0,Cruzeiro,7.246,Estádio Urbano Caldeira,Péricles Bassols Pegado Cortez,Relatório da Partida,
2,dom,2015-05-17,18:30,Joinville,0–0,Palmeiras,100,Arena Joinville,Wilton Sampaio,Relatório da Partida,
2,dom,2015-05-17,18:30,Internacional,1–0,Avaí,13.009,Estádio José Pinheiro Borba,Igor Junior Benevenuto,Relatório da Partida,
2,dom,2015-05-17,18:30,Ponte Preta,1–0,São Paulo,100,Estádio Moisés Lucarelli,Raphael Claus,Relatório da Partida,
