Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2019-04-27,16:00,São Paulo,1.1,2–0,0.5,Botafogo (RJ),26.533,Estádio do Morumbi,Caio Max Augusto Vieira,Relatório da Partida,
1,sáb,2019-04-27,19:00,Chapecoense,1.4,2–0,1.2,Internacional,8.231,Arena Condá,Raphael Claus,Relatório da Partida,
1,sáb,2019-04-27,19:00,Atlético Mineiro,2.4,2–1,0.6,Avaí,10.531,Estádio Raimundo Sampaio,Rodolpho Toski Marques,Relatório da Partida,
1,dom,2019-04-28,11:00,Grêmio,3.0,1–2,0.7,Santos,32.318,Arena do Grêmio,Bruno Arleu de Araujo,Relatório da Partida,
1,dom,2019-04-28,16:00,Bahia,1.4,3–2,0.4,Corinthians,29.294,Itaipava Arena Fonte Nova,Wilton Sampaio,Relatório da Partida,
1,dom,2019-04-28,16:00,Ceará,1.8,4–0,0.6,CSA,12.550,Estádio Castelão,Adriano Milevski,Relatório da Partida,
1,dom,2019-04-28,16:00,Atl Paranaense,3.7,4–1,1.3,Vasco da Gama,12.275,Estádio Joaquim Américo Guimarães,Luiz Flávio de Oliveira,Relatório da Partida,
1,dom,2019-04-28,19:00,Fluminense,1.5,0–1,0.7,Goiás,17.420,Estadio Jornalista Mário Filho,Dewson Fernando Freitas da Silva,Relatório da Partida,
1,dom,2019-04-28,19:00,Palmeiras,2.6,4–0,0.3,Fortaleza,26.701,Allianz Parque,Braulio da Silva Machado,Relatório da Partida,
1,sáb,2019-04-27,21:00,Flamengo,2.5,3–1,0.4,Cruzeiro,35.016,Estadio Jornalista Mário Filho,Anderson Daronco,Relatório da Partida,
,,,,,,,,,,,,,
2,qua,2019-05-01,16:00,CSA,0.1,1–1,0.1,Palmeiras,15.735,Estádio Rei Pelé,Caio Max Augusto Vieira,Relatório da Partida,
2,qua,2019-05-01,16:00,Corinthians,0.8,1–0,0.4,Chapecoense,30.442,Arena Corinthians,Ricardo Marques Ribeiro,Relatório da Partida,
2,qua,2019-05-01,16:00,Internacional,1.4,2–1,0.9,Flamengo,37.001,Estádio José Pinheiro Borba,Flavio Rodrigues De Souza,Relatório da Partida,
2,qua,2019-05-01,19:15,Cruzeiro,1.1,1–0,1.9,Ceará,22.677,Estádio Governador Magalhães Pinto,Wagner Reway,Relatório da Partida,
2,qua,2019-05-01,19:15,Avaí,1.0,1–1,0.4,Grêmio,12.181,Estádio Aderbal Ramos da Silva,Wagner do Nascimento Magalhaes,Relatório da Partida,
2,qui,2019-05-02,19:15,Santos,1.9,2–1,1.1,Fluminense,10.564,Estádio Urbano Caldeira,Wilton Sampaio,Relatório da Partida,
2,qui,2019-05-02,20:00,Botafogo (RJ),1.7,3–2,2.6,Bahia,7.568,Estádio Nilton Santos,Luiz Flávio de Oliveira,Relatório da Partida,
2,qua,2019-05-01,21:30,Goiás,1.7,1–2,0.7,São Paulo,29.644,Estádio de Hailé Pinheiro,Rafael Traci,Relatório da Partida,
2,qua,2019-05-01,21:30,Fortaleza,1.3,2–1,0.3,Atl Paranaense,20.578,Estádio Castelão,Marcelo de Lima Henrique,Relatório da Partida,
2,qua,2019-05-01,21:30,Vasco da Gama,1.6,1–2,0.6,Atlético Mineiro,6.745,Estádio Club de Regatas Vasco da Gama,Raphael Claus,Relatório da Partida,
,,,,,,,,,,,,,
3,sáb,2019-05-04,19:00,Vasco da Gama,1.9,1–1,1.2,Corinthians,25.779,Estádio Club de Regatas Vasco da Gama,Rodrigo D'Alonso Ferreira,Relatório da Partida,
3,sáb,2019-05-04,19:00,Palmeiras,1.2,1–0,0.3,Internacional,31.549,Allianz Parque,Wagner do Nascimento Magalhaes,Relatório da Partida,
3,dom,2019-05-05,11:00,Chapecoense,1.5,1–1,1.5,Atl Paranaense,6.433,Arena Condá,Vinicius Gonçalves Dias Araujo,Relatório da Partida,
3,dom,2019-05-05,16:00,São Paulo,1.9,1–1,1.2,Flamengo,38.749,Estádio do Morumbi,Ricardo Marques Ribeiro,Relatório da Partida,
3,dom,2019-05-05,16:00,Botafogo (RJ),1.6,1–0,1.0,Fortaleza,13.749,Estádio Nilton Santos,Wagner Reway,Relatório da Partida,
