Rk;Player;Nation;Pos;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost
733;Vitinho;brBRA;FW,MF;Avaí;21;2000;4.0;2;0;0;7;19;1;1;1;1;0;0;0;10;6;7
734;João Vitor;brBRA;MF;Coritiba;21;2000;0.1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
735;Vladimir;brBRA;GK;Avaí;32;1989;22.5;3;0;0;1;3;0;0;0;0;0;1;0;24;5;1
736;Max Walef;brBRA;GK;Fortaleza;28;1993;5.0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
737;Walter;brBRA;GK;Cuiabá;34;1987;27.4;0;0;0;0;3;0;0;1;2;0;0;0;20;8;0
738;Wanderson;brBRA;DF;Atl Goianiense;30;1991;27.2;2;0;0;19;7;2;0;22;10;0;0;0;72;74;37
739;Wanderson;brBRA;FW,MF;Internacional;27;1994;17.8;3;0;0;18;17;3;59;3;9;0;0;0;58;4;16
740;Warley;brBRA;FW,MF;Coritiba;22;1999;6.2;1;2;0;10;10;0;17;9;4;0;0;0;41;4;6
741;Welington;brBRA;DF,FW;São Paulo;20;2001;18.6;5;1;1;19;31;1;125;15;21;0;0;0;93;17;18
742;José Welison;brBRA;MF;Fortaleza;26;1995;19.1;6;0;0;39;17;0;22;38;22;0;0;0;144;37;27
743;Weliton;clCHI;MF;Juventude;16;2005;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
744;Wellington;brBRA;DF;Avaí;26;1995;3.0;0;0;0;4;1;0;0;5;2;0;1;1;9;3;4
745;Welliton;brBRA;MF,FW;Bragantino;21;2000;1.1;0;0;0;0;2;0;8;0;3;0;0;0;7;1;3
746;Wendell;brBRA;MF;Ceará;19;2002;0.1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0
747;Werik;brBRA;FW;Bragantino;20;2001;5.7;4;0;0;11;6;1;2;0;2;0;0;0;12;11;11
748;Werton;brBRA;FW;Flamengo;18;2003;0.3;0;0;0;1;0;0;0;0;1;0;0;0;2;0;2
749;Wescley;brBRA;MF;Ceará;30;1991;0.8;0;0;0;1;1;0;3;0;2;0;0;0;4;0;1
750;Wesley;brBRA;FW;Palmeiras;22;1999;7.2;2;0;0;8;20;2;30;3;6;0;0;0;50;14;9
751;Weverson;brBRA;MF;Bragantino;21;2000;0.5;0;0;0;0;0;0;3;0;0;0;0;0;4;1;5
752;Weverton;brBRA;DF;Internacional;22;1999;0.5;0;0;0;0;1;0;3;0;0;0;0;0;4;0;1
753;Wéverton;brBRA;GK;Palmeiras;34;1987;34.0;0;0;0;0;5;0;0;1;1;0;0;0;31;9;2
754;Rafael William;brBRA;GK;Coritiba;20;2001;6.0;1;0;0;1;0;0;0;0;0;0;1;0;3;1;0
755;Willian;brBRA;FW,MF;Fluminense;35;1986;5.3;2;0;0;8;3;2;8;8;5;0;0;0;26;3;8
756;Willian;brBRA;FW;Corinthians;33;1988;9.2;1;0;0;6;30;2;33;8;10;0;0;0;42;5;3
757;Xavier;brBRA;MF;Corinthians;21;2000;1.8;1;0;0;2;0;0;0;2;1;0;0;0;13;2;2
758;Samuel Xavier;brBRA;DF;Fluminense;31;1990;31.4;5;0;0;28;49;3;77;26;16;0;0;0;122;25;27
759;Yago;brBRA;MF,DF;Fluminense;26;1995;12.6;3;0;0;14;31;4;36;13;13;0;0;0;54;8;18
760;Ytalo;brBRA;FW;Bragantino;34;1988;6.9;0;0;0;2;6;0;2;3;3;0;0;0;10;7;14
761;Marcos Ytalo;brBRA;DF;Ceará;25;1996;1.8;0;0;0;5;4;0;5;2;3;0;0;0;4;3;2
762;Vinícius Zanocelo;brBRA;MF;Santos;21;2001;22.3;8;0;0;47;12;2;2;24;17;0;2;0;112;31;32
763;Federico Zaracho;arARG;MF,FW;Atlético Mineiro;23;1998;20.9;3;0;0;34;26;1;16;22;29;0;0;0;114;25;48
