Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2016-05-14,16:00,Flamengo,1–0,Sport Recife,9.382,Estádio General Sílvio Raulino de Olivei...,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,
1,sáb,2016-05-14,16:00,Palmeiras,4–0,Atl Paranaense,32.629,Allianz Parque,Bruno Arleu de Araujo,Relatório da Partida,
1,sáb,2016-05-14,18:30,Atlético Mineiro,1–0,Santos,5.403,Estádio Raimundo Sampaio,Jailson Macêdo Freitas,Relatório da Partida,
1,dom,2016-05-15,11:00,Santa Cruz,4–1,Vitória,20.038,Estádio Jóse do Rego Maciel,Pablo Dos Santos Alves,Relatório da Partida,
1,dom,2016-05-15,11:00,Botafogo (RJ),0–1,São Paulo,5.465,Estádio General Sílvio Raulino de Olivei...,Braulio da Silva Machado,Relatório da Partida,
1,dom,2016-05-15,16:00,Figueirense,0–0,Ponte Preta,5.458,Estádio Orlando Scarpelli,Emerson De Almeida Ferreira,Relatório da Partida,
1,dom,2016-05-15,16:00,América (MG),0–1,Fluminense,2.078,Estádio Raimundo Sampaio,Thiago Duarte Peixoto,Relatório da Partida,
1,dom,2016-05-15,16:00,Corinthians,0–0,Grêmio,31.533,Arena Corinthians,Wilton Sampaio,Relatório da Partida,
1,dom,2016-05-15,18:30,Internacional,0–0,Chapecoense,18.219,Estádio José Pinheiro Borba,Nielson Nogueira Dias,Relatório da Partida,
1,sáb,2016-05-14,21:00,Coritiba,1–0,Cruzeiro,6.028,Estádio Major Antônio Couto Pereira,Jean Pierre Goncalves Lima,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2016-05-21,16:00,Ponte Preta,2–1,Palmeiras,7.061,Estádio Moisés Lucarelli,Leandro Pedro Vuaden,Relatório da Partida,
2,sáb,2016-05-21,18:30,Fluminense,2–2,Santa Cruz,3.380,Estádio General Sílvio Raulino de Olivei...,Jailson Macêdo Freitas,Relatório da Partida,
2,dom,2016-05-22,11:00,Atl Paranaense,1–1,Atlético Mineiro,11.804,Estádio Joaquim Américo Guimarães,Flavio Rodrigues De Souza,Relatório da Partida,
2,dom,2016-05-22,11:00,Santos,2–1,Coritiba,7.472,Estádio Urbano Caldeira,Ricardo Marques Ribeiro,Relatório da Partida,
2,dom,2016-05-22,16:00,Grêmio,1–0,Flamengo,15.976,Arena do Grêmio,Luiz Flavio De Oliveira,Relatório da Partida,
2,dom,2016-05-22,16:00,São Paulo,1–2,Internacional,19.509,Estádio do Morumbi,Pericles Bassols Pegado Cortez,Relatório da Partida,
2,dom,2016-05-22,16:00,Vitória,3–2,Corinthians,12.417,Estádio Manoel Barradas,Heber Roberto Lopes,Relatório da Partida,
2,dom,2016-05-22,16:00,Chapecoense,3–1,América (MG),2.057,Arena Condá,Eduardo Tomaz De Aquino Valadão,Relatório da Partida,
2,dom,2016-05-22,18:30,Sport Recife,1–1,Botafogo (RJ),5.218,Estádio Adelmar da Costa Carvalho,Vinicius Furlan,Relatório da Partida,
2,sáb,2016-05-21,21:00,Cruzeiro,2–2,Figueirense,12.647,Estádio Governador Magalhães Pinto,Wagner Reway,Relatório da Partida,
,,,,,,,,,,,
3,qua,2016-05-25,19:30,Botafogo (RJ),2–1,Atl Paranaense,4.445,Estádio Municipal Radialista Mário Helên...,Dewson Fernando Freitas da Silva,Relatório da Partida,
3,qua,2016-05-25,19:30,Figueirense,2–2,Santos,5.849,Estádio Orlando Scarpelli,Wagner do Nascimento Magalhaes,Relatório da Partida,
3,qui,2016-05-26,11:00,Corinthians,3–0,Ponte Preta,35.573,Arena Corinthians,Elmo Alves Resende Cunha,Relatório da Partida,
3,qui,2016-05-26,16:00,Internacional,1–0,Sport Recife,24.840,Estádio José Pinheiro Borba,Igor Junior Benevenuto,Relatório da Partida,
3,qua,2016-05-25,21:00,América (MG),1–1,Vitória,1.318,Estádio Raimundo Sampaio,Gilberto Rodrigues Castro Junior,Relatório da Partida,
3,qua,2016-05-25,21:00,Flamengo,2–2,Chapecoense,2.705,Estádio General Sílvio Raulino de Olivei...,Diego Almeida Real,Relatório da Partida,
3,qua,2016-05-25,21:45,Palmeiras,2–0,Fluminense,28.534,Allianz Parque,Sandro Ricci,Relatório da Partida,
3,qua,2016-05-25,21:45,Santa Cruz,4–1,Cruzeiro,16.331,Estádio Jóse do Rego Maciel,Anderson Daronco,Relatório da Partida,
3,qua,2016-05-25,21:45,Coritiba,1–1,São Paulo,9.979,Estádio Major Antônio Couto Pereira,Marielson Alves Silva,Relatório da Partida,
3,qui,2016-05-26,21:00,Atlético Mineiro,0–3,Grêmio,15.742,Estádio Raimundo Sampaio,Raphael Claus,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2016-05-28,16:00,Cruzeiro,1–1,América (MG),11.266,Estádio Governador Magalhães Pinto,Dewson Fernando Freitas da Silva,Relatório da Partida,
4,sáb,2016-05-28,18:30,Atl Paranaense,2–1,Figueirense,10.479,Estádio Joaquim Américo Guimarães,Pericles Bassols Pegado Cortez,Relatório da Partida,
4,dom,2016-05-29,11:00,Ponte Preta,1–2,Flamengo,7.106,Estádio Moisés Lucarelli,Anderson Daronco,Relatório da Partida,
4,dom,2016-05-29,11:00,Sport Recife,0–2,Corinthians,14.645,Estádio Adelmar da Costa Carvalho,Wagner Reway,Relatório da Partida,
4,dom,2016-05-29,16:00,Fluminense,1–0,Botafogo (RJ),4.550,Estádio General Sílvio Raulino de Olivei...,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,
4,dom,2016-05-29,16:00,Vitória,1–1,Atlético Mineiro,12.791,Itaipava Arena Fonte Nova,Rodolpho Toski Marques,Relatório da Partida,
4,dom,2016-05-29,16:00,São Paulo,1–0,Palmeiras,21.016,Estádio do Morumbi,Ricardo Marques Ribeiro,Relatório da Partida,
