Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
2,sáb,2022-04-16,19:00,Corinthians,1.5,3–0,1.4,Avaí,30.497,Arena Corinthians,Bruno Arleu de Araujo,Relatório da Partida,
2,dom,2022-04-17,11:00,Santos,1.6,2–1,1.8,Coritiba,13.051,Estádio Urbano Caldeira,Wagner do Nascimento Magalhães,Relatório da Partida,
2,dom,2022-04-17,16:00,Flamengo,2.4,3–1,0.2,São Paulo,54.686,Estadio Jornalista Mário Filho,Anderson Daronco,Relatório da Partida,
2,dom,2022-04-17,18:00,Internacional,1.7,2–1,0.8,Fortaleza,31.783,Estádio José Pinheiro Borba,Flavio Rodrigues De Souza,Relatório da Partida,
2,dom,2022-04-17,18:00,Atl Paranaense,0.5,0–1,1.0,Atlético Mineiro,17.305,Estádio Joaquim Américo Guimarães,Wilton Sampaio,Relatório da Partida,
2,dom,2022-04-17,18:00,Bragantino,1.4,4–0,0.2,Atl Goianiense,2.351,Estádio Nabi Abi Chedid,Paulo Roberto Alves Júnior,Relatório da Partida,
2,dom,2022-04-17,19:00,Ceará,1.2,1–3,1.6,Botafogo (RJ),33.734,Estádio Castelão,Raphael Claus,Relatório da Partida,
2,sáb,2022-04-16,20:00 (21:00),Cuiabá,0.2,0–1,0.7,Fluminense,10.791,Arena Pantanal,Savio Pereira,Relatório da Partida,
,,,,,,,,,,,,,
4,qua,2022-04-20,19:30,Flamengo,1.4,0–0,0.8,Palmeiras,69.997,Estadio Jornalista Mário Filho,Wilton Sampaio,Relatório da Partida,
,,,,,,,,,,,,,
3,sáb,2022-04-23,16:30,Bragantino,2.0,1–1,2.0,São Paulo,8.040,Estádio Nabi Abi Chedid,Bruno Arleu de Araujo,Relatório da Partida,
3,sáb,2022-04-23,16:30,Atl Paranaense,1.1,1–0,0.7,Flamengo,22.659,Estádio Joaquim Américo Guimarães,Raphael Claus,Relatório da Partida,
3,sáb,2022-04-23,19:00,Fluminense,0.5,0–1,0.8,Internacional,16.176,Estadio Jornalista Mário Filho,Braulio da Silva Machado,Relatório da Partida,
3,sáb,2022-04-23,19:00,Palmeiras,1.5,3–0,0.2,Corinthians,23.973,Allianz Parque,Anderson Daronco,Relatório da Partida,
3,dom,2022-04-24,16:00,Santos,2.2,3–0,0.9,América (MG),10.374,Estádio Urbano Caldeira,Wilton Sampaio,Relatório da Partida,
3,dom,2022-04-24,18:00,Juventude,1.8,0–1,1.5,Cuiabá,3.920,Estádio Alfredo Jaconi,Paulo Roberto Alves Júnior,Relatório da Partida,
3,dom,2022-04-24,18:30,Atl Goianiense,1.0,1–1,0.8,Botafogo (RJ),4.427,Estádio Antônio Accioly,Luiz Flávio de Oliveira,Relatório da Partida,
3,sáb,2022-04-23,21:00,Atlético Mineiro,1.8,2–2,1.6,Coritiba,19.974,Estádio Governador Magalhães Pinto,Savio Pereira,Relatório da Partida,
3,seg,2022-04-25,20:00,Avaí,2.1,3–2,2.1,Goiás,5.883,Estádio Aderbal Ramos da Silva,Antonio Dib Moraes de Sousa,Relatório da Partida,
,,,,,,,,,,,,,
4,sáb,2022-04-30,16:30,Ceará,0.7,0–1,1.2,Bragantino,23.211,Estádio Castelão,Ramon Abatti Abel,Relatório da Partida,
4,sáb,2022-04-30,16:30,América (MG),0.5,1–0,1.1,Atl Paranaense,2.433,Estádio Raimundo Sampaio,Jefferson Ferreira de Moraes,Relatório da Partida,
4,sáb,2022-04-30,18:00 (19:00),Cuiabá,2.4,1–1,1.2,Atl Goianiense,4.517,Arena Pantanal,Douglas Marques das Flores,Relatório da Partida,
4,sáb,2022-04-30,18:30,Goiás,1.0,2–2,2.0,Atlético Mineiro,10.165,Estádio de Hailé Pinheiro,Bruno Arleu de Araujo,Relatório da Partida,
4,dom,2022-05-01,11:00,Botafogo (RJ),2.0,1–1,0.6,Juventude,34.734,Estádio Nilton Santos,Braulio da Silva Machado,Relatório da Partida,
4,dom,2022-05-01,16:00,Corinthians,0.6,1–0,0.9,Fortaleza,37.018,Arena Corinthians,Savio Pereira,Relatório da Partida,
4,dom,2022-05-01,16:00,Coritiba,3.3,3–2,0.6,Fluminense,24.622,Estádio Major Antônio Couto Pereira,Raphael Claus,Relatório da Partida,
4,dom,2022-05-01,19:00,Internacional,1.3,0–0,0.7,Avaí,20.808,Estádio José Pinheiro Borba,Wilton Sampaio,Relatório da Partida,
4,seg,2022-05-02,20:00,São Paulo,1.4,2–1,1.3,Santos,36.746,Estádio do Morumbi,Leandro Pedro Vuaden,Relatório da Partida,
,,,,,,,,,,,,,
5,sáb,2022-05-07,16:30,Atlético Mineiro,2.5,1–2,2.0,América (MG),14.629,Estádio Governador Magalhães Pinto,Wilton Sampaio,Relatório da Partida,
5,sáb,2022-05-07,20:30,Atl Paranaense,1.7,1–0,1.1,Ceará,22.659,Estádio Joaquim Américo Guimarães,Leandro Pedro Vuaden,Relatório da Partida,
5,dom,2022-05-08,11:00,Flamengo,1.7,0–1,0.8,Botafogo (RJ),54.981,Estadio Jornalista Mário Filho,Anderson Daronco,Relatório da Partida,
5,dom,2022-05-08,16:00,Atl Goianiense,2.4,0–1,0.9,Goiás,5.431,Estádio Antônio Accioly,Wagner do Nascimento Magalhães,Relatório da Partida,
5,dom,2022-05-08,16:00,Palmeiras,2.1,1–1,0.7,Fluminense,28.776,Allianz Parque,Savio Pereira,Relatório da Partida,
5,dom,2022-05-08,18:00,Bragantino,0.5,0–1,0.2,Corinthians,9.993,Estádio Nabi Abi Chedid,Raphael Claus,Relatório da Partida,
5,dom,2022-05-08,18:00,Santos,2.2,4–1,1.4,Cuiabá,7.256,Estádio Urbano Caldeira,Braulio da Silva Machado,Relatório da Partida,
5,dom,2022-05-08,19:00,Juventude,0.8,1–1,0.7,Internacional,7.341,Estádio Alfredo Jaconi,Bruno Arleu de Araujo,Relatório da Partida,
5,dom,2022-05-08,19:00,Fortaleza,0.7,1–1,0.3,São Paulo,25.518,Estádio Castelão,Ramon Abatti Abel,Relatório da Partida,
5,seg,2022-05-09,20:00,Avaí,2.2,2–1,1.0,Coritiba,8.548,Estádio Aderbal Ramos da Silva,Jefferson Ferreira de Moraes,Relatório da Partida,
,,,,,,,,,,,,,
7,qua,2022-05-11,20:30,Bragantino,0.8,1–1,0.9,Atlético Mineiro,5.222,Estádio Nabi Abi Chedid,Braulio da Silva Machado,Relatório da Partida,
,,,,,,,,,,,,,
6,sáb,2022-05-14,16:30,Ceará,1.0,2–2,0.7,Flamengo,52.139,Estádio Castelão,Luiz Flávio de Oliveira,Relatório da Partida,
6,sáb,2022-05-14,16:30,Palmeiras,1.8,2–0,0.4,Bragantino,36.123,Allianz Parque,Flavio Rodrigues De Souza,Relatório da Partida,
6,sáb,2022-05-14,19:00,Atlético Mineiro,1.3,2–0,0.2,Atl Goianiense,20.749,Estádio Raimundo Sampaio,Anderson Daronco,Relatório da Partida,
6,sáb,2022-05-14,19:00,Internacional,2.1,2–2,1.7,Corinthians,18.482,Estádio José Pinheiro Borba,Braulio da Silva Machado,Relatório da Partida,
6,dom,2022-05-15,16:00,São Paulo,2.4,2–1,1.1,Cuiabá,27.511,Estádio do Morumbi,Alexandre Vargas Tavares de Jesus,Relatório da Partida,
6,dom,2022-05-15,17:30,Coritiba,0.9,1–0,0.4,América (MG),19.040,Estádio Major Antônio Couto Pereira,Bruno Arleu de Araujo,Relatório da Partida,
6,dom,2022-05-15,18:00,Botafogo (RJ),1.3,3–1,1.3,Fortaleza,23.616,Estádio Nilton Santos,Jefferson Ferreira de Moraes,Relatório da Partida,
6,dom,2022-05-15,18:00,Avaí,0.8,1–2,0.4,Juventude,9.355,Estádio Aderbal Ramos da Silva,Douglas Marques das Flores,Relatório da Partida,
6,dom,2022-05-15,19:00,Goiás,1.8,1–0,1.2,Santos,11.070,Estádio de Hailé Pinheiro,Marcelo de Lima Henrique,Relatório da Partida,
6,sáb,2022-05-14,21:00,Fluminense,0.7,2–1,1.4,Atl Paranaense,4.722,Estádio General Sílvio Raulino de Olivei...,Ramon Abatti Abel,Relatório da Partida,
,,,,,,,,,,,,,
7,sáb,2022-05-21,16:30,Atl Goianiense,1.1,2–0,1.3,Coritiba,4.676,Estádio Antônio Accioly,Luiz Flávio de Oliveira,Relatório da Partida,
7,sáb,2022-05-21,16:30,Flamengo,1.3,1–0,0.6,Goiás,4.722,Estadio Jornalista Mário Filho,Braulio da Silva Machado,Relatório da Partida,
7,sáb,2022-05-21,18:30,Santos,1.4,0–0,0.7,Ceará,25.797,Arena Barueri,Savio Pereira,Relatório da Partida,
7,sáb,2022-05-21,19:00,Juventude,0.9,0–3,1.7,Palmeiras,5.513,Estádio Alfredo Jaconi,Marcelo de Lima Henrique,Relatório da Partida,
7,dom,2022-05-22,16:00,Corinthians,0.6,1–1,1.1,São Paulo,44.672,Arena Corinthians,Wilton Sampaio,Relatório da Partida,
7,dom,2022-05-22,16:00,Fortaleza,1.7,0–1,1.1,Fluminense,37.507,Estádio Castelão,Anderson Daronco,Relatório da Partida,
7,dom,2022-05-22,19:00,Atl Paranaense,1.4,2–1,1.3,Avaí,15.949,Estádio Joaquim Américo Guimarães,Flavio Rodrigues De Souza,Relatório da Partida,
7,sáb,2022-05-21,20:00 (21:00),Cuiabá,0.9,1–1,1.4,Internacional,7.968,Arena Pantanal,Ramon Abatti Abel,Relatório da Partida,
7,sáb,2022-05-21,21:00,América (MG),0.9,1–1,0.6,Botafogo (RJ),4.236,Estádio Raimundo Sampaio,Raphael Claus,Relatório da Partida,
,,,,,,,,,,,,,
8,sáb,2022-05-28,16:30,Goiás,0.9,1–1,1.0,Bragantino,6.283,Estádio de Hailé Pinheiro,Ramon Abatti Abel,Relatório da Partida,
8,sáb,2022-05-28,19:00,São Paulo,1.0,2–2,1.0,Ceará,32.977,Estádio do Morumbi,Bruno Arleu de Araujo,Relatório da Partida,
8,sáb,2022-05-28,20:30,Fortaleza,0.8,1–1,1.1,Juventude,22.466,Estádio Castelão,André Luiz de Freitas Castro,Relatório da Partida,
8,dom,2022-05-29,16:00,Coritiba,2.5,1–0,1.2,Botafogo (RJ),20.302,Estádio Major Antônio Couto Pereira,Braulio da Silva Machado,Relatório da Partida,
8,dom,2022-05-29,16:00,Santos,1.7,0–1,1.8,Palmeiras,14.220,Estádio Urbano Caldeira,Luiz Flávio de Oliveira,Relatório da Partida,
8,dom,2022-05-29,17:00 (18:00),Cuiabá,0.6,0–1,1.3,Atl Paranaense,4.539,Arena Pantanal,Wagner do Nascimento Magalhães,Relatório da Partida,
8,dom,2022-05-29,18:00,Fluminense,1.6,1–2,1.0,Flamengo,57.919,Estadio Jornalista Mário Filho,Raphael Claus,Relatório da Partida,
8,dom,2022-05-29,18:00,Corinthians,0.8,1–1,1.4,América (MG),34.922,Arena Corinthians,Anderson Daronco,Relatório da Partida,
8,dom,2022-05-29,19:00,Atlético Mineiro,1.4,2–1,1.1,Avaí,31.551,Estádio Governador Magalhães Pinto,Jefferson Ferreira de Moraes,Relatório da Partida,
8,seg,2022-05-30,20:00,Internacional,0.7,1–1,2.1,Atl Goianiense,11.050,Estádio José Pinheiro Borba,Marcelo de Lima Henrique,Relatório da Partida,
,,,,,,,,,,,,,
3,qua,2022-06-01,20:30,Fortaleza,0.7,0–1,2.0,Ceará,37.372,Estádio Castelão,Braulio da Silva Machado,Relatório da Partida,
,,,,,,,,,,,,,
9,sáb,2022-06-04,16:30,América (MG),0.8,2–1,0.4,Cuiabá,2.720,Estádio Raimundo Sampaio,Raphael Claus,Relatório da Partida,
9,sáb,2022-06-04,19:00,Ceará,1.2,1–1,0.9,Coritiba,27.602,Estádio Castelão,Flavio Rodrigues De Souza,Relatório da Partida,
9,sáb,2022-06-04,19:00,Avaí,1.8,1–1,2.2,São Paulo,,Estádio Aderbal Ramos da Silva,Anderson Daronco,Relatório da Partida,
9,sáb,2022-06-04,19:00,Atl Paranaense,1.6,2–2,2.1,Santos,19.323,Estádio Joaquim Américo Guimarães,Braulio da Silva Machado,Relatório da Partida,
9,sáb,2022-06-04,20:30,Atl Goianiense,1.1,0–1,0.9,Corinthians,12.089,Estádio Antônio Accioly,Bruno Arleu de Araujo,Relatório da Partida,
9,dom,2022-06-05,11:00,Juventude,1.1,1–0,0.3,Fluminense,2.573,Estádio Alfredo Jaconi,Jefferson Ferreira de Moraes,Relatório da Partida,
9,dom,2022-06-05,16:00,Flamengo,1.9,1–2,2.2,Fortaleza,63.975,Estadio Jornalista Mário Filho,Leandro Pedro Vuaden,Relatório da Partida,
9,dom,2022-06-05,16:00,Palmeiras,0.9,0–0,0.4,Atlético Mineiro,40.235,Allianz Parque,Wilton Sampaio,Relatório da Partida,
9,dom,2022-06-05,19:00,Bragantino,0.6,0–2,1.5,Internacional,3.062,Estádio Nabi Abi Chedid,Wagner do Nascimento Magalhães,Relatório da Partida,
9,seg,2022-06-06,20:00,Botafogo (RJ),0.6,1–2,1.9,Goiás,30.954,Estádio Nilton Santos,Paulo Henrique Schleinch Vollkopf,Relatório da Partida,
,,,,,,,,,,,,,
10,qua,2022-06-08,19:00,América (MG),0.7,0–2,1.3,Ceará,2.132,Estádio Raimundo Sampaio,Douglas Marques das Flores,Relatório da Partida,
10,qua,2022-06-08,19:00,Juventude,1.7,1–3,1.3,Atl Paranaense,3.590,Estádio Alfredo Jaconi,Luiz Flávio de Oliveira,Relatório da Partida,
10,ter,2022-06-07,20:30 (21:30),Cuiabá,0.8,1–0,0.6,Corinthians,22.129,Arena Pantanal,Marcelo de Lima Henrique,Relatório da Partida,
10,qua,2022-06-08,20:30,Atl Goianiense,1.4,2–1,0.8,Avaí,5.251,Estádio Antônio Accioly,Paulo Roberto Alves Júnior,Relatório da Partida,
10,qua,2022-06-08,20:30,Bragantino,1.3,1–0,1.3,Flamengo,8.627,Estádio Nabi Abi Chedid,Wilton Sampaio,Relatório da Partida,
10,qui,2022-06-09,19:00,Palmeiras,2.7,4–0,0.8,Botafogo (RJ),33.431,Allianz Parque,Anderson Daronco,Relatório da Partida,
10,qui,2022-06-09,20:00,Coritiba,0.7,1–1,1.7,São Paulo,,Estádio Major Antônio Couto Pereira,Wagner do Nascimento Magalhães,Relatório da Partida,
10,qui,2022-06-09,20:00,Fortaleza,1.2,1–1,0.5,Goiás,30.017,Estádio Castelão,Bruno Arleu de Araujo,Relatório da Partida,
10,qua,2022-06-08,21:30,Santos,3.9,1–1,1.0,Internacional,8.845,Estádio Urbano Caldeira,Ramon Abatti Abel,Relatório da Partida,
10,qua,2022-06-08,21:30,Fluminense,1.8,5–3,0.8,Atlético Mineiro,16.143,Estadio Jornalista Mário Filho,Leandro Pedro Vuaden,Relatório da Partida,
,,,,,,,,,,,,,
11,sáb,2022-06-11,16:30,Corinthians,1.1,2–0,0.3,Juventude,34.617,Arena Corinthians,Ramon Abatti Abel,Relatório da Partida,
11,sáb,2022-06-11,18:00 (19:00),Cuiabá,1.8,1–1,0.9,Bragantino,4.476,Arena Pantanal,Paulo Roberto Alves Júnior,Relatório da Partida,
11,sáb,2022-06-11,19:00,Atlético Mineiro,1.5,1–1,1.8,Santos,26.501,Estádio Governador Magalhães Pinto,Marcelo de Lima Henrique,Relatório da Partida,
11,sáb,2022-06-11,19:00,Fluminense,1.8,0–2,1.9,Atl Goianiense,27.859,Estadio Jornalista Mário Filho,Luiz Flávio de Oliveira,Relatório da Partida,
11,dom,2022-06-12,16:00,São Paulo,1.3,1–0,1.1,América (MG),26.847,Estádio do Morumbi,Savio Pereira,Relatório da Partida,
11,dom,2022-06-12,16:00,Goiás,1.3,1–1,1.6,Ceará,9.011,Estádio de Hailé Pinheiro,Wagner do Nascimento Magalhães,Relatório da Partida,
11,dom,2022-06-12,18:00,Coritiba,0.6,0–2,0.9,Palmeiras,27.356,Estádio Major Antônio Couto Pereira,Leandro Pedro Vuaden,Relatório da Partida,
11,dom,2022-06-12,19:00,Fortaleza,1.4,0–0,0.3,Atl Paranaense,18.167,Estádio Castelão,André Luiz de Freitas Castro,Relatório da Partida,
11,sáb,2022-06-11,21:00,Internacional,1.9,3–1,1.2,Flamengo,22.392,Estádio José Pinheiro Borba,Braulio da Silva Machado,Relatório da Partida,
11,seg,2022-06-13,19:00,Botafogo (RJ),1.6,0–1,0.3,Avaí,12.627,Estádio Nilton Santos,Flavio Rodrigues De Souza,Relatório da Partida,
,,,,,,,,,,,,,
12,qua,2022-06-15,19:00,Ceará,0.8,0–0,1.0,Atlético Mineiro,26.774,Estádio Castelão,Luiz Flávio de Oliveira,Relatório da Partida,
12,qua,2022-06-15,19:00,Bragantino,1.7,4–2,1.2,Coritiba,2.352,Estádio Nabi Abi Chedid,Marcelo de Lima Henrique,Relatório da Partida,
12,qua,2022-06-15,20:30,Goiás,0.5,1–2,1.5,Internacional,8.892,Estádio de Hailé Pinheiro,Caio Max Augusto Vieira,Relatório da Partida,
12,qua,2022-06-15,20:30,Flamengo,1.7,2–0,0.2,Cuiabá,43.930,Estadio Jornalista Mário Filho,Savio Pereira,Relatório da Partida,
12,ter,2022-06-14,21:30,Juventude,0.6,1–2,1.1,Santos,3.025,Estádio Alfredo Jaconi,Rodolpho Toski Marques,Relatório da Partida,
12,qui,2022-06-16,16:00,Botafogo (RJ),1.4,1–0,0.4,São Paulo,18.677,Estádio Nilton Santos,Wilton Sampaio,Relatório da Partida,
12,qui,2022-06-16,18:00,Palmeiras,3.0,4–2,1.0,Atl Goianiense,38.888,Allianz Parque,Ramon Abatti Abel,Relatório da Partida,
12,qui,2022-06-16,19:00,Avaí,3.1,3–2,0.3,Fortaleza,8.937,Estádio Aderbal Ramos da Silva,Raphael Claus,Relatório da Partida,
12,qua,2022-06-15,21:30,Atl Paranaense,1.6,1–1,1.3,Corinthians,25.965,Estádio Joaquim Américo Guimarães,Leandro Pedro Vuaden,Relatório da Partida,
12,qua,2022-06-15,21:30,América (MG),1.0,0–0,1.3,Fluminense,2.599,Estádio Raimundo Sampaio,Anderson Daronco,Relatório da Partida,
,,,,,,,,,,,,,
13,sáb,2022-06-18,18:00 (19:00),Cuiabá,0.6,0–0,0.5,Ceará,7.512,Arena Pantanal,Flavio Rodrigues De Souza,Relatório da Partida,
13,dom,2022-06-19,16:00,Atlético Mineiro,1.5,2–0,0.4,Flamengo,55.373,Estádio Governador Magalhães Pinto,Raphael Claus,Relatório da Partida,
13,dom,2022-06-19,16:00,Corinthians,1.6,1–0,0.3,Goiás,35.900,Arena Corinthians,Braulio da Silva Machado,Relatório da Partida,
13,dom,2022-06-19,16:00,Coritiba,2.0,0–1,1.6,Atl Paranaense,22.609,Estádio Major Antônio Couto Pereira,Luiz Flávio de Oliveira,Relatório da Partida,
13,dom,2022-06-19,18:00,Fortaleza,1.8,1–0,1.1,América (MG),17.709,Estádio Castelão,Leandro Pedro Vuaden,Relatório da Partida,
13,dom,2022-06-19,18:00,Internacional,3.1,2–3,1.5,Botafogo (RJ),26.219,Estádio José Pinheiro Borba,Savio Pereira,Relatório da Partida,
13,dom,2022-06-19,18:00,Atl Goianiense,3.8,3–1,0.4,Juventude,4.524,Estádio Antônio Accioly,Marcelo de Lima Henrique,Relatório da Partida,
13,dom,2022-06-19,19:00,Fluminense,1.7,2–0,0.5,Avaí,15.530,Estadio Jornalista Mário Filho,Paulo Roberto Alves Júnior,Relatório da Partida,
13,sáb,2022-06-18,21:00,Santos,2.2,2–2,1.5,Bragantino,10.924,Estádio Urbano Caldeira,Douglas Marques das Flores,Relatório da Partida,
13,seg,2022-06-20,20:00,São Paulo,1.2,1–2,1.6,Palmeiras,31.055,Estádio do Morumbi,Anderson Daronco,Relatório da Partida,
,,,,,,,,,,,,,
14,sáb,2022-06-25,16:30,Atl Paranaense,0.8,4–2,2.3,Bragantino,16.327,Estádio Joaquim Américo Guimarães,Caio Max Augusto Vieira,Relatório da Partida,
14,sáb,2022-06-25,19:00,Corinthians,0.4,0–0,0.5,Santos,40.842,Arena Corinthians,Flavio Rodrigues De Souza,Relatório da Partida,
14,sáb,2022-06-25,19:00,Flamengo,4.1,3–0,0.9,América (MG),42.931,Estadio Jornalista Mário Filho,Ramon Abatti Abel,Relatório da Partida,
14,sex,2022-06-24,21:30,Internacional,2.5,3–0,1.0,Coritiba,13.454,Estádio José Pinheiro Borba,Jefferson Ferreira de Moraes,Relatório da Partida,
14,dom,2022-06-26,16:00,Avaí,1.1,2–2,2.5,Palmeiras,15.233,Estádio Aderbal Ramos da Silva,Wagner do Nascimento Magalhães,Relatório da Partida,
14,dom,2022-06-26,16:00,Botafogo (RJ),0.7,0–1,0.8,Fluminense,29.791,Estádio Nilton Santos,Anderson Daronco,Relatório da Partida,
14,dom,2022-06-26,18:00,Ceará,0.8,1–1,0.7,Atl Goianiense,21.374,Estádio Castelão,Douglas Marques das Flores,Relatório da Partida,
14,dom,2022-06-26,18:00,Goiás,0.9,1–0,1.1,Cuiabá,8.871,Estádio de Hailé Pinheiro,Rodolpho Toski Marques,Relatório da Partida,
14,dom,2022-06-26,18:00,São Paulo,2.4,0–0,0.1,Juventude,20.466,Estádio do Morumbi,André Luiz de Freitas Castro,Relatório da Partida,
14,sáb,2022-06-25,21:00,Atlético Mineiro,1.0,3–2,0.8,Fortaleza,30.003,Estádio Governador Magalhães Pinto,Jean Pierre Goncalves Lima,Relatório da Partida,
,,,,,,,,,,,,,
15,sáb,2022-07-02,16:30,Fluminense,2.3,4–0,0.3,Corinthians,44.782,Estadio Jornalista Mário Filho,Wilton Sampaio,Relatório da Partida,
15,sáb,2022-07-02,16:30,Juventude,0.9,1–2,2.0,Atlético Mineiro,6.565,Estádio Alfredo Jaconi,Flavio Rodrigues De Souza,Relatório da Partida,
15,sáb,2022-07-02,19:00,Ceará,1.1,1–1,1.5,Internacional,23.283,Estádio Castelão,Rodolpho Toski Marques,Relatório da Partida,
15,sáb,2022-07-02,19:00,Santos,0.7,1–2,2.8,Flamengo,12.464,Estádio Urbano Caldeira,Anderson Daronco,Relatório da Partida,
15,dom,2022-07-03,11:00,Avaí,1.1,1–2,1.4,Cuiabá,13.103,Estádio Aderbal Ramos da Silva,Jean Pierre Goncalves Lima,Relatório da Partida,
15,dom,2022-07-03,16:00,Atl Goianiense,1.4,1–2,1.7,São Paulo,12.089,Estádio Antônio Accioly,Wagner do Nascimento Magalhães,Relatório da Partida,
15,dom,2022-07-03,18:00,Coritiba,1.0,2–1,1.6,Fortaleza,18.655,Estádio Major Antônio Couto Pereira,Felipe Fernandes de Lima,Relatório da Partida,
15,dom,2022-07-03,18:00,América (MG),1.4,1–0,1.1,Goiás,2.339,Estádio Raimundo Sampaio,Caio Max Augusto Vieira,Relatório da Partida,
15,sáb,2022-07-02,21:00,Palmeiras,3.8,0–2,2.0,Atl Paranaense,39.192,Allianz Parque,Braulio da Silva Machado,Relatório da Partida,
15,seg,2022-07-04,20:00,Bragantino,1.4,0–1,1.3,Botafogo (RJ),4.509,Estádio Nabi Abi Chedid,Ramon Abatti Abel,Relatório da Partida,
,,,,,,,,,,,,,
16,sáb,2022-07-09,16:30,Bragantino,4.1,4–0,0.4,Avaí,3.162,Estádio Nabi Abi Chedid,Marcelo de Lima Henrique,Relatório da Partida,
16,sáb,2022-07-09,19:00,Fluminense,1.5,2–1,1.8,Ceará,63.707,Estadio Jornalista Mário Filho,Luiz Flávio de Oliveira,Relatório da Partida,
16,sáb,2022-07-09,20:30,Goiás,1.0,2–1,2.4,Atl Paranaense,9.044,Estádio de Hailé Pinheiro,Raphael Claus,Relatório da Partida,
16,dom,2022-07-10,11:00,Coritiba,1.7,2–2,2.2,Juventude,20.295,Estádio Major Antônio Couto Pereira,Bruno Arleu de Araujo,Relatório da Partida,
16,dom,2022-07-10,16:00,Corinthians,0.8,1–0,0.6,Flamengo,44.055,Arena Corinthians,Ramon Abatti Abel,Relatório da Partida,
16,dom,2022-07-10,18:00,Fortaleza,1.0,0–0,1.1,Palmeiras,24.888,Estádio Castelão,Wilton Sampaio,Relatório da Partida,
16,dom,2022-07-10,18:00,Atlético Mineiro,0.7,0–0,0.3,São Paulo,52.356,Estádio Governador Magalhães Pinto,Anderson Daronco,Relatório da Partida,
16,dom,2022-07-10,18:00 (19:00),Cuiabá,1.2,2–0,0.2,Botafogo (RJ),14.719,Arena Pantanal,Jefferson Ferreira de Moraes,Relatório da Partida,
16,dom,2022-07-10,18:00,Santos,1.2,1–0,1.0,Atl Goianiense,8.588,Estádio Urbano Caldeira,Braulio da Silva Machado,Relatório da Partida,
16,seg,2022-07-11,20:00,Internacional,1.8,1–0,0.5,América (MG),19.023,Estádio José Pinheiro Borba,Flavio Rodrigues De Souza,Relatório da Partida,
,,,,,,,,,,,,,
17,sáb,2022-07-16,16:30,Atl Paranaense,2.4,0–0,1.6,Internacional,21.402,Estádio Joaquim Américo Guimarães,Ramon Abatti Abel,Relatório da Partida,
17,sáb,2022-07-16,19:00,Avaí,1.9,1–0,0.5,Santos,8.674,Estádio Aderbal Ramos da Silva,Paulo Roberto Alves Júnior,Relatório da Partida,
17,sáb,2022-07-16,19:00,Flamengo,1.6,2–0,0.8,Coritiba,33.778,Estadio Jornalista Mário Filho,Flavio Rodrigues De Souza,Relatório da Partida,
17,dom,2022-07-17,11:00,Juventude,2.7,0–0,0.7,Goiás,4.406,Estádio Alfredo Jaconi,Vinicius Gonçalves Dias Araujo,Relatório da Partida,
17,dom,2022-07-17,16:00,São Paulo,0.8,2–2,1.2,Fluminense,47.141,Estádio do Morumbi,Wilton Sampaio,Relatório da Partida,
17,dom,2022-07-17,18:00,Atl Goianiense,0.8,0–1,0.6,Fortaleza,7.282,Estádio Antônio Accioly,Jean Pierre Goncalves Lima,Relatório da Partida,
