Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
2,dom,2021-06-06,16:00,Fortaleza,2.9,5–1,0.5,Internacional,,Estádio Castelão,Paulo Roberto Alves Júnior,Relatório da Partida,
2,dom,2021-06-06,18:15,Juventude,0.9,0–3,0.8,Atl Paranaense,,Estádio Francisco Stédile,Paulo Cesar Zanovelli da Silva,Relatório da Partida,
2,dom,2021-06-06,18:15,Palmeiras,2.7,3–1,0.6,Chapecoense,,Allianz Parque,Leo Simão Holanda,Relatório da Partida,
2,dom,2021-06-06,20:30,Sport Recife,0.5,0–1,0.8,Atlético Mineiro,,Estádio Adelmar da Costa Carvalho,Raphael Claus,Relatório da Partida,
2,sáb,2021-06-05,21:00,Bragantino,1.8,3–3,0.5,Bahia,,Estádio Nabi Abi Chedid,Vinicius Gomes do Amaral,Relatório da Partida,
2,sáb,2021-06-05,21:00,Santos,1.9,3–1,1.0,Ceará,,Estádio Urbano Caldeira,Jean Pierre Goncalves Lima,Relatório da Partida,
,,,,,,,,,,,,,
3,sáb,2021-06-12,19:00,Palmeiras,0.9,1–1,0.7,Corinthians,,Allianz Parque,Flavio Rodrigues De Souza,Relatório da Partida,
3,sáb,2021-06-12,19:00,Santos,0.9,0–0,0.1,Juventude,,Estádio Urbano Caldeira,Alexandre Vargas Tavares de Jesus,Relatório da Partida,
3,dom,2021-06-13,16:00,Flamengo,1.9,2–0,0.6,América (MG),,Estadio Jornalista Mário Filho,Ramon Abatti Abel,Relatório da Partida,
3,dom,2021-06-13,16:00,Atlético Mineiro,1.3,1–0,0.2,São Paulo,,Estádio Governador Magalhães Pinto,Anderson Daronco,Relatório da Partida,
3,dom,2021-06-13,16:00,Grêmio,0.6,0–1,1.1,Atl Paranaense,,Arena do Grêmio,Ricardo Marques Ribeiro,Relatório da Partida,
3,dom,2021-06-13,20:30,Chapecoense,0.8,0–0,1.1,Ceará,,Arena Condá,Vinicius Gonçalves Dias Araujo,Relatório da Partida,
3,dom,2021-06-13,20:30,Bragantino,2.0,2–2,2.0,Fluminense,,Estádio Nabi Abi Chedid,Leandro Pedro Vuaden,Relatório da Partida,
3,dom,2021-06-13,20:30,Bahia,1.2,0–1,1.7,Internacional,,Estádio Governador Roberto Santos,Wagner do Nascimento Magalhaes,Relatório da Partida,
3,dom,2021-06-13,20:30,Fortaleza,1.7,1–0,0.3,Sport Recife,,Estádio Castelão,Braulio da Silva Machado,Relatório da Partida,
,,,,,,,,,,,,,
4,qua,2021-06-16,19:00,São Paulo,1.7,1–1,1.8,Chapecoense,,Estádio do Morumbi,Dyorgines José Padovani Andrade,Relatório da Partida,
4,qua,2021-06-16,19:00,Internacional,1.1,0–1,1.0,Atlético Mineiro,,Estádio José Pinheiro Borba,Luiz Flávio de Oliveira,Relatório da Partida,
4,qua,2021-06-16,20:30,Corinthians,0.5,1–2,1.9,Bragantino,,Arena Corinthians,Thiago Luis Scarascati,Relatório da Partida,
4,qui,2021-06-17,16:00,Ceará,1.4,1–2,1.4,Bahia,,Estádio Castelão,Marcelo de Lima Henrique,Relatório da Partida,
4,qui,2021-06-17,16:00,América (MG),1.7,0–0,0.5,Cuiabá,,Estádio Raimundo Sampaio,Antonio Dib Moraes de Sousa,Relatório da Partida,
4,qui,2021-06-17,19:00,Sport Recife,1.1,1–0,0.6,Grêmio,,Estádio Adelmar da Costa Carvalho,Denis Ribeiro Serafim,Relatório da Partida,
4,qui,2021-06-17,19:00,Fluminense,1.0,1–0,1.1,Santos,,Estadio Jornalista Mário Filho,Paulo Roberto Alves Júnior,Relatório da Partida,
4,qui,2021-06-17,19:00,Atl Goianiense,0.6,0–0,0.2,Fortaleza,,Estádio Antônio Accioly,Douglas Schwengber da Silva,Relatório da Partida,
4,qua,2021-06-16,21:30,Juventude,0.7,0–3,1.0,Palmeiras,,Estádio Alfredo Jaconi,Marielson Alves Silva,Relatório da Partida,
,,,,,,,,,,,,,
5,dom,2021-06-20,11:00,Palmeiras,1.4,2–1,1.5,América (MG),,Allianz Parque,Jefferson Ferreira de Moraes,Relatório da Partida,
5,dom,2021-06-20,16:00,Bahia,0.8,0–0,0.5,Corinthians,,Estádio Governador Roberto Santos,Bruno Arleu de Araujo,Relatório da Partida,
5,dom,2021-06-20,16:00,Internacional,1.6,1–1,1.6,Ceará,,Estádio José Pinheiro Borba,Diego Pombo Lopez,Relatório da Partida,
5,dom,2021-06-20,18:15,Santos,2.0,2–0,0.4,São Paulo,,Estádio Urbano Caldeira,Savio Pereira,Relatório da Partida,
5,dom,2021-06-20,18:15,Atl Paranaense,1.4,2–1,1.1,Atl Goianiense,,Estádio Joaquim Américo Guimarães,Felipe Fernandes de Lima,Relatório da Partida,
5,dom,2021-06-20,18:15,Fortaleza,1.8,1–1,0.8,Fluminense,,Estádio Castelão,Flavio Rodrigues De Souza,Relatório da Partida,
5,dom,2021-06-20,20:30,Juventude,0.5,1–0,1.0,Sport Recife,,Estádio Alfredo Jaconi,Edina Alves Batista,Relatório da Partida,
5,sáb,2021-06-19,21:00,Flamengo,2.6,2–3,0.8,Bragantino,,Estadio Jornalista Mário Filho,Braulio da Silva Machado,Relatório da Partida,
5,seg,2021-06-21,20:00,Atlético Mineiro,1.1,1–1,1.6,Chapecoense,,Estádio Governador Magalhães Pinto,Rodolpho Toski Marques,Relatório da Partida,
,,,,,,,,,,,,,
6,qua,2021-06-23,19:00,Bragantino,2.8,3–1,1.0,Palmeiras,,Estádio Nabi Abi Chedid,Luiz Flávio de Oliveira,Relatório da Partida,
6,qua,2021-06-23,19:00,São Paulo,1.7,2–2,0.2,Cuiabá,,Estádio do Morumbi,Ricardo Marques Ribeiro,Relatório da Partida,
6,qua,2021-06-23,19:00,Atl Goianiense,1.5,1–0,0.4,Fluminense,,Estádio Antônio Accioly,Paulo Cesar Zanovelli da Silva,Relatório da Partida,
6,qua,2021-06-23,19:00,Flamengo,2.1,2–1,0.9,Fortaleza,,Estadio Jornalista Mário Filho,Anderson Daronco,Relatório da Partida,
6,qui,2021-06-24,16:00,América (MG),1.6,1–1,1.1,Juventude,,Estádio Raimundo Sampaio,Wagner do Nascimento Magalhaes,Relatório da Partida,
6,qui,2021-06-24,19:00,Ceará,1.4,2–1,1.1,Atlético Mineiro,,Estádio Castelão,Leandro Pedro Vuaden,Relatório da Partida,
6,qui,2021-06-24,19:00,Corinthians,2.7,2–1,1.0,Sport Recife,,Arena Corinthians,Paulo Roberto Alves Júnior,Relatório da Partida,
6,qui,2021-06-24,19:00,Chapecoense,1.6,1–2,2.8,Internacional,,Arena Condá,Alexandre Vargas Tavares de Jesus,Relatório da Partida,
6,qui,2021-06-24,21:30,Grêmio,2.2,2–2,0.9,Santos,,Arena do Grêmio,Caio Max Augusto Vieira,Relatório da Partida,
6,qui,2021-06-24,21:30,Bahia,1.5,2–1,0.5,Atl Paranaense,,Estádio Governador Roberto Santos,Antonio Dib Moraes de Sousa,Relatório da Partida,
,,,,,,,,,,,,,
7,dom,2021-06-27,11:00,Juventude,0.4,1–0,0.8,Flamengo,,Estádio Alfredo Jaconi,Thiago Luis Scarascati,Relatório da Partida,
7,dom,2021-06-27,16:00,Fluminense,1.6,1–1,1.4,Corinthians,,Estadio Jornalista Mário Filho,Savio Pereira,Relatório da Partida,
7,dom,2021-06-27,20:00,Grêmio,1.5,0–0,2.4,Fortaleza,,Arena do Grêmio,Marcelo de Lima Henrique,Relatório da Partida,
7,dom,2021-06-27,20:00,Atl Paranaense,1.4,2–2,1.2,Chapecoense,,Estádio Joaquim Américo Guimarães,Vinicius Gomes do Amaral,Relatório da Partida,
7,dom,2021-06-27,20:00,Palmeiras,1.4,3–2,2.0,Bahia,,Allianz Parque,Denis Ribeiro Serafim,Relatório da Partida,
7,dom,2021-06-27,20:30,América (MG),1.7,1–1,0.7,Internacional,,Estádio Raimundo Sampaio,Braulio da Silva Machado,Relatório da Partida,
7,dom,2021-06-27,20:30,Santos,1.3,2–0,0.7,Atlético Mineiro,,Estádio Urbano Caldeira,Bruno Arleu de Araujo,Relatório da Partida,
7,dom,2021-06-27,20:30,Ceará,1.6,1–1,2.0,São Paulo,,Estádio Castelão,Felipe Fernandes de Lima,Relatório da Partida,
7,dom,2021-06-27,20:30,Sport Recife,0.3,0–0,1.4,Cuiabá,,Estádio Adelmar da Costa Carvalho,Marielson Alves Silva,Relatório da Partida,
7,seg,2021-06-28,20:00,Atl Goianiense,1.5,0–1,1.0,Bragantino,,Estádio Antônio Accioly,Ramon Abatti Abel,Relatório da Partida,
,,,,,,,,,,,,,
8,qua,2021-06-30,16:00,Fluminense,0.8,1–4,1.8,Atl Paranaense,,Estádio General Sílvio Raulino de Olivei...,Ricardo Marques Ribeiro,Relatório da Partida,
8,qua,2021-06-30,16:00,Fortaleza,1.4,3–2,1.7,Chapecoense,,Estádio Castelão,Antonio Dib Moraes de Sousa,Relatório da Partida,
8,qua,2021-06-30,19:00,Internacional,1.9,1–2,2.6,Palmeiras,,Estádio José Pinheiro Borba,Paulo Roberto Alves Júnior,Relatório da Partida,
8,qua,2021-06-30,19:00,Bahia,2.7,3–4,2.9,América (MG),,Estádio Governador Roberto Santos,Leo Simão Holanda,Relatório da Partida,
8,qua,2021-06-30,20:30,Santos,0.8,0–0,0.7,Sport Recife,,Estádio Urbano Caldeira,Douglas Schwengber da Silva,Relatório da Partida,
8,qui,2021-07-01,16:00,Bragantino,1.5,0–0,0.5,Ceará,,Estádio Nabi Abi Chedid,Wagner do Nascimento Magalhaes,Relatório da Partida,
8,qui,2021-07-01,19:00,Atlético Mineiro,2.2,4–1,0.8,Atl Goianiense,,Estádio Governador Magalhães Pinto,Flavio Rodrigues De Souza,Relatório da Partida,
8,qui,2021-07-01,19:00 (20:00),Cuiabá,0.3,0–2,1.5,Flamengo,,Arena Pantanal,Rodolpho Toski Marques,Relatório da Partida,
8,qua,2021-06-30,21:30,Corinthians,0.7,0–0,0.6,São Paulo,,Arena Corinthians,Leandro Pedro Vuaden,Relatório da Partida,
8,qua,2021-06-30,21:30,Juventude,0.9,2–0,0.6,Grêmio,,Estádio Alfredo Jaconi,Vinicius Gonçalves Dias Araujo,Relatório da Partida,
,,,,,,,,,,,,,
9,sáb,2021-07-03,19:00,América (MG),1.2,2–0,1.4,Santos,,Estádio Raimundo Sampaio,Denis Ribeiro Serafim,Relatório da Partida,
9,sáb,2021-07-03,19:00,Atl Paranaense,2.2,2–1,1.5,Fortaleza,,Estádio Joaquim Américo Guimarães,Paulo Cesar Zanovelli da Silva,Relatório da Partida,
9,dom,2021-07-04,11:00,Chapecoense,0.5,0–2,1.0,Bahia,,Arena Condá,Edina Alves Batista,Relatório da Partida,
9,dom,2021-07-04,16:00,Flamengo,1.3,0–1,2.1,Fluminense,,Estadio Jornalista Mário Filho,Luiz Flávio de Oliveira,Relatório da Partida,
9,dom,2021-07-04,16:00,Sport Recife,1.0,0–1,1.6,Palmeiras,,Estádio Adelmar da Costa Carvalho,Caio Max Augusto Vieira,Relatório da Partida,
9,dom,2021-07-04,17:15 (18:15),Cuiabá,0.7,0–1,1.0,Atlético Mineiro,,Arena Pantanal,Savio Pereira,Relatório da Partida,
9,dom,2021-07-04,18:15,São Paulo,0.6,1–2,1.3,Bragantino,,Estádio do Morumbi,Anderson Daronco,Relatório da Partida,
9,dom,2021-07-04,18:15,Ceará,1.0,2–0,0.2,Juventude,,Estádio Castelão,Alisson Sidnei Furtado,Relatório da Partida,
9,dom,2021-07-04,20:30,Grêmio,1.6,0–1,1.0,Atl Goianiense,,Arena do Grêmio,Marielson Alves Silva,Relatório da Partida,
9,sáb,2021-07-03,21:00,Corinthians,1.9,1–1,1.0,Internacional,,Arena Corinthians,Marcelo de Lima Henrique,Relatório da Partida,
,,,,,,,,,,,,,
10,ter,2021-07-06,19:30,Santos,2.5,2–1,1.8,Atl Paranaense,,Estádio Urbano Caldeira,Vinicius Gomes do Amaral,Relatório da Partida,
10,qua,2021-07-07,18:00,Bragantino,0.6,1–1,0.9,Cuiabá,,Estádio Nabi Abi Chedid,Douglas Schwengber da Silva,Relatório da Partida,
10,qua,2021-07-07,18:00,Fortaleza,1.9,4–0,0.6,América (MG),,Estádio Castelão,Thiago Luis Scarascati,Relatório da Partida,
10,qua,2021-07-07,18:00,Bahia,0.8,1–0,0.7,Juventude,,Estádio Governador Roberto Santos,Douglas Marques das Flores,Relatório da Partida,
10,qua,2021-07-07,19:00,Palmeiras,2.1,2–0,0.8,Grêmio,,Allianz Parque,Felipe Fernandes de Lima,Relatório da Partida,
10,qua,2021-07-07,19:00,Atlético Mineiro,1.8,2–1,1.2,Flamengo,,Estádio Governador Magalhães Pinto,Paulo Roberto Alves Júnior,Relatório da Partida,
10,qua,2021-07-07,19:15,Atl Goianiense,0.5,1–1,1.3,Sport Recife,,Estádio Antônio Accioly,Leo Simão Holanda,Relatório da Partida,
10,qua,2021-07-07,21:30,Internacional,1.2,0–2,1.8,São Paulo,,Estádio José Pinheiro Borba,Bruno Arleu de Araujo,Relatório da Partida,
10,qua,2021-07-07,21:30,Fluminense,1.2,0–0,0.3,Ceará,,Estádio Club de Regatas Vasco da Gama,Ramon Abatti Abel,Relatório da Partida,
10,qui,2021-07-08,21:00,Chapecoense,1.0,0–1,1.4,Corinthians,,Arena Condá,Ricardo Marques Ribeiro,Relatório da Partida,
,,,,,,,,,,,,,
11,sáb,2021-07-10,16:30,Grêmio,0.7,0–0,1.2,Internacional,,Arena do Grêmio,Flavio Rodrigues De Souza,Relatório da Partida,
11,sáb,2021-07-10,16:30,Palmeiras,2.0,3–2,1.9,Santos,,Allianz Parque,Braulio da Silva Machado,Relatório da Partida,
11,sáb,2021-07-10,17:00,Atl Paranaense,1.3,2–2,1.0,Bragantino,,Estádio Joaquim Américo Guimarães,Leandro Pedro Vuaden,Relatório da Partida,
11,sáb,2021-07-10,19:00,América (MG),0.5,0–1,2.4,Atlético Mineiro,,Estádio Raimundo Sampaio,Anderson Daronco,Relatório da Partida,
11,sáb,2021-07-10,19:00,Sport Recife,1.6,1–2,1.4,Fluminense,,Estádio Adelmar da Costa Carvalho,Antonio Dib Moraes de Sousa,Relatório da Partida,
11,sáb,2021-07-10,19:00,São Paulo,1.8,1–0,0.3,Bahia,,Estádio do Morumbi,Marcelo de Lima Henrique,Relatório da Partida,
11,dom,2021-07-11,11:00,Juventude,1.6,1–1,0.7,Atl Goianiense,,Estádio Alfredo Jaconi,Wagner do Nascimento Magalhaes,Relatório da Partida,
11,dom,2021-07-11,17:15 (18:15),Cuiabá,1.0,2–2,1.6,Ceará,,Arena Pantanal,Edina Alves Batista,Relatório da Partida,
11,dom,2021-07-11,18:15,Flamengo,2.1,2–1,2.0,Chapecoense,,Estadio Jornalista Mário Filho,Paulo Cesar Zanovelli da Silva,Relatório da Partida,
11,dom,2021-07-11,20:30,Fortaleza,1.0,1–0,0.4,Corinthians,,Estádio Municipal Presidente Getúlio Var...,Caio Max Augusto Vieira,Relatório da Partida,
,,,,,,,,,,,,,
12,sáb,2021-07-17,17:00,Ceará,1.4,1–0,0.4,Atl Paranaense,,Estádio Castelão,Marielson Alves Silva,Relatório da Partida,
12,sáb,2021-07-17,17:00,São Paulo,0.6,0–1,0.7,Fortaleza,,Estádio do Morumbi,Savio Pereira,Relatório da Partida,
12,sáb,2021-07-17,19:00,Corinthians,1.6,1–2,0.7,Atlético Mineiro,,Arena Corinthians,Jean Pierre Goncalves Lima,Relatório da Partida,
12,dom,2021-07-18,11:00,Chapecoense,1.3,2–3,1.5,Cuiabá,,Arena Condá,Jefferson Ferreira de Moraes,Relatório da Partida,
12,dom,2021-07-18,16:00,Atl Goianiense,0.8,0–3,1.6,Palmeiras,,Estádio do Governo do Estado de Goiás,Denis Ribeiro Serafim,Relatório da Partida,
12,dom,2021-07-18,18:15,Bahia,1.0,0–5,2.9,Flamengo,,Itaipava Arena Fonte Nova,Wilton Sampaio,Relatório da Partida,
12,dom,2021-07-18,20:30,Internacional,1.2,1–0,0.6,Juventude,,Estádio José Pinheiro Borba,Rodolpho Toski Marques,Relatório da Partida,
12,dom,2021-07-18,20:30,Bragantino,2.0,2–2,2.0,Santos,,Estádio Nabi Abi Chedid,Luiz Flávio de Oliveira,Relatório da Partida,
12,sáb,2021-07-17,21:00,Fluminense,0.8,0–1,1.2,Grêmio,,Estadio Jornalista Mário Filho,Paulo Roberto Alves Júnior,Relatório da Partida,
12,seg,2021-07-19,20:00,América (MG),1.1,0–1,0.5,Sport Recife,,Estádio Raimundo Sampaio,Vinicius Gomes do Amaral,Relatório da Partida,
,,,,,,,,,,,,,
3,qua,2021-07-21,18:00 (19:00),Cuiabá,2.9,2–1,0.4,Atl Goianiense,,Arena Pantanal,Dyorgines José Padovani Andrade,Relatório da Partida,
,,,,,,,,,,,,,
13,sáb,2021-07-24,17:00,Grêmio,1.3,1–1,1.2,América (MG),,Arena do Grêmio,Alisson Sidnei Furtado,Relatório da Partida,
13,sáb,2021-07-24,19:00,Palmeiras,0.7,1–0,1.2,Fluminense,,Allianz Parque,Savio Pereira,Relatório da Partida,
13,dom,2021-07-25,11:00,Atlético Mineiro,2.2,3–0,0.9,Bahia,,Estádio Raimundo Sampaio,Antonio Dib Moraes de Sousa,Relatório da Partida,
13,dom,2021-07-25,16:00,Flamengo,2.3,5–1,1.9,São Paulo,,Estadio Jornalista Mário Filho,Felipe Fernandes de Lima,Relatório da Partida,
13,dom,2021-07-25,16:00,Fortaleza,0.6,1–0,1.1,Bragantino,,Estádio Castelão,Bruno Arleu de Araujo,Relatório da Partida,
13,dom,2021-07-25,18:15,Atl Paranaense,0.7,2–1,1.9,Internacional,,Estádio Joaquim Américo Guimarães,Thiago Luis Scarascati,Relatório da Partida,
13,dom,2021-07-25,18:15,Santos,2.4,0–1,1.9,Atl Goianiense,,Estádio Urbano Caldeira,Leandro Pedro Vuaden,Relatório da Partida,
13,dom,2021-07-25,20:30,Sport Recife,0.6,0–0,1.2,Ceará,,Estádio Adelmar da Costa Carvalho,Vinicius Gonçalves Dias Araujo,Relatório da Partida,
13,seg,2021-07-26,18:00,Juventude,0.6,1–0,0.2,Chapecoense,,Estádio Alfredo Jaconi,Leo Simão Holanda,Relatório da Partida,
13,seg,2021-07-26,19:00 (20:00),Cuiabá,0.9,1–2,0.4,Corinthians,,Arena Pantanal,Ramon Abatti Abel,Relatório da Partida,
,,,,,,,,,,,,,
14,sáb,2021-07-31,19:00,São Paulo,0.7,0–0,0.4,Palmeiras,,Estádio do Morumbi,Luiz Flávio de Oliveira,Relatório da Partida,
14,sáb,2021-07-31,20:00,Internacional,0.7,0–0,1.1,Cuiabá,,Estádio José Pinheiro Borba,Paulo Cesar Zanovelli da Silva,Relatório da Partida,
14,dom,2021-08-01,16:00,Atlético Mineiro,1.3,2–0,0.7,Atl Paranaense,,Estádio Governador Magalhães Pinto,Braulio da Silva Machado,Relatório da Partida,
14,dom,2021-08-01,16:00,Corinthians,1.0,1–3,1.3,Flamengo,,Arena Corinthians,Leandro Pedro Vuaden,Relatório da Partida,
14,dom,2021-08-01,18:15,Bahia,2.2,0–1,0.8,Sport Recife,,Estádio Governador Roberto Santos,Jefferson Ferreira de Moraes,Relatório da Partida,
14,dom,2021-08-01,18:15,Chapecoense,1.1,0–1,1.4,Santos,,Arena Condá,Rodolpho Toski Marques,Relatório da Partida,
14,dom,2021-08-01,20:30,Atl Goianiense,0.8,1–1,1.8,América (MG),,Estádio do Governo do Estado de Goiás,Douglas Marques das Flores,Relatório da Partida,
14,dom,2021-08-01,20:30,Ceará,1.5,3–1,1.8,Fortaleza,,Estádio Castelão,Denis Ribeiro Serafim,Relatório da Partida,
14,sáb,2021-07-31,21:00,Bragantino,0.6,1–0,0.2,Grêmio,,Estádio Nabi Abi Chedid,Ricardo Marques Ribeiro,Relatório da Partida,
,,,,,,,,,,,,,
15,sex,2021-08-06,19:00,Sport Recife,1.4,0–0,0.8,Bragantino,,Estádio Adelmar da Costa Carvalho,Wagner do Nascimento Magalhaes,Relatório da Partida,
15,sáb,2021-08-07,18:00,Atl Paranaense,0.9,1–2,2.8,São Paulo,,Estádio Joaquim Américo Guimarães,Jean Pierre Goncalves Lima,Relatório da Partida,
15,dom,2021-08-08,16:00,América (MG),1.9,1–0,0.6,Fluminense,,Estádio Raimundo Sampaio,Marielson Alves Silva,Relatório da Partida,
15,dom,2021-08-08,16:00,Juventude,0.4,1–2,2.0,Atlético Mineiro,,Estádio Alfredo Jaconi,André Luiz de Freitas Castro,Relatório da Partida,
15,dom,2021-08-08,16:00,Santos,0.6,0–0,0.9,Corinthians,,Estádio Urbano Caldeira,Flavio Rodrigues De Souza,Relatório da Partida,
15,dom,2021-08-08,18:15,Flamengo,1.5,0–4,1.7,Internacional,,Estadio Jornalista Mário Filho,Paulo Roberto Alves Júnior,Relatório da Partida,
15,dom,2021-08-08,18:15,Ceará,1.2,0–0,0.4,Atl Goianiense,,Estádio Castelão,Rafael Traci,Relatório da Partida,
15,sáb,2021-08-07,20:00 (21:00),Cuiabá,0.5,1–1,1.1,Bahia,,Arena Pantanal,Heber Roberto Lopes,Relatório da Partida,
15,sáb,2021-08-07,21:00,Palmeiras,2.0,2–3,2.0,Fortaleza,,Allianz Parque,Wilton Sampaio,Relatório da Partida,
15,seg,2021-08-09,20:00,Grêmio,2.1,2–1,1.1,Chapecoense,,Arena do Grêmio,Marcelo de Lima Henrique,Relatório da Partida,
,,,,,,,,,,,,,
16,sáb,2021-08-14,17:00,Bragantino,0.4,1–2,1.3,Juventude,,Estádio Nabi Abi Chedid,Denis Ribeiro Serafim,Relatório da Partida,
16,sáb,2021-08-14,19:00,Atlético Mineiro,1.8,2–0,0.1,Palmeiras,,Estádio Governador Magalhães Pinto,Bruno Arleu de Araujo,Relatório da Partida,
16,dom,2021-08-15,16:00,Flamengo,2.0,2–0,0.1,Sport Recife,,Estadio Jornalista Mário Filho,Raphael Claus,Relatório da Partida,
16,dom,2021-08-15,16:00,Corinthians,0.7,3–1,1.4,Ceará,,Arena Corinthians,Rodolpho Toski Marques,Relatório da Partida,
16,dom,2021-08-15,17:15 (18:15),Cuiabá,0.6,1–0,0.7,Atl Paranaense,,Arena Pantanal,Alisson Sidnei Furtado,Relatório da Partida,
16,dom,2021-08-15,18:15,Bahia,1.2,1–2,1.1,Atl Goianiense,,Estádio Governador Roberto Santos,Ricardo Marques Ribeiro,Relatório da Partida,
16,dom,2021-08-15,18:15,Fortaleza,2.1,1–1,0.8,Santos,,Estádio Castelão,André Luiz de Freitas Castro,Relatório da Partida,
16,dom,2021-08-15,20:30,Internacional,2.4,4–2,1.5,Fluminense,,Estádio José Pinheiro Borba,Luiz Flávio de Oliveira,Relatório da Partida,
16,sáb,2021-08-14,21:00,São Paulo,1.9,2–1,0.4,Grêmio,,Estádio do Morumbi,Braulio da Silva Machado,Relatório da Partida,
16,seg,2021-08-16,20:00,Chapecoense,1.5,1–1,2.1,América (MG),,Arena Condá,Douglas Schwengber da Silva,Relatório da Partida,
,,,,,,,,,,,,,
5,qua,2021-08-18,18:00 (19:00),Cuiabá,0.6,0–1,1.2,Grêmio,,Arena Pantanal,Leo Simão Holanda,Relatório da Partida,
,,,,,,,,,,,,,
17,sáb,2021-08-21,17:00,Atl Goianiense,1.9,1–1,1.2,Chapecoense,,Estádio Antônio Accioly,Adriano Barros Carneiro,Relatório da Partida,
17,sáb,2021-08-21,19:00,Grêmio,1.2,2–0,0.5,Bahia,,Arena do Grêmio,Caio Max Augusto Vieira,Relatório da Partida,
17,dom,2021-08-22,11:00,Palmeiras,3.7,0–2,0.9,Cuiabá,,Allianz Parque,Anderson Daronco,Relatório da Partida,
17,dom,2021-08-22,16:00,Ceará,1.5,1–1,1.9,Flamengo,,Estádio Castelão,Leandro Pedro Vuaden,Relatório da Partida,
17,dom,2021-08-22,16:00,Atl Paranaense,1.0,0–1,0.7,Corinthians,,Estádio Joaquim Américo Guimarães,Wilton Sampaio,Relatório da Partida,
17,dom,2021-08-22,18:15,Santos,1.1,2–2,2.0,Internacional,,Estádio Urbano Caldeira,Wagner do Nascimento Magalhaes,Relatório da Partida,
17,dom,2021-08-22,20:30,Sport Recife,1.4,0–1,1.2,São Paulo,,Estádio Adelmar da Costa Carvalho,Paulo Roberto Alves Júnior,Relatório da Partida,
17,sáb,2021-08-21,21:00,Juventude,1.3,1–1,1.5,Fortaleza,,Estádio Alfredo Jaconi,Raphael Claus,Relatório da Partida,
17,seg,2021-08-23,20:00,Fluminense,1.6,1–1,1.3,Atlético Mineiro,,Estadio Jornalista Mário Filho,Flavio Rodrigues De Souza,Relatório da Partida,
17,seg,2021-08-23,20:00,América (MG),0.9,0–2,0.7,Bragantino,,Estádio Raimundo Sampaio,Rafael Traci,Relatório da Partida,
,,,,,,,,,,,,,
18,sáb,2021-08-28,17:00,Sport Recife,2.2,0–0,1.4,Chapecoense,,Estádio Adelmar da Costa Carvalho,Jefferson Ferreira de Moraes,Relatório da Partida,
18,sáb,2021-08-28,19:00,Santos,0.4,0–4,4.5,Flamengo,,Estádio Urbano Caldeira,Braulio da Silva Machado,Relatório da Partida,
18,dom,2021-08-29,11:00,América (MG),2.0,2–0,0.2,Ceará,,Estádio Raimundo Sampaio,Raphael Claus,Relatório da Partida,
18,dom,2021-08-29,16:00,Juventude,0.5,1–1,1.2,São Paulo,,Estádio Alfredo Jaconi,Antonio Dib Moraes de Sousa,Relatório da Partida,
