;ano_campeonato;data;horario;rodada;estadio;arbitro;publico;publico_max;time_man;time_vis;tecnico_man;tecnico_vis;colocacao_man;colocacao_vis;valor_equipe_titular_man;valor_equipe_titular_vis;idade_media_titular_man;idade_media_titular_vis;gols_man;gols_vis;gols_1_tempo_man;gols_1_tempo_vis;escanteios_man;escanteios_vis;faltas_man;faltas_vis;chutes_bola_parada_man;chutes_bola_parada_vis;defesas_man;defesas_vis;impedimentos_man;impedimentos_vis;chutes_man;chutes_vis;chutes_fora_man;chutes_fora_vis
0;2003;2003-03-29;08:00;1;Estádio Brinco de Ouro da Princesa;;;;Guarani;Vasco da Gama;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;;
1;2003;2003-03-29;08:00;1;Arena da Baixada;;;;Atlético-PR;Grêmio;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
2;2003;2003-03-30;09:00;1;Estádio Jornalista Mário Filho;;;;Flamengo;Coritiba FC;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
3;2003;2003-03-30;09:00;1;Estádio de Hailé Pinheiro;;;;Goiás EC;Paysandu SC;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
4;2003;2003-03-30;09:00;1;Estádio Beira-Rio;;;;Internacional;Ponte Preta;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
5;2003;2003-03-30;09:00;1;Estádio Heriberto Hülse;;;;Criciúma EC;Fluminense;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
6;2003;2003-03-30;09:00;1;Estádio Alfredo Jaconi;;;;Juventude;São Paulo;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
7;2003;2003-03-30;09:00;1;Estádio Governador Plácido Castelo;;;;Fortaleza;EC Bahia;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;
8;2003;2003-03-30;09:00;1;Estádio Governador Magalhães Pinto;;;;Cruzeiro;São Caetano;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
9;2003;2003-03-30;09:00;1;Estádio Manoel Barradas;;;;EC Vitória;Figueirense FC;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
10;2003;2003-03-30;11:00;1;Estádio Urbano Caldeira;;;;Santos FC;Paraná;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
11;2003;2003-03-30;11:00;1;Neo Química Arena;;;;Corinthians;Atlético-MG;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;
12;2003;2003-04-05;09:00;2;Estádio Jornalista Mário Filho;;;;Fluminense;Fortaleza;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
13;2003;2003-04-05;09:00;2;Estádio Raimundo Sampaio;;;;Atlético-MG;Santos FC;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;
14;2003;2003-04-05;09:00;2;Estádio Major Antônio Couto Pereira;;;;Coritiba FC;Internacional;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;
15;2003;2003-04-05;11:00;2;Arena do Grêmio;;;;Grêmio;Guarani;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;
16;2003;2003-04-06;09:00;2;Arena Fonte Nova;;;;EC Bahia;Flamengo;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
17;2003;2003-04-06;09:00;2;Estádio Orlando Scarpelli;;;;Figueirense FC;Corinthians;;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;
18;2003;2003-04-06;09:00;2;Estádio Estadual Jornalista Edgar Augusto Proença;;;;Paysandu SC;EC Vitória;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
19;2003;2003-04-06;09:00;2;Estádio Moisés Lucarelli;;;;Ponte Preta;Juventude;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
20;2003;2003-04-06;09:00;2;Estádio Durival Britto e Silva;;;;Paraná;Atlético-PR;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
21;2003;2003-04-06;09:00;2;Estádio Municipal Anacleto Campanella;;;;São Caetano;Criciúma EC;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;
22;2003;2003-04-06;11:00;2;Estádio Cícero Pompeu de Toledo;;;;São Paulo;Cruzeiro;;;;;;;;;2.0;4.0;;;;;;;;;;;;;;;;
23;2003;2003-04-06;11:00;2;Estádio São Januário;;;;Vasco da Gama;Goiás EC;;;;;;;;;6.0;4.0;;;;;;;;;;;;;;;;
24;2003;2003-04-12;09:00;3;Estádio Beira-Rio;;;;Internacional;EC Bahia;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
25;2003;2003-04-12;09:00;3;Estádio Urbano Caldeira;;;;Santos FC;Figueirense FC;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
26;2003;2003-04-12;09:00;3;Arena da Baixada;;;;Atlético-PR;Atlético-MG;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
27;2003;2003-04-12;11:00;3;Neo Química Arena;;;;Corinthians;Paysandu SC;;;;;;;;;6.0;1.0;;;;;;;;;;;;;;;;
28;2003;2003-04-13;09:00;3;Estádio Manoel Barradas;;;;EC Vitória;Vasco da Gama;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
29;2003;2003-04-13;09:00;3;Estádio Heriberto Hülse;;;;Criciúma EC;São Paulo;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
30;2003;2003-04-13;09:00;3;Estádio Governador Plácido Castelo;;;;Fortaleza;São Caetano;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
31;2003;2003-04-13;09:00;3;Estádio Alfredo Jaconi;;;;Juventude;Coritiba FC;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
32;2003;2003-04-13;09:00;3;Estádio Brinco de Ouro da Princesa;;;;Guarani;Paraná;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
33;2003;2003-04-13;09:00;3;Estádio de Hailé Pinheiro;;;;Goiás EC;Grêmio;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
34;2003;2003-04-13;11:00;3;Estádio Governador Magalhães Pinto;;;;Cruzeiro;Ponte Preta;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
35;2003;2003-04-13;11:00;3;Estádio Jornalista Mário Filho;;;;Flamengo;Fluminense;;;;;;;;;4.0;1.0;;;;;;;;;;;;;;;;
36;2003;2003-04-10;02:40;4;Estádio Estadual Jornalista Edgar Augusto Proença;;;;Paysandu SC;Santos FC;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
37;2003;2003-04-17;01:30;4;Arena Fonte Nova;;;;EC Bahia;Juventude;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;
38;2003;2003-04-17;01:30;4;Arena do Grêmio;;;;Grêmio;EC Vitória;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
39;2003;2003-04-17;01:30;4;Estádio Raimundo Sampaio;;;;Atlético-MG;Guarani;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;
40;2003;2003-04-17;01:30;4;Estádio Orlando Scarpelli;;;;Figueirense FC;Atlético-PR;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
41;2003;2003-04-17;01:30;4;Estádio Moisés Lucarelli;;;;Ponte Preta;Criciúma EC;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
42;2003;2003-04-17;02:40;4;Estádio Municipal Anacleto Campanella;;;;São Caetano;Flamengo;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
43;2003;2003-04-17;02:40;4;Estádio São Januário;;;;Vasco da Gama;Corinthians;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
44;2003;2003-04-17;02:40;4;Estádio Major Antônio Couto Pereira;;;;Coritiba FC;Cruzeiro;;;;;;;;;3.0;4.0;;;;;;;;;;;;;;;;
45;2003;2003-04-18;01:30;4;Estádio Jornalista Mário Filho;;;;Fluminense;Internacional;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;
46;2003;2003-04-18;01:30;4;Estádio Cícero Pompeu de Toledo;;;;São Paulo;Fortaleza;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;
47;2003;2003-04-18;01:30;4;Estádio Durival Britto e Silva;;;;Paraná;Goiás EC;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;
48;2003;2003-04-19;09:00;5;Arena Fonte Nova;;;;EC Bahia;Atlético-MG;;;;;;;;;2.0;4.0;;;;;;;;;;;;;;;;
49;2003;2003-04-19;09:00;5;Estádio Municipal Anacleto Campanella;;;;São Caetano;Grêmio;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
50;2003;2003-04-19;11:00;5;Estádio Jornalista Mário Filho;;;;Flamengo;Santos FC;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;
51;2003;2003-04-20;09:00;5;Estádio Cícero Pompeu de Toledo;;;;São Paulo;Vasco da Gama;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;
52;2003;2003-04-20;09:00;5;Estádio Beira-Rio;;;;Internacional;Corinthians;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
53;2003;2003-04-20;09:00;5;Estádio Heriberto Hülse;;;;Criciúma EC;Guarani;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
54;2003;2003-04-20;09:00;5;Estádio Alfredo Jaconi;;;;Juventude;EC Vitória;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
55;2003;2003-04-20;09:00;5;Estádio Governador Plácido Castelo;;;;Fortaleza;Atlético-PR;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
56;2003;2003-04-20;09:00;5;Estádio Moisés Lucarelli;;;;Ponte Preta;Paysandu SC;;;;;;;;;4.0;4.0;;;;;;;;;;;;;;;;
57;2003;2003-04-20;11:00;5;Estádio Governador Magalhães Pinto;;;;Cruzeiro;Goiás EC;;;;;;;;;4.0;1.0;;;;;;;;;;;;;;;;
58;2003;2003-04-20;11:00;5;Estádio Jornalista Mário Filho;;;;Fluminense;Paraná;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;
59;2003;2003-04-22;01:30;5;Estádio Major Antônio Couto Pereira;;;;Coritiba FC;Figueirense FC;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
60;2003;2003-04-26;09:00;6;Estádio Raimundo Sampaio;;;;Atlético-MG;Coritiba FC;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
61;2003;2003-04-26;09:00;6;Estádio Durival Britto e Silva;;;;Paraná;EC Bahia;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;
62;2003;2003-04-26;09:00;6;Estádio Manoel Barradas;;;;EC Vitória;Internacional;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;
63;2003;2003-04-26;11:00;6;Estádio Brinco de Ouro da Princesa;;;;Guarani;Cruzeiro;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
64;2003;2003-04-27;09:00;6;Neo Química Arena;;;;Corinthians;Flamengo;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
65;2003;2003-04-27;09:00;6;Estádio de Hailé Pinheiro;;;;Goiás EC;Juventude;;;;;;;;;7.0;0.0;;;;;;;;;;;;;;;;
66;2003;2003-04-27;09:00;6;Estádio Orlando Scarpelli;;;;Figueirense FC;Ponte Preta;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;
67;2003;2003-04-27;09:00;6;Estádio Urbano Caldeira;;;;Santos FC;Fortaleza;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;
68;2003;2003-04-27;09:00;6;Arena do Grêmio;;;;Grêmio;Fluminense;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;
69;2003;2003-04-27;09:00;6;Arena da Baixada;;;;Atlético-PR;Criciúma EC;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;;
70;2003;2003-04-27;11:00;6;Estádio Estadual Jornalista Edgar Augusto Proença;;;;Paysandu SC;São Paulo;;;;;;;;;5.0;2.0;;;;;;;;;;;;;;;;
71;2003;2003-04-27;11:00;6;Estádio São Januário;;;;Vasco da Gama;São Caetano;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
72;2003;2003-05-03;09:00;7;Estádio Jornalista Mário Filho;;;;Flamengo;EC Vitória;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
73;2003;2003-05-03;09:00;7;Arena Fonte Nova;;;;EC Bahia;Grêmio;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
74;2003;2003-05-03;11:00;7;Estádio Governador Magalhães Pinto;;;;Cruzeiro;Atlético-PR;;;;;;;;;5.0;2.0;;;;;;;;;;;;;;;;
75;2003;2003-05-04;09:00;7;Estádio Governador Plácido Castelo;;;;Fortaleza;Corinthians;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
76;2003;2003-05-04;09:00;7;Estádio Cícero Pompeu de Toledo;;;;São Paulo;Figueirense FC;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;
77;2003;2003-05-04;09:00;7;Estádio Municipal Anacleto Campanella;;;;São Caetano;Paysandu SC;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
78;2003;2003-05-04;09:00;7;Estádio Beira-Rio;;;;Internacional;Goiás EC;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
79;2003;2003-05-04;09:00;7;Estádio Moisés Lucarelli;;;;Ponte Preta;Atlético-MG;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
80;2003;2003-05-04;09:00;7;Estádio Alfredo Jaconi;;;;Juventude;Guarani;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
81;2003;2003-05-04;09:00;7;Estádio Major Antônio Couto Pereira;;;;Coritiba FC;Paraná;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
82;2003;2003-05-04;11:00;7;Estádio Heriberto Hülse;;;;Criciúma EC;Santos FC;;;;;;;;;1.0;3.0;;;;;;;;;;;;;;;;
83;2003;2003-05-04;11:00;7;Estádio Jornalista Mário Filho;;;;Fluminense;Vasco da Gama;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;
84;2003;2003-05-10;09:00;8;Estádio de Hailé Pinheiro;;;;Goiás EC;Flamengo;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
85;2003;2003-05-10;09:00;8;Estádio Urbano Caldeira;;;;Santos FC;Cruzeiro;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;
86;2003;2003-05-10;09:00;8;Estádio Durival Britto e Silva;;;;Paraná;Ponte Preta;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;
87;2003;2003-05-10;11:00;8;Neo Química Arena;;;;Corinthians;Criciúma EC;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
88;2003;2003-05-11;09:00;8;Estádio Manoel Barradas;;;;EC Vitória;Fortaleza;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
89;2003;2003-05-11;09:00;8;Estádio Brinco de Ouro da Princesa;;;;Guarani;Internacional;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
90;2003;2003-05-11;09:00;8;Arena da Baixada;;;;Atlético-PR;Juventude;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
91;2003;2003-05-11;09:00;8;Estádio Orlando Scarpelli;;;;Figueirense FC;São Caetano;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
92;2003;2003-05-11;09:00;8;Estádio São Januário;;;;Vasco da Gama;EC Bahia;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
93;2003;2003-05-11;09:00;8;Estádio Estadual Jornalista Edgar Augusto Proença;;;;Paysandu SC;Fluminense;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
94;2003;2003-05-11;09:00;8;Estádio Raimundo Sampaio;;;;Atlético-MG;São Paulo;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
95;2003;2003-05-11;11:00;8;Arena do Grêmio;;;;Grêmio;Coritiba FC;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
96;2003;2003-05-17;09:00;9;Estádio Jornalista Mário Filho;;;;Fluminense;Figueirense FC;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
97;2003;2003-05-17;09:00;9;Estádio Municipal Anacleto Campanella;;;;São Caetano;Atlético-MG;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
98;2003;2003-05-17;11:00;9;Estádio Alfredo Jaconi;;;;Juventude;Santos FC;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
99;2003;2003-05-18;09:00;9;Arena Fonte Nova;;;;EC Bahia;Paysandu SC;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
100;2003;2003-05-18;09:00;9;Estádio Beira-Rio;;;;Internacional;Atlético-PR;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
101;2003;2003-05-18;09:00;9;Estádio Major Antônio Couto Pereira;;;;Coritiba FC;Vasco da Gama;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
102;2003;2003-05-18;09:00;9;Estádio Governador Magalhães Pinto;;;;Cruzeiro;Corinthians;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
103;2003;2003-05-18;09:00;9;Estádio Governador Plácido Castelo;;;;Fortaleza;Goiás EC;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
104;2003;2003-05-18;09:00;9;Estádio Moisés Lucarelli;;;;Ponte Preta;Grêmio;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
105;2003;2003-05-18;09:00;9;Estádio Heriberto Hülse;;;;Criciúma EC;EC Vitória;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
106;2003;2003-05-18;11:00;9;Estádio Jornalista Mário Filho;;;;Flamengo;Guarani;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
107;2003;2003-05-18;11:00;9;Estádio Cícero Pompeu de Toledo;;;;São Paulo;Paraná;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
108;2003;2003-05-24;09:00;10;Estádio Raimundo Sampaio;;;;Atlético-MG;Fluminense;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
109;2003;2003-05-24;09:00;10;Estádio Durival Britto e Silva;;;;Paraná;São Caetano;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
110;2003;2003-05-24;09:00;10;Neo Química Arena;;;;Corinthians;Juventude;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
111;2003;2003-05-24;11:00;10;Estádio São Januário;;;;Vasco da Gama;Ponte Preta;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
112;2003;2003-05-25;09:00;10;Arena da Baixada;;;;Atlético-PR;Flamengo;;;;;;;;;4.0;1.0;;;;;;;;;;;;;;;;
113;2003;2003-05-25;09:00;10;Estádio Estadual Jornalista Edgar Augusto Proença;;;;Paysandu SC;Coritiba FC;;;;;;;;;1.0;3.0;;;;;;;;;;;;;;;;
114;2003;2003-05-25;09:00;10;Estádio de Hailé Pinheiro;;;;Goiás EC;Criciúma EC;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;
115;2003;2003-05-25;09:00;10;Arena do Grêmio;;;;Grêmio;São Paulo;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
116;2003;2003-05-25;09:00;10;Estádio Brinco de Ouro da Princesa;;;;Guarani;Fortaleza;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
117;2003;2003-05-25;09:00;10;Estádio Orlando Scarpelli;;;;Figueirense FC;EC Bahia;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
118;2003;2003-05-25;11:00;10;Estádio Manoel Barradas;;;;EC Vitória;Cruzeiro;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
119;2003;2003-05-25;11:00;10;Estádio Urbano Caldeira;;;;Santos FC;Internacional;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
120;2003;2003-05-31;09:00;11;Estádio Jornalista Mário Filho;;;;Fluminense;Atlético-PR;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
121;2003;2003-05-31;09:00;11;Estádio Governador Magalhães Pinto;;;;Cruzeiro;Criciúma EC;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
122;2003;2003-05-31;09:00;11;Estádio Major Antônio Couto Pereira;;;;Coritiba FC;Guarani;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;
123;2003;2003-05-31;09:00;11;Estádio Moisés Lucarelli;;;;Ponte Preta;São Caetano;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;
124;2003;2003-05-31;11:00;11;Estádio Beira-Rio;;;;Internacional;Paysandu SC;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
125;2003;2003-06-01;09:00;11;Estádio Durival Britto e Silva;;;;Paraná;Flamengo;;;;;;;;;6.0;2.0;;;;;;;;;;;;;;;;
126;2003;2003-06-01;09:00;11;Arena Fonte Nova;;;;EC Bahia;Goiás EC;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
127;2003;2003-06-01;09:00;11;Estádio Governador Plácido Castelo;;;;Fortaleza;Juventude;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;
128;2003;2003-06-01;09:00;11;Estádio Orlando Scarpelli;;;;Figueirense FC;Grêmio;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
129;2003;2003-06-01;09:00;11;Estádio Urbano Caldeira;;;;Santos FC;São Paulo;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;
130;2003;2003-06-01;11:00;11;Neo Química Arena;;;;Corinthians;EC Vitória;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;
131;2003;2003-06-01;11:00;11;Estádio São Januário;;;;Vasco da Gama;Atlético-MG;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
132;2003;2003-04-19;01:30;12;Estádio Jornalista Mário Filho;;;;Flamengo;Cruzeiro;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
133;2003;2003-06-07;09:00;12;Estádio Manoel Barradas;;;;EC Vitória;Fluminense;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
134;2003;2003-06-07;09:00;12;Estádio Brinco de Ouro da Princesa;;;;Guarani;Santos FC;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
135;2003;2003-06-07;09:00;12;Arena do Grêmio;;;;Grêmio;Fortaleza;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;
136;2003;2003-06-07;11:00;12;Estádio Raimundo Sampaio;;;;Atlético-MG;Figueirense FC;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;
137;2003;2003-06-08;09:00;12;Estádio Estadual Jornalista Edgar Augusto Proença;;;;Paysandu SC;Paraná;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;
138;2003;2003-06-08;09:00;12;Estádio Alfredo Jaconi;;;;Juventude;Vasco da Gama;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;
139;2003;2003-06-08;09:00;12;Arena da Baixada;;;;Atlético-PR;Ponte Preta;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;;
140;2003;2003-06-08;09:00;12;Estádio de Hailé Pinheiro;;;;Goiás EC;Coritiba FC;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
141;2003;2003-06-08;09:00;12;Estádio Municipal Anacleto Campanella;;;;São Caetano;Corinthians;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
142;2003;2003-06-08;11:00;12;Estádio Heriberto Hülse;;;;Criciúma EC;Internacional;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
143;2003;2003-06-08;11:00;12;Estádio Cícero Pompeu de Toledo;;;;São Paulo;EC Bahia;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
144;2003;2003-06-14;09:00;13;Estádio Jornalista Mário Filho;;;;Fluminense;Goiás EC;;;;;;;;;2.0;3.0;;;;;;;;;;;;;;;;
145;2003;2003-06-14;09:00;13;Estádio Moisés Lucarelli;;;;Ponte Preta;Guarani;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;
146;2003;2003-06-14;11:00;13;Estádio Major Antônio Couto Pereira;;;;Coritiba FC;Atlético-PR;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
147;2003;2003-06-15;09:00;13;Neo Química Arena;;;;Corinthians;São Paulo;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
148;2003;2003-06-15;09:00;13;Estádio Governador Plácido Castelo;;;;Fortaleza;Paysandu SC;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
149;2003;2003-06-15;09:00;13;Estádio Durival Britto e Silva;;;;Paraná;Juventude;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
150;2003;2003-06-15;09:00;13;Arena do Grêmio;;;;Grêmio;Internacional;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;
151;2003;2003-06-15;09:00;13;Estádio Urbano Caldeira;;;;Santos FC;São Caetano;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;
152;2003;2003-06-15;09:00;13;Estádio Heriberto Hülse;;;;Criciúma EC;Figueirense FC;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
153;2003;2003-06-15;09:00;13;Arena Fonte Nova;;;;EC Bahia;EC Vitória;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
154;2003;2003-06-15;11:00;13;Estádio São Januário;;;;Vasco da Gama;Flamengo;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;
155;2003;2003-06-15;11:00;13;Estádio Governador Magalhães Pinto;;;;Cruzeiro;Atlético-MG;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;;;
156;2003;2003-06-19;09:00;14;Arena Fonte Nova;;;;EC Bahia;Coritiba FC;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
157;2003;2003-06-21;09:00;14;Estádio São Januário;;;;Vasco da Gama;Criciúma EC;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;
158;2003;2003-06-21;09:00;14;Estádio Raimundo Sampaio;;;;Atlético-MG;Grêmio;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;
159;2003;2003-06-21;09:00;14;Estádio Beira-Rio;;;;Internacional;Paraná;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
160;2003;2003-06-21;11:00;14;Estádio Cícero Pompeu de Toledo;;;;São Paulo;Goiás EC;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;
161;2003;2003-06-22;09:00;14;Estádio Estadual Jornalista Edgar Augusto Proença;;;;Paysandu SC;Flamengo;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
162;2003;2003-06-22;09:00;14;Estádio Moisés Lucarelli;;;;Ponte Preta;Corinthians;;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;
163;2003;2003-06-22;09:00;14;Estádio Municipal Anacleto Campanella;;;;São Caetano;EC Vitória;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;
164;2003;2003-06-22;09:00;14;Estádio Orlando Scarpelli;;;;Figueirense FC;Fortaleza;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;
165;2003;2003-06-22;11:00;14;Estádio Alfredo Jaconi;;;;Juventude;Cruzeiro;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;
166;2003;2003-06-22;11:00;14;Estádio Jornalista Mário Filho;;;;Fluminense;Guarani;;;;;;;;;5.0;2.0;;;;;;;;;;;;;;;;
167;2003;2003-07-31;01:30;14;Arena da Baixada;;;;Atlético-PR;Santos FC;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;
