;ano_campeonato;data;horario;rodada;estadio;arbitro;publico;publico_max;time_man;time_vis;tecnico_man;tecnico_vis;colocacao_man;colocacao_vis;valor_equipe_titular_man;valor_equipe_titular_vis;idade_media_titular_man;idade_media_titular_vis;gols_man;gols_vis;gols_1_tempo_man;gols_1_tempo_vis;escanteios_man;escanteios_vis;faltas_man;faltas_vis;chutes_bola_parada_man;chutes_bola_parada_vis;defesas_man;defesas_vis;impedimentos_man;impedimentos_vis;chutes_man;chutes_vis;chutes_fora_man;chutes_fora_vis
3553;2011;2011-11-06;05:00;33;Estádio Urbano Caldeira;André Luiz de Freitas Castro;12305.0;;Santos FC;Vasco da Gama;Muricy Ramalho;Cristóvão Borges;11.0;1.0;74800000.0;15800000.0;25.4;26.8;2.0;0.0;1.0;0.0;;;;;;;;;;;;;;
3554;2011;2011-11-06;05:00;33;Estádio Jornalista Mário Filho;Leandro Pedro Vuaden;39842.0;87101.0;Flamengo;Cruzeiro;Vanderlei Luxemburgo;Vágner Mancini;5.0;16.0;24850000.0;19800000.0;27.2;28.2;5.0;1.0;1.0;1.0;;;;;;;;;;;;;;
3555;2011;2011-11-06;05:00;33;Estádio Aderbal Ramos da Silva;Gutemberg de Paula Fonseca;6141.0;;Avaí FC;Ceará SC;Toninho Cecílio;Dimas Filgueiras;19.0;17.0;4250000.0;5300000.0;27.2;28.7;1.0;2.0;0.0;1.0;;;;;;;;;;;;;;
3556;2011;2011-11-06;05:00;33;Estádio Raimundo Sampaio;Jean Pierre Goncalves Lima;37034.0;;América-MG;Corinthians;Givanildo Oliveira;Tite;20.0;2.0;3000000.0;25100000.0;28.5;28.4;2.0;1.0;1.0;1.0;;;;;;;;;;;;;;
3557;2011;2011-11-06;07:00;33;Arena Barueri;Alício Pena Junior;7513.0;;Palmeiras;Coritiba FC;Luiz Felipe Scolari;Marcelo Oliveira;13.0;10.0;14550000.0;4700000.0;25.5;27.1;0.0;2.0;0.0;1.0;;;;;;;;;;;;;;
3558;2011;2011-11-06;07:00;33;Estádio Beira-Rio;Sandro Ricci;33850.0;;Internacional;Fluminense;Dorival Júnior;Abel Braga;6.0;4.0;25550000.0;17750000.0;26.2;27.2;1.0;2.0;1.0;2.0;;;;;;;;;;;;;;
3559;2011;2011-11-06;07:00;33;Arena da Baixada;Salvio Fagundes Filho;11200.0;;Atlético-PR;Atlético-GO;Antônio Lopes;Hélio dos Anjos;18.0;12.0;7050000.0;5300000.0;25.0;29.1;2.0;1.0;0.0;1.0;;;;;;;;;;;;;;
3560;2011;2011-11-12;07:00;34;Estádio Cícero Pompeu de Toledo;André Luiz de Freitas Castro;11134.0;;São Paulo;Avaí FC;Emerson Leão;Toninho Cecílio;8.0;19.0;36650000.0;3900000.0;26.1;26.4;2.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3561;2011;2011-11-12;07:00;34;Estádio Jornalista Mário Filho;Wilton Sampaio;40232.0;;Fluminense;América-MG;Abel Braga;Givanildo Oliveira;3.0;20.0;20300000.0;3300000.0;25.6;28.0;1.0;2.0;0.0;1.0;;;;;;;;;;;;;;
3562;2011;2011-11-12;07:00;34;Estádio Orlando Scarpelli;Cleber Wellington Abade;10271.0;;Figueirense FC;Atlético-MG;;;6.0;15.0;;;;;2.0;1.0;0.0;1.0;;;;;;;;;;;;;;
3563;2011;2011-11-13;05:00;34;Estádio Major Antônio Couto Pereira;Jailson Macedo Freitas;26299.0;;Coritiba FC;Flamengo;Marcelo Oliveira;Vanderlei Luxemburgo;9.0;4.0;4600000.0;23750000.0;27.2;28.7;2.0;0.0;2.0;0.0;;;;;;;;;;;;;;
3564;2011;2011-11-13;05:00;34;Estádio Olímpico Monumental;Edivaldo Elias da Silva;15062.0;;Grêmio;Palmeiras;Celso Roth;Luiz Felipe Scolari;11.0;13.0;24750000.0;12500000.0;27.3;25.1;2.0;2.0;0.0;1.0;;;;;;;;;;;;;;
3565;2011;2011-11-13;05:00;34;Estádio Municipal Paulo Machado de Carvalho;Nielson Nogueira Dias;37157.0;;Corinthians;Atlético-PR;Tite;Antônio Lopes;1.0;18.0;19700000.0;6900000.0;27.5;26.3;2.0;1.0;2.0;0.0;;;;;;;;;;;;;;
3566;2011;2011-11-13;05:00;34;Estádio Governador Plácido Castelo;Anderson Daronco;16277.0;;Ceará SC;Santos FC;Dimas Filgueiras;Muricy Ramalho;16.0;10.0;4950000.0;10400000.0;28.2;24.4;2.0;3.0;2.0;1.0;;;;;;;;;;;;;;
3567;2011;2011-11-13;07:00;34;Estádio Serra Dourada;Péricles Bassols Pegado Cortez;2931.0;;Atlético-GO;EC Bahia;Hélio dos Anjos;Joel Santana;12.0;14.0;5200000.0;4550000.0;29.0;25.5;0.0;1.0;0.0;1.0;;;;;;;;;;;;;;
3568;2011;2011-11-13;07:00;34;Estádio São Januário;Antonio de Carvalho Schneider;33778.0;;Vasco da Gama;Botafogo;Cristóvão Borges;Caio Júnior;2.0;5.0;16100000.0;20750000.0;25.8;27.7;2.0;0.0;1.0;0.0;;;;;;;;;;;;;;
3569;2011;2011-11-13;07:00;34;Estádio Governador Magalhães Pinto;Luiz Flávio de Oliveira;16967.0;;Cruzeiro;Internacional;Vágner Mancini;Dorival Júnior;17.0;7.0;18350000.0;16650000.0;29.5;26.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;
3570;2011;2011-11-16;08:30;35;Estádio Jornalista Mário Filho;Franscisco Carlos do Nascimento;11395.0;;Fluminense;Grêmio;Abel Braga;Celso Roth;4.0;11.0;21450000.0;21150000.0;27.1;28.4;5.0;4.0;1.0;2.0;;;;;;;;;;;;;;
3571;2011;2011-11-16;08:30;35;Estádio Beira-Rio;Paulo César de Oliveira;7262.0;;Internacional;EC Bahia;Dorival Júnior;Joel Santana;9.0;14.0;25400000.0;3850000.0;26.7;26.1;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;
3572;2011;2011-11-16;08:30;35;Arena da Baixada;Pablo dos Santos Alves;16889.0;;Atlético-PR;São Paulo;Antônio Lopes;Emerson Leão;18.0;7.0;6900000.0;36150000.0;26.7;25.4;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;
3573;2011;2011-11-16;08:30;35;Estádio Raimundo Sampaio;André Luiz de Freitas Castro;1502.0;;América-MG;Botafogo;Givanildo Oliveira;Caio Júnior;19.0;6.0;3600000.0;19400000.0;28.1;28.7;2.0;1.0;2.0;0.0;;;;;;;;;;;;;;
3574;2011;2011-11-16;09:50;35;Allianz Parque;Leandro Pedro Vuaden;8153.0;;Palmeiras;Vasco da Gama;Luiz Felipe Scolari;Cristóvão Borges;13.0;1.0;11800000.0;16100000.0;25.3;26.1;1.0;1.0;0.0;1.0;;;;;;;;;;;;;;
3575;2011;2011-11-16;09:50;35;Estádio Aderbal Ramos da Silva;Péricles Bassols Pegado Cortez;2314.0;;Avaí FC;Cruzeiro;;;20.0;16.0;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3576;2011;2011-11-16;09:50;35;Estádio Governador Plácido Castelo;Elmo Alves Resende Cunha;17532.0;;Ceará SC;Corinthians;Dimas Filgueiras;Tite;17.0;2.0;5550000.0;17850000.0;28.7;28.5;0.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3577;2011;2011-11-17;08:30;35;Estádio Urbano Caldeira;Alício Pena Junior;18044.0;;Santos FC;Atlético-GO;Muricy Ramalho;Hélio dos Anjos;10.0;12.0;74800000.0;6000000.0;25.4;28.3;1.0;1.0;0.0;1.0;;;;;;;;;;;;;;
3578;2011;2011-11-17;08:30;35;Estádio Jornalista Mário Filho;Evandro Rogerio Roman;0.0;;Flamengo;Figueirense FC;;;5.0;3.0;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3579;2011;2011-11-17;08:30;35;Estádio Governador Magalhães Pinto;Gutemberg de Paula Fonseca;16872.0;;Atlético-MG;Coritiba FC;Cuca;Marcelo Oliveira;15.0;8.0;14600000.0;4800000.0;24.7;27.2;2.0;1.0;1.0;0.0;;;;;;;;;;;;;;
3580;2011;2011-11-19;07:00;36;Estádio Cícero Pompeu de Toledo;Marcelo de Lima Henrique;9057.0;;São Paulo;América-MG;Emerson Leão;Givanildo Oliveira;8.0;19.0;37950000.0;2650000.0;27.1;28.3;3.0;1.0;2.0;0.0;;;;;;;;;;;;;;
3581;2011;2011-11-19;07:00;36;Estádio São Januário;Fabrício Neves Corrêa;19834.0;;Vasco da Gama;Avaí FC;;;2.0;20.0;;;;;2.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3582;2011;2011-11-19;07:00;36;Estádio Olímpico Monumental;Gutemberg de Paula Fonseca;5658.0;;Grêmio;Ceará SC;Celso Roth;Dimas Filgueiras;11.0;18.0;20150000.0;5350000.0;25.3;28.5;1.0;3.0;1.0;1.0;;;;;;;;;;;;;;
3583;2011;2011-11-20;05:00;36;Estádio Municipal Paulo Machado de Carvalho;Wagner Reway;35011.0;;Corinthians;Atlético-MG;Tite;Cuca;1.0;15.0;19600000.0;13950000.0;28.6;25.4;2.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3584;2011;2011-11-20;05:00;36;Estádio Olímpico Nilton Santos;Wilton Sampaio;7840.0;;Botafogo;Internacional;;;6.0;7.0;;;;;1.0;2.0;0.0;1.0;;;;;;;;;;;;;;
3585;2011;2011-11-20;05:00;36;Estádio Governador Magalhães Pinto;Leandro Pedro Vuaden;18139.0;;Cruzeiro;Atlético-PR;Vágner Mancini;Antônio Lopes;16.0;17.0;17350000.0;7900000.0;28.3;26.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;;
3586;2011;2011-11-20;05:00;36;Estádio Serra Dourada;Paulo César de Oliveira;37828.0;;Atlético-GO;Flamengo;Hélio dos Anjos;Vanderlei Luxemburgo;12.0;5.0;6000000.0;29900000.0;28.7;28.5;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3587;2011;2011-11-20;07:00;36;Estádio Orlando Scarpelli;Héber Lopes;16279.0;;Figueirense FC;Fluminense;;;4.0;3.0;;;;;0.0;4.0;0.0;0.0;;;;;;;;;;;;;;
3588;2011;2011-11-20;07:00;36;Estádio Major Antônio Couto Pereira;Elmo Alves Resende Cunha;16447.0;;Coritiba FC;Santos FC;Marcelo Oliveira;Muricy Ramalho;10.0;9.0;4450000.0;10400000.0;27.9;24.5;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3589;2011;2011-11-20;07:00;36;Estádio Governador Roberto Santos;Claudio Francisco Lima e Silva;32157.0;;EC Bahia;Palmeiras;Joel Santana;Luiz Felipe Scolari;14.0;13.0;5450000.0;13500000.0;25.9;25.8;0.0;2.0;0.0;1.0;;;;;;;;;;;;;;
3590;2011;2011-11-27;05:00;37;Allianz Parque;Luiz Flávio de Oliveira;18364.0;;Palmeiras;São Paulo;Luiz Felipe Scolari;Emerson Leão;12.0;7.0;16000000.0;29450000.0;26.0;27.1;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3591;2011;2011-11-27;05:00;37;Estádio Urbano Caldeira;Leandro Pedro Vuaden;12052.0;;Santos FC;EC Bahia;Muricy Ramalho;Joel Santana;10.0;14.0;78800000.0;5050000.0;26.0;26.7;1.0;1.0;1.0;1.0;;;;;;;;;;;;;;
3592;2011;2011-11-27;05:00;37;Estádio Jornalista Mário Filho;Evandro Rogerio Roman;12911.0;;Flamengo;Internacional;Vanderlei Luxemburgo;Dorival Júnior;5.0;4.0;25850000.0;22300000.0;27.6;27.3;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;
3593;2011;2011-11-27;05:00;37;Estádio Jornalista Mário Filho;Marcelo de Lima Henrique;34132.0;;Fluminense;Vasco da Gama;Abel Braga;Cristóvão Borges;3.0;2.0;22450000.0;15150000.0;27.4;27.2;1.0;2.0;0.0;0.0;;;;;;;;;;;;;;
3594;2011;2011-11-27;05:00;37;Estádio Olímpico Monumental;Francisco de Assis Almeida Filho;4728.0;;Grêmio;Atlético-GO;Celso Roth;Hélio dos Anjos;11.0;13.0;19300000.0;5300000.0;26.1;29.8;2.0;2.0;0.0;1.0;;;;;;;;;;;;;;
3595;2011;2011-11-27;05:00;37;Estádio Governador Magalhães Pinto;Nielson Nogueira Dias;18281.0;;Atlético-MG;Botafogo;;;15.0;8.0;;;;;4.0;0.0;2.0;0.0;;;;;;;;;;;;;;
3596;2011;2011-11-27;05:00;37;Estádio Orlando Scarpelli;Wilton Sampaio;17254.0;;Figueirense FC;Corinthians;;;6.0;1.0;;;;;0.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3597;2011;2011-11-27;05:00;37;Estádio Major Antônio Couto Pereira;Ricardo Marques Ribeiro;15680.0;;Coritiba FC;Avaí FC;;;9.0;20.0;;;;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3598;2011;2011-11-27;05:00;37;Estádio Raimundo Sampaio;Elmo Alves Resende Cunha;841.0;;América-MG;Atlético-PR;Givanildo Oliveira;Antônio Lopes;19.0;18.0;3400000.0;6900000.0;28.6;26.7;2.0;1.0;1.0;0.0;;;;;;;;;;;;;;
3599;2011;2011-11-27;05:00;37;Estádio Governador Plácido Castelo;Wilson Luiz Seneme;17331.0;;Ceará SC;Cruzeiro;Dimas Filgueiras;Vágner Mancini;17.0;16.0;5500000.0;21350000.0;28.9;28.0;2.0;2.0;1.0;1.0;;;;;;;;;;;;;;
3600;2011;2011-12-04;05:00;38;Estádio Municipal Paulo Machado de Carvalho;Wilson Luiz Seneme;36708.0;;Corinthians;Palmeiras;Tite;Luiz Felipe Scolari;1.0;11.0;21900000.0;16000000.0;27.8;26.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3601;2011;2011-12-04;05:00;38;Estádio Cícero Pompeu de Toledo;Rodrigo Braghetto;4948.0;;São Paulo;Santos FC;Emerson Leão;Muricy Ramalho;8.0;10.0;39450000.0;15800000.0;26.5;24.6;4.0;1.0;3.0;0.0;;;;;;;;;;;;;;
3602;2011;2011-12-04;05:00;38;Estádio Beira-Rio;Leandro Pedro Vuaden;31777.0;;Internacional;Grêmio;Dorival Júnior;Celso Roth;6.0;12.0;21000000.0;20800000.0;27.9;25.8;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3603;2011;2011-12-04;05:00;38;Estádio Governador Magalhães Pinto;Marcelo de Lima Henrique;18500.0;;Cruzeiro;Atlético-MG;Vágner Mancini;Cuca;16.0;14.0;15250000.0;13950000.0;26.8;25.4;6.0;1.0;4.0;0.0;;;;;;;;;;;;;;
3604;2011;2011-12-04;05:00;38;Estádio Serra Dourada;Héber Lopes;5787.0;;Atlético-GO;América-MG;Hélio dos Anjos;Givanildo Oliveira;13.0;19.0;5100000.0;2700000.0;29.2;28.2;5.0;1.0;3.0;0.0;;;;;;;;;;;;;;
3605;2011;2011-12-04;05:00;38;Arena da Baixada;Sandro Ricci;0.0;;Atlético-PR;Coritiba FC;Antônio Lopes;Marcelo Oliveira;18.0;5.0;8100000.0;5050000.0;26.0;27.6;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3606;2011;2011-12-04;05:00;38;Estádio Governador Roberto Santos;Wilton Sampaio;32157.0;;EC Bahia;Ceará SC;Joel Santana;Dimas Filgueiras;15.0;17.0;5100000.0;5400000.0;24.5;29.1;2.0;1.0;2.0;1.0;;;;;;;;;;;;;;
3607;2011;2011-12-04;05:00;38;Estádio Aderbal Ramos da Silva;Cleber Wellington Abade;5880.0;;Avaí FC;Figueirense FC;;;20.0;7.0;;;;;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;
3608;2011;2011-12-04;05:00;38;Estádio Olímpico Nilton Santos;Antonio de Carvalho Schneider;6379.0;;Botafogo;Fluminense;Oswaldo de Oliveira;Abel Braga;9.0;3.0;17950000.0;21450000.0;28.4;27.2;1.0;1.0;1.0;1.0;;;;;;;;;;;;;;
3609;2011;2011-12-04;05:00;38;Estádio São Januário;Péricles Bassols Pegado Cortez;40004.0;;Vasco da Gama;Flamengo;Cristóvão Borges;Vanderlei Luxemburgo;2.0;4.0;16250000.0;27750000.0;26.6;27.8;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;
3610;2012;2012-05-19;06:30;1;Allianz Parque;Raphael Claus;8939.0;;Palmeiras;Portuguesa;Luiz Felipe Scolari;Geninho;8.0;10.0;16600000.0;5650000.0;25.7;25.3;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;
3611;2012;2012-05-19;06:30;1;Estádio Adelmar da Costa Carvalho;Paulo César de Oliveira;26699.0;;Sport Recife;Flamengo;Vágner Mancini;Joel Santana;9.0;7.0;4000000.0;24000000.0;26.6;27.6;1.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3612;2012;2012-05-19;09:00;1;Estádio Orlando Scarpelli;Arilson Bispo da Anunciação;5185.0;19908.0;Figueirense FC;Náutico;Argel Fucks;Alexandre Gallo;4.0;16.0;6200000.0;3450000.0;25.8;26.0;2.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3613;2012;2012-05-20;04:00;1;Estádio Olímpico Nilton Santos;Sandro Ricci;7008.0;;Botafogo;São Paulo;Oswaldo de Oliveira;Emerson Leão;1.0;19.0;12750000.0;48300000.0;27.1;24.9;4.0;2.0;0.0;1.0;;;;;;;;;;;;;;
3614;2012;2012-05-20;04:00;1;Estádio Municipal Paulo Machado de Carvalho;Fabrício Neves Corrêa;14791.0;37730.0;Corinthians;Fluminense;Tite;Abel Braga;17.0;6.0;10600000.0;4700000.0;24.8;22.6;0.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3615;2012;2012-05-20;04:00;1;Estádio Beira-Rio;Pablo dos Santos Alves;19000.0;;Internacional;Coritiba FC;Dorival Júnior;Marcelo Oliveira;2.0;20.0;34600000.0;5350000.0;26.9;25.8;2.0;0.0;2.0;0.0;;;;;;;;;;;;;;
3616;2012;2012-05-20;04:00;1;Estádio Moisés Lucarelli;Franscisco Carlos do Nascimento;4911.0;19728.0;Ponte Preta;Atlético-MG;Gilson Kleina;Cuca;18.0;5.0;3050000.0;19550000.0;26.7;26.7;0.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3617;2012;2012-05-20;06:30;1;Estádio São Januário;Celio Amorim;5826.0;;Vasco da Gama;Grêmio;Cristóvão Borges;Vanderlei Luxemburgo;3.0;15.0;8700000.0;16350000.0;26.2;25.8;2.0;1.0;1.0;1.0;;;;;;;;;;;;;;
3618;2012;2012-05-20;06:30;1;Estádio Governador Magalhães Pinto;Péricles Bassols Pegado Cortez;3952.0;;Cruzeiro;Atlético-GO;Celso Roth;Adilson Batista;12.0;14.0;18250000.0;4450000.0;27.7;27.6;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3619;2012;2012-05-20;06:30;1;Estádio Governador Roberto Santos;Evandro Rogerio Roman;8908.0;;EC Bahia;Santos FC;Falcão;Muricy Ramalho;13.0;11.0;5900000.0;7600000.0;25.6;26.5;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3620;2012;2012-05-26;06:30;2;Estádio Jornalista Mário Filho;André Luiz de Freitas Castro;19274.0;78838.0;Flamengo;Internacional;Joel Santana;Dorival Júnior;7.0;2.0;25050000.0;14350000.0;27.7;27.4;3.0;3.0;2.0;1.0;;;;;;;;;;;;;;
3621;2012;2012-05-26;06:30;2;Estádio Doutor Osvaldo Texeira Duarte;Héber Lopes;4638.0;21004.0;Portuguesa;Vasco da Gama;Geninho;Cristóvão Borges;10.0;3.0;5000000.0;16900000.0;25.9;26.2;0.0;1.0;0.0;1.0;;;;;;;;;;;;;;
3622;2012;2012-05-26;06:30;2;Estádio Serra Dourada;Manuel Lopo Garrido;1703.0;;Atlético-GO;Ponte Preta;Adilson Batista;Gilson Kleina;14.0;18.0;4450000.0;3000000.0;27.6;26.8;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;
3623;2012;2012-05-26;09:00;2;Estádio Eládio de Barros Carvalho;Luiz Flávio de Oliveira;12531.0;;Náutico;Cruzeiro;Alexandre Gallo;Celso Roth;16.0;12.0;3300000.0;20600000.0;27.2;28.5;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3624;2012;2012-05-27;04:00;2;Estádio Urbano Caldeira;Márcio Chagas da Silva;5294.0;;Santos FC;Sport Recife;Muricy Ramalho;Vágner Mancini;11.0;9.0;15150000.0;3900000.0;26.2;27.8;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3625;2012;2012-05-27;04:00;2;Estádio Major Antônio Couto Pereira;Wilson Luiz Seneme;14369.0;37182.0;Coritiba FC;Botafogo;Marcelo Oliveira;Oswaldo de Oliveira;20.0;1.0;5650000.0;9800000.0;26.0;25.0;2.0;3.0;1.0;2.0;;;;;;;;;;;;;;
3626;2012;2012-05-27;04:00;2;Estádio Governador Magalhães Pinto;Wilton Sampaio;14740.0;;Atlético-MG;Corinthians;Cuca;Tite;5.0;17.0;19500000.0;18550000.0;26.6;27.7;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3627;2012;2012-05-27;04:00;2;Estádio Cícero Pompeu de Toledo;Wagner Reway;10305.0;;São Paulo;EC Bahia;Emerson Leão;Falcão;19.0;13.0;27500000.0;4600000.0;25.9;27.7;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3628;2012;2012-05-27;06:30;2;Estádio Jornalista Mário Filho;Nielson Nogueira Dias;5594.0;;Fluminense;Figueirense FC;Abel Braga;Argel Fucks;6.0;4.0;23300000.0;6000000.0;25.4;26.3;2.0;2.0;1.0;0.0;;;;;;;;;;;;;;
3629;2012;2012-05-27;06:30;2;Estádio Olímpico Monumental;Marcelo de Lima Henrique;18277.0;;Grêmio;Palmeiras;Vanderlei Luxemburgo;Luiz Felipe Scolari;15.0;8.0;18550000.0;14550000.0;27.3;26.7;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3630;2012;2012-06-06;07:30;3;Estádio Serra Dourada;Pablo dos Santos Alves;2965.0;;Atlético-GO;Grêmio;Hélio dos Anjos;Vanderlei Luxemburgo;11.0;7.0;4250000.0;17550000.0;28.1;27.5;0.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3631;2012;2012-06-06;07:30;3;Estádio Adelmar da Costa Carvalho;Leandro Pedro Vuaden;19096.0;;Sport Recife;Palmeiras;Vágner Mancini;Luiz Felipe Scolari;10.0;14.0;4150000.0;16850000.0;28.0;27.1;2.0;1.0;1.0;1.0;;;;;;;;;;;;;;
3632;2012;2012-06-06;08:30;3;Estádio São Januário;Wilson Luiz Seneme;7541.0;;Vasco da Gama;Náutico;Cristóvão Borges;Alexandre Gallo;2.0;16.0;15750000.0;3400000.0;29.1;27.5;4.0;2.0;2.0;0.0;;;;;;;;;;;;;;
3633;2012;2012-06-06;08:30;3;Estádio Major Antônio Couto Pereira;Jean Pierre Goncalves Lima;8959.0;;Coritiba FC;Portuguesa;Marcelo Oliveira;Geninho;20.0;17.0;4850000.0;5200000.0;26.0;26.1;2.0;0.0;2.0;0.0;;;;;;;;;;;;;;
3634;2012;2012-06-06;08:30;3;Estádio Governador Magalhães Pinto;Marcelo de Lima Henrique;16580.0;;Atlético-MG;EC Bahia;Cuca;Falcão;3.0;18.0;20000000.0;3450000.0;26.4;25.3;1.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3635;2012;2012-06-06;09:50;3;Estádio Beira-Rio;Wilton Sampaio;12348.0;;Internacional;São Paulo;Dorival Júnior;Emerson Leão;4.0;8.0;16450000.0;28750000.0;27.4;25.8;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;
3636;2012;2012-06-06;09:50;3;Estádio Moisés Lucarelli;Wagner Reway;5365.0;;Ponte Preta;Flamengo;Gilson Kleina;Joel Santana;15.0;9.0;2850000.0;20900000.0;27.1;27.8;2.0;2.0;1.0;1.0;;;;;;;;;;;;;;
3637;2012;2012-06-06;09:50;3;Estádio Urbano Caldeira;Jailson Macedo Freitas;4080.0;20120.0;Santos FC;Fluminense;Muricy Ramalho;Abel Braga;12.0;6.0;19650000.0;19400000.0;29.3;25.5;1.0;1.0;1.0;1.0;;;;;;;;;;;;;;
3638;2012;2012-06-07;09:00;3;Estádio Olímpico Nilton Santos;Fabrício Neves Corrêa;6900.0;;Botafogo;Cruzeiro;Oswaldo de Oliveira;Celso Roth;1.0;13.0;11650000.0;18600000.0;26.0;28.3;2.0;3.0;1.0;0.0;;;;;;;;;;;;;;
3639;2012;2012-06-07;09:00;3;Estádio Municipal Paulo Machado de Carvalho;André Luiz de Freitas Castro;21912.0;;Corinthians;Figueirense FC;Tite;Argel Fucks;19.0;5.0;24400000.0;5500000.0;28.9;25.8;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;
3640;2012;2012-06-09;09:00;4;Estádio Jornalista Mário Filho;Rodrigo Braghetto;6142.0;;Flamengo;Coritiba FC;Joel Santana;Marcelo Oliveira;10.0;12.0;21800000.0;5150000.0;24.8;26.2;3.0;1.0;2.0;1.0;;;;;;;;;;;;;;
3641;2012;2012-06-09;09:00;4;Allianz Parque;Márcio Chagas da Silva;7268.0;;Palmeiras;Atlético-MG;Luiz Felipe Scolari;Cuca;17.0;3.0;17000000.0;22250000.0;26.6;27.1;0.0;1.0;0.0;0.0;;;;;;;;;;;;;;
3642;2012;2012-06-10;04:00;4;Estádio Doutor Osvaldo Texeira Duarte;Claudio Francisco Lima e Silva;1407.0;;Portuguesa;Atlético-GO;Geninho;Hélio dos Anjos;20.0;16.0;4300000.0;4250000.0;26.5;28.1;2.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3643;2012;2012-06-10;05:00;4;Estádio Jornalista Mário Filho;Ricardo Marques Ribeiro;5728.0;;Fluminense;Internacional;Abel Braga;Dorival Júnior;7.0;2.0;25000000.0;14200000.0;27.5;27.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3644;2012;2012-06-10;05:00;4;Estádio Olímpico Monumental;Evandro Rogerio Roman;16803.0;45000.0;Grêmio;Corinthians;Vanderlei Luxemburgo;Tite;5.0;18.0;18000000.0;9650000.0;26.4;23.7;2.0;0.0;2.0;0.0;;;;;;;;;;;;;;
3645;2012;2012-06-10;05:00;4;Estádio Governador Roberto Santos;Anderson Daronco;17908.0;;EC Bahia;Vasco da Gama;Falcão;Cristóvão Borges;15.0;1.0;4150000.0;15250000.0;25.6;29.0;1.0;2.0;0.0;2.0;;;;;;;;;;;;;;
3646;2012;2012-06-10;06:30;4;Estádio Governador Magalhães Pinto;Raphael Claus;4574.0;;Cruzeiro;Sport Recife;Celso Roth;Vágner Mancini;8.0;9.0;18800000.0;3900000.0;28.2;28.4;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3647;2012;2012-06-10;06:30;4;Estádio Cícero Pompeu de Toledo;Flávio Rodrigues Guerra;6505.0;;São Paulo;Santos FC;Emerson Leão;Muricy Ramalho;13.0;11.0;46500000.0;13450000.0;24.5;27.4;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;
3648;2012;2012-06-10;06:30;4;Estádio Orlando Scarpelli;Cláudio Luciano Mercante Júnior;5901.0;;Figueirense FC;Ponte Preta;Argel Fucks;Gilson Kleina;6.0;14.0;5100000.0;2650000.0;26.0;27.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;
3649;2012;2012-06-10;06:30;4;Estádio Eládio de Barros Carvalho;Héber Lopes;12354.0;19800.0;Náutico;Botafogo;Alexandre Gallo;Oswaldo de Oliveira;19.0;4.0;3800000.0;11650000.0;26.9;26.0;3.0;2.0;2.0;0.0;;;;;;;;;;;;;;
3650;2012;2012-06-16;06:30;5;Estádio Beira-Rio;Paulo César de Oliveira;12419.0;;Internacional;Botafogo;Dorival Júnior;Oswaldo de Oliveira;4.0;7.0;38750000.0;12650000.0;27.6;26.5;1.0;2.0;1.0;0.0;;;;;;;;;;;;;;
