Data;Em casa;Visitante;Relatório da Partida;Season;home_goal;away_goal
2002-08-31;Racing Sant;Valladolid;Relatório da Partida;2002;0;1
2002-09-01;Rayo Vallecano;Alavés;Relatório da Partida;2002;2;2
2002-09-01;Barcelona;Atlético Madrid;Relatório da Partida;2002;2;2
2002-09-01;Villarreal;Osasuna;Relatório da Partida;2002;2;2
2002-09-01;Sevilla;Celta Vigo;Relatório da Partida;2002;0;1
2002-09-01;Recreativo;Málaga;Relatório da Partida;2002;2;3
2002-09-01;La Coruña;Betis;Relatório da Partida;2002;2;4
2002-09-01;Mallorca;Valencia;Relatório da Partida;2002;0;2
2002-09-01;Real Sociedad;Athletic Club;Relatório da Partida;2002;4;2
2002-09-02;Real Madrid;Espanyol;Relatório da Partida;2002;2;0
2002-09-14;Málaga;Rayo Vallecano;Relatório da Partida;2002;2;1
2002-09-14;Athletic Club;Barcelona;Relatório da Partida;2002;0;2
2002-09-14;Valencia;Recreativo;Relatório da Partida;2002;3;0
2002-09-14;Osasuna;La Coruña;Relatório da Partida;2002;1;2
2002-09-15;Espanyol;Real Sociedad;Relatório da Partida;2002;1;3
2002-09-15;Celta Vigo;Mallorca;Relatório da Partida;2002;3;1
2002-09-15;Atlético Madrid;Sevilla;Relatório da Partida;2002;1;1
2002-09-15;Alavés;Racing Sant;Relatório da Partida;2002;0;1
2002-09-15;Valladolid;Villarreal;Relatório da Partida;2002;1;0
2002-09-21;Real Madrid;Osasuna;Relatório da Partida;2002;4;1
2002-09-21;La Coruña;Valladolid;Relatório da Partida;2002;2;0
2002-09-21;Barcelona;Espanyol;Relatório da Partida;2002;2;0
2002-09-22;Sevilla;Athletic Club;Relatório da Partida;2002;1;1
2002-09-22;Real Sociedad;Betis;Relatório da Partida;2002;3;3
2002-09-22;Recreativo;Celta Vigo;Relatório da Partida;2002;0;3
2002-09-22;Villarreal;Alavés;Relatório da Partida;2002;0;1
2002-09-22;Rayo Vallecano;Racing Sant;Relatório da Partida;2002;3;1
2002-09-22;Málaga;Valencia;Relatório da Partida;2002;2;2
2002-09-22;Mallorca;Atlético Madrid;Relatório da Partida;2002;0;4
2002-09-28;Valladolid;Real Madrid;Relatório da Partida;2002;1;1
2002-09-28;Alavés;La Coruña;Relatório da Partida;2002;1;2
2002-09-28;Betis;Barcelona;Relatório da Partida;2002;3;0
2002-09-29;Osasuna;Real Sociedad;Relatório da Partida;2002;2;3
2002-09-29;Athletic Club;Mallorca;Relatório da Partida;2002;0;2
2002-09-29;Racing Sant;Villarreal;Relatório da Partida;2002;1;1
2002-09-29;Valencia;Rayo Vallecano;Relatório da Partida;2002;3;0
2002-09-29;Atlético Madrid;Recreativo;Relatório da Partida;2002;1;1
2002-09-29;Celta Vigo;Málaga;Relatório da Partida;2002;2;2
2002-09-29;Espanyol;Sevilla;Relatório da Partida;2002;0;0
2002-10-05;Recreativo;Athletic Club;Relatório da Partida;2002;1;2
2002-10-06;Barcelona;Osasuna;Relatório da Partida;2002;2;2
2002-10-06;Real Madrid;Alavés;Relatório da Partida;2002;5;2
2002-10-06;Rayo Vallecano;Villarreal;Relatório da Partida;2002;2;2
2002-10-06;Valencia;Celta Vigo;Relatório da Partida;2002;0;1
2002-10-06;La Coruña;Racing Sant;Relatório da Partida;2002;0;2
2002-10-06;Málaga;Atlético Madrid;Relatório da Partida;2002;3;1
2002-10-06;Sevilla;Betis;Relatório da Partida;2002;1;1
2002-10-06;Real Sociedad;Valladolid;Relatório da Partida;2002;2;1
2002-10-06;Mallorca;Espanyol;Relatório da Partida;2002;2;0
2002-10-08;Betis;Real Madrid;Relatório da Partida;2002;1;1
2002-10-19;Villarreal;La Coruña;Relatório da Partida;2002;3;1
2002-10-19;Racing Sant;Real Madrid;Relatório da Partida;2002;2;0
2002-10-19;Atlético Madrid;Valencia;Relatório da Partida;2002;1;1
2002-10-20;Athletic Club;Málaga;Relatório da Partida;2002;1;1
2002-10-20;Celta Vigo;Rayo Vallecano;Relatório da Partida;2002;0;1
2002-10-20;Alavés;Real Sociedad;Relatório da Partida;2002;2;2
2002-10-20;Valladolid;Barcelona;Relatório da Partida;2002;2;1
2002-10-20;Betis;Mallorca;Relatório da Partida;2002;0;1
2002-10-20;Espanyol;Recreativo;Relatório da Partida;2002;2;0
2002-10-20;Osasuna;Sevilla;Relatório da Partida;2002;2;1
2002-10-26;Recreativo;Betis;Relatório da Partida;2002;1;1
2002-10-26;Real Madrid;Villarreal;Relatório da Partida;2002;1;1
2002-10-26;Barcelona;Alavés;Relatório da Partida;2002;6;1
2002-10-26;Valencia;Athletic Club;Relatório da Partida;2002;5;1
2002-10-26;Rayo Vallecano;La Coruña;Relatório da Partida;2002;1;2
2002-10-26;Celta Vigo;Atlético Madrid;Relatório da Partida;2002;0;0
2002-10-27;Real Sociedad;Racing Sant;Relatório da Partida;2002;2;1
2002-10-27;Málaga;Espanyol;Relatório da Partida;2002;3;4
2002-10-27;Mallorca;Osasuna;Relatório da Partida;2002;2;0
2002-10-27;Sevilla;Valladolid;Relatório da Partida;2002;2;1
2002-11-02;Atlético Madrid;Rayo Vallecano;Relatório da Partida;2002;2;0
2002-11-02;Valladolid;Mallorca;Relatório da Partida;2002;1;3
2002-11-02;La Coruña;Real Madrid;Relatório da Partida;2002;0;0
2002-11-03;Athletic Club;Celta Vigo;Relatório da Partida;2002;2;1
2002-11-03;Betis;Málaga;Relatório da Partida;2002;3;0
2002-11-03;Racing Sant;Barcelona;Relatório da Partida;2002;1;1
2002-11-03;Alavés;Sevilla;Relatório da Partida;2002;1;0
2002-11-03;Osasuna;Recreativo;Relatório da Partida;2002;0;1
2002-11-03;Villarreal;Real Sociedad;Relatório da Partida;2002;0;1
2002-11-03;Espanyol;Valencia;Relatório da Partida;2002;0;1
2002-11-09;Málaga;Osasuna;Relatório da Partida;2002;1;0
2002-11-09;Barcelona;Villarreal;Relatório da Partida;2002;1;0
2002-11-09;Valencia;Betis;Relatório da Partida;2002;1;1
2002-11-09;Rayo Vallecano;Real Madrid;Relatório da Partida;2002;2;3
2002-11-09;Real Sociedad;La Coruña;Relatório da Partida;2002;1;1
2002-11-10;Atlético Madrid;Athletic Club;Relatório da Partida;2002;3;3
2002-11-10;Celta Vigo;Espanyol;Relatório da Partida;2002;1;0
2002-11-10;Recreativo;Valladolid;Relatório da Partida;2002;1;3
2002-11-10;Sevilla;Racing Sant;Relatório da Partida;2002;1;0
2002-11-10;Mallorca;Alavés;Relatório da Partida;2002;3;1
2002-11-16;Villarreal;Sevilla;Relatório da Partida;2002;1;0
2002-11-16;La Coruña;Barcelona;Relatório da Partida;2002;2;0
2002-11-17;Athletic Club;Rayo Vallecano;Relatório da Partida;2002;2;1
2002-11-17;Racing Sant;Mallorca;Relatório da Partida;2002;1;2
2002-11-17;Betis;Celta Vigo;Relatório da Partida;2002;2;1
2002-11-17;Real Madrid;Real Sociedad;Relatório da Partida;2002;0;0
2002-11-17;Osasuna;Valencia;Relatório da Partida;2002;1;0
2002-11-17;Valladolid;Málaga;Relatório da Partida;2002;0;0
2002-11-17;Alavés;Recreativo;Relatório da Partida;2002;3;0
2002-11-17;Espanyol;Atlético Madrid;Relatório da Partida;2002;1;2
2002-11-23;Rayo Vallecano;Real Sociedad;Relatório da Partida;2002;0;0
2002-11-23;Barcelona;Real Madrid;Relatório da Partida;2002;0;0
2002-11-23;Sevilla;La Coruña;Relatório da Partida;2002;1;1
2002-11-24;Athletic Club;Espanyol;Relatório da Partida;2002;4;1
2002-11-24;Valencia;Valladolid;Relatório da Partida;2002;2;0
2002-11-24;Celta Vigo;Osasuna;Relatório da Partida;2002;0;0
2002-11-24;Atlético Madrid;Betis;Relatório da Partida;2002;1;0
2002-11-24;Mallorca;Villarreal;Relatório da Partida;2002;1;1
2002-11-24;Málaga;Alavés;Relatório da Partida;2002;0;0
2002-11-24;Recreativo;Racing Sant;Relatório da Partida;2002;2;1
2002-11-30;Osasuna;Atlético Madrid;Relatório da Partida;2002;1;0
2002-12-01;Villarreal;Recreativo;Relatório da Partida;2002;1;0
2002-12-01;Betis;Athletic Club;Relatório da Partida;2002;1;0
2002-12-01;Real Sociedad;Barcelona;Relatório da Partida;2002;2;1
2002-12-01;Espanyol;Rayo Vallecano;Relatório da Partida;2002;3;1
2002-12-01;Racing Sant;Málaga;Relatório da Partida;2002;1;0
2002-12-01;Valladolid;Celta Vigo;Relatório da Partida;2002;0;2
2002-12-01;Alavés;Valencia;Relatório da Partida;2002;0;0
2002-12-01;La Coruña;Mallorca;Relatório da Partida;2002;2;2
2002-12-07;Rayo Vallecano;Barcelona;Relatório da Partida;2002;1;0
2002-12-07;Valencia;Racing Sant;Relatório da Partida;2002;2;0
2002-12-07;Málaga;Villarreal;Relatório da Partida;2002;1;1
2002-12-07;Sevilla;Real Sociedad;Relatório da Partida;2002;0;1
2002-12-07;Recreativo;La Coruña;Relatório da Partida;2002;1;1
2002-12-08;Celta Vigo;Alavés;Relatório da Partida;2002;2;1
2002-12-08;Mallorca;Real Madrid;Relatório da Partida;2002;1;5
2002-12-08;Athletic Club;Osasuna;Relatório da Partida;2002;1;3
2002-12-08;Espanyol;Betis;Relatório da Partida;2002;2;4
2002-12-08;Atlético Madrid;Valladolid;Relatório da Partida;2002;1;0
2002-12-14;Alavés;Atlético Madrid;Relatório da Partida;2002;2;0
2002-12-14;Villarreal;Valencia;Relatório da Partida;2002;0;2
2002-12-15;Barcelona;Sevilla;Relatório da Partida;2002;0;3
2002-12-15;Betis;Rayo Vallecano;Relatório da Partida;2002;0;1
2002-12-15;Real Madrid;Recreativo;Relatório da Partida;2002;4;2
2002-12-15;La Coruña;Málaga;Relatório da Partida;2002;1;0
2002-12-15;Racing Sant;Celta Vigo;Relatório da Partida;2002;3;0
2002-12-15;Osasuna;Espanyol;Relatório da Partida;2002;1;0
2002-12-15;Real Sociedad;Mallorca;Relatório da Partida;2002;2;1
2002-12-15;Valladolid;Athletic Club;Relatório da Partida;2002;2;0
2002-12-21;Málaga;Real Madrid;Relatório da Partida;2002;2;3
2002-12-21;Athletic Club;Alavés;Relatório da Partida;2002;2;0
2002-12-21;Celta Vigo;Villarreal;Relatório da Partida;2002;3;1
2002-12-21;Rayo Vallecano;Sevilla;Relatório da Partida;2002;0;1
2002-12-21;Mallorca;Barcelona;Relatório da Partida;2002;0;4
2002-12-21;Atlético Madrid;Racing Sant;Relatório da Partida;2002;1;2
2002-12-22;Betis;Osasuna;Relatório da Partida;2002;2;1
2002-12-22;Valencia;La Coruña;Relatório da Partida;2002;0;1
2002-12-22;Espanyol;Valladolid;Relatório da Partida;2002;1;0
2002-12-22;Recreativo;Real Sociedad;Relatório da Partida;2002;1;3
2003-01-02;Real Madrid;Sevilla;Relatório da Partida;2002;3;0
2003-01-04;Racing Sant;Athletic Club;Relatório da Partida;2002;3;4
2003-01-04;Valladolid;Betis;Relatório da Partida;2002;3;0
2003-01-04;Osasuna;Rayo Vallecano;Relatório da Partida;2002;0;1
2003-01-04;La Coruña;Celta Vigo;Relatório da Partida;2002;3;0
2003-01-05;Real Madrid;Valencia;Relatório da Partida;2002;4;1
2003-01-05;Alavés;Espanyol;Relatório da Partida;2002;2;1
2003-01-05;Real Sociedad;Málaga;Relatório da Partida;2002;2;2
2003-01-05;Villarreal;Atlético Madrid;Relatório da Partida;2002;4;3
2003-01-05;Barcelona;Recreativo;Relatório da Partida;2002;3;0
2003-01-05;Sevilla;Mallorca;Relatório da Partida;2002;3;0
2003-01-11;Valencia;Real Sociedad;Relatório da Partida;2002;2;2
2003-01-11;Celta Vigo;Real Madrid;Relatório da Partida;2002;0;1
2003-01-12;Athletic Club;Villarreal;Relatório da Partida;2002;0;1
2003-01-12;Betis;Alavés;Relatório da Partida;2002;2;2
2003-01-12;Osasuna;Valladolid;Relatório da Partida;2002;1;1
2003-01-12;Recreativo;Sevilla;Relatório da Partida;2002;0;0
2003-01-12;Málaga;Barcelona;Relatório da Partida;2002;0;0
2003-01-12;Rayo Vallecano;Mallorca;Relatório da Partida;2002;1;2
2003-01-12;Atlético Madrid;La Coruña;Relatório da Partida;2002;3;1
2003-01-12;Espanyol;Racing Sant;Relatório da Partida;2002;3;0
2003-01-18;Real Sociedad;Celta Vigo;Relatório da Partida;2002;1;0
2003-01-18;Barcelona;Valencia;Relatório da Partida;2002;2;4
2003-01-19;Mallorca;Recreativo;Relatório da Partida;2002;1;1
2003-01-19;Rayo Vallecano;Valladolid;Relatório da Partida;2002;0;1
2003-01-19;Racing Sant;Betis;Relatório da Partida;2002;0;1
2003-01-19;Sevilla;Málaga;Relatório da Partida;2002;0;0
2003-01-19;La Coruña;Athletic Club;Relatório da Partida;2002;2;1
2003-01-19;Alavés;Osasuna;Relatório da Partida;2002;1;1
2003-01-19;Real Madrid;Atlético Madrid;Relatório da Partida;2002;2;2
2003-01-19;Villarreal;Espanyol;Relatório da Partida;2002;0;0
2003-01-25;Atlético Madrid;Real Sociedad;Relatório da Partida;2002;1;2
2003-01-26;Betis;Villarreal;Relatório da Partida;2002;2;1
2003-01-26;Athletic Club;Real Madrid;Relatório da Partida;2002;1;1
2003-01-26;Osasuna;Racing Sant;Relatório da Partida;2002;3;1
2003-01-26;Valladolid;Alavés;Relatório da Partida;2002;1;3
2003-01-26;Espanyol;La Coruña;Relatório da Partida;2002;3;1
2003-01-26;Recreativo;Rayo Vallecano;Relatório da Partida;2002;2;1
2003-01-26;Celta Vigo;Barcelona;Relatório da Partida;2002;2;0
2003-01-26;Valencia;Sevilla;Relatório da Partida;2002;1;0
2003-01-26;Málaga;Mallorca;Relatório da Partida;2002;1;0
2003-02-01;Atlético Madrid;Barcelona;Relatório da Partida;2002;3;0
2003-02-02;Celta Vigo;Sevilla;Relatório da Partida;2002;0;1
2003-02-02;Valladolid;Racing Sant;Relatório da Partida;2002;2;1
2003-02-02;Espanyol;Real Madrid;Relatório da Partida;2002;2;2
2003-02-02;Betis;La Coruña;Relatório da Partida;2002;0;2
2003-02-02;Valencia;Mallorca;Relatório da Partida;2002;1;0
2003-02-02;Alavés;Rayo Vallecano;Relatório da Partida;2002;1;1
2003-02-02;Málaga;Recreativo;Relatório da Partida;2002;4;0
2003-02-02;Athletic Club;Real Sociedad;Relatório da Partida;2002;3;0
2003-02-02;Osasuna;Villarreal;Relatório da Partida;2002;0;1
2003-02-08;Real Madrid;Betis;Relatório da Partida;2002;4;1
2003-02-08;Villarreal;Valladolid;Relatório da Partida;2002;1;0
2003-02-09;Recreativo;Valencia;Relatório da Partida;2002;1;1
2003-02-09;Sevilla;Atlético Madrid;Relatório da Partida;2002;1;1
2003-02-09;Real Sociedad;Espanyol;Relatório da Partida;2002;0;0
2003-02-09;La Coruña;Osasuna;Relatório da Partida;2002;1;1
2003-02-09;Barcelona;Athletic Club;Relatório da Partida;2002;2;2
2003-02-09;Racing Sant;Alavés;Relatório da Partida;2002;2;0
2003-02-09;Mallorca;Celta Vigo;Relatório da Partida;2002;0;2
2003-02-09;Rayo Vallecano;Málaga;Relatório da Partida;2002;2;1
2003-02-15;Valladolid;La Coruña;Relatório da Partida;2002;0;1
2003-02-15;Espanyol;Barcelona;Relatório da Partida;2002;0;2
2003-02-15;Valencia;Málaga;Relatório da Partida;2002;2;0
2003-02-16;Racing Sant;Rayo Vallecano;Relatório da Partida;2002;2;0
2003-02-16;Betis;Real Sociedad;Relatório da Partida;2002;3;2
2003-02-16;Osasuna;Real Madrid;Relatório da Partida;2002;1;0
2003-02-16;Athletic Club;Sevilla;Relatório da Partida;2002;2;0
2003-02-16;Alavés;Villarreal;Relatório da Partida;2002;1;0
2003-02-16;Celta Vigo;Recreativo;Relatório da Partida;2002;4;1
2003-02-16;Atlético Madrid;Mallorca;Relatório da Partida;2002;2;1
2003-02-22;Barcelona;Betis;Relatório da Partida;2002;4;0
2003-02-22;Real Madrid;Valladolid;Relatório da Partida;2002;3;1
2003-02-22;La Coruña;Alavés;Relatório da Partida;2002;6;0
2003-02-23;Villarreal;Racing Sant;Relatório da Partida;2002;0;3
2003-02-23;Rayo Vallecano;Valencia;Relatório da Partida;2002;0;4
2003-02-23;Sevilla;Espanyol;Relatório da Partida;2002;1;0
2003-02-23;Mallorca;Athletic Club;Relatório da Partida;2002;1;1
2003-02-23;Málaga;Celta Vigo;Relatório da Partida;2002;1;1
2003-02-23;Recreativo;Atlético Madrid;Relatório da Partida;2002;3;0
2003-02-23;Real Sociedad;Osasuna;Relatório da Partida;2002;2;0
2003-03-01;Alavés;Real Madrid;Relatório da Partida;2002;1;5
2003-03-01;Espanyol;Mallorca;Relatório da Partida;2002;2;0
2003-03-01;Athletic Club;Recreativo;Relatório da Partida;2002;2;3
2003-03-02;Villarreal;Rayo Vallecano;Relatório da Partida;2002;2;1
2003-03-02;Osasuna;Barcelona;Relatório da Partida;2002;2;2
2003-03-02;Valladolid;Real Sociedad;Relatório da Partida;2002;3;0
2003-03-02;Celta Vigo;Valencia;Relatório da Partida;2002;1;1
2003-03-02;Betis;Sevilla;Relatório da Partida;2002;0;1
2003-03-02;Racing Sant;La Coruña;Relatório da Partida;2002;1;2
2003-03-02;Atlético Madrid;Málaga;Relatório da Partida;2002;2;1
2003-03-08;La Coruña;Villarreal;Relatório da Partida;2002;2;1
2003-03-08;Barcelona;Valladolid;Relatório da Partida;2002;1;1
2003-03-08;Real Madrid;Racing Sant;Relatório da Partida;2002;4;1
2003-03-08;Valencia;Atlético Madrid;Relatório da Partida;2002;0;1
2003-03-09;Recreativo;Espanyol;Relatório da Partida;2002;0;0
2003-03-09;Sevilla;Osasuna;Relatório da Partida;2002;2;0
2003-03-09;Real Sociedad;Alavés;Relatório da Partida;2002;3;1
2003-03-09;Málaga;Athletic Club;Relatório da Partida;2002;3;0
2003-03-09;Mallorca;Betis;Relatório da Partida;2002;2;1
2003-03-09;Rayo Vallecano;Celta Vigo;Relatório da Partida;2002;1;0
2003-03-15;Racing Sant;Real Sociedad;Relatório da Partida;2002;1;2
2003-03-15;Villarreal;Real Madrid;Relatório da Partida;2002;0;1
2003-03-15;La Coruña;Rayo Vallecano;Relatório da Partida;2002;2;0
2003-03-16;Osasuna;Mallorca;Relatório da Partida;2002;0;0
2003-03-16;Valladolid;Sevilla;Relatório da Partida;2002;0;0
2003-03-16;Athletic Club;Valencia;Relatório da Partida;2002;1;0
2003-03-16;Betis;Recreativo;Relatório da Partida;2002;1;1
2003-03-16;Espanyol;Málaga;Relatório da Partida;2002;2;1
2003-03-16;Alavés;Barcelona;Relatório da Partida;2002;0;0
2003-03-16;Atlético Madrid;Celta Vigo;Relatório da Partida;2002;0;1
2003-03-22;Rayo Vallecano;Atlético Madrid;Relatório da Partida;2002;0;0
2003-03-23;Barcelona;Racing Sant;Relatório da Partida;2002;6;1
2003-03-23;Sevilla;Alavés;Relatório da Partida;2002;3;2
2003-03-23;Recreativo;Osasuna;Relatório da Partida;2002;1;1
2003-03-23;Celta Vigo;Athletic Club;Relatório da Partida;2002;2;1
2003-03-23;Valencia;Espanyol;Relatório da Partida;2002;1;1
2003-03-23;Málaga;Betis;Relatório da Partida;2002;0;0
2003-03-23;Real Sociedad;Villarreal;Relatório da Partida;2002;2;2
2003-03-23;Mallorca;Valladolid;Relatório da Partida;2002;2;1
2003-03-23;Real Madrid;La Coruña;Relatório da Partida;2002;2;0
2003-04-05;Espanyol;Celta Vigo;Relatório da Partida;2002;0;0
2003-04-05;Betis;Valencia;Relatório da Partida;2002;2;0
2003-04-05;Villarreal;Barcelona;Relatório da Partida;2002;2;0
2003-04-05;Real Madrid;Rayo Vallecano;Relatório da Partida;2002;3;1
2003-04-06;Alavés;Mallorca;Relatório da Partida;2002;0;0
2003-04-06;Athletic Club;Atlético Madrid;Relatório da Partida;2002;1;0
2003-04-06;Valladolid;Recreativo;Relatório da Partida;2002;0;1
2003-04-06;Racing Sant;Sevilla;Relatório da Partida;2002;1;0
2003-04-06;Osasuna;Málaga;Relatório da Partida;2002;0;1
2003-04-06;La Coruña;Real Sociedad;Relatório da Partida;2002;2;1
2003-04-12;Sevilla;Villarreal;Relatório da Partida;2002;3;1
2003-04-12;Barcelona;La Coruña;Relatório da Partida;2002;2;4
2003-04-13;Celta Vigo;Betis;Relatório da Partida;2002;1;0
2003-04-13;Recreativo;Alavés;Relatório da Partida;2002;1;0
2003-04-13;Atlético Madrid;Espanyol;Relatório da Partida;2002;3;3
2003-04-13;Mallorca;Racing Sant;Relatório da Partida;2002;3;3
2003-04-13;Real Sociedad;Real Madrid;Relatório da Partida;2002;4;2
2003-04-13;Rayo Vallecano;Athletic Club;Relatório da Partida;2002;1;1
2003-04-13;Málaga;Valladolid;Relatório da Partida;2002;1;0
2003-04-13;Valencia;Osasuna;Relatório da Partida;2002;1;0
2003-04-19;Villarreal;Mallorca;Relatório da Partida;2002;1;1
2003-04-19;Valladolid;Valencia;Relatório da Partida;2002;1;0
2003-04-19;Real Madrid;Barcelona;Relatório da Partida;2002;1;1
2003-04-20;Racing Sant;Recreativo;Relatório da Partida;2002;1;0
2003-04-20;Betis;Atlético Madrid;Relatório da Partida;2002;2;2
2003-04-20;Real Sociedad;Rayo Vallecano;Relatório da Partida;2002;5;0
2003-04-20;Osasuna;Celta Vigo;Relatório da Partida;2002;0;2
2003-04-20;La Coruña;Sevilla;Relatório da Partida;2002;3;1
2003-04-20;Alavés;Málaga;Relatório da Partida;2002;0;1
2003-04-20;Espanyol;Athletic Club;Relatório da Partida;2002;3;3
2003-04-26;Athletic Club;Betis;Relatório da Partida;2002;3;1
2003-04-26;Atlético Madrid;Osasuna;Relatório da Partida;2002;0;1
2003-04-27;Valencia;Alavés;Relatório da Partida;2002;3;0
2003-04-27;Sevilla;Real Madrid;Relatório da Partida;2002;1;3
2003-04-27;Rayo Vallecano;Espanyol;Relatório da Partida;2002;0;3
2003-04-27;Barcelona;Real Sociedad;Relatório da Partida;2002;2;1
2003-04-27;Málaga;Racing Sant;Relatório da Partida;2002;2;2
2003-04-27;Mallorca;La Coruña;Relatório da Partida;2002;3;0
2003-04-27;Celta Vigo;Valladolid;Relatório da Partida;2002;0;0
2003-04-27;Recreativo;Villarreal;Relatório da Partida;2002;5;0
2003-05-03;Real Sociedad;Sevilla;Relatório da Partida;2002;1;0
2003-05-03;Real Madrid;Mallorca;Relatório da Partida;2002;1;5
2003-05-04;Barcelona;Rayo Vallecano;Relatório da Partida;2002;3;0
2003-05-04;Alavés;Celta Vigo;Relatório da Partida;2002;0;0
2003-05-04;Betis;Espanyol;Relatório da Partida;2002;1;1
2003-05-04;Racing Sant;Valencia;Relatório da Partida;2002;2;1
2003-05-04;Valladolid;Atlético Madrid;Relatório da Partida;2002;3;1
2003-05-04;Osasuna;Athletic Club;Relatório da Partida;2002;1;5
2003-05-04;Villarreal;Málaga;Relatório da Partida;2002;0;0
2003-05-04;La Coruña;Recreativo;Relatório da Partida;2002;5;0
2003-05-10;Recreativo;Real Madrid;Relatório da Partida;2002;0;0
2003-05-10;Málaga;La Coruña;Relatório da Partida;2002;0;2
2003-05-10;Espanyol;Osasuna;Relatório da Partida;2002;0;0
2003-05-10;Atlético Madrid;Alavés;Relatório da Partida;2002;0;1
2003-05-10;Athletic Club;Valladolid;Relatório da Partida;2002;0;0
2003-05-11;Mallorca;Real Sociedad;Relatório da Partida;2002;1;3
2003-05-11;Rayo Vallecano;Betis;Relatório da Partida;2002;1;1
2003-05-11;Sevilla;Barcelona;Relatório da Partida;2002;0;0
2003-05-11;Valencia;Villarreal;Relatório da Partida;2002;1;2
2003-05-11;Celta Vigo;Racing Sant;Relatório da Partida;2002;2;2
2003-05-17;Racing Sant;Atlético Madrid;Relatório da Partida;2002;0;2
2003-05-17;La Coruña;Valencia;Relatório da Partida;2002;1;2
2003-05-18;Villarreal;Celta Vigo;Relatório da Partida;2002;5;0
2003-05-18;Alavés;Athletic Club;Relatório da Partida;2002;2;4
2003-05-18;Sevilla;Rayo Vallecano;Relatório da Partida;2002;3;3
2003-05-18;Real Madrid;Málaga;Relatório da Partida;2002;5;1
2003-05-18;Barcelona;Mallorca;Relatório da Partida;2002;1;2
2003-05-18;Osasuna;Betis;Relatório da Partida;2002;2;1
2003-05-18;Real Sociedad;Recreativo;Relatório da Partida;2002;1;0
2003-05-18;Valladolid;Espanyol;Relatório da Partida;2002;1;1
2003-05-24;Athletic Club;Racing Sant;Relatório da Partida;2002;2;1
2003-05-24;Atlético Madrid;Villarreal;Relatório da Partida;2002;3;2
2003-05-24;Celta Vigo;La Coruña;Relatório da Partida;2002;3;0
2003-05-24;Rayo Vallecano;Osasuna;Relatório da Partida;2002;0;0
2003-05-24;Valencia;Real Madrid;Relatório da Partida;2002;1;2
2003-05-25;Recreativo;Barcelona;Relatório da Partida;2002;1;3
2003-05-25;Málaga;Real Sociedad;Relatório da Partida;2002;0;2
2003-05-25;Espanyol;Alavés;Relatório da Partida;2002;3;1
2003-05-25;Mallorca;Sevilla;Relatório da Partida;2002;1;3
2003-05-25;Betis;Valladolid;Relatório da Partida;2002;2;2
2003-05-31;Real Madrid;Celta Vigo;Relatório da Partida;2002;1;1
2003-06-01;Mallorca;Rayo Vallecano;Relatório da Partida;2002;1;1
2003-06-01;Racing Sant;Espanyol;Relatório da Partida;2002;5;2
2003-06-01;Barcelona;Málaga;Relatório da Partida;2002;2;1
2003-06-01;Real Sociedad;Valencia;Relatório da Partida;2002;1;1
2003-06-01;Sevilla;Recreativo;Relatório da Partida;2002;1;0
2003-06-01;Villarreal;Athletic Club;Relatório da Partida;2002;1;1
2003-06-01;Valladolid;Osasuna;Relatório da Partida;2002;0;2
2003-06-01;La Coruña;Atlético Madrid;Relatório da Partida;2002;3;2
2003-06-01;Alavés;Betis;Relatório da Partida;2002;0;1
2003-06-14;Valladolid;Rayo Vallecano;Relatório da Partida;2002;2;0
2003-06-15;Recreativo;Mallorca;Relatório da Partida;2002;1;1
2003-06-15;Málaga;Sevilla;Relatório da Partida;2002;3;2
2003-06-15;Valencia;Barcelona;Relatório da Partida;2002;1;3
2003-06-15;Betis;Racing Sant;Relatório da Partida;2002;4;2
2003-06-15;Atlético Madrid;Real Madrid;Relatório da Partida;2002;0;4
2003-06-15;Espanyol;Villarreal;Relatório da Partida;2002;2;2
2003-06-15;Athletic Club;La Coruña;Relatório da Partida;2002;3;2
2003-06-15;Celta Vigo;Real Sociedad;Relatório da Partida;2002;3;2
2003-06-15;Osasuna;Alavés;Relatório da Partida;2002;4;2
2003-06-21;Mallorca;Málaga;Relatório da Partida;2002;1;0
2003-06-21;La Coruña;Espanyol;Relatório da Partida;2002;2;1
2003-06-21;Rayo Vallecano;Recreativo;Relatório da Partida;2002;0;0
2003-06-21;Alavés;Valladolid;Relatório da Partida;2002;1;1
2003-06-21;Sevilla;Valencia;Relatório da Partida;2002;0;3
2003-06-21;Racing Sant;Osasuna;Relatório da Partida;2002;2;3
2003-06-22;Real Sociedad;Atlético Madrid;Relatório da Partida;2002;3;0
2003-06-22;Villarreal;Betis;Relatório da Partida;2002;1;4
2003-06-22;Real Madrid;Athletic Club;Relatório da Partida;2002;3;1
2003-06-22;Barcelona;Celta Vigo;Relatório da Partida;2002;2;0
2003-08-30;Espanyol;Real Sociedad;Relatório da Partida;2003;1;1
2003-08-30;Albacete;Osasuna;Relatório da Partida;2003;0;2
2003-08-30;Real Madrid;Betis;Relatório da Partida;2003;2;1
2003-08-30;Athletic Club;Barcelona;Relatório da Partida;2003;0;1
2003-08-30;Málaga;Villarreal;Relatório da Partida;2003;0;0
2003-08-30;Valencia;Valladolid;Relatório da Partida;2003;1;1
2003-08-31;Sevilla;Atlético Madrid;Relatório da Partida;2003;1;0
2003-08-31;Zaragoza;La Coruña;Relatório da Partida;2003;0;1
2003-08-31;Racing Sant;Mallorca;Relatório da Partida;2003;2;1
