Data;Em casa;Visitante;Relatório da Partida;Season;home_goal;away_goal
2013-12-14;Barcelona;Villarreal;Relatório da Partida;2013;2;1
2013-12-15;Almería;Espanyol;Relatório da Partida;2013;0;0
2013-12-15;Sevilla;Athletic Club;Relatório da Partida;2013;1;1
2013-12-15;Real Sociedad;Betis;Relatório da Partida;2013;5;1
2013-12-15;Atlético Madrid;Valencia;Relatório da Partida;2013;3;0
2013-12-16;Valladolid;Celta Vigo;Relatório da Partida;2013;3;0
2013-12-20;Elche;Málaga;Relatório da Partida;2013;0;1
2013-12-21;Betis;Almería;Relatório da Partida;2013;0;1
2013-12-21;Villarreal;Sevilla;Relatório da Partida;2013;1;2
2013-12-21;Granada;Real Sociedad;Relatório da Partida;2013;1;3
2013-12-21;Atlético Madrid;Levante;Relatório da Partida;2013;3;2
2013-12-22;Getafe;Barcelona;Relatório da Partida;2013;2;5
2013-12-22;Athletic Club;Rayo Vallecano;Relatório da Partida;2013;2;1
2013-12-22;Celta Vigo;Osasuna;Relatório da Partida;2013;1;1
2013-12-22;Espanyol;Valladolid;Relatório da Partida;2013;4;2
2013-12-22;Valencia;Real Madrid;Relatório da Partida;2013;2;3
2014-01-04;Málaga;Atlético Madrid;Relatório da Partida;2013;0;1
2014-01-04;Almería;Granada;Relatório da Partida;2013;3;0
2014-01-04;Valladolid;Betis;Relatório da Partida;2013;0;0
2014-01-04;Valencia;Levante;Relatório da Partida;2013;2;0
2014-01-05;Real Sociedad;Athletic Club;Relatório da Partida;2013;2;0
2014-01-05;Barcelona;Elche;Relatório da Partida;2013;4;0
2014-01-05;Osasuna;Espanyol;Relatório da Partida;2013;1;0
2014-01-05;Sevilla;Getafe;Relatório da Partida;2013;3;0
2014-01-06;Rayo Vallecano;Villarreal;Relatório da Partida;2013;2;5
2014-01-06;Real Madrid;Celta Vigo;Relatório da Partida;2013;3;0
2014-01-10;Granada;Valladolid;Relatório da Partida;2013;4;0
2014-01-11;Athletic Club;Almería;Relatório da Partida;2013;6;1
2014-01-11;Atlético Madrid;Barcelona;Relatório da Partida;2013;0;0
2014-01-11;Celta Vigo;Valencia;Relatório da Partida;2013;2;1
2014-01-11;Elche;Sevilla;Relatório da Partida;2013;1;1
2014-01-12;Getafe;Rayo Vallecano;Relatório da Partida;2013;0;1
2014-01-12;Espanyol;Real Madrid;Relatório da Partida;2013;0;1
2014-01-12;Betis;Osasuna;Relatório da Partida;2013;1;2
2014-01-12;Levante;Málaga;Relatório da Partida;2013;1;0
2014-01-13;Villarreal;Real Sociedad;Relatório da Partida;2013;5;1
2014-01-17;Málaga;Valencia;Relatório da Partida;2013;0;0
2014-01-18;Betis;Real Madrid;Relatório da Partida;2013;0;5
2014-01-18;Granada;Osasuna;Relatório da Partida;2013;0;0
2014-01-18;Espanyol;Celta Vigo;Relatório da Partida;2013;1;0
2014-01-18;Elche;Rayo Vallecano;Relatório da Partida;2013;2;0
2014-01-19;Getafe;Real Sociedad;Relatório da Partida;2013;2;2
2014-01-19;Atlético Madrid;Sevilla;Relatório da Partida;2013;1;1
2014-01-19;Villarreal;Almería;Relatório da Partida;2013;2;0
2014-01-19;Levante;Barcelona;Relatório da Partida;2013;1;1
2014-01-20;Athletic Club;Valladolid;Relatório da Partida;2013;4;2
2014-01-24;Celta Vigo;Betis;Relatório da Partida;2013;4;2
2014-01-25;Real Madrid;Granada;Relatório da Partida;2013;2;0
2014-01-25;Valladolid;Villarreal;Relatório da Partida;2013;1;0
2014-01-25;Sevilla;Levante;Relatório da Partida;2013;2;3
2014-01-25;Valencia;Espanyol;Relatório da Partida;2013;2;2
2014-01-26;Almería;Getafe;Relatório da Partida;2013;1;0
2014-01-26;Rayo Vallecano;Atlético Madrid;Relatório da Partida;2013;2;4
2014-01-26;Osasuna;Athletic Club;Relatório da Partida;2013;1;5
2014-01-26;Barcelona;Málaga;Relatório da Partida;2013;3;0
2014-01-27;Real Sociedad;Elche;Relatório da Partida;2013;4;0
2014-01-31;Granada;Celta Vigo;Relatório da Partida;2013;1;2
2014-02-01;Levante;Rayo Vallecano;Relatório da Partida;2013;0;0
2014-02-01;Málaga;Sevilla;Relatório da Partida;2013;3;2
2014-02-01;Getafe;Valladolid;Relatório da Partida;2013;0;0
2014-02-01;Barcelona;Valencia;Relatório da Partida;2013;2;3
2014-02-02;Athletic Club;Real Madrid;Relatório da Partida;2013;1;1
2014-02-02;Elche;Almería;Relatório da Partida;2013;1;0
2014-02-02;Betis;Espanyol;Relatório da Partida;2013;2;0
2014-02-02;Atlético Madrid;Real Sociedad;Relatório da Partida;2013;4;0
2014-02-03;Villarreal;Osasuna;Relatório da Partida;2013;3;1
2014-02-07;Espanyol;Granada;Relatório da Partida;2013;1;0
2014-02-08;Rayo Vallecano;Málaga;Relatório da Partida;2013;4;1
2014-02-08;Real Madrid;Villarreal;Relatório da Partida;2013;4;2
2014-02-08;Valencia;Betis;Relatório da Partida;2013;5;0
2014-02-08;Almería;Atlético Madrid;Relatório da Partida;2013;2;0
2014-02-09;Osasuna;Getafe;Relatório da Partida;2013;2;0
2014-02-09;Valladolid;Elche;Relatório da Partida;2013;2;2
2014-02-09;Real Sociedad;Levante;Relatório da Partida;2013;0;0
2014-02-09;Sevilla;Barcelona;Relatório da Partida;2013;1;4
2014-02-10;Celta Vigo;Athletic Club;Relatório da Partida;2013;0;0
2014-02-14;Elche;Osasuna;Relatório da Partida;2013;0;0
2014-02-15;Levante;Almería;Relatório da Partida;2013;1;0
2014-02-15;Atlético Madrid;Valladolid;Relatório da Partida;2013;3;0
2014-02-15;Villarreal;Celta Vigo;Relatório da Partida;2013;0;2
2014-02-15;Barcelona;Rayo Vallecano;Relatório da Partida;2013;6;0
2014-02-16;Athletic Club;Espanyol;Relatório da Partida;2013;1;2
2014-02-16;Sevilla;Valencia;Relatório da Partida;2013;0;0
2014-02-16;Getafe;Real Madrid;Relatório da Partida;2013;0;3
2014-02-16;Granada;Betis;Relatório da Partida;2013;1;0
2014-02-17;Málaga;Real Sociedad;Relatório da Partida;2013;0;1
2014-02-21;Valladolid;Levante;Relatório da Partida;2013;1;1
2014-02-22;Almería;Málaga;Relatório da Partida;2013;0;0
2014-02-22;Real Madrid;Elche;Relatório da Partida;2013;3;0
2014-02-22;Real Sociedad;Barcelona;Relatório da Partida;2013;3;1
2014-02-22;Celta Vigo;Getafe;Relatório da Partida;2013;1;1
2014-02-23;Rayo Vallecano;Sevilla;Relatório da Partida;2013;0;1
2014-02-23;Betis;Athletic Club;Relatório da Partida;2013;0;2
2014-02-23;Osasuna;Atlético Madrid;Relatório da Partida;2013;3;0
2014-02-23;Valencia;Granada;Relatório da Partida;2013;2;1
2014-02-24;Espanyol;Villarreal;Relatório da Partida;2013;1;2
2014-02-28;Athletic Club;Granada;Relatório da Partida;2013;4;0
2014-03-01;Elche;Celta Vigo;Relatório da Partida;2013;1;0
2014-03-01;Getafe;Espanyol;Relatório da Partida;2013;0;0
2014-03-01;Málaga;Valladolid;Relatório da Partida;2013;1;1
2014-03-01;Levante;Osasuna;Relatório da Partida;2013;2;0
2014-03-02;Villarreal;Betis;Relatório da Partida;2013;1;1
2014-03-02;Rayo Vallecano;Valencia;Relatório da Partida;2013;1;0
2014-03-02;Sevilla;Real Sociedad;Relatório da Partida;2013;1;0
2014-03-02;Atlético Madrid;Real Madrid;Relatório da Partida;2013;2;2
2014-03-02;Barcelona;Almería;Relatório da Partida;2013;4;1
2014-03-08;Celta Vigo;Atlético Madrid;Relatório da Partida;2013;0;2
2014-03-08;Valladolid;Barcelona;Relatório da Partida;2013;1;0
2014-03-08;Granada;Villarreal;Relatório da Partida;2013;2;0
2014-03-08;Betis;Getafe;Relatório da Partida;2013;2;0
2014-03-09;Valencia;Athletic Club;Relatório da Partida;2013;1;1
2014-03-09;Real Madrid;Levante;Relatório da Partida;2013;3;0
2014-03-09;Almería;Sevilla;Relatório da Partida;2013;1;3
2014-03-09;Espanyol;Elche;Relatório da Partida;2013;3;1
2014-03-10;Real Sociedad;Rayo Vallecano;Relatório da Partida;2013;2;3
2014-03-10;Osasuna;Málaga;Relatório da Partida;2013;0;2
2014-03-14;Getafe;Granada;Relatório da Partida;2013;3;3
2014-03-15;Rayo Vallecano;Almería;Relatório da Partida;2013;3;1
2014-03-15;Atlético Madrid;Espanyol;Relatório da Partida;2013;1;0
2014-03-15;Málaga;Real Madrid;Relatório da Partida;2013;0;1
2014-03-15;Levante;Celta Vigo;Relatório da Partida;2013;0;1
2014-03-16;Elche;Betis;Relatório da Partida;2013;0;0
2014-03-16;Sevilla;Valladolid;Relatório da Partida;2013;4;1
2014-03-16;Barcelona;Osasuna;Relatório da Partida;2013;7;0
2014-03-16;Real Sociedad;Valencia;Relatório da Partida;2013;1;0
2014-03-17;Villarreal;Athletic Club;Relatório da Partida;2013;1;1
2014-03-21;Celta Vigo;Málaga;Relatório da Partida;2013;0;2
2014-03-22;Espanyol;Levante;Relatório da Partida;2013;0;0
2014-03-22;Valladolid;Rayo Vallecano;Relatório da Partida;2013;1;1
2014-03-22;Granada;Elche;Relatório da Partida;2013;1;0
2014-03-22;Athletic Club;Getafe;Relatório da Partida;2013;1;0
2014-03-23;Valencia;Villarreal;Relatório da Partida;2013;2;1
2014-03-23;Betis;Atlético Madrid;Relatório da Partida;2013;0;2
2014-03-23;Osasuna;Sevilla;Relatório da Partida;2013;1;2
2014-03-23;Real Madrid;Barcelona;Relatório da Partida;2013;3;4
2014-03-24;Almería;Real Sociedad;Relatório da Partida;2013;4;3
2014-03-25;Málaga;Espanyol;Relatório da Partida;2013;1;2
2014-03-25;Elche;Athletic Club;Relatório da Partida;2013;0;0
2014-03-26;Atlético Madrid;Granada;Relatório da Partida;2013;1;0
2014-03-26;Barcelona;Celta Vigo;Relatório da Partida;2013;3;0
2014-03-26;Rayo Vallecano;Osasuna;Relatório da Partida;2013;1;0
2014-03-26;Sevilla;Real Madrid;Relatório da Partida;2013;2;1
2014-03-27;Almería;Valencia;Relatório da Partida;2013;2;2
2014-03-27;Getafe;Villarreal;Relatório da Partida;2013;0;1
2014-03-27;Levante;Betis;Relatório da Partida;2013;1;3
2014-03-27;Real Sociedad;Valladolid;Relatório da Partida;2013;1;0
2014-03-29;Athletic Club;Atlético Madrid;Relatório da Partida;2013;1;2
2014-03-29;Celta Vigo;Sevilla;Relatório da Partida;2013;1;0
2014-03-29;Real Madrid;Rayo Vallecano;Relatório da Partida;2013;5;0
2014-03-29;Espanyol;Barcelona;Relatório da Partida;2013;0;1
2014-03-30;Osasuna;Real Sociedad;Relatório da Partida;2013;1;1
2014-03-30;Valencia;Getafe;Relatório da Partida;2013;1;3
2014-03-30;Valladolid;Almería;Relatório da Partida;2013;1;0
2014-03-30;Villarreal;Elche;Relatório da Partida;2013;1;1
2014-03-31;Betis;Málaga;Relatório da Partida;2013;1;2
2014-03-31;Granada;Levante;Relatório da Partida;2013;0;2
2014-04-04;Almería;Osasuna;Relatório da Partida;2013;1;2
2014-04-05;Real Sociedad;Real Madrid;Relatório da Partida;2013;0;4
2014-04-05;Barcelona;Betis;Relatório da Partida;2013;3;1
2014-04-05;Rayo Vallecano;Celta Vigo;Relatório da Partida;2013;3;0
2014-04-05;Atlético Madrid;Villarreal;Relatório da Partida;2013;1;0
2014-04-06;Elche;Getafe;Relatório da Partida;2013;1;0
2014-04-06;Sevilla;Espanyol;Relatório da Partida;2013;4;1
2014-04-06;Málaga;Granada;Relatório da Partida;2013;4;1
2014-04-06;Valladolid;Valencia;Relatório da Partida;2013;0;0
2014-04-07;Levante;Athletic Club;Relatório da Partida;2013;1;2
2014-04-11;Osasuna;Valladolid;Relatório da Partida;2013;0;0
2014-04-12;Real Madrid;Almería;Relatório da Partida;2013;4;0
2014-04-12;Granada;Barcelona;Relatório da Partida;2013;1;0
2014-04-12;Celta Vigo;Real Sociedad;Relatório da Partida;2013;2;2
2014-04-12;Villarreal;Levante;Relatório da Partida;2013;1;0
2014-04-13;Espanyol;Rayo Vallecano;Relatório da Partida;2013;2;2
2014-04-13;Getafe;Atlético Madrid;Relatório da Partida;2013;0;2
2014-04-13;Valencia;Elche;Relatório da Partida;2013;2;1
2014-04-13;Betis;Sevilla;Relatório da Partida;2013;0;2
2014-04-14;Athletic Club;Málaga;Relatório da Partida;2013;3;0
2014-04-18;Atlético Madrid;Elche;Relatório da Partida;2013;2;0
2014-04-19;Real Sociedad;Espanyol;Relatório da Partida;2013;2;1
2014-04-19;Levante;Getafe;Relatório da Partida;2013;0;0
2014-04-19;Osasuna;Valencia;Relatório da Partida;2013;1;1
2014-04-20;Sevilla;Granada;Relatório da Partida;2013;4;0
2014-04-20;Barcelona;Athletic Club;Relatório da Partida;2013;2;1
2014-04-20;Almería;Celta Vigo;Relatório da Partida;2013;2;4
2014-04-20;Rayo Vallecano;Betis;Relatório da Partida;2013;3;1
2014-04-21;Málaga;Villarreal;Relatório da Partida;2013;2;0
2014-04-25;Elche;Levante;Relatório da Partida;2013;1;1
2014-04-26;Betis;Real Sociedad;Relatório da Partida;2013;0;1
2014-04-26;Real Madrid;Osasuna;Relatório da Partida;2013;4;0
2014-04-26;Getafe;Málaga;Relatório da Partida;2013;1;0
2014-04-26;Granada;Rayo Vallecano;Relatório da Partida;2013;0;3
2014-04-27;Villarreal;Barcelona;Relatório da Partida;2013;2;3
2014-04-27;Espanyol;Almería;Relatório da Partida;2013;1;2
2014-04-27;Valencia;Atlético Madrid;Relatório da Partida;2013;0;1
2014-04-27;Athletic Club;Sevilla;Relatório da Partida;2013;3;1
2014-04-28;Celta Vigo;Valladolid;Relatório da Partida;2013;4;1
2014-05-02;Rayo Vallecano;Athletic Club;Relatório da Partida;2013;0;3
2014-05-03;Málaga;Elche;Relatório da Partida;2013;0;1
2014-05-03;Osasuna;Celta Vigo;Relatório da Partida;2013;0;2
2014-05-03;Valladolid;Espanyol;Relatório da Partida;2013;1;0
2014-05-03;Barcelona;Getafe;Relatório da Partida;2013;2;2
2014-05-04;Almería;Betis;Relatório da Partida;2013;3;2
2014-05-04;Sevilla;Villarreal;Relatório da Partida;2013;0;0
2014-05-04;Real Madrid;Valencia;Relatório da Partida;2013;2;2
2014-05-04;Levante;Atlético Madrid;Relatório da Partida;2013;2;0
2014-05-05;Real Sociedad;Granada;Relatório da Partida;2013;1;1
2014-05-07;Valladolid;Real Madrid;Relatório da Partida;2013;1;1
2014-05-10;Villarreal;Rayo Vallecano;Relatório da Partida;2013;4;0
2014-05-10;Levante;Valencia;Relatório da Partida;2013;2;0
2014-05-11;Elche;Barcelona;Relatório da Partida;2013;0;0
2014-05-11;Athletic Club;Real Sociedad;Relatório da Partida;2013;1;1
2014-05-11;Atlético Madrid;Málaga;Relatório da Partida;2013;1;1
2014-05-11;Granada;Almería;Relatório da Partida;2013;0;2
2014-05-11;Espanyol;Osasuna;Relatório da Partida;2013;1;1
2014-05-11;Celta Vigo;Real Madrid;Relatório da Partida;2013;2;0
2014-05-11;Betis;Valladolid;Relatório da Partida;2013;4;3
2014-05-11;Getafe;Sevilla;Relatório da Partida;2013;1;0
2014-05-16;Málaga;Levante;Relatório da Partida;2013;1;0
2014-05-17;Valencia;Celta Vigo;Relatório da Partida;2013;2;1
2014-05-17;Real Madrid;Espanyol;Relatório da Partida;2013;3;1
2014-05-17;Barcelona;Atlético Madrid;Relatório da Partida;2013;1;1
2014-05-18;Real Sociedad;Villarreal;Relatório da Partida;2013;1;2
2014-05-18;Rayo Vallecano;Getafe;Relatório da Partida;2013;1;2
2014-05-18;Osasuna;Betis;Relatório da Partida;2013;2;1
2014-05-18;Valladolid;Granada;Relatório da Partida;2013;0;1
2014-05-18;Almería;Athletic Club;Relatório da Partida;2013;0;0
2014-05-18;Sevilla;Elche;Relatório da Partida;2013;3;1
2014-08-23;Granada;La Coruña;Relatório da Partida;2014;2;1
2014-08-23;Sevilla;Valencia;Relatório da Partida;2014;1;1
2014-08-23;Almería;Espanyol;Relatório da Partida;2014;1;1
2014-08-23;Málaga;Athletic Club;Relatório da Partida;2014;1;0
2014-08-24;Eibar;Real Sociedad;Relatório da Partida;2014;1;0
2014-08-24;Levante;Villarreal;Relatório da Partida;2014;0;2
2014-08-24;Celta Vigo;Getafe;Relatório da Partida;2014;3;1
2014-08-24;Barcelona;Elche;Relatório da Partida;2014;3;0
2014-08-25;Real Madrid;Córdoba;Relatório da Partida;2014;2;0
2014-08-25;Rayo Vallecano;Atlético Madrid;Relatório da Partida;2014;0;0
2014-08-29;Getafe;Almería;Relatório da Partida;2014;1;0
2014-08-29;Valencia;Málaga;Relatório da Partida;2014;3;0
2014-08-30;Córdoba;Celta Vigo;Relatório da Partida;2014;1;1
2014-08-30;Athletic Club;Levante;Relatório da Partida;2014;3;0
2014-08-30;Atlético Madrid;Eibar;Relatório da Partida;2014;2;1
2014-08-30;Espanyol;Sevilla;Relatório da Partida;2014;1;2
2014-08-31;Elche;Granada;Relatório da Partida;2014;1;1
2014-08-31;Real Sociedad;Real Madrid;Relatório da Partida;2014;4;2
2014-08-31;Villarreal;Barcelona;Relatório da Partida;2014;0;1
2014-08-31;La Coruña;Rayo Vallecano;Relatório da Partida;2014;2;2
2014-09-12;Almería;Córdoba;Relatório da Partida;2014;1;1
2014-09-13;Barcelona;Athletic Club;Relatório da Partida;2014;2;0
2014-09-13;Málaga;Levante;Relatório da Partida;2014;0;0
2014-09-13;Real Madrid;Atlético Madrid;Relatório da Partida;2014;1;2
2014-09-13;Celta Vigo;Real Sociedad;Relatório da Partida;2014;2;2
2014-09-14;Granada;Villarreal;Relatório da Partida;2014;0;0
2014-09-14;Sevilla;Getafe;Relatório da Partida;2014;2;0
2014-09-14;Rayo Vallecano;Elche;Relatório da Partida;2014;2;3
2014-09-14;Valencia;Espanyol;Relatório da Partida;2014;3;1
2014-09-15;Eibar;La Coruña;Relatório da Partida;2014;0;1
2014-09-19;Elche;Eibar;Relatório da Partida;2014;0;2
2014-09-20;La Coruña;Real Madrid;Relatório da Partida;2014;2;8
2014-09-20;Athletic Club;Granada;Relatório da Partida;2014;0;1
2014-09-20;Atlético Madrid;Celta Vigo;Relatório da Partida;2014;2;2
2014-09-20;Espanyol;Málaga;Relatório da Partida;2014;2;2
2014-09-21;Levante;Barcelona;Relatório da Partida;2014;0;5
2014-09-21;Real Sociedad;Almería;Relatório da Partida;2014;1;2
2014-09-21;Villarreal;Rayo Vallecano;Relatório da Partida;2014;4;2
2014-09-21;Córdoba;Sevilla;Relatório da Partida;2014;1;3
2014-09-22;Getafe;Valencia;Relatório da Partida;2014;0;3
2014-09-23;Real Madrid;Elche;Relatório da Partida;2014;5;1
2014-09-23;Celta Vigo;La Coruña;Relatório da Partida;2014;2;1
2014-09-24;Sevilla;Real Sociedad;Relatório da Partida;2014;1;0
2014-09-24;Eibar;Villarreal;Relatório da Partida;2014;1;1
2014-09-24;Rayo Vallecano;Athletic Club;Relatório da Partida;2014;2;1
2014-09-24;Almería;Atlético Madrid;Relatório da Partida;2014;0;1
2014-09-24;Málaga;Barcelona;Relatório da Partida;2014;0;0
2014-09-24;Granada;Levante;Relatório da Partida;2014;0;1
2014-09-25;Espanyol;Getafe;Relatório da Partida;2014;2;0
2014-09-25;Valencia;Córdoba;Relatório da Partida;2014;3;0
2014-09-26;Elche;Celta Vigo;Relatório da Partida;2014;0;1
2014-09-27;Atlético Madrid;Sevilla;Relatório da Partida;2014;4;0
2014-09-27;Athletic Club;Eibar;Relatório da Partida;2014;0;0
2014-09-27;Villarreal;Real Madrid;Relatório da Partida;2014;0;2
2014-09-27;Levante;Rayo Vallecano;Relatório da Partida;2014;0;2
2014-09-27;Barcelona;Granada;Relatório da Partida;2014;6;0
2014-09-28;Getafe;Málaga;Relatório da Partida;2014;1;0
2014-09-28;La Coruña;Almería;Relatório da Partida;2014;0;1
2014-09-28;Real Sociedad;Valencia;Relatório da Partida;2014;1;1
2014-09-28;Córdoba;Espanyol;Relatório da Partida;2014;0;0
2014-10-03;Getafe;Córdoba;Relatório da Partida;2014;1;1
2014-10-04;Málaga;Granada;Relatório da Partida;2014;2;1
2014-10-04;Almería;Elche;Relatório da Partida;2014;2;2
2014-10-04;Rayo Vallecano;Barcelona;Relatório da Partida;2014;0;2
2014-10-04;Valencia;Atlético Madrid;Relatório da Partida;2014;3;1
2014-10-04;Eibar;Levante;Relatório da Partida;2014;3;3
2014-10-05;Sevilla;La Coruña;Relatório da Partida;2014;4;1
2014-10-05;Celta Vigo;Villarreal;Relatório da Partida;2014;1;3
2014-10-05;Espanyol;Real Sociedad;Relatório da Partida;2014;2;0
2014-10-05;Real Madrid;Athletic Club;Relatório da Partida;2014;5;0
2014-10-17;Granada;Rayo Vallecano;Relatório da Partida;2014;0;1
2014-10-18;Levante;Real Madrid;Relatório da Partida;2014;0;5
2014-10-18;Athletic Club;Celta Vigo;Relatório da Partida;2014;1;1
2014-10-18;Córdoba;Málaga;Relatório da Partida;2014;1;2
2014-10-18;Barcelona;Eibar;Relatório da Partida;2014;3;0
2014-10-19;Villarreal;Almería;Relatório da Partida;2014;2;0
2014-10-19;La Coruña;Valencia;Relatório da Partida;2014;3;0
2014-10-19;Atlético Madrid;Espanyol;Relatório da Partida;2014;2;0
2014-10-19;Elche;Sevilla;Relatório da Partida;2014;0;2
2014-10-20;Real Sociedad;Getafe;Relatório da Partida;2014;1;2
2014-10-24;Celta Vigo;Levante;Relatório da Partida;2014;3;0
2014-10-25;Almería;Athletic Club;Relatório da Partida;2014;0;1
2014-10-25;Real Madrid;Barcelona;Relatório da Partida;2014;3;1
2014-10-25;Valencia;Elche;Relatório da Partida;2014;3;1
2014-10-25;Eibar;Granada;Relatório da Partida;2014;1;1
2014-10-25;Córdoba;Real Sociedad;Relatório da Partida;2014;1;1
2014-10-26;Getafe;Atlético Madrid;Relatório da Partida;2014;0;1
2014-10-26;Sevilla;Villarreal;Relatório da Partida;2014;2;1
2014-10-26;Málaga;Rayo Vallecano;Relatório da Partida;2014;4;0
2014-10-26;Espanyol;La Coruña;Relatório da Partida;2014;0;0
2014-10-31;La Coruña;Getafe;Relatório da Partida;2014;1;2
2014-11-01;Granada;Real Madrid;Relatório da Partida;2014;0;4
2014-11-01;Atlético Madrid;Córdoba;Relatório da Partida;2014;4;2
2014-11-01;Barcelona;Celta Vigo;Relatório da Partida;2014;0;1
2014-11-01;Real Sociedad;Málaga;Relatório da Partida;2014;0;1
2014-11-02;Athletic Club;Sevilla;Relatório da Partida;2014;1;0
2014-11-02;Villarreal;Valencia;Relatório da Partida;2014;1;3
2014-11-02;Elche;Espanyol;Relatório da Partida;2014;2;1
2014-11-02;Levante;Almería;Relatório da Partida;2014;2;1
2014-11-03;Rayo Vallecano;Eibar;Relatório da Partida;2014;2;3
2014-11-07;Córdoba;La Coruña;Relatório da Partida;2014;0;0
2014-11-08;Celta Vigo;Granada;Relatório da Partida;2014;0;0
2014-11-08;Almería;Barcelona;Relatório da Partida;2014;1;2
2014-11-08;Getafe;Elche;Relatório da Partida;2014;0;0
2014-11-08;Real Madrid;Rayo Vallecano;Relatório da Partida;2014;5;1
2014-11-08;Málaga;Eibar;Relatório da Partida;2014;2;1
2014-11-09;Sevilla;Levante;Relatório da Partida;2014;1;1
2014-11-09;Espanyol;Villarreal;Relatório da Partida;2014;1;1
2014-11-09;Valencia;Athletic Club;Relatório da Partida;2014;0;0
2014-11-09;Real Sociedad;Atlético Madrid;Relatório da Partida;2014;2;1
2014-11-21;Athletic Club;Espanyol;Relatório da Partida;2014;3;1
2014-11-22;Eibar;Real Madrid;Relatório da Partida;2014;0;4
2014-11-22;Atlético Madrid;Málaga;Relatório da Partida;2014;3;1
2014-11-22;La Coruña;Real Sociedad;Relatório da Partida;2014;0;0
2014-11-22;Barcelona;Sevilla;Relatório da Partida;2014;5;1
2014-11-23;Levante;Valencia;Relatório da Partida;2014;2;1
2014-11-23;Elche;Córdoba;Relatório da Partida;2014;2;2
2014-11-23;Villarreal;Getafe;Relatório da Partida;2014;2;1
2014-11-23;Rayo Vallecano;Celta Vigo;Relatório da Partida;2014;1;0
2014-11-24;Granada;Almería;Relatório da Partida;2014;0;0
2014-11-28;Real Sociedad;Elche;Relatório da Partida;2014;3;0
2014-11-29;Getafe;Athletic Club;Relatório da Partida;2014;1;2
2014-11-29;Espanyol;Levante;Relatório da Partida;2014;2;1
2014-11-29;Málaga;Real Madrid;Relatório da Partida;2014;1;2
2014-11-29;Celta Vigo;Eibar;Relatório da Partida;2014;0;1
2014-11-30;Atlético Madrid;La Coruña;Relatório da Partida;2014;2;0
2014-11-30;Sevilla;Granada;Relatório da Partida;2014;5;1
2014-11-30;Córdoba;Villarreal;Relatório da Partida;2014;0;2
2014-11-30;Valencia;Barcelona;Relatório da Partida;2014;0;1
2014-12-01;Almería;Rayo Vallecano;Relatório da Partida;2014;0;1
2014-12-06;Real Madrid;Celta Vigo;Relatório da Partida;2014;3;0
2014-12-06;Athletic Club;Córdoba;Relatório da Partida;2014;0;1
2014-12-06;La Coruña;Málaga;Relatório da Partida;2014;0;1
2014-12-06;Elche;Atlético Madrid;Relatório da Partida;2014;0;2
2014-12-07;Villarreal;Real Sociedad;Relatório da Partida;2014;4;0
2014-12-07;Granada;Valencia;Relatório da Partida;2014;1;1
2014-12-07;Barcelona;Espanyol;Relatório da Partida;2014;5;1
2014-12-07;Rayo Vallecano;Sevilla;Relatório da Partida;2014;0;1
2014-12-08;Eibar;Almería;Relatório da Partida;2014;5;2
2014-12-08;Levante;Getafe;Relatório da Partida;2014;1;1
2014-12-12;Almería;Real Madrid;Relatório da Partida;2014;1;4
2014-12-13;Córdoba;Levante;Relatório da Partida;2014;0;0
2014-12-13;Málaga;Celta Vigo;Relatório da Partida;2014;1;0
2014-12-13;Valencia;Rayo Vallecano;Relatório da Partida;2014;3;0
2014-12-13;Getafe;Barcelona;Relatório da Partida;2014;0;0
2014-12-14;Espanyol;Granada;Relatório da Partida;2014;2;1
2014-12-14;Sevilla;Eibar;Relatório da Partida;2014;0;0
2014-12-14;Atlético Madrid;Villarreal;Relatório da Partida;2014;0;1
2014-12-14;Real Sociedad;Athletic Club;Relatório da Partida;2014;1;1
2014-12-15;La Coruña;Elche;Relatório da Partida;2014;1;0
2014-12-19;Celta Vigo;Almería;Relatório da Partida;2014;0;1
2014-12-20;Barcelona;Córdoba;Relatório da Partida;2014;5;0
2014-12-20;Levante;Real Sociedad;Relatório da Partida;2014;1;1
2014-12-20;Eibar;Valencia;Relatório da Partida;2014;0;1
2014-12-20;Rayo Vallecano;Espanyol;Relatório da Partida;2014;1;3
2014-12-21;Elche;Málaga;Relatório da Partida;2014;1;2
2014-12-21;Granada;Getafe;Relatório da Partida;2014;1;1
2014-12-21;Athletic Club;Atlético Madrid;Relatório da Partida;2014;1;4
2014-12-21;Villarreal;La Coruña;Relatório da Partida;2014;3;0
2015-01-03;Elche;Villarreal;Relatório da Partida;2014;2;2
2015-01-03;Málaga;Almería;Relatório da Partida;2014;1;2
2015-01-03;La Coruña;Athletic Club;Relatório da Partida;2014;1;0
2015-01-03;Sevilla;Celta Vigo;Relatório da Partida;2014;1;0
2015-01-03;Atlético Madrid;Levante;Relatório da Partida;2014;3;1
2015-01-04;Getafe;Rayo Vallecano;Relatório da Partida;2014;1;2
2015-01-04;Valencia;Real Madrid;Relatório da Partida;2014;2;1
2015-01-04;Espanyol;Eibar;Relatório da Partida;2014;1;2
2015-01-04;Real Sociedad;Barcelona;Relatório da Partida;2014;1;0
2015-01-05;Córdoba;Granada;Relatório da Partida;2014;2;0
2015-01-09;Levante;La Coruña;Relatório da Partida;2014;0;0
2015-01-10;Real Madrid;Espanyol;Relatório da Partida;2014;3;0
2015-01-10;Málaga;Villarreal;Relatório da Partida;2014;1;1
