Rk;Player;Nation;Pos;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost
501;Otávio;ptPOR;MF;pt Porto;26;1995;5.0;1;0;0;12;8;0;14;1;9;0;0;0;26;4;8
502;Paulo Otávio;brBRA;DF,MF;de Wolfsburg;26;1994;1.9;0;0;0;2;6;0;7;4;3;0;0;0;16;2;1
503;Alex Oxlade-Chamberlain;engENG;MF;eng Liverpool;27;1993;3.3;0;0;0;2;2;0;11;4;10;0;0;0;27;0;1
504;Magomed Ozdoyev;ruRUS;MF;ru Zenit;28;1992;0.1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
505;Oğuzhan Özyakup;trTUR;MF;tr Beşiktaş;28;1992;0.6;0;0;0;0;2;0;3;0;1;0;0;0;5;0;1
506;João Palhinha;ptPOR;MF;pt Sporting CP;26;1995;5.9;2;0;0;23;17;0;3;7;13;0;0;0;43;10;5
507;Cole Palmer;engENG;MF,FW;eng Manchester City;19;2002;0.5;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
508;Leandro Paredes;arARG;MF;fr Paris S-G;27;1994;3.5;3;0;0;7;5;0;0;5;2;0;0;0;24;0;1
509;Daniel Parejo;esESP;MF;es Villarreal;32;1989;11.7;2;0;0;5;17;0;40;9;9;0;0;0;80;5;3
510;Mario Pašalić;hrCRO;MF;it Atalanta;26;1995;2.4;1;0;0;2;1;0;1;2;1;0;0;0;11;8;6
511;Felix Passlack;deGER;DF;de Dortmund;23;1998;0.7;0;0;0;0;1;0;0;1;1;0;0;0;3;0;0
512;Remko Pasveer;nlNED;GK;nl Ajax;37;1983;6.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0
513;Alan Patrick;brBRA;MF;ua Shakhtar;30;1991;3.0;0;0;0;5;6;0;5;2;1;0;0;0;16;0;2
514;Paulinho;ptPOR;FW,MF;pt Sporting CP;28;1992;6.4;2;0;0;5;14;5;3;5;2;1;0;0;17;11;7
515;Benjamin Pavard;frFRA;DF;de Bayern Munich;25;1996;8.5;0;0;0;9;4;2;12;18;8;0;0;0;43;16;5
516;Alfonso Pedraza;esESP;DF,MF;es Villarreal;25;1996;4.8;1;0;0;5;3;0;20;4;3;0;0;0;26;3;4
517;Pedri;esESP;MF;es Barcelona;18;2002;1.7;0;0;0;2;1;0;1;1;3;0;0;0;8;0;0
518;Pedrinho;brBRA;MF,FW;ua Shakhtar;23;1998;3.8;0;0;0;5;3;0;6;0;2;0;0;0;11;5;2
519;Jordan Pefok;usUSA;FW;ch Young Boys;25;1996;3.8;0;0;0;7;3;4;0;1;3;0;0;0;10;10;10
520;Luca Pellegrini;itITA;DF;it Juventus;22;1999;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521;Carlos de Pena;uyURU;FW,MF;ua Dynamo Kyiv;29;1992;4.1;0;0;0;0;2;1;12;11;4;0;0;0;22;6;7
522;Rubén Peña;esESP;DF;es Villarreal;30;1991;0.2;1;0;0;1;0;0;0;0;1;0;0;0;2;0;1
523;Sergio Peña;pePER;MF;se Malmö;25;1995;3.1;1;0;0;3;3;0;4;8;8;0;0;0;21;0;2
524;Pepê;brBRA;FW,MF;pt Porto;24;1997;0.4;0;0;0;0;1;0;0;0;0;0;0;0;2;0;2
525;Pepe;ptPOR;DF;pt Porto;38;1983;3.9;1;0;0;3;6;0;2;6;3;0;0;0;36;6;3
526;Danilo Pereira;ptPOR;MF,DF;fr Paris S-G;29;1991;4.0;2;0;0;6;3;0;0;4;2;0;1;0;18;5;3
527;Mattia Perin;itITA;GK;it Juventus;28;1992;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
528;Ivan Perišić;hrCRO;DF;it Inter;32;1989;5.9;0;0;0;6;1;2;40;7;6;0;0;0;30;6;3
529;Pavao Pervan;atAUT;GK;de Wolfsburg;33;1987;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
530;Matteo Pessina;itITA;MF;it Atalanta;24;1997;2.3;0;0;0;2;3;0;3;1;3;0;0;0;20;2;6
531;Giuseppe Pezzella;itITA;DF;it Atalanta;23;1997;0.6;0;0;0;1;2;0;1;0;1;0;0;0;5;0;0
532;Maximilian Philipp;deGER;MF,FW;de Wolfsburg;27;1994;1.0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;2
533;Nathaniel Phillips;engENG;DF;eng Liverpool;24;1997;1.0;0;0;0;2;0;0;0;1;0;0;0;0;5;4;3
534;Kamil Piątkowski;plPOL;DF;at RB Salzburg;21;2000;0.9;0;0;0;1;1;0;0;2;0;0;0;0;3;0;3
535;Yeremi Pino;esESP;MF,DF;es Villarreal;18;2002;4.7;3;0;0;6;7;0;4;8;2;0;0;0;16;1;9
536;Gerard Piqué;esESP;DF;es Barcelona;34;1987;4.4;2;0;0;8;3;0;0;10;5;0;0;0;33;22;2
537;Pizzi;ptPOR;MF,FW;pt Benfica;31;1989;1.8;0;0;0;0;3;3;6;0;0;0;0;0;8;0;1
538;Miralem Pjanić;baBIH;MF;tr Beşiktaş;31;1990;2.9;1;0;0;2;6;0;11;2;0;0;0;0;19;2;2
539;Paul Pogba;frFRA;MF,FW;eng Manchester Utd;28;1993;3.8;0;0;0;7;7;1;0;1;3;0;0;0;19;8;2
540;Marin Pongračić;hrCRO;DF;de Dortmund;23;1997;1.9;0;0;0;1;0;0;0;3;0;0;0;0;8;3;2
541;Pedro Porro;esESP;DF,MF;pt Sporting CP;21;1999;5.8;2;0;0;6;12;0;25;11;5;0;0;0;35;1;2
542;Yussuf Poulsen;dkDEN;FW;de RB Leipzig;27;1994;1.7;1;0;0;4;1;1;0;1;0;0;0;0;5;3;3
543;Riqui Puig;esESP;MF;es Barcelona;21;1999;0.2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
544;Christian Pulisic;usUSA;FW,MF;eng Chelsea;22;1998;4.1;0;0;0;4;4;1;3;1;3;0;0;0;7;2;9
545;Andriy Pyatov;uaUKR;GK;ua Shakhtar;37;1984;2.9;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0
546;Dani Raba;esESP;FW;es Villarreal;25;1995;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
547;Adrien Rabiot;frFRA;MF;it Juventus;26;1995;6.0;2;0;0;6;4;0;5;7;11;0;0;0;44;8;8
548;Stjepan Radeljić;baBIH;DF,MF;md Sheriff Tiraspol;23;1997;0.9;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
549;Nemanja Radonjić;rsSRB;MF;pt Benfica;25;1996;0.4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
550;Erdal Rakip;mkMKD;MF;se Malmö;25;1996;3.0;1;0;0;12;6;0;1;0;2;0;0;0;13;2;4
551;Ivan Rakitić;hrCRO;MF;es Sevilla;33;1988;3.1;1;0;0;6;3;0;14;5;1;0;0;0;19;5;3
552;Yaroslav Rakitskiy;uaUKR;DF;ru Zenit;31;1989;5.5;1;0;0;2;3;0;16;9;2;0;0;0;43;6;3
553;Eric Ramírez;veVEN;FW;ua Dynamo Kyiv;22;1998;0.2;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1
554;Gonçalo Ramos;ptPOR;MF,FW;pt Benfica;20;2001;4.1;2;0;0;8;5;0;0;4;2;0;0;0;21;6;9
555;Aaron Ramsey;wlsWAL;MF,FW;it Juventus;30;1990;0.2;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0
556;Andrea Ranocchia;itITA;DF;it Inter;33;1988;1.1;0;0;0;2;1;0;0;1;0;0;0;0;3;2;3
557;Marcus Rashford;engENG;FW,MF;eng Manchester Utd;23;1997;2.8;1;0;0;3;4;3;3;0;6;0;0;0;4;6;3
558;Ante Rebić;hrCRO;FW;it Milan;27;1993;1.3;1;0;0;2;0;1;1;0;1;0;0;0;3;2;3
559;Reinier;brBRA;MF,FW;de Dortmund;19;2002;1.4;0;0;0;4;0;1;1;0;1;0;0;0;12;1;3
560;Matheus Reis;brBRA;DF;pt Sporting CP;26;1995;6.7;0;0;0;6;8;0;6;10;6;0;0;0;31;3;8
561;Karim Rekik;nlNED;DF;es Sevilla;26;1994;1.4;1;0;0;2;3;1;2;1;0;0;0;0;6;4;4
562;Devyne Rensch;nlNED;DF;nl Ajax;18;2003;0.8;0;0;0;2;0;0;1;1;2;0;0;0;6;0;1
563;Marco Reus;deGER;FW,MF;de Dortmund;32;1989;5.5;1;0;0;4;3;7;13;2;6;0;0;1;23;1;4
564;Federico Ricca;uyURU;DF;be Club Brugge;26;1994;1.8;0;0;0;0;1;0;4;2;1;0;0;0;9;2;4
565;Omar Richards;engENG;DF,FW;de Bayern Munich;23;1998;0.6;1;0;0;3;0;0;1;1;4;0;0;0;5;1;0
566;Fabian Rieder;chSUI;MF,FW;ch Young Boys;19;2002;3.0;0;0;0;6;1;0;10;6;6;0;0;0;23;0;5
567;Søren Rieks;dkDEN;DF,MF;se Malmö;34;1987;2.4;1;0;0;1;1;1;0;1;1;0;0;0;11;0;3
568;Mats Rits;beBEL;MF;be Club Brugge;28;1993;4.6;0;0;0;2;4;0;3;6;4;0;0;0;26;2;2
569;Sergi Roberto;esESP;DF,FW;es Barcelona;29;1992;1.9;0;0;0;0;1;0;6;1;0;0;0;0;8;3;4
570;Andrew Robertson;sctSCO;DF;eng Liverpool;27;1994;9.2;1;0;0;5;3;1;58;12;5;0;0;0;62;11;9
571;Marc Roca;esESP;MF;de Bayern Munich;24;1996;0.9;0;0;0;4;0;0;0;1;0;0;0;0;4;1;1
572;Rodri;esESP;MF;eng Manchester City;25;1996;9.3;2;0;0;19;4;0;1;14;17;0;0;0;86;19;4
573;Óscar Rodríguez Arnaiz;esESP;FW;es Sevilla;23;1998;0.3;0;0;0;0;1;0;3;0;0;0;0;0;3;1;0
574;Rodrygo;brBRA;FW,MF;es Real Madrid;20;2001;5.6;1;0;0;5;10;1;11;11;6;0;0;0;30;2;13
575;Alessio Romagnoli;itITA;DF;it Milan;26;1995;4.4;0;0;0;4;0;0;1;9;5;0;0;0;17;12;2
576;Iván Romero;esESP;MF;es Sevilla;20;2001;0.2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
577;Cristiano Ronaldo;ptPOR;FW;eng Manchester Utd;36;1985;6.8;1;0;0;4;11;2;3;0;1;0;0;0;17;8;17
578;Marten de Roon;nlNED;MF,DF;it Atalanta;30;1991;5.4;2;0;0;10;1;0;1;15;9;0;0;0;31;7;9
579;Valentin Rosier;frFRA;DF;tr Beşiktaş;24;1996;4.5;0;0;0;4;3;0;14;9;6;0;0;0;26;3;2
580;Jérôme Roussillon;frFRA;DF;de Wolfsburg;28;1993;4.0;2;0;0;4;2;0;6;3;3;0;0;0;27;5;2
581;Antonio Rüdiger;deGER;DF;eng Chelsea;28;1993;9.3;2;0;0;11;3;0;1;6;9;1;0;0;48;15;12
582;Daniele Rugani;itITA;DF;it Juventus;27;1994;2.0;0;0;0;3;1;0;0;1;3;0;1;0;11;4;0
583;Gerónimo Rulli;arARG;GK;es Villarreal;29;1992;12.0;2;0;0;0;3;0;0;0;0;0;0;0;12;2;0
584;Serdar Saatçı;trTUR;DF;tr Beşiktaş;18;2003;1.0;0;0;0;0;0;0;0;2;0;0;0;0;4;4;0
585;Marcel Sabitzer;atAUT;MF;de Bayern Munich;27;1994;1.5;1;0;0;3;0;1;2;2;0;0;0;0;5;1;2
586;Alexis Saelemaekers;beBEL;FW;it Milan;22;1999;4.9;1;0;0;7;7;0;6;5;5;0;0;0;33;5;4
587;Mohamed Salah;egEGY;FW;eng Liverpool;29;1992;11.2;0;0;0;4;12;5;12;2;3;0;0;0;27;4;11
588;Renato Sanches;ptPOR;MF,FW;fr Lille;23;1997;4.5;0;0;0;9;8;1;10;3;4;0;0;0;38;4;4
589;Alexis Sánchez;clCHI;FW;it Inter;32;1988;1.8;2;1;1;1;2;3;0;2;3;0;0;0;5;1;3
590;Jadon Sancho;engENG;FW;eng Manchester Utd;21;2000;4.4;0;0;0;0;2;0;4;3;2;0;0;0;27;1;1
591;Cisse Sandra;beBEL;FW;be Club Brugge;17;2003;0.6;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
592;Alex Sandro;brBRA;DF;it Juventus;30;1991;6.1;0;0;0;8;9;0;8;6;9;0;0;0;35;7;6
593;Leroy Sané;deGER;FW,MF;de Bayern Munich;25;1996;8.8;0;0;0;2;5;3;16;4;8;0;0;0;58;1;2
594;Douglas Santos;brBRA;DF,MF;ru Zenit;27;1994;4.9;0;0;0;4;6;1;17;10;10;0;0;0;30;4;4
595;Nuno Santos;ptPOR;MF,FW;pt Sporting CP;26;1995;2.4;0;0;0;1;2;3;13;1;0;0;0;0;5;0;1
596;Zaidu Sanusi;ngNGA;DF;pt Porto;24;1997;4.3;1;0;0;4;6;0;7;4;9;0;0;0;34;4;7
597;Pablo Sarabia;esESP;MF,FW;pt Sporting CP;29;1992;5.6;0;0;0;3;12;2;18;4;2;0;0;0;16;2;6
598;Bouna Sarr;snSEN;DF,FW;de Bayern Munich;29;1992;1.4;1;0;0;3;3;0;4;2;0;0;0;0;3;1;0
599;Malang Sarr;frFRA;DF;eng Chelsea;22;1999;1.1;0;0;0;0;1;0;0;1;2;0;0;0;9;4;2
600;Charlie Savage;wlsWAL;MF;eng Manchester Utd;18;2003;0.0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1
601;Stefan Savić;meMNE;DF;es Atlético Madrid;30;1991;5.0;1;0;0;1;1;0;0;10;5;0;0;0;24;14;4
602;Nico Schulz;deGER;DF;de Dortmund;28;1993;2.2;0;0;0;2;0;0;3;2;4;0;0;0;13;0;1
603;Perr Schuurs;nlNED;DF;nl Ajax;21;1999;1.6;1;0;0;2;0;0;0;3;2;0;0;0;12;3;1
604;Haris Seferović;chSUI;FW;pt Benfica;29;1992;0.1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2
605;Nicolas Seiwald;atAUT;MF;at RB Salzburg;20;2001;7.2;2;0;0;19;3;1;24;4;13;0;0;0;51;4;11
606;Stefano Sensi;itITA;MF;it Inter;25;1995;0.1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
607;Javier Serrano;esESP;FW;es Atlético Madrid;18;2003;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
608;Benjamin Šeško;siSVN;FW;at RB Salzburg;18;2003;2.6;0;0;0;4;0;2;2;2;1;0;0;0;17;6;8
609;Artem Shabanov;uaUKR;DF;ua Dynamo Kyiv;29;1992;1.0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
610;Mykola Shaparenko;uaUKR;MF;ua Dynamo Kyiv;22;1998;5.4;1;0;0;7;8;0;8;9;9;0;0;0;50;4;3
611;Luke Shaw;engENG;DF;eng Manchester Utd;26;1995;4.4;2;0;0;7;5;1;16;9;3;0;0;0;18;6;4
612;Volodymyr Shepelyev;uaUKR;MF;ua Dynamo Kyiv;24;1997;0.6;0;0;0;3;0;1;1;1;0;0;0;0;4;0;1
613;Oleksiy Shevchenko;uaUKR;GK;ua Shakhtar;29;1992;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
614;Ilya Shkurin;byBLR;FW;ua Dynamo Kyiv;21;1999;1.1;0;0;0;0;0;2;2;1;0;0;0;0;3;5;9
615;Shola Shoretire;engENG;MF;eng Manchester Utd;17;2004;0.3;1;0;0;1;3;0;0;0;1;0;0;0;1;0;0
616;Vincent Sierro;chSUI;MF;ch Young Boys;25;1995;2.7;2;0;0;4;0;0;6;2;2;0;0;0;18;0;3
617;André Silva;ptPOR;FW;de RB Leipzig;25;1995;4.5;0;0;0;8;8;9;2;0;1;1;0;0;17;10;14
618;Bernardo Silva;ptPOR;MF,FW;eng Manchester City;26;1994;9.7;0;0;0;10;6;3;15;7;8;0;0;0;39;0;10
619;Bruno Felipe Souza da Silva;brBRA;FW,MF;md Sheriff Tiraspol;27;1994;3.5;0;0;0;7;5;2;4;1;4;0;0;0;24;2;4
620;Cristiano da Silva Leite;brBRA;DF;md Sheriff Tiraspol;27;1993;6.0;1;0;0;4;3;1;20;5;5;0;0;0;21;5;6
621;Rafa Silva;ptPOR;FW,MF;pt Benfica;28;1993;7.8;2;0;0;8;14;3;8;5;4;0;0;0;29;0;8
622;Thiago Silva;brBRA;DF;eng Chelsea;36;1984;8.4;1;0;0;6;5;0;2;12;5;0;0;0;56;18;3
623;Mohamed Simakan;frFRA;DF;de RB Leipzig;21;2000;3.3;2;0;0;6;3;0;1;4;2;0;1;0;20;5;3
624;Roko Simic;hrCRO;FW;at RB Salzburg;17;2003;0.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
625;Milan Škriniar;skSVK;DF;it Inter;26;1995;8.0;1;0;0;5;7;0;4;9;9;0;0;0;30;9;10
626;Islam Slimani;dzALG;FW;pt Sporting CP;33;1988;1.2;1;0;0;2;0;0;0;0;0;0;0;0;1;2;3
627;Everton Soares;brBRA;FW,MF;pt Benfica;25;1996;6.0;0;0;0;6;8;0;9;3;6;0;0;1;23;6;9
628;Eduard Sobol;uaUKR;DF;be Club Brugge;26;1995;3.7;0;0;0;3;2;0;4;6;4;0;0;0;22;3;1
629;Oumar Solet;frFRA;DF;at RB Salzburg;21;2000;3.7;0;0;0;4;0;1;0;4;1;0;0;0;33;4;8
630;Manor Solomon;ilISR;MF,FW;ua Shakhtar;22;1999;3.6;0;0;0;2;2;2;5;1;3;0;0;0;17;1;0
631;Josef de Souza;brBRA;MF;tr Beşiktaş;32;1989;4.9;3;1;1;7;3;0;1;15;11;0;0;0;47;1;5
632;Kamal Sowah;ghGHA;MF,DF;be Club Brugge;21;2000;3.3;0;0;0;5;2;1;13;3;5;0;1;0;24;2;0
633;Marvin Spielmann;chSUI;MF;ch Young Boys;25;1996;0.1;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0
634;Josip Stanišić;hrCRO;DF;de Bayern Munich;21;2000;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
635;Renato Steffen;chSUI;FW;de Wolfsburg;29;1991;2.9;2;0;0;5;4;0;3;1;5;0;0;0;22;1;2
636;Zack Steffen;usUSA;GK;eng Manchester City;26;1995;1.0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
637;Taras Stepanenko;uaUKR;MF;ua Shakhtar;31;1989;2.5;0;0;0;7;0;0;1;2;2;0;0;0;5;3;1
638;Raheem Sterling;engENG;FW;eng Manchester City;26;1994;6.5;1;0;0;14;10;6;8;2;2;0;0;0;20;3;2
639;John Stones;engENG;DF;eng Manchester City;27;1994;7.1;1;0;0;3;3;0;1;3;3;0;0;1;36;13;5
640;Luis Suárez;uyURU;FW;es Atlético Madrid;34;1987;3.8;2;0;0;3;4;0;2;1;1;0;0;0;2;4;7
641;Luka Sučić;hrCRO;MF;at RB Salzburg;18;2002;5.7;0;0;0;4;2;1;14;4;7;0;0;0;37;3;5
642;Heorhii Sudakov;uaUKR;MF;ua Shakhtar;18;2002;0.6;0;0;0;1;1;0;2;0;1;0;0;0;3;1;0
643;Niklas Süle;deGER;DF;de Bayern Munich;25;1995;5.7;0;0;0;4;2;0;3;5;4;0;0;0;39;7;7
644;Miralem Sulejmani;rsSRB;DF;ch Young Boys;32;1988;0.1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
645;Vladyslav Supriaha;uaUKR;FW;ua Dynamo Kyiv;21;2000;0.9;0;0;0;2;2;1;0;0;0;0;0;0;3;0;5
646;Suso;esESP;FW;es Sevilla;27;1993;2.5;1;0;0;5;6;0;15;2;0;0;0;0;12;0;0
647;Aleksei Sutormin;ruRUS;DF,MF;ru Zenit;27;1994;3.3;0;0;0;1;1;0;7;2;0;0;0;0;13;0;4
648;Serhiy Sydorchuk;uaUKR;MF;ua Dynamo Kyiv;30;1991;5.9;2;0;0;3;4;0;2;12;10;0;1;0;44;2;3
649;Oleksandr Syrota;uaUKR;DF;ua Dynamo Kyiv;21;2000;5.0;0;0;0;4;0;0;0;6;5;0;0;0;25;2;1
650;Wojciech Szczęsny;plPOL;GK;it Juventus;31;1990;7.0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0
651;Dominik Szoboszlai;huHUN;FW,MF;de RB Leipzig;20;2000;2.3;0;0;0;1;3;0;9;0;1;0;0;0;10;0;1
652;Adel Taarabt;maMAR;MF;pt Benfica;32;1989;3.8;2;0;0;5;4;0;2;3;2;0;0;0;32;1;1
653;Bruno Tabata;;MF,FW;pt Sporting CP;24;1997;2.3;1;0;0;5;2;0;5;0;1;0;0;0;11;0;3
654;Dušan Tadić;rsSRB;FW;nl Ajax;32;1988;7.0;0;0;0;11;9;5;47;5;6;0;0;0;27;3;8
655;Nicolás Tagliafico;arARG;DF;nl Ajax;28;1992;1.5;0;0;0;1;5;0;6;1;5;0;0;0;7;3;3
656;Mehdi Taremi;irIRN;FW;pt Porto;29;1992;5.4;1;0;0;9;6;2;1;3;4;0;0;0;18;13;24
657;Ciprian Tătărușanu;roROU;GK;it Milan;35;1986;3.0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
658;Kenneth Taylor;nlNED;MF;nl Ajax;19;2002;0.5;0;0;0;3;0;0;0;1;1;0;0;0;2;0;3
659;Alex Teixeira;brBRA;MF;tr Beşiktaş;31;1990;2.0;1;0;0;2;4;2;0;2;4;0;0;0;7;1;5
660;Alex Telles;brBRA;DF;eng Manchester Utd;28;1992;3.2;2;0;0;2;6;0;32;5;2;0;0;0;9;7;6
661;Marc-André ter Stegen;deGER;GK;es Barcelona;29;1992;6.0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0
662;Tetê;brBRA;FW,MF;ua Shakhtar;21;2000;4.1;0;0;0;6;10;1;4;2;1;0;0;0;10;0;3
663;Sébastien Thill;luLUX;MF;md Sheriff Tiraspol;27;1993;6.0;1;0;0;2;2;0;20;11;4;0;0;0;28;3;5
664;Steffen Tigges;deGER;FW;de Dortmund;23;1998;1.1;0;0;0;4;1;1;0;0;0;0;0;0;3;1;2
665;Samson Tijani;ngNGA;MF;at RB Salzburg;19;2002;0.3;0;0;0;0;0;0;0;1;0;0;0;0;3;1;0
666;Malik Tillman;usUSA;FW;de Bayern Munich;19;2002;0.2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
667;Jurriën Timber;nlNED;DF;nl Ajax;20;2001;6.4;3;0;0;10;6;0;0;11;7;0;0;0;40;5;6
668;Corentin Tolisso;frFRA;MF;de Bayern Munich;26;1994;2.6;0;0;0;5;3;0;2;4;0;0;0;0;15;5;6
669;Rafael Tolói;itITA;DF;it Atalanta;30;1990;4.0;0;0;0;3;1;1;10;4;11;0;0;0;34;6;3
670;Tiago Tomás;ptPOR;MF,FW;pt Sporting CP;19;2002;1.8;1;0;0;3;4;1;3;1;2;0;0;0;9;2;5
671;Fikayo Tomori;engENG;DF;it Milan;23;1997;4.6;2;0;0;7;4;0;0;5;2;0;0;1;29;4;4
672;Sandro Tonali;itITA;MF;it Milan;21;2000;3.7;0;0;0;3;5;0;9;3;8;0;0;0;31;1;1
673;Mehmet Topal;trTUR;MF,DF;tr Beşiktaş;35;1986;2.9;0;0;0;1;1;0;0;2;4;0;0;0;17;6;3
674;Gökhan Töre;trTUR;MF;tr Beşiktaş;29;1992;0.9;0;0;0;0;1;2;3;0;3;0;0;0;7;1;0
675;Ferrán Torres;esESP;FW;eng Manchester City;21;2000;0.8;0;0;0;1;0;2;0;1;0;0;0;0;1;0;1
676;Óliver Torres;esESP;MF;es Sevilla;26;1994;1.9;0;0;0;0;4;0;4;0;1;0;0;0;10;2;3
677;Pau Torres;esESP;DF;es Villarreal;24;1997;12.0;1;0;0;3;2;0;0;10;9;0;0;0;47;14;8
678;Adama Traoré;mlMLI;FW,MF;md Sheriff Tiraspol;26;1995;5.9;0;0;0;8;7;1;3;6;6;0;0;0;20;14;16
679;Manu Trigueros;esESP;MF,FW;es Villarreal;29;1991;3.7;0;0;0;3;6;0;0;0;6;0;0;0;14;3;5
680;Kieran Trippier;engENG;DF,FW;es Atlético Madrid;30;1990;2.4;0;0;0;1;4;0;5;0;1;0;0;0;12;6;9
681;Anatolii Trubin;uaUKR;GK;ua Shakhtar;19;2001;3.0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1
682;Kostas Tsimikas;grGRE;DF;eng Liverpool;25;1996;3.8;0;0;0;4;8;0;41;6;5;0;0;0;36;6;6
683;Viktor Tsyhankov;uaUKR;FW,MF;ua Dynamo Kyiv;23;1997;5.4;1;0;0;3;5;1;10;3;3;0;0;0;34;5;5
684;Oleksandr Tymchyk;uaUKR;DF;ua Dynamo Kyiv;24;1997;1.8;1;0;0;2;3;0;3;0;2;0;0;0;14;1;3
685;Salih Uçan;trTUR;MF;tr Beşiktaş;27;1994;1.3;0;0;0;2;0;0;3;3;5;0;0;0;9;0;2
686;Manuel Ugarte Ribeiro;uyURU;MF;pt Sporting CP;20;2001;2.3;1;0;0;7;8;0;0;4;2;0;0;0;13;0;1
687;Andreas Ulmer;atAUT;DF;at RB Salzburg;35;1985;7.9;2;0;0;13;2;0;19;12;10;0;0;0;43;3;8
688;Sven Ulreich;deGER;GK;de Bayern Munich;32;1988;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
689;Dayot Upamecano;frFRA;DF;de Bayern Munich;22;1998;7.3;3;0;0;10;5;1;2;14;13;0;0;0;59;14;10
690;Mateus Uribe;coCOL;MF;pt Porto;30;1991;3.2;3;0;0;6;1;0;1;9;7;0;0;0;25;1;5
691;Necip Uysal;trTUR;DF;tr Beşiktaş;30;1991;2.1;0;0;0;2;1;1;3;4;3;0;0;0;8;4;0
692;Jesús Vallejo;esESP;DF;es Real Madrid;24;1997;0.1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1
693;Federico Valverde;uyURU;MF,FW;es Real Madrid;23;1998;8.9;2;0;0;4;5;3;10;9;12;0;0;0;41;8;14
694;Ignace Van Der Brempt;beBEL;MF,FW;be Club Brugge;19;2002;1.8;0;0;0;5;4;1;7;1;7;0;1;0;10;3;1
695;Virgil van Dijk;nlNED;DF;eng Liverpool;30;1991;9.0;1;0;0;4;2;2;1;13;2;0;0;0;55;34;7
696;Hans Vanaken;beBEL;MF,FW;be Club Brugge;28;1992;6.0;0;0;0;3;5;0;1;8;4;0;0;0;41;16;9
697;Raphaël Varane;frFRA;DF;eng Manchester Utd;28;1993;3.9;1;0;0;3;2;0;0;5;1;0;0;0;29;11;2
698;Berkay Vardar;azAZE;DF;tr Beşiktaş;18;2003;0.2;0;0;0;0;1;0;0;1;1;0;0;0;0;2;0
699;Lucas Vázquez;esESP;DF,FW;es Real Madrid;30;1991;3.9;1;0;0;4;8;0;13;0;9;0;0;0;29;1;1
700;Matías Vecino;uyURU;MF;it Inter;29;1991;1.4;0;0;0;0;0;0;1;1;1;0;0;0;6;3;4
701;Benjamin Verbič;siSVN;MF,FW;ua Dynamo Kyiv;27;1993;1.0;1;0;0;3;4;0;0;0;0;0;0;0;3;2;3
702;Lucas Veríssimo;brBRA;DF;pt Benfica;26;1995;3.0;1;0;0;2;1;0;0;8;2;0;1;0;14;9;3
703;Marco Verratti;itITA;MF;fr Paris S-G;28;1992;4.8;2;0;0;5;10;0;0;6;8;0;0;0;33;1;2
704;Jan Vertonghen;beBEL;DF;pt Benfica;34;1987;10.0;0;0;0;5;4;0;1;12;7;0;0;0;42;17;8
705;Domagoj Vida;hrCRO;DF;tr Beşiktaş;32;1989;2.0;1;0;0;4;4;1;0;4;1;0;1;0;14;1;1
706;Arturo Vidal;clCHI;MF;it Inter;34;1987;4.6;1;0;0;10;6;0;3;4;13;0;0;0;32;7;7
