Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2013-08-24,,Sampdoria,0–1,Juventus,,,Luca Banti,Relatório da Partida,
1,sáb,2013-08-24,,Hellas Verona,2–1,Milan,,,Gianpaolo Calvarese,Relatório da Partida,
1,dom,2013-08-25,,Napoli,3–0,Bologna,,,Andrea De Marco,Relatório da Partida,
1,dom,2013-08-25,,Cagliari,2–1,Atalanta,,,Massimiliano Irrati,Relatório da Partida,
1,dom,2013-08-25,,Parma,0–0,Chievo,,,Nicola Rizzoli,Relatório da Partida,
1,dom,2013-08-25,,Torino,2–0,Sassuolo,,,Daniele Orsato,Relatório da Partida,
1,dom,2013-08-25,,Inter,2–0,Genoa,,,Marco Guida,Relatório da Partida,
1,dom,2013-08-25,,Livorno,0–2,Roma,,,Davide Massa,Relatório da Partida,
1,dom,2013-08-25,,Lazio,2–1,Udinese,,,Andrea Gervasoni,Relatório da Partida,
1,seg,2013-08-26,,Fiorentina,2–1,Catania,,,Daniele Doveri,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2013-08-31,,Chievo,2–4,Napoli,,,Paolo Valeri,Relatório da Partida,
2,sáb,2013-08-31,,Juventus,4–1,Lazio,,,Paolo Tagliavento,Relatório da Partida,
2,dom,2013-09-01,,Milan,3–1,Cagliari,,,Carmine Russo,Relatório da Partida,
2,dom,2013-09-01,,Genoa,2–5,Fiorentina,,,Domenico Celi,Relatório da Partida,
2,dom,2013-09-01,,Atalanta,2–0,Torino,,,Mauro Bergonzi,Relatório da Partida,
2,dom,2013-09-01,,Udinese,3–1,Parma,,,Emilio Ostinelli,Relatório da Partida,
2,dom,2013-09-01,,Catania,0–3,Inter,,,Antonio Damato,Relatório da Partida,
2,dom,2013-09-01,,Sassuolo,1–4,Livorno,,,Paolo Mazzoleni,Relatório da Partida,
2,dom,2013-09-01,,Roma,3–0,Hellas Verona,,,Piero Giacomelli,Relatório da Partida,
2,dom,2013-09-01,,Bologna,2–2,Sampdoria,,,Dino Tommasi,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2013-09-14,,Torino,2–2,Milan,,,Davide Massa,Relatório da Partida,
3,sáb,2013-09-14,,Napoli,2–0,Atalanta,,,Gianluca Rocchi,Relatório da Partida,
3,sáb,2013-09-14,,Inter,1–1,Juventus,,,Daniele Orsato,Relatório da Partida,
3,dom,2013-09-15,,Sampdoria,0–3,Genoa,,,Nicola Rizzoli,Relatório da Partida,
3,dom,2013-09-15,,Livorno,2–0,Catania,,,Andrea Gervasoni,Relatório da Partida,
3,dom,2013-09-15,,Fiorentina,1–1,Cagliari,,,Andrea De Marco,Relatório da Partida,
3,dom,2013-09-15,,Hellas Verona,2–0,Sassuolo,,,Massimiliano Irrati,Relatório da Partida,
3,dom,2013-09-15,,Udinese,1–1,Bologna,,,Daniele Doveri,Relatório da Partida,
3,dom,2013-09-15,,Lazio,3–0,Chievo,,,Gianpaolo Calvarese,Relatório da Partida,
3,seg,2013-09-16,,Parma,1–3,Roma,,,Marco Guida,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2013-09-21,,Cagliari,2–2,Sampdoria,,,Marco Di Bello,Relatório da Partida,
4,sáb,2013-09-21,,Genoa,0–0,Livorno,,,Piero Giacomelli,Relatório da Partida,
4,sáb,2013-09-21,,Chievo,2–1,Udinese,,,Dino Tommasi,Relatório da Partida,
4,dom,2013-09-22,,Roma,2–0,Lazio,,,Gianluca Rocchi,Relatório da Partida,
4,dom,2013-09-22,,Juventus,2–1,Hellas Verona,,,Mauro Bergonzi,Relatório da Partida,
4,dom,2013-09-22,,Milan,1–2,Napoli,,,Luca Banti,Relatório da Partida,
4,dom,2013-09-22,,Atalanta,0–2,Fiorentina,,,Antonio Damato,Relatório da Partida,
4,dom,2013-09-22,,Bologna,1–2,Torino,,,Sebastiano Peruzzo,Relatório da Partida,
4,dom,2013-09-22,,Sassuolo,0–7,Inter,,,Carmine Russo,Relatório da Partida,
4,dom,2013-09-22,,Catania,0–0,Parma,,,Paolo Mazzoleni,Relatório da Partida,
,,,,,,,,,,,
5,ter,2013-09-24,,Udinese,1–0,Genoa,,,Daniele Orsato,Relatório da Partida,
5,qua,2013-09-25,,Livorno,1–1,Cagliari,,,Luca Pairetto,Relatório da Partida,
5,qua,2013-09-25,,Lazio,3–1,Catania,,,Massimiliano Irrati,Relatório da Partida,
5,qua,2013-09-25,,Bologna,3–3,Milan,,,Paolo Tagliavento,Relatório da Partida,
5,qua,2013-09-25,,Sampdoria,0–2,Roma,,,Gianpaolo Calvarese,Relatório da Partida,
5,qua,2013-09-25,,Napoli,1–1,Sassuolo,,,Daniele Doveri,Relatório da Partida,
5,qua,2013-09-25,,Parma,4–3,Atalanta,,,Andrea Gervasoni,Relatório da Partida,
5,qua,2013-09-25,,Chievo,1–2,Juventus,,,Andrea De Marco,Relatório da Partida,
5,qua,2013-09-25,,Torino,2–2,Hellas Verona,,,Nicola Rizzoli,Relatório da Partida,
5,qui,2013-09-26,,Inter,2–1,Fiorentina,,,Paolo Valeri,Relatório da Partida,
,,,,,,,,,,,
6,sáb,2013-09-28,,Genoa,0–2,Napoli,,,Antonio Damato,Relatório da Partida,
6,sáb,2013-09-28,,Milan,1–0,Sampdoria,,,Sebastiano Peruzzo,Relatório da Partida,
6,dom,2013-09-29,,Atalanta,2–0,Udinese,,,Piero Giacomelli,Relatório da Partida,
6,dom,2013-09-29,,Hellas Verona,2–1,Livorno,,,Dino Tommasi,Relatório da Partida,
6,dom,2013-09-29,,Roma,5–0,Bologna,,,Carmine Russo,Relatório da Partida,
6,dom,2013-09-29,,Cagliari,1–1,Inter,,,Gianluca Rocchi,Relatório da Partida,
6,dom,2013-09-29,,Torino,0–1,Juventus,,,Paolo Mazzoleni,Relatório da Partida,
6,dom,2013-09-29,,Catania,2–0,Chievo,,,Marco Guida,Relatório da Partida,
6,dom,2013-09-29,,Sassuolo,2–2,Lazio,,,Luca Banti,Relatório da Partida,
6,seg,2013-09-30,,Fiorentina,2–2,Parma,,,Davide Massa,Relatório da Partida,
,,,,,,,,,,,
7,sáb,2013-10-05,,Chievo,0–1,Atalanta,,,Daniele Doveri,Relatório da Partida,
7,sáb,2013-10-05,,Inter,0–3,Roma,,,Paolo Tagliavento,Relatório da Partida,
7,dom,2013-10-06,,Udinese,2–0,Cagliari,,,Sebastiano Peruzzo,Relatório da Partida,
7,dom,2013-10-06,,Lazio,0–0,Fiorentina,,,Daniele Orsato,Relatório da Partida,
7,dom,2013-10-06,,Catania,1–1,Genoa,,,Gianpaolo Calvarese,Relatório da Partida,
7,dom,2013-10-06,,Parma,3–1,Sassuolo,,,Andrea De Marco,Relatório da Partida,
7,dom,2013-10-06,,Juventus,3–2,Milan,,,Gianluca Rocchi,Relatório da Partida,
7,dom,2013-10-06,,Napoli,4–0,Livorno,,,Mauro Bergonzi,Relatório da Partida,
7,dom,2013-10-06,,Bologna,1–4,Hellas Verona,,,Paolo Valeri,Relatório da Partida,
7,dom,2013-10-06,,Sampdoria,2–2,Torino,,,Andrea Gervasoni,Relatório da Partida,
,,,,,,,,,,,
8,sex,2013-10-18,,Roma,2–0,Napoli,,,Daniele Orsato,Relatório da Partida,
8,sáb,2013-10-19,,Milan,1–0,Udinese,,,Marco Guida,Relatório da Partida,
8,sáb,2013-10-19,,Cagliari,2–1,Catania,,,Piero Giacomelli,Relatório da Partida,
8,dom,2013-10-20,,Atalanta,2–1,Lazio,,,Carmine Russo,Relatório da Partida,
8,dom,2013-10-20,,Hellas Verona,3–2,Parma,,,Maurizio Mariani,Relatório da Partida,
8,dom,2013-10-20,,Livorno,1–2,Sampdoria,,,Domenico Celi,Relatório da Partida,
8,dom,2013-10-20,,Sassuolo,2–1,Bologna,,,Antonio Damato,Relatório da Partida,
8,dom,2013-10-20,,Genoa,2–1,Chievo,,,Paolo Mazzoleni,Relatório da Partida,
8,dom,2013-10-20,,Torino,3–3,Inter,,,Daniele Doveri,Relatório da Partida,
8,dom,2013-10-20,,Fiorentina,4–2,Juventus,,,Nicola Rizzoli,Relatório da Partida,
,,,,,,,,,,,
9,sáb,2013-10-26,,Inter,4–2,Hellas Verona,,,Domenico Celi,Relatório da Partida,
9,sáb,2013-10-26,,Sampdoria,1–0,Atalanta,,,Massimiliano Irrati,Relatório da Partida,
9,dom,2013-10-27,,Juventus,2–0,Genoa,,,Daniele Doveri,Relatório da Partida,
9,dom,2013-10-27,,Bologna,1–0,Livorno,,,Paolo Tagliavento,Relatório da Partida,
9,dom,2013-10-27,,Napoli,2–0,Torino,,,Andrea De Marco,Relatório da Partida,
9,dom,2013-10-27,,Chievo,1–2,Fiorentina,,,Luca Banti,Relatório da Partida,
9,dom,2013-10-27,,Lazio,2–0,Cagliari,,,Davide Massa,Relatório da Partida,
9,dom,2013-10-27,,Parma,3–2,Milan,,,Paolo Valeri,Relatório da Partida,
9,dom,2013-10-27,,Catania,0–0,Sassuolo,,,Dino Tommasi,Relatório da Partida,
9,dom,2013-10-27,,Udinese,0–1,Roma,,,Mauro Bergonzi,Relatório da Partida,
,,,,,,,,,,,
10,ter,2013-10-29,,Atalanta,1–1,Inter,,,Nicola Rizzoli,Relatório da Partida,
10,qua,2013-10-30,,Genoa,1–0,Parma,,,Carmine Russo,Relatório da Partida,
10,qua,2013-10-30,,Hellas Verona,2–0,Sampdoria,,,Piero Giacomelli,Relatório da Partida,
10,qua,2013-10-30,,Milan,1–1,Lazio,,,Antonio Damato,Relatório da Partida,
10,qua,2013-10-30,,Sassuolo,1–2,Udinese,,,Riccardo Pinzani,Relatório da Partida,
10,qua,2013-10-30,,Fiorentina,1–2,Napoli,,,Gianpaolo Calvarese,Relatório da Partida,
10,qua,2013-10-30,,Cagliari,0–3,Bologna,,,Daniele Orsato,Relatório da Partida,
10,qua,2013-10-30,,Livorno,3–3,Torino,,,Paolo Valeri,Relatório da Partida,
10,qua,2013-10-30,,Juventus,4–0,Catania,,,Marco Guida,Relatório da Partida,
10,qui,2013-10-31,,Roma,1–0,Chievo,,,Sebastiano Peruzzo,Relatório da Partida,
,,,,,,,,,,,
11,sáb,2013-11-02,,Napoli,2–1,Catania,,,Massimiliano Irrati,Relatório da Partida,
11,sáb,2013-11-02,,Milan,0–2,Fiorentina,,,Paolo Mazzoleni,Relatório da Partida,
11,sáb,2013-11-02,,Parma,0–1,Juventus,,,Domenico Celi,Relatório da Partida,
11,dom,2013-11-03,,Sampdoria,3–4,Sassuolo,,,Paolo Tagliavento,Relatório da Partida,
11,dom,2013-11-03,,Torino,1–1,Roma,,,Luca Banti,Relatório da Partida,
11,dom,2013-11-03,,Livorno,1–0,Atalanta,,,Carmine Russo,Relatório da Partida,
11,dom,2013-11-03,,Lazio,0–2,Genoa,,,Dino Tommasi,Relatório da Partida,
11,dom,2013-11-03,,Hellas Verona,2–1,Cagliari,,,Andrea Gervasoni,Relatório da Partida,
11,dom,2013-11-03,,Udinese,0–3,Inter,,,Davide Massa,Relatório da Partida,
11,seg,2013-11-04,,Bologna,0–0,Chievo,,,Mauro Bergonzi,Relatório da Partida,
,,,,,,,,,,,
12,sáb,2013-11-09,,Inter,2–0,Livorno,,,Sebastiano Peruzzo,Relatório da Partida,
12,sáb,2013-11-09,,Catania,1–0,Udinese,,,Andrea De Marco,Relatório da Partida,
12,dom,2013-11-10,,Genoa,2–0,Hellas Verona,,,Angelo Cervellera,Relatório da Partida,
12,dom,2013-11-10,,Juventus,3–0,Napoli,,,Gianluca Rocchi,Relatório da Partida,
12,dom,2013-11-10,,Atalanta,2–1,Bologna,,,Daniele Doveri,Relatório da Partida,
12,dom,2013-11-10,,Roma,1–1,Sassuolo,,,Piero Giacomelli,Relatório da Partida,
12,dom,2013-11-10,,Chievo,0–0,Milan,,,Daniele Orsato,Relatório da Partida,
12,dom,2013-11-10,,Parma,1–1,Lazio,,,Nicola Rizzoli,Relatório da Partida,
