Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
2,dom,2021-08-29,20:45 (15:45),Milan,2.9,4–1,0.7,Cagliari,31.946,Stadio Giuseppe Meazza,Marco Serra,Relatório da Partida,
2,dom,2021-08-29,20:45 (15:45),Salernitana,0.4,0–4,2.4,Roma,12.500,Stadio Arechi,Rosario Abisso,Relatório da Partida,
,,,,,,,,,,,,,
3,sáb,2021-09-11,15:00 (10:00),Empoli,2.2,1–2,1.6,Venezia,2.511,Stadio Carlo Castellani,Antonio Rapuano,Relatório da Partida,
3,sáb,2021-09-11,18:00 (13:00),Napoli,2.3,2–1,1.2,Juventus,23.500,Stadio San Paolo,Massimiliano Irrati,Relatório da Partida,
3,sáb,2021-09-11,20:45 (15:45),Atalanta,2.3,1–2,1.9,Fiorentina,9.162,Stadio Atleti Azzurri d'Italia,Valerio Marini,Relatório da Partida,
3,dom,2021-09-12,12:30 (07:30),Sampdoria,1.2,2–2,1.2,Inter,7.441,Stadio Comunale Luigi Ferraris,Daniele Orsato,Relatório da Partida,
3,dom,2021-09-12,15:00 (10:00),Cagliari,1.5,2–3,1.2,Genoa,6.423,Sardegna Arena,Luca Pairetto,Relatório da Partida,
3,dom,2021-09-12,15:00 (10:00),Torino,2.3,4–0,0.3,Salernitana,9.082,Stadio Olimpico di Torino,Gianluca Aureliano,Relatório da Partida,
3,dom,2021-09-12,15:00 (10:00),Spezia,1.4,0–1,0.8,Udinese,5.162,Stadio Alberto Picco,Marco Guida,Relatório da Partida,
3,dom,2021-09-12,18:00 (13:00),Milan,3.0,2–0,0.3,Lazio,36.207,Stadio Giuseppe Meazza,Daniele Chiffi,Relatório da Partida,
3,dom,2021-09-12,20:45 (15:45),Roma,2.0,2–1,1.9,Sassuolo,29.604,Stadio Olimpico,Simone Sozza,Relatório da Partida,
3,seg,2021-09-13,20:45 (15:45),Bologna,1.4,1–0,0.3,Hellas Verona,10.218,Stadio Renato Dall'Ara,Ivan Pezzuto,Relatório da Partida,
,,,,,,,,,,,,,
4,sex,2021-09-17,20:45 (15:45),Sassuolo,0.9,0–1,2.3,Torino,20.000,Stadio Città del Tricolore,Marco Piccinini,Relatório da Partida,
4,sáb,2021-09-18,15:00 (10:00),Genoa,1.1,1–2,1.3,Fiorentina,6.269,Stadio Comunale Luigi Ferraris,Livio Marinelli,Relatório da Partida,
4,sáb,2021-09-18,18:00 (13:00),Inter,3.2,6–1,0.7,Bologna,35.278,Stadio Giuseppe Meazza,Giovanni Ayroldi,Relatório da Partida,
4,sáb,2021-09-18,20:45 (15:45),Salernitana,0.9,0–1,1.7,Atalanta,11.949,Stadio Arechi,Paolo Valeri,Relatório da Partida,
4,dom,2021-09-19,12:30 (07:30),Empoli,1.6,0–3,1.4,Sampdoria,3.064,Stadio Carlo Castellani,Maurizio Mariani,Relatório da Partida,
4,dom,2021-09-19,15:00 (10:00),Venezia,1.1,1–2,0.5,Spezia,3.688,Stadio Pierluigi Penzo,Rosario Abisso,Relatório da Partida,
4,dom,2021-09-19,18:00 (13:00),Lazio,2.3,2–2,1.6,Cagliari,20.000,Stadio Olimpico,Davide Ghersini,Relatório da Partida,
4,dom,2021-09-19,18:00 (13:00),Hellas Verona,1.0,3–2,0.9,Roma,10.148,Stadio Marc'Antonio Bentegodi,Fabio Maresca,Relatório da Partida,
4,dom,2021-09-19,20:45 (15:45),Juventus,1.2,1–1,1.0,Milan,18.785,Allianz Stadium,Daniele Doveri,Relatório da Partida,
4,seg,2021-09-20,20:45 (15:45),Udinese,0.3,0–4,3.1,Napoli,11.484,Dacia Arena,Gianluca Manganiello,Relatório da Partida,
,,,,,,,,,,,,,
5,ter,2021-09-21,18:30 (13:30),Bologna,2.5,2–2,1.6,Genoa,9.707,Stadio Renato Dall'Ara,Francesco Fourneau,Relatório da Partida,
5,ter,2021-09-21,20:45 (15:45),Fiorentina,1.6,1–3,2.5,Inter,15.927,Stadio Artemio Franchi,Michael Fabbri,Relatório da Partida,
5,ter,2021-09-21,20:45 (15:45),Atalanta,1.9,2–1,1.1,Sassuolo,7.353,Stadio Atleti Azzurri d'Italia,Davide Massa,Relatório da Partida,
5,qua,2021-09-22,18:30 (13:30),Spezia,0.9,2–3,2.4,Juventus,5.700,Stadio Alberto Picco,Gianluca Aureliano,Relatório da Partida,
5,qua,2021-09-22,18:30 (13:30),Salernitana,2.5,2–2,1.6,Hellas Verona,9.561,Stadio Arechi,Massimiliano Irrati,Relatório da Partida,
5,qua,2021-09-22,20:45 (15:45),Cagliari,1.3,0–2,1.0,Empoli,7.226,Sardegna Arena,Marco Di Bello,Relatório da Partida,
5,qua,2021-09-22,20:45 (15:45),Milan,1.8,2–0,1.0,Venezia,26.185,Stadio Giuseppe Meazza,Ivan Pezzuto,Relatório da Partida,
5,qui,2021-09-23,18:30 (13:30),Torino,1.1,1–1,1.0,Lazio,8.646,Stadio Olimpico di Torino,Rosario Abisso,Relatório da Partida,
5,qui,2021-09-23,18:30 (13:30),Sampdoria,0.8,0–4,2.0,Napoli,4.596,Stadio Comunale Luigi Ferraris,Paolo Valeri,Relatório da Partida,
5,qui,2021-09-23,20:45 (15:45),Roma,1.7,1–0,0.8,Udinese,29.593,Stadio Olimpico,Antonio Rapuano,Relatório da Partida,
,,,,,,,,,,,,,
6,sáb,2021-09-25,15:00 (10:00),Spezia,1.1,1–2,1.6,Milan,3.618,Stadio Alberto Picco,Gianluca Manganiello,Relatório da Partida,
6,sáb,2021-09-25,18:00 (13:00),Inter,4.1,2–2,2.4,Atalanta,36.517,Stadio Giuseppe Meazza,Fabio Maresca,Relatório da Partida,
6,sáb,2021-09-25,20:45 (15:45),Genoa,1.7,3–3,2.2,Hellas Verona,13.478,Stadio Comunale Luigi Ferraris,Daniele Doveri,Relatório da Partida,
6,dom,2021-09-26,12:30 (07:30),Juventus,2.9,3–2,0.5,Sampdoria,15.381,Allianz Stadium,Giovanni Ayroldi,Relatório da Partida,
6,dom,2021-09-26,15:00 (10:00),Sassuolo,1.4,1–0,1.1,Salernitana,5.177,Stadio Città del Tricolore,Antonio Giua,Relatório da Partida,
6,dom,2021-09-26,15:00 (10:00),Udinese,0.9,0–1,1.1,Fiorentina,7.208,Dacia Arena,Davide Ghersini,Relatório da Partida,
6,dom,2021-09-26,15:00 (10:00),Empoli,2.1,4–2,3.0,Bologna,5.022,Stadio Carlo Castellani,Piero Giacomelli,Relatório da Partida,
6,dom,2021-09-26,18:00 (13:00),Lazio,2.3,3–2,2.6,Roma,32.000,Stadio Olimpico,Marco Guida,Relatório da Partida,
6,dom,2021-09-26,20:45 (15:45),Napoli,1.9,2–0,0.2,Cagliari,20.000,Stadio San Paolo,Marco Piccinini,Relatório da Partida,
6,seg,2021-09-27,20:45 (15:45),Venezia,1.6,1–1,1.4,Torino,4.888,Stadio Pierluigi Penzo,Lorenzo Maggioni,Relatório da Partida,
,,,,,,,,,,,,,
7,sex,2021-10-01,20:45 (15:45),Cagliari,0.6,1–1,0.8,Venezia,8.135,Sardegna Arena,Manuel Volpi,Relatório da Partida,
7,sáb,2021-10-02,15:00 (10:00),Salernitana,0.7,1–0,1.7,Genoa,10.077,Stadio Arechi,Maurizio Mariani,Relatório da Partida,
7,sáb,2021-10-02,18:00 (13:00),Torino,1.1,0–1,1.1,Juventus,12.073,Stadio Olimpico di Torino,Paolo Valeri,Relatório da Partida,
7,sáb,2021-10-02,20:45 (15:45),Sassuolo,1.7,1–2,2.4,Inter,10.400,Stadio Città del Tricolore,Luca Pairetto,Relatório da Partida,
7,dom,2021-10-03,12:30 (07:30),Bologna,0.7,3–0,0.6,Lazio,12.975,Stadio Renato Dall'Ara,Davide Massa,Relatório da Partida,
7,dom,2021-10-03,15:00 (10:00),Sampdoria,1.6,3–3,2.5,Udinese,4.292,Stadio Comunale Luigi Ferraris,Daniele Orsato,Relatório da Partida,
7,dom,2021-10-03,15:00 (10:00),Hellas Verona,0.7,4–0,1.9,Spezia,8.398,Stadio Marc'Antonio Bentegodi,Giacomo Camplone,Relatório da Partida,
7,dom,2021-10-03,18:00 (13:00),Fiorentina,0.5,1–2,1.6,Napoli,15.264,Stadio Artemio Franchi,Simone Sozza,Relatório da Partida,
7,dom,2021-10-03,18:00 (13:00),Roma,1.6,2–0,0.7,Empoli,31.946,Stadio Olimpico,Giovanni Ayroldi,Relatório da Partida,
7,dom,2021-10-03,20:45 (15:45),Atalanta,2.3,2–3,2.5,Milan,9.363,Stadio Atleti Azzurri d'Italia,Marco Di Bello,Relatório da Partida,
,,,,,,,,,,,,,
8,sáb,2021-10-16,15:00 (10:00),Spezia,1.6,2–1,1.8,Salernitana,6.023,Stadio Alberto Picco,Davide Massa,Relatório da Partida,
8,sáb,2021-10-16,18:00 (13:00),Lazio,2.7,3–1,1.6,Inter,42.000,Stadio Olimpico,Massimiliano Irrati,Relatório da Partida,
8,sáb,2021-10-16,20:45 (15:45),Milan,1.9,3–2,1.8,Hellas Verona,40.128,Stadio Giuseppe Meazza,Alessandro Prontera,Relatório da Partida,
8,dom,2021-10-17,12:30 (07:30),Cagliari,1.0,3–1,1.5,Sampdoria,9.923,Sardegna Arena,Matteo Marchetti,Relatório da Partida,
8,dom,2021-10-17,15:00 (10:00),Genoa,1.6,2–2,2.4,Sassuolo,10.370,Stadio Comunale Luigi Ferraris,Daniele Chiffi,Relatório da Partida,
8,dom,2021-10-17,15:00 (10:00),Empoli,1.0,1–4,4.3,Atalanta,6.214,Stadio Carlo Castellani,Marco Serra,Relatório da Partida,
8,dom,2021-10-17,15:00 (10:00),Udinese,1.0,1–1,1.7,Bologna,10.627,Dacia Arena,Rosario Abisso,Relatório da Partida,
8,dom,2021-10-17,18:00 (13:00),Napoli,1.6,1–0,1.1,Torino,27.579,Stadio San Paolo,Juan Sacchi,Relatório da Partida,
8,dom,2021-10-17,20:45 (15:45),Juventus,1.0,1–0,1.9,Roma,20.239,Allianz Stadium,Daniele Orsato,Relatório da Partida,
8,seg,2021-10-18,20:45 (15:45),Venezia,1.2,1–0,0.5,Fiorentina,8.043,Stadio Pierluigi Penzo,Luca Massimi,Relatório da Partida,
,,,,,,,,,,,,,
9,sex,2021-10-22,18:30 (13:30),Torino,2.0,3–2,2.4,Genoa,9.881,Stadio Olimpico di Torino,Piero Giacomelli,Relatório da Partida,
9,sex,2021-10-22,20:45 (15:45),Sampdoria,0.6,2–1,1.1,Spezia,7.493,Stadio Comunale Luigi Ferraris,Michael Fabbri,Relatório da Partida,
9,sáb,2021-10-23,15:00 (10:00),Salernitana,1.7,2–4,2.6,Empoli,11.142,Stadio Arechi,Daniele Doveri,Relatório da Partida,
9,sáb,2021-10-23,18:00 (13:00),Sassuolo,1.7,3–1,0.9,Venezia,4.482,Stadio Città del Tricolore,Antonio Di Martino,Relatório da Partida,
9,sáb,2021-10-23,20:45 (15:45),Bologna,0.8,2–4,1.2,Milan,22.167,Stadio Renato Dall'Ara,Paolo Valeri,Relatório da Partida,
9,dom,2021-10-24,12:30 (07:30),Atalanta,0.6,1–1,0.7,Udinese,9.951,Stadio Atleti Azzurri d'Italia,Livio Marinelli,Relatório da Partida,
9,dom,2021-10-24,15:00 (10:00),Fiorentina,3.0,3–0,0.2,Cagliari,20.290,Stadio Artemio Franchi,Antonio Rapuano,Relatório da Partida,
9,dom,2021-10-24,15:00 (10:00),Hellas Verona,2.4,4–1,1.2,Lazio,13.953,Stadio Marc'Antonio Bentegodi,Marco Piccinini,Relatório da Partida,
9,dom,2021-10-24,18:00 (13:00),Roma,1.5,0–0,1.1,Napoli,47.801,Stadio Olimpico,Davide Massa,Relatório da Partida,
9,dom,2021-10-24,20:45 (15:45),Inter,0.8,1–1,2.0,Juventus,56.532,Stadio Giuseppe Meazza,Maurizio Mariani,Relatório da Partida,
,,,,,,,,,,,,,
10,ter,2021-10-26,18:30 (13:30),Venezia,0.8,1–2,1.7,Salernitana,5.103,Stadio Pierluigi Penzo,Marco Di Bello,Relatório da Partida,
10,ter,2021-10-26,18:30 (13:30),Spezia,1.8,1–1,1.2,Genoa,7.283,Stadio Alberto Picco,Simone Sozza,Relatório da Partida,
10,ter,2021-10-26,20:45 (15:45),Milan,0.9,1–0,0.7,Torino,35.929,Stadio Giuseppe Meazza,Gianluca Aureliano,Relatório da Partida,
10,qua,2021-10-27,18:30 (13:30),Juventus,1.3,1–2,0.9,Sassuolo,18.288,Allianz Stadium,Juan Sacchi,Relatório da Partida,
10,qua,2021-10-27,18:30 (13:30),Sampdoria,1.5,1–3,1.7,Atalanta,5.462,Stadio Comunale Luigi Ferraris,Alessandro Prontera,Relatório da Partida,
10,qua,2021-10-27,18:30 (13:30),Udinese,1.4,1–1,1.0,Hellas Verona,8.751,Dacia Arena,Matteo Marchetti,Relatório da Partida,
10,qua,2021-10-27,20:45 (15:45),Lazio,0.5,1–0,0.7,Fiorentina,7.000,Stadio Olimpico,Giovanni Ayroldi,Relatório da Partida,
10,qua,2021-10-27,20:45 (15:45),Empoli,0.5,0–2,1.9,Inter,9.335,Stadio Carlo Castellani,Daniele Chiffi,Relatório da Partida,
10,qua,2021-10-27,20:45 (15:45),Cagliari,0.9,1–2,2.8,Roma,8.547,Sardegna Arena,Ivan Pezzuto,Relatório da Partida,
10,qui,2021-10-28,20:45 (15:45),Napoli,2.7,3–0,0.3,Bologna,20.000,Stadio San Paolo,Marco Serra,Relatório da Partida,
,,,,,,,,,,,,,
11,sáb,2021-10-30,15:00 (10:00),Atalanta,1.3,2–2,1.8,Lazio,11.981,Stadio Atleti Azzurri d'Italia,Marco Guida,Relatório da Partida,
11,sáb,2021-10-30,18:00 (13:00),Hellas Verona,1.7,2–1,1.3,Juventus,22.314,Stadio Marc'Antonio Bentegodi,Livio Marinelli,Relatório da Partida,
11,sáb,2021-10-30,20:45 (15:45),Torino,2.8,3–0,0.3,Sampdoria,13.137,Stadio Olimpico di Torino,Francesco Fourneau,Relatório da Partida,
11,dom,2021-10-31,12:30 (08:30),Inter,2.2,2–0,0.5,Udinese,48.076,Stadio Giuseppe Meazza,Juan Sacchi,Relatório da Partida,
11,dom,2021-10-31,15:00 (11:00),Sassuolo,1.3,1–2,1.7,Empoli,3.539,Stadio Città del Tricolore,Luca Massimi,Relatório da Partida,
11,dom,2021-10-31,15:00 (11:00),Fiorentina,3.1,3–0,0.1,Spezia,19.511,Stadio Artemio Franchi,Antonio Giua,Relatório da Partida,
11,dom,2021-10-31,15:00 (11:00),Genoa,1.2,0–0,0.6,Venezia,7.920,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Relatório da Partida,
11,dom,2021-10-31,18:00 (14:00),Salernitana,0.5,0–1,1.9,Napoli,17.043,Stadio Arechi,Michael Fabbri,Relatório da Partida,
11,dom,2021-10-31,20:45 (16:45),Roma,1.7,1–2,1.9,Milan,51.001,Stadio Olimpico,Fabio Maresca,Relatório da Partida,
11,seg,2021-11-01,20:45 (16:45),Bologna,1.3,2–0,0.7,Cagliari,10.126,Stadio Renato Dall'Ara,Davide Massa,Relatório da Partida,
,,,,,,,,,,,,,
12,sex,2021-11-05,20:45 (16:45),Empoli,0.9,2–2,2.0,Genoa,5.631,Stadio Carlo Castellani,Luca Pairetto,Relatório da Partida,
12,sáb,2021-11-06,15:00 (11:00),Spezia,0.4,1–0,0.5,Torino,6.953,Stadio Alberto Picco,Daniele Orsato,Relatório da Partida,
12,sáb,2021-11-06,18:00 (14:00),Juventus,0.9,1–0,0.6,Fiorentina,6.953,Allianz Stadium,Simone Sozza,Relatório da Partida,
12,sáb,2021-11-06,20:45 (16:45),Cagliari,0.9,1–2,3.2,Atalanta,6.976,Sardegna Arena,Marco Piccinini,Relatório da Partida,
12,dom,2021-11-07,12:30 (08:30),Venezia,2.8,3–2,3.6,Roma,8.263,Stadio Pierluigi Penzo,Gianluca Aureliano,Relatório da Partida,
12,dom,2021-11-07,15:00 (11:00),Sampdoria,1.2,1–2,1.4,Bologna,5.694,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Relatório da Partida,
12,dom,2021-11-07,15:00 (11:00),Udinese,1.7,3–2,1.2,Sassuolo,8.322,Dacia Arena,Federico Dionisi,Relatório da Partida,
12,dom,2021-11-07,18:00 (14:00),Lazio,1.7,3–0,0.4,Salernitana,25.000,Stadio Olimpico,Antonio Rapuano,Relatório da Partida,
12,dom,2021-11-07,18:00 (14:00),Napoli,0.9,1–1,1.2,Hellas Verona,28.000,Stadio San Paolo,Giovanni Ayroldi,Relatório da Partida,
12,dom,2021-11-07,20:45 (16:45),Milan,1.2,1–1,2.7,Inter,56.608,Stadio Giuseppe Meazza,Daniele Doveri,Relatório da Partida,
,,,,,,,,,,,,,
13,sáb,2021-11-20,15:00 (11:00),Atalanta,2.9,5–2,1.0,Spezia,10.744,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Relatório da Partida,
13,sáb,2021-11-20,18:00 (14:00),Lazio,0.3,0–2,2.5,Juventus,45.000,Stadio Olimpico,Marco Di Bello,Relatório da Partida,
13,sáb,2021-11-20,20:45 (16:45),Fiorentina,1.3,4–3,2.2,Milan,32.567,Stadio Artemio Franchi,Marco Guida,Relatório da Partida,
13,dom,2021-11-21,12:30 (08:30),Sassuolo,3.1,2–2,1.4,Cagliari,4.135,Stadio Città del Tricolore,Niccolò Baroni,Relatório da Partida,
13,dom,2021-11-21,15:00 (11:00),Bologna,2.0,0–1,0.9,Venezia,15.255,Stadio Renato Dall'Ara,Daniele Chiffi,Relatório da Partida,
13,dom,2021-11-21,15:00 (11:00),Salernitana,1.3,0–2,1.3,Sampdoria,11.849,Stadio Arechi,Piero Giacomelli,Relatório da Partida,
13,dom,2021-11-21,18:00 (14:00),Inter,2.1,3–2,0.9,Napoli,56.649,Stadio Giuseppe Meazza,Paolo Valeri,Relatório da Partida,
13,dom,2021-11-21,20:45 (16:45),Genoa,0.1,0–2,2.3,Roma,14.667,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Relatório da Partida,
13,seg,2021-11-22,18:30 (14:30),Hellas Verona,1.6,2–1,1.7,Empoli,13.797,Stadio Marc'Antonio Bentegodi,Matteo Gariglio,Relatório da Partida,
13,seg,2021-11-22,20:45 (16:45),Torino,1.9,2–1,1.7,Udinese,7.034,Stadio Olimpico di Torino,Ivan Pezzuto,Relatório da Partida,
,,,,,,,,,,,,,
14,sex,2021-11-26,20:45 (16:45),Cagliari,2.0,1–1,0.4,Salernitana,9.700,Sardegna Arena,Daniele Doveri,Relatório da Partida,
14,sáb,2021-11-27,15:00 (11:00),Sampdoria,0.9,3–1,1.0,Hellas Verona,6.813,Stadio Comunale Luigi Ferraris,Lorenzo Maggioni,Relatório da Partida,
14,sáb,2021-11-27,15:00 (11:00),Empoli,2.2,2–1,2.6,Fiorentina,7.878,Stadio Carlo Castellani,Juan Sacchi,Relatório da Partida,
14,sáb,2021-11-27,18:00 (14:00),Juventus,1.0,0–1,0.6,Atalanta,29.886,Allianz Stadium,Giovanni Ayroldi,Relatório da Partida,
14,sáb,2021-11-27,20:45 (16:45),Venezia,0.2,0–2,2.9,Inter,8.303,Stadio Pierluigi Penzo,Livio Marinelli,Relatório da Partida,
14,dom,2021-11-28,12:30 (08:30),Udinese,1.3,0–0,1.1,Genoa,11.537,Dacia Arena,Francesco Meraviglia,Relatório da Partida,
14,dom,2021-11-28,15:00 (11:00),Milan,1.1,1–3,1.5,Sassuolo,52.824,Stadio Giuseppe Meazza,Gianluca Manganiello,Relatório da Partida,
14,dom,2021-11-28,15:00 (11:00),Spezia,0.9,0–1,2.6,Bologna,6.265,Stadio Alberto Picco,Luca Massimi,Relatório da Partida,
14,dom,2021-11-28,18:00 (14:00),Roma,1.0,1–0,1.1,Torino,46.728,Stadio Olimpico,Daniele Chiffi,Relatório da Partida,
14,dom,2021-11-28,20:45 (16:45),Napoli,1.1,4–0,0.4,Lazio,36.000,Stadio San Paolo,Daniele Orsato,Relatório da Partida,
,,,,,,,,,,,,,
15,ter,2021-11-30,18:30 (14:30),Atalanta,2.3,4–0,0.7,Venezia,8.667,Stadio Atleti Azzurri d'Italia,Alberto Santoro,Relatório da Partida,
15,ter,2021-11-30,18:30 (14:30),Fiorentina,3.1,3–1,0.8,Sampdoria,17.913,Stadio Artemio Franchi,Federico Dionisi,Relatório da Partida,
15,ter,2021-11-30,20:45 (16:45),Hellas Verona,1.4,0–0,0.8,Cagliari,12.188,Stadio Marc'Antonio Bentegodi,Matteo Marcenaro,Relatório da Partida,
15,ter,2021-11-30,20:45 (16:45),Salernitana,0.3,0–2,2.0,Juventus,19.500,Stadio Arechi,Francesco Fourneau,Relatório da Partida,
15,qua,2021-12-01,18:30 (14:30),Inter,3.3,2–0,0.4,Spezia,30.076,Stadio Giuseppe Meazza,Davide Ghersini,Relatório da Partida,
15,qua,2021-12-01,18:30 (14:30),Bologna,0.3,1–0,1.0,Roma,15.780,Stadio Renato Dall'Ara,Luca Pairetto,Relatório da Partida,
15,qua,2021-12-01,20:45 (16:45),Genoa,0.5,0–3,1.4,Milan,14.000,Stadio Comunale Luigi Ferraris,Juan Sacchi,Relatório da Partida,
15,qua,2021-12-01,20:45 (16:45),Sassuolo,0.5,2–2,1.1,Napoli,8.192,Stadio Città del Tricolore,Ivan Pezzuto,Relatório da Partida,
15,qui,2021-12-02,18:30 (14:30),Torino,0.9,2–2,1.1,Empoli,7.002,Stadio Olimpico di Torino,Andrea Colombo,Relatório da Partida,
15,qui,2021-12-02,20:45 (16:45),Lazio,1.6,4–4,1.6,Udinese,7.000,Stadio Olimpico,Marco Piccinini,Relatório da Partida,
,,,,,,,,,,,,,
16,sáb,2021-12-04,15:00 (11:00),Milan,2.3,2–0,0.4,Salernitana,43.609,Stadio Giuseppe Meazza,Antonio Giua,Relatório da Partida,
16,sáb,2021-12-04,18:00 (14:00),Roma,0.9,0–3,1.4,Inter,51.185,Stadio Olimpico,Marco Di Bello,Relatório da Partida,
16,sáb,2021-12-04,20:45 (16:45),Napoli,1.5,2–3,2.1,Atalanta,30.000,Stadio San Paolo,Maurizio Mariani,Relatório da Partida,
16,dom,2021-12-05,12:30 (08:30),Bologna,0.6,2–3,1.3,Fiorentina,18.175,Stadio Renato Dall'Ara,Massimiliano Irrati,Relatório da Partida,
16,dom,2021-12-05,15:00 (11:00),Venezia,1.3,3–4,2.2,Hellas Verona,7.608,Stadio Pierluigi Penzo,Alessandro Prontera,Relatório da Partida,
16,dom,2021-12-05,15:00 (11:00),Spezia,2.2,2–2,1.7,Sassuolo,4.987,Stadio Alberto Picco,Fabio Maresca,Relatório da Partida,
16,dom,2021-12-05,18:00 (14:00),Sampdoria,1.7,1–3,0.9,Lazio,5.883,Stadio Comunale Luigi Ferraris,Michael Fabbri,Relatório da Partida,
16,dom,2021-12-05,20:45 (16:45),Juventus,2.8,2–0,0.0,Genoa,18.458,Allianz Stadium,Daniele Chiffi,Relatório da Partida,
16,seg,2021-12-06,18:30 (14:30),Empoli,2.5,3–1,2.2,Udinese,4.808,Stadio Carlo Castellani,Daniele Paterna,Relatório da Partida,
16,seg,2021-12-06,20:45 (16:45),Cagliari,1.5,1–1,1.4,Torino,8.799,Sardegna Arena,Luca Massimi,Relatório da Partida,
,,,,,,,,,,,,,
17,sex,2021-12-10,20:45 (16:45),Genoa,1.1,1–3,1.9,Sampdoria,,Stadio Comunale Luigi Ferraris,Daniele Doveri,Relatório da Partida,
17,sáb,2021-12-11,15:00 (11:00),Fiorentina,2.1,4–0,1.0,Salernitana,18.579,Stadio Artemio Franchi,Davide Ghersini,Relatório da Partida,
17,sáb,2021-12-11,18:00 (14:00),Venezia,0.5,1–1,2.3,Juventus,8.350,Stadio Pierluigi Penzo,Paolo Valeri,Relatório da Partida,
17,sáb,2021-12-11,20:45 (16:45),Udinese,2.4,1–1,0.9,Milan,16.385,Dacia Arena,Francesco Fourneau,Relatório da Partida,
17,dom,2021-12-12,12:30 (08:30),Torino,1.8,2–1,1.2,Bologna,6.562,Stadio Olimpico di Torino,Federico Dionisi,Relatório da Partida,
17,dom,2021-12-12,15:00 (11:00),Hellas Verona,1.6,1–2,1.3,Atalanta,15.000,Stadio Marc'Antonio Bentegodi,Juan Sacchi,Relatório da Partida,
17,dom,2021-12-12,18:00 (14:00),Sassuolo,1.1,2–1,0.7,Lazio,5.100,Stadio Città del Tricolore,Simone Sozza,Relatório da Partida,
17,dom,2021-12-12,18:00 (14:00),Napoli,2.5,0–1,0.8,Empoli,20.000,Stadio San Paolo,Livio Marinelli,Relatório da Partida,
17,dom,2021-12-12,20:45 (16:45),Inter,3.1,4–0,0.4,Cagliari,33.712,Stadio Giuseppe Meazza,Matteo Marchetti,Relatório da Partida,
