Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
4,sáb,2019-09-21,20:45 (15:45),Milan,1.0,0–2,2.1,Inter,70.440,Stadio Giuseppe Meazza,Daniele Doveri,Relatório da Partida,
4,dom,2019-09-22,12:30 (07:30),Sassuolo,1.6,3–0,1.1,SPAL,10.937,Stadio Città del Tricolore,Maurizio Mariani,Relatório da Partida,
4,dom,2019-09-22,15:00 (10:00),Bologna,1.3,1–2,1.5,Roma,25.513,Stadio Renato Dall'Ara,Luca Pairetto,Relatório da Partida,
4,dom,2019-09-22,15:00 (10:00),Sampdoria,1.6,1–0,0.3,Torino,19.041,Stadio Comunale Luigi Ferraris,Piero Giacomelli,Relatório da Partida,
4,dom,2019-09-22,15:00 (10:00),Lecce,1.5,1–4,2.9,Napoli,21.644,Stadio Comunale Via Del Mare,Marco Piccinini,Relatório da Partida,
4,dom,2019-09-22,18:00 (13:00),Atalanta,1.6,2–2,1.0,Fiorentina,10.314,Stadio Ennio Tardini,Daniele Orsato,Relatório da Partida,
4,dom,2019-09-22,20:45 (15:45),Lazio,1.7,2–0,0.5,Parma,31.404,Stadio Olimpico,Rosario Abisso,Relatório da Partida,
,,,,,,,,,,,,,
5,ter,2019-09-24,19:00 (14:00),Hellas Verona,1.0,0–0,0.6,Udinese,13.740,Stadio Marc'Antonio Bentegodi,Daniele Chiffi,Relatório da Partida,
5,ter,2019-09-24,21:00 (16:00),Brescia,0.7,1–2,1.7,Juventus,14.000,Stadio Mario Rigamonti,Fabrizio Pasqua,Relatório da Partida,
5,qua,2019-09-25,19:00 (14:00),Roma,1.8,0–2,1.8,Atalanta,31.832,Stadio Olimpico,Massimiliano Irrati,Relatório da Partida,
5,qua,2019-09-25,21:00 (16:00),Fiorentina,1.6,2–1,0.5,Sampdoria,33.469,Stadio Artemio Franchi,Daniele Doveri,Relatório da Partida,
5,qua,2019-09-25,21:00 (16:00),Napoli,2.0,0–1,0.5,Cagliari,25.408,Stadio San Paolo,Marco Di Bello,Relatório da Partida,
5,qua,2019-09-25,21:00 (16:00),Genoa,0.3,0–0,1.7,Bologna,20.497,Stadio Comunale Luigi Ferraris,Davide Massa,Relatório da Partida,
5,qua,2019-09-25,21:00 (16:00),Inter,1.5,1–0,1.2,Lazio,56.175,Stadio Giuseppe Meazza,Fabio Maresca,Relatório da Partida,
5,qua,2019-09-25,21:00 (16:00),SPAL,1.0,1–3,2.2,Lecce,13.292,Stadio Paolo Mazza,Gianluca Rocchi,Relatório da Partida,
5,qua,2019-09-25,21:00 (16:00),Parma,1.7,1–0,0.5,Sassuolo,14.569,Stadio Ennio Tardini,Livio Marinelli,Relatório da Partida,
5,qui,2019-09-26,21:00 (16:00),Torino,1.2,2–1,2.8,Milan,23.997,Stadio Olimpico di Torino,Marco Guida,Relatório da Partida,
,,,,,,,,,,,,,
6,sáb,2019-09-28,15:00 (10:00),Juventus,2.0,2–0,0.2,SPAL,38.995,Allianz Stadium,Marco Piccinini,Relatório da Partida,
6,sáb,2019-09-28,18:00 (13:00),Sampdoria,1.1,1–3,2.2,Inter,23.694,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Relatório da Partida,
6,sáb,2019-09-28,20:45 (15:45),Sassuolo,0.5,1–4,2.3,Atalanta,11.604,Stadio Città del Tricolore,Paolo Valeri,Relatório da Partida,
6,dom,2019-09-29,12:30 (07:30),Napoli,2.0,2–1,1.1,Brescia,45.770,Stadio San Paolo,Gianluca Manganiello,Relatório da Partida,
6,dom,2019-09-29,15:00 (10:00),Udinese,0.7,1–0,1.3,Bologna,21.361,Dacia Arena,Antonio Giua,Relatório da Partida,
6,dom,2019-09-29,15:00 (10:00),Lecce,0.7,0–1,2.1,Roma,26.044,Stadio Comunale Via Del Mare,Rosario Abisso,Relatório da Partida,
6,dom,2019-09-29,15:00 (10:00),Lazio,1.4,4–0,0.9,Genoa,26.000,Stadio Olimpico,Luca Pairetto,Relatório da Partida,
6,dom,2019-09-29,18:00 (13:00),Cagliari,1.8,1–1,1.6,Hellas Verona,15.846,Sardegna Arena,Manuel Volpi,Relatório da Partida,
6,dom,2019-09-29,20:45 (15:45),Milan,0.6,1–3,2.5,Fiorentina,48.367,Stadio Giuseppe Meazza,Piero Giacomelli,Relatório da Partida,
6,seg,2019-09-30,20:45 (15:45),Parma,3.6,3–2,2.2,Torino,15.001,Stadio Ennio Tardini,Federico La Penna,Relatório da Partida,
,,,,,,,,,,,,,
7,sáb,2019-10-05,15:00 (10:00),SPAL,1.2,1–0,0.4,Parma,11.776,Stadio Paolo Mazza,Marco Guida,Relatório da Partida,
7,sáb,2019-10-05,18:00 (13:00),Hellas Verona,0.7,2–0,0.8,Sampdoria,17.787,Stadio Marc'Antonio Bentegodi,Michael Fabbri,Relatório da Partida,
7,sáb,2019-10-05,20:45 (15:45),Genoa,1.6,1–2,1.6,Milan,22.486,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Relatório da Partida,
7,dom,2019-10-06,12:30 (07:30),Fiorentina,1.1,1–0,0.9,Udinese,37.963,Stadio Artemio Franchi,Alessandro Prontera,Relatório da Partida,
7,dom,2019-10-06,15:00 (10:00),Bologna,3.2,2–2,1.8,Lazio,22.052,Stadio Renato Dall'Ara,Daniele Orsato,Relatório da Partida,
7,dom,2019-10-06,15:00 (10:00),Roma,1.7,1–1,1.1,Cagliari,34.385,Stadio Olimpico,Davide Massa,Relatório da Partida,
7,dom,2019-10-06,15:00 (10:00),Atalanta,3.4,3–1,1.3,Lecce,20.771,Stadio Atleti Azzurri d'Italia,Marco Di Bello,Relatório da Partida,
7,dom,2019-10-06,18:00 (13:00),Torino,0.6,0–0,0.9,Napoli,24.343,Stadio Olimpico di Torino,Daniele Doveri,Relatório da Partida,
7,dom,2019-10-06,20:45 (15:45),Inter,1.6,1–2,1.5,Juventus,75.923,Stadio Giuseppe Meazza,Gianluca Rocchi,Relatório da Partida,
,,,,,,,,,,,,,
8,sáb,2019-10-19,15:00 (10:00),Lazio,2.9,3–3,2.6,Atalanta,30.000,Stadio Olimpico,Gianluca Rocchi,Relatório da Partida,
8,sáb,2019-10-19,18:00 (13:00),Napoli,2.4,2–0,1.7,Hellas Verona,38.686,Stadio San Paolo,Marco Piccinini,Relatório da Partida,
8,sáb,2019-10-19,20:45 (15:45),Juventus,2.0,2–1,0.9,Bologna,40.461,Allianz Stadium,Massimiliano Irrati,Relatório da Partida,
8,dom,2019-10-20,12:30 (07:30),Sassuolo,0.7,3–4,2.6,Inter,17.935,Stadio Città del Tricolore,Piero Giacomelli,Relatório da Partida,
8,dom,2019-10-20,15:00 (10:00),Udinese,1.7,1–0,0.6,Torino,24.049,Dacia Arena,Rosario Abisso,Relatório da Partida,
8,dom,2019-10-20,15:00 (10:00),Cagliari,1.0,2–0,0.7,SPAL,15.713,Sardegna Arena,Daniele Chiffi,Relatório da Partida,
8,dom,2019-10-20,15:00 (10:00),Sampdoria,0.6,0–0,0.5,Roma,20.211,Stadio Comunale Luigi Ferraris,Fabio Maresca,Relatório da Partida,
8,dom,2019-10-20,18:00 (13:00),Parma,2.2,5–1,1.5,Genoa,15.299,Stadio Ennio Tardini,Paolo Valeri,Relatório da Partida,
8,dom,2019-10-20,20:45 (15:45),Milan,1.8,2–2,1.4,Lecce,48.703,Stadio Giuseppe Meazza,Fabrizio Pasqua,Relatório da Partida,
8,seg,2019-10-21,21:00 (16:00),Brescia,0.5,0–0,0.8,Fiorentina,16.000,Stadio Mario Rigamonti,Giampaolo Calvarese,Relatório da Partida,
,,,,,,,,,,,,,
9,sex,2019-10-25,20:45 (15:45),Hellas Verona,1.3,0–1,1.4,Sassuolo,11.453,Stadio Marc'Antonio Bentegodi,Luca Pairetto,Relatório da Partida,
9,sáb,2019-10-26,15:00 (10:00),Lecce,1.1,1–1,3.6,Juventus,26.591,Stadio Comunale Via Del Mare,Paolo Valeri,Relatório da Partida,
9,sáb,2019-10-26,18:00 (13:00),Inter,2.5,2–2,1.0,Parma,67.076,Stadio Giuseppe Meazza,Daniele Chiffi,Relatório da Partida,
9,sáb,2019-10-26,20:45 (15:45),Genoa,1.1,3–1,1.2,Brescia,20.949,Stadio Comunale Luigi Ferraris,Rosario Abisso,Relatório da Partida,
9,dom,2019-10-27,12:30 (08:30),Bologna,1.9,2–1,0.6,Sampdoria,24.099,Stadio Renato Dall'Ara,Daniele Doveri,Relatório da Partida,
9,dom,2019-10-27,15:00 (11:00),SPAL,0.7,1–1,0.8,Napoli,14.726,Stadio Paolo Mazza,Federico La Penna,Relatório da Partida,
9,dom,2019-10-27,15:00 (11:00),Atalanta,5.4,7–1,0.4,Udinese,18.677,Stadio Atleti Azzurri d'Italia,Fabio Maresca,Relatório da Partida,
9,dom,2019-10-27,15:00 (11:00),Torino,1.2,1–1,0.5,Cagliari,21.213,Stadio Olimpico di Torino,Michael Fabbri,Relatório da Partida,
9,dom,2019-10-27,18:00 (14:00),Roma,1.1,2–1,0.6,Milan,44.333,Stadio Olimpico,Daniele Orsato,Relatório da Partida,
9,dom,2019-10-27,20:45 (16:45),Fiorentina,0.6,1–2,2.1,Lazio,33.281,Stadio Artemio Franchi,Marco Guida,Relatório da Partida,
,,,,,,,,,,,,,
10,ter,2019-10-29,19:00 (15:00),Parma,1.4,0–1,0.3,Hellas Verona,14.638,Stadio Ennio Tardini,Gianluca Manganiello,Relatório da Partida,
10,ter,2019-10-29,21:00 (17:00),Brescia,1.8,1–2,0.8,Inter,16.500,Stadio Mario Rigamonti,Michael Fabbri,Relatório da Partida,
10,qua,2019-10-30,19:00 (15:00),Napoli,2.7,2–2,1.8,Atalanta,30.061,Stadio San Paolo,Piero Giacomelli,Relatório da Partida,
10,qua,2019-10-30,21:00 (17:00),Juventus,2.7,2–1,0.4,Genoa,38.732,Allianz Stadium,Antonio Giua,Relatório da Partida,
10,qua,2019-10-30,21:00 (17:00),Lazio,2.1,4–0,0.8,Torino,25.000,Stadio Olimpico,Daniele Orsato,Relatório da Partida,
10,qua,2019-10-30,21:00 (17:00),Sassuolo,0.8,1–2,1.0,Fiorentina,11.863,Stadio Città del Tricolore,Maurizio Mariani,Relatório da Partida,
10,qua,2019-10-30,21:00 (17:00),Udinese,0.7,0–4,3.2,Roma,23.854,Dacia Arena,Massimiliano Irrati,Relatório da Partida,
10,qua,2019-10-30,21:00 (17:00),Sampdoria,1.6,1–1,1.0,Lecce,18.685,Stadio Comunale Luigi Ferraris,Davide Massa,Relatório da Partida,
10,qua,2019-10-30,21:00 (17:00),Cagliari,1.2,3–2,1.1,Bologna,16.076,Sardegna Arena,Juan Sacchi,Relatório da Partida,
10,qui,2019-10-31,21:00 (17:00),Milan,2.0,1–0,0.5,SPAL,46.475,Stadio Giuseppe Meazza,Marco Piccinini,Relatório da Partida,
,,,,,,,,,,,,,
11,sáb,2019-11-02,15:00 (11:00),Roma,2.2,2–1,1.7,Napoli,34.502,Stadio Olimpico,Gianluca Rocchi,Relatório da Partida,
11,sáb,2019-11-02,18:00 (14:00),Bologna,0.5,1–2,2.3,Inter,28.498,Stadio Renato Dall'Ara,Federico La Penna,Relatório da Partida,
11,sáb,2019-11-02,20:45 (16:45),Torino,0.4,0–1,1.2,Juventus,26.664,Stadio Olimpico di Torino,Daniele Doveri,Relatório da Partida,
11,dom,2019-11-03,12:30 (08:30),Atalanta,1.2,0–2,0.9,Cagliari,18.617,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Relatório da Partida,
11,dom,2019-11-03,15:00 (11:00),Hellas Verona,0.9,2–1,0.9,Brescia,16.525,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Relatório da Partida,
11,dom,2019-11-03,15:00 (11:00),Genoa,1.2,1–3,1.4,Udinese,20.030,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Relatório da Partida,
11,dom,2019-11-03,15:00 (11:00),Lecce,0.4,2–2,2.2,Sassuolo,22.087,Stadio Comunale Via Del Mare,Riccardo Ros,Relatório da Partida,
11,dom,2019-11-03,18:00 (14:00),Fiorentina,1.4,1–1,0.7,Parma,32.479,Stadio Artemio Franchi,Luca Pairetto,Relatório da Partida,
11,dom,2019-11-03,20:45 (16:45),Milan,0.8,1–2,1.0,Lazio,41.000,Stadio Giuseppe Meazza,Giampaolo Calvarese,Relatório da Partida,
11,seg,2019-11-04,20:45 (16:45),SPAL,0.6,0–1,0.8,Sampdoria,11.617,Stadio Paolo Mazza,Daniele Chiffi,Relatório da Partida,
,,,,,,,,,,,,,
12,sex,2019-11-08,20:45 (16:45),Sassuolo,2.2,3–1,0.6,Bologna,13.184,Stadio Città del Tricolore,Marco Piccinini,Relatório da Partida,
12,sáb,2019-11-09,15:00 (11:00),Brescia,0.6,0–4,3.3,Torino,13.500,Stadio Mario Rigamonti,Marco Guida,Relatório da Partida,
12,sáb,2019-11-09,18:00 (14:00),Inter,2.4,2–1,1.3,Hellas Verona,66.202,Stadio Giuseppe Meazza,Paolo Valeri,Relatório da Partida,
12,sáb,2019-11-09,20:45 (16:45),Napoli,1.3,0–0,1.2,Genoa,22.947,Stadio San Paolo,Giampaolo Calvarese,Relatório da Partida,
12,dom,2019-11-10,12:30 (08:30),Cagliari,2.8,5–2,1.0,Fiorentina,16.316,Sardegna Arena,Federico La Penna,Relatório da Partida,
12,dom,2019-11-10,15:00 (11:00),Udinese,1.7,0–0,2.1,SPAL,21.621,Dacia Arena,Davide Massa,Relatório da Partida,
12,dom,2019-11-10,15:00 (11:00),Sampdoria,1.1,0–0,0.6,Atalanta,19.799,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Relatório da Partida,
12,dom,2019-11-10,15:00 (11:00),Lazio,3.8,4–2,2.5,Lecce,35.000,Stadio Olimpico,Gianluca Manganiello,Relatório da Partida,
12,dom,2019-11-10,18:00 (14:00),Parma,0.9,2–0,0.8,Roma,18.532,Stadio Ennio Tardini,Michael Fabbri,Relatório da Partida,
12,dom,2019-11-10,20:45 (16:45),Juventus,1.0,1–0,0.8,Milan,40.478,Allianz Stadium,Fabio Maresca,Relatório da Partida,
,,,,,,,,,,,,,
13,sáb,2019-11-23,15:00 (11:00),Atalanta,2.7,1–3,1.2,Juventus,20.899,Stadio Atleti Azzurri d'Italia,Gianluca Rocchi,Relatório da Partida,
13,sáb,2019-11-23,18:00 (14:00),Milan,0.9,1–1,1.2,Napoli,61.658,Stadio Giuseppe Meazza,Daniele Orsato,Relatório da Partida,
13,sáb,2019-11-23,20:45 (16:45),Torino,0.6,0–3,1.4,Inter,26.059,Stadio Olimpico di Torino,Fabio Maresca,Relatório da Partida,
13,dom,2019-11-24,12:30 (08:30),Bologna,0.9,2–2,1.3,Parma,21.419,Stadio Renato Dall'Ara,Rosario Abisso,Relatório da Partida,
13,dom,2019-11-24,15:00 (11:00),Hellas Verona,1.4,1–0,0.8,Fiorentina,22.581,Stadio Marc'Antonio Bentegodi,Antonio Giua,Relatório da Partida,
13,dom,2019-11-24,15:00 (11:00),Sassuolo,1.0,1–2,0.9,Lazio,10.000,Stadio Città del Tricolore,Daniele Chiffi,Relatório da Partida,
13,dom,2019-11-24,15:00 (11:00),Roma,2.2,3–0,0.4,Brescia,33.695,Stadio Olimpico,Marco Di Bello,Relatório da Partida,
13,dom,2019-11-24,18:00 (14:00),Sampdoria,2.2,2–1,0.3,Udinese,17.031,Stadio Comunale Luigi Ferraris,Luca Pairetto,Relatório da Partida,
13,seg,2019-11-25,15:00 (11:00),Lecce,3.4,2–2,1.0,Cagliari,21.435,Stadio Comunale Via Del Mare,Maurizio Mariani,Relatório da Partida,
13,seg,2019-11-25,20:45 (16:45),SPAL,2.5,1–1,1.5,Genoa,12.423,Stadio Paolo Mazza,Piero Giacomelli,Relatório da Partida,
,,,,,,,,,,,,,
14,sáb,2019-11-30,15:00 (11:00),Brescia,1.2,0–3,2.7,Atalanta,14.000,Stadio Mario Rigamonti,Daniele Doveri,Relatório da Partida,
14,sáb,2019-11-30,18:00 (14:00),Genoa,1.0,0–1,1.4,Torino,20.000,Stadio Comunale Luigi Ferraris,Davide Massa,Relatório da Partida,
14,sáb,2019-11-30,20:45 (16:45),Fiorentina,1.5,0–1,1.1,Lecce,33.912,Stadio Artemio Franchi,Marco Piccinini,Relatório da Partida,
14,dom,2019-12-01,12:30 (08:30),Juventus,4.6,2–2,0.7,Sassuolo,40.597,Allianz Stadium,Federico La Penna,Relatório da Partida,
14,dom,2019-12-01,15:00 (11:00),Lazio,2.9,3–0,0.7,Udinese,20.000,Stadio Olimpico,Marco Di Bello,Relatório da Partida,
14,dom,2019-12-01,15:00 (11:00),Parma,0.3,0–1,1.8,Milan,18.431,Stadio Ennio Tardini,Paolo Valeri,Relatório da Partida,
14,dom,2019-12-01,15:00 (11:00),Inter,1.9,2–1,1.2,SPAL,61.221,Stadio Giuseppe Meazza,Massimiliano Irrati,Relatório da Partida,
14,dom,2019-12-01,18:00 (14:00),Napoli,2.1,1–2,1.2,Bologna,26.012,Stadio San Paolo,Fabrizio Pasqua,Relatório da Partida,
14,dom,2019-12-01,20:45 (16:45),Hellas Verona,1.0,1–3,1.6,Roma,17.405,Stadio Marc'Antonio Bentegodi,Marco Guida,Relatório da Partida,
14,seg,2019-12-02,20:45 (16:45),Cagliari,0.8,4–3,1.3,Sampdoria,15.658,Sardegna Arena,Gianluca Aureliano,Relatório da Partida,
,,,,,,,,,,,,,
15,sex,2019-12-06,20:45 (16:45),Inter,1.5,0–0,0.2,Roma,67.008,Stadio Giuseppe Meazza,Giampaolo Calvarese,Relatório da Partida,
15,sáb,2019-12-07,15:00 (11:00),Atalanta,2.4,3–2,0.9,Hellas Verona,19.335,Stadio Atleti Azzurri d'Italia,Paolo Valeri,Relatório da Partida,
15,sáb,2019-12-07,18:00 (14:00),Udinese,0.5,1–1,1.1,Napoli,20.405,Dacia Arena,Maurizio Mariani,Relatório da Partida,
15,sáb,2019-12-07,20:45 (16:45),Lazio,3.0,3–1,1.6,Juventus,65.000,Stadio Olimpico,Michael Fabbri,Relatório da Partida,
15,dom,2019-12-08,12:30 (08:30),Lecce,1.1,2–2,2.2,Genoa,21.740,Stadio Comunale Via Del Mare,Gianluca Rocchi,Relatório da Partida,
15,dom,2019-12-08,15:00 (11:00),SPAL,2.2,0–1,1.9,Brescia,12.442,Stadio Paolo Mazza,Daniele Orsato,Relatório da Partida,
15,dom,2019-12-08,15:00 (11:00),Sassuolo,1.8,2–2,0.5,Cagliari,12.666,Stadio Città del Tricolore,Luca Pairetto,Relatório da Partida,
15,dom,2019-12-08,15:00 (11:00),Torino,0.9,2–1,1.9,Fiorentina,19.955,Stadio Olimpico di Torino,Piero Giacomelli,Relatório da Partida,
15,dom,2019-12-08,18:00 (14:00),Sampdoria,2.0,0–1,0.6,Parma,19.516,Stadio Comunale Luigi Ferraris,Rosario Abisso,Relatório da Partida,
15,dom,2019-12-08,20:45 (16:45),Bologna,1.4,2–3,2.3,Milan,23.707,Stadio Renato Dall'Ara,Daniele Chiffi,Relatório da Partida,
,,,,,,,,,,,,,
16,sáb,2019-12-14,15:00 (11:00),Brescia,3.6,3–0,1.3,Lecce,13.131,Stadio Mario Rigamonti,Massimiliano Irrati,Relatório da Partida,
16,sáb,2019-12-14,18:30 (14:30),Napoli,2.2,1–2,1.2,Parma,25.000,Stadio San Paolo,Marco Di Bello,Relatório da Partida,
16,sáb,2019-12-14,20:45 (16:45),Genoa,1.0,0–1,0.3,Sampdoria,30.658,Stadio Comunale Luigi Ferraris,Daniele Doveri,Relatório da Partida,
16,dom,2019-12-15,12:30 (08:30),Hellas Verona,2.4,3–3,1.6,Torino,14.612,Stadio Marc'Antonio Bentegodi,Federico La Penna,Relatório da Partida,
16,dom,2019-12-15,15:00 (11:00),Bologna,1.3,2–1,2.4,Atalanta,21.277,Stadio Renato Dall'Ara,Davide Massa,Relatório da Partida,
16,dom,2019-12-15,15:00 (11:00),Milan,2.2,0–0,1.0,Sassuolo,58.005,Stadio Giuseppe Meazza,Gianluca Manganiello,Relatório da Partida,
16,dom,2019-12-15,15:00 (11:00),Juventus,1.6,3–1,1.4,Udinese,39.127,Allianz Stadium,Fabrizio Pasqua,Relatório da Partida,
16,dom,2019-12-15,18:00 (14:00),Roma,3.3,3–1,1.1,SPAL,34.761,Stadio Olimpico,Antonio Giua,Relatório da Partida,
16,dom,2019-12-15,20:45 (16:45),Fiorentina,0.7,1–1,0.8,Inter,37.537,Stadio Artemio Franchi,Maurizio Mariani,Relatório da Partida,
16,seg,2019-12-16,20:45 (16:45),Cagliari,1.5,1–2,2.0,Lazio,16.299,Sardegna Arena,Fabio Maresca,Relatório da Partida,
,,,,,,,,,,,,,
17,qua,2019-12-18,18:55 (14:55),Sampdoria,0.7,1–2,0.9,Juventus,23.136,Stadio Comunale Luigi Ferraris,Gianluca Rocchi,Relatório da Partida,
,,,,,,,,,,,,,
7,qua,2019-12-18,20:45 (16:45),Brescia,1.5,0–2,0.6,Sassuolo,14.574,Stadio Mario Rigamonti,Marco Di Bello,Relatório da Partida,
,,,,,,,,,,,,,
17,sex,2019-12-20,20:45 (16:45),Fiorentina,1.6,1–4,1.7,Roma,3.305,Stadio Artemio Franchi,Daniele Orsato,Relatório da Partida,
17,sáb,2019-12-21,15:00 (11:00),Udinese,2.0,2–1,0.7,Cagliari,19.822,Dacia Arena,Marco Piccinini,Relatório da Partida,
17,sáb,2019-12-21,18:00 (14:00),Inter,2.5,4–0,0.7,Genoa,57.490,Stadio Giuseppe Meazza,Luca Pairetto,Relatório da Partida,
17,sáb,2019-12-21,20:45 (16:45),Torino,1.4,1–2,1.0,SPAL,18.553,Stadio Olimpico di Torino,Michael Fabbri,Relatório da Partida,
17,dom,2019-12-22,12:30 (08:30),Atalanta,2.1,5–0,0.4,Milan,20.940,Stadio Atleti Azzurri d'Italia,Federico La Penna,Relatório da Partida,
17,dom,2019-12-22,15:00 (11:00),Lecce,1.3,2–3,4.1,Bologna,24.178,Stadio Comunale Via Del Mare,Rosario Abisso,Relatório da Partida,
17,dom,2019-12-22,15:00 (11:00),Parma,0.9,1–1,2.0,Brescia,16.686,Stadio Ennio Tardini,Francesco Fourneau,Relatório da Partida,
