Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2020-09-19,18:00 (13:00),Fiorentina,1.9,1–0,0.7,Torino,,Stadio Artemio Franchi,Rosario Abisso,Relatório da Partida,
1,sáb,2020-09-19,20:45 (15:45),Hellas Verona,0.6,3–0,2.0,Roma,,Stadio Marc'Antonio Bentegodi,Daniele Chiffi,Relatório da Partida,Partida concedida a Hellas Verona
1,dom,2020-09-20,12:30 (07:30),Parma,0.3,0–2,1.6,Napoli,1.000,Stadio Ennio Tardini,Maurizio Mariani,Relatório da Partida,
1,dom,2020-09-20,15:00 (10:00),Genoa,2.3,4–1,1.6,Crotone,,Stadio Comunale Luigi Ferraris,Giovanni Ayroldi,Relatório da Partida,
1,dom,2020-09-20,18:00 (13:00),Sassuolo,2.1,1–1,0.9,Cagliari,850,Stadio Città del Tricolore,Livio Marinelli,Relatório da Partida,
1,dom,2020-09-20,20:45 (15:45),Juventus,2.0,3–0,0.8,Sampdoria,1.000,Allianz Stadium,Marco Piccinini,Relatório da Partida,
1,seg,2020-09-21,20:45 (15:45),Milan,2.6,2–0,1.1,Bologna,1.000,Stadio Giuseppe Meazza,Federico La Penna,Relatório da Partida,
,,,,,,,,,,,,,
2,sáb,2020-09-26,15:00 (10:00),Torino,0.6,2–4,2.1,Atalanta,1.000,Stadio Olimpico di Torino,Massimiliano Irrati,Relatório da Partida,
2,sáb,2020-09-26,18:00 (13:00),Sampdoria,1.0,2–3,1.1,Benevento,1.000,Stadio Comunale Luigi Ferraris,Federico Dionisi,Relatório da Partida,
2,sáb,2020-09-26,18:00 (13:00),Cagliari,1.2,0–2,2.3,Lazio,1.000,Sardegna Arena,Davide Massa,Relatório da Partida,
2,sáb,2020-09-26,20:45 (15:45),Inter,2.3,4–3,2.4,Fiorentina,1.000,Stadio Giuseppe Meazza,Giampaolo Calvarese,Relatório da Partida,
2,dom,2020-09-27,12:30 (07:30),Spezia,1.4,1–4,2.1,Sassuolo,1.000,Stadio Dino Manuzzi,Davide Ghersini,Relatório da Partida,
2,dom,2020-09-27,15:00 (10:00),Hellas Verona,0.9,1–0,2.2,Udinese,1.000,Stadio Marc'Antonio Bentegodi,Manuel Volpi,Relatório da Partida,
2,dom,2020-09-27,18:00 (13:00),Crotone,0.2,0–2,2.4,Milan,,Stadio Ezio Scida,Luca Pairetto,Relatório da Partida,
2,dom,2020-09-27,18:00 (13:00),Napoli,2.9,6–0,0.7,Genoa,1.000,Stadio San Paolo,Juan Sacchi,Relatório da Partida,
2,dom,2020-09-27,20:45 (15:45),Roma,2.8,2–2,1.9,Juventus,1.000,Stadio Olimpico,Marco Di Bello,Relatório da Partida,
