Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2015-08-22,18:00 (13:00),Hellas Verona,1–1,Roma,22.075,Stadio Marc'Antonio Bentegodi,Marco Guida,Relatório da Partida,
1,sáb,2015-08-22,20:45 (15:45),Lazio,2–1,Bologna,19.464,Stadio Olimpico,Gianluca Rocchi,Relatório da Partida,
1,dom,2015-08-23,18:00 (13:00),Juventus,0–1,Udinese,38.433,Allianz Stadium,Paolo Mazzoleni,Relatório da Partida,
1,dom,2015-08-23,20:45 (15:45),Sampdoria,5–2,Carpi,21.835,Stadio Comunale Luigi Ferraris,Michael Fabbri,Relatório da Partida,
1,dom,2015-08-23,20:45 (15:45),Fiorentina,2–0,Milan,33.904,Stadio Artemio Franchi,Paolo Valeri,Relatório da Partida,
1,dom,2015-08-23,20:45 (15:45),Inter,1–0,Atalanta,37.042,Stadio Giuseppe Meazza,Giampaolo Calvarese,Relatório da Partida,
1,dom,2015-08-23,20:45 (15:45),Palermo,1–0,Genoa,22.608,Stadio Renzo Barbera,Massimiliano Irrati,Relatório da Partida,
1,dom,2015-08-23,20:45 (15:45),Frosinone,1–2,Torino,9.000,Stadio Comunale Matusa,Luca Banti,Relatório da Partida,
1,dom,2015-08-23,20:45 (15:45),Sassuolo,2–1,Napoli,13.755,Stadio Città del Tricolore,Daniele Doveri,Relatório da Partida,
1,dom,2015-08-23,20:45 (15:45),Empoli,1–3,Chievo,7.309,Stadio Carlo Castellani,Maurizio Mariani,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2015-08-29,18:00 (13:00),Bologna,0–1,Sassuolo,15.732,Stadio Renato Dall'Ara,Carmine Russo,Relatório da Partida,
2,sáb,2015-08-29,20:45 (15:45),Milan,2–1,Empoli,34.382,Stadio Giuseppe Meazza,Piero Giacomelli,Relatório da Partida,
2,dom,2015-08-30,18:00 (13:00),Roma,2–1,Juventus,56.040,Stadio Olimpico,Nicola Rizzoli,Relatório da Partida,
2,dom,2015-08-30,20:45 (15:45),Udinese,0–1,Palermo,13.200,Dacia Arena,Antonio Damato,Relatório da Partida,
2,dom,2015-08-30,20:45 (15:45),Atalanta,2–0,Frosinone,14.546,Stadio Atleti Azzurri d'Italia,Domenico Celi,Relatório da Partida,
2,dom,2015-08-30,20:45 (15:45),Torino,3–1,Fiorentina,28.482,Stadio Olimpico di Torino,Paolo Tagliavento,Relatório da Partida,
2,dom,2015-08-30,20:45 (15:45),Chievo,4–0,Lazio,10.000,Stadio Marc'Antonio Bentegodi,Marco Di Bello,Relatório da Partida,
2,dom,2015-08-30,20:45 (15:45),Genoa,2–0,Hellas Verona,19.462,Stadio Comunale Luigi Ferraris,Daniele Orsato,Relatório da Partida,
2,dom,2015-08-30,20:45 (15:45),Napoli,2–2,Sampdoria,25.128,Stadio San Paolo,Andrea Gervasoni,Relatório da Partida,
2,dom,2015-08-30,20:45 (15:45),Carpi,1–2,Inter,10.591,Stadio Sandro Cabassi,Davide Massa,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2015-09-12,18:00 (13:00),Frosinone,0–2,Roma,9.000,Stadio Comunale Matusa,Andrea Gervasoni,Relatório da Partida,
3,sáb,2015-09-12,18:00 (13:00),Fiorentina,1–0,Genoa,30.048,Stadio Artemio Franchi,Daniele Doveri,Relatório da Partida,
3,sáb,2015-09-12,20:45 (15:45),Juventus,1–1,Chievo,29.250,Allianz Stadium,Marco Guida,Relatório da Partida,
3,dom,2015-09-13,12:30 (07:30),Hellas Verona,2–2,Torino,17.868,Stadio Marc'Antonio Bentegodi,Massimiliano Irrati,Relatório da Partida,
3,dom,2015-09-13,15:00 (10:00),Sassuolo,2–2,Atalanta,8.644,Stadio Città del Tricolore,Maurizio Mariani,Relatório da Partida,
3,dom,2015-09-13,15:00 (10:00),Empoli,2–2,Napoli,9.632,Stadio Carlo Castellani,Luca Banti,Relatório da Partida,
3,dom,2015-09-13,15:00 (10:00),Palermo,2–2,Carpi,20.250,Stadio Renzo Barbera,Claudio Gavillucci,Relatório da Partida,
3,dom,2015-09-13,18:00 (13:00),Lazio,2–0,Udinese,25.000,Stadio Olimpico,Giampaolo Calvarese,Relatório da Partida,
3,dom,2015-09-13,20:45 (15:45),Inter,1–0,Milan,79.154,Stadio Giuseppe Meazza,Gianluca Rocchi,Relatório da Partida,
