Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
2,sáb,2002-09-14,,Bologna,2–1,Roma,,,Roberto Rosetti,Relatório da Partida,
2,sáb,2002-09-14,,Como,0–2,Empoli,,,Pierluigi Collina,Relatório da Partida,
2,sáb,2002-09-14,,Modena,0–3,Milan,,,Massimo De Santis,Relatório da Partida,
2,sáb,2002-09-14,,Inter,1–0,Torino,,,Paolo Bertini,Relatório da Partida,
2,dom,2002-09-15,,Udinese,1–1,Parma,,,Paolo Dondarini,Relatório da Partida,
2,dom,2002-09-15,,Perugia,2–0,Reggina,,,Matteo Trefoloni,Relatório da Partida,
2,dom,2002-09-15,,Juventus,3–0,Atalanta,,,Gianluca Paparesta,Relatório da Partida,
2,dom,2002-09-15,,Brescia,1–2,Piacenza,,,Nicola Ayroldi,Relatório da Partida,
2,dom,2002-09-15,,Lazio,2–3,Chievo,,,Domenico Messina,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2002-09-21,,Empoli,0–2,Juventus,,,Salvatore Racalbuto,Relatório da Partida,
3,sáb,2002-09-21,,Milan,3–0,Perugia,,,Max Saccani,Relatório da Partida,
3,dom,2002-09-22,,Parma,2–0,Como,,,Fiorenzo Treossi,Relatório da Partida,
3,dom,2002-09-22,,Atalanta,2–2,Bologna,,,Alfredo Trentalange,Relatório da Partida,
3,dom,2002-09-22,,Reggina,1–2,Inter,,,Pasquale Rodomonti,Relatório da Partida,
3,dom,2002-09-22,,Torino,0–1,Lazio,,,Cosimo Bolognino,Relatório da Partida,
3,dom,2002-09-22,,Piacenza,2–0,Udinese,,,Emilio Pellegrino,Relatório da Partida,
3,dom,2002-09-22,,Roma,1–2,Modena,,,Stefano Farina,Relatório da Partida,
3,dom,2002-09-22,,Chievo,1–2,Brescia,,,Daniele Tombolini,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2002-09-28,,Juventus,2–2,Parma,,,Stefano Cassarà,Relatório da Partida,
4,sáb,2002-09-28,,Lazio,1–1,Milan,,,Roberto Rosetti,Relatório da Partida,
4,dom,2002-09-29,,Como,1–1,Reggina,,,Cosimo Bolognino,Relatório da Partida,
4,dom,2002-09-29,,Inter,2–1,Chievo,,,Salvatore Racalbuto,Relatório da Partida,
4,dom,2002-09-29,,Modena,2–1,Torino,,,Nicola Rizzoli,Relatório da Partida,
4,dom,2002-09-29,,Brescia,2–3,Roma,,,Paolo Dondarini,Relatório da Partida,
