Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
2,dom,2018-08-26,18:15 (13:15),Espanyol,1.3,2–0,1.9,Valencia,18.714,RCDE Stadium,Carlos del Cerro,Relatório da Partida,
2,dom,2018-08-26,22:15 (17:15),Girona,0.4,1–4,3.9,Real Madrid,13.889,Estadi Municipal de Montilivi,Juan Martínez,Relatório da Partida,
2,dom,2018-08-26,22:15 (17:15),Sevilla,1.9,0–0,1.0,Villarreal,35.831,Estadio Ramón Sánchez Pizjuán,Alberto Undiano,Relatório da Partida,
2,seg,2018-08-27,20:15 (15:15),Levante,1.9,1–2,2.5,Celta Vigo,21.122,Estadio Ciudad de Valencia,Alejandro Hernández,Relatório da Partida,
2,seg,2018-08-27,22:00 (17:00),Athletic Club,0.6,2–2,0.3,Huesca,36.818,San Mamés,Alberola Rojas,Relatório da Partida,
,,,,,,,,,,,,,
3,sex,2018-08-31,20:00 (15:00),Getafe,1.2,0–0,0.9,Valladolid,9.817,Coliseum Alfonso Pérez,Adrián Cordero,Relatório da Partida,
3,sex,2018-08-31,22:00 (17:00),Villarreal,1.1,0–1,1.0,Girona,15.740,Estadio de la Cerámica,Eduardo Prieto,Relatório da Partida,
3,sex,2018-08-31,22:00 (17:00),Eibar,1.0,2–1,1.3,Real Sociedad,6.144,Estadio Municipal de Ipurúa,José Sánchez,Relatório da Partida,
3,sáb,2018-09-01,18:30 (13:30),Celta Vigo,0.5,2–0,0.4,Atlético Madrid,19.013,Estadio de Balaídos,Antonio Matéu Lahoz,Relatório da Partida,
3,sáb,2018-09-01,20:45 (15:45),Real Madrid,2.5,4–1,1.1,Leganés,59.255,Estadio Santiago Bernabéu,Santiago Jaime,Relatório da Partida,
3,dom,2018-09-02,12:00 (07:00),Levante,1.6,2–2,4.1,Valencia,24.073,Estadio Ciudad de Valencia,Javier Estrada,Relatório da Partida,
3,dom,2018-09-02,16:15 (11:15),Alavés,1.4,2–1,1.2,Espanyol,18.052,Estadio de Mendizorroza,Ignacio Iglesias,Relatório da Partida,
3,dom,2018-09-02,18:30 (13:30),Barcelona,5.3,8–2,1.7,Huesca,72.892,Camp Nou,Mario Melero,Relatório da Partida,
3,dom,2018-09-02,20:45 (15:45),Betis,0.9,1–0,0.6,Sevilla,53.451,Estadio Benito Villamarín,Jesús Gil,Relatório da Partida,
,,,,,,,,,,,,,
4,sex,2018-09-14,21:00 (16:00),Huesca,1.7,0–1,1.2,Rayo Vallecano,6.498,Estadio El Alcoraz,David Medié,Relatório da Partida,
4,sáb,2018-09-15,13:00 (08:00),Atlético Madrid,2.3,1–1,1.3,Eibar,55.674,Estadio Wanda Metropolitano,Juan Martínez,Relatório da Partida,
4,sáb,2018-09-15,16:15 (11:15),Real Sociedad,1.4,1–2,1.4,Barcelona,26.756,Estadio Municipal de Anoeta,Carlos del Cerro,Relatório da Partida,
4,sáb,2018-09-15,18:30 (13:30),Valencia,1.0,0–0,1.0,Betis,40.050,Estadio de Mestalla,Alejandro Hernández,Relatório da Partida,
4,sáb,2018-09-15,20:45 (15:45),Athletic Club,1.4,1–1,1.8,Real Madrid,46.413,Estadio San Mamés,José González,Relatório da Partida,
4,dom,2018-09-16,12:00 (07:00),Leganés,1.4,0–1,0.5,Villarreal,10.432,Estadio Municipal de Butarque,Pablo González,Relatório da Partida,
4,dom,2018-09-16,16:15 (11:15),Espanyol,1.6,1–0,0.8,Levante,18.627,RCDE Stadium,Alberto Undiano,Relatório da Partida,
4,dom,2018-09-16,18:30 (13:30),Valladolid,1.1,0–1,0.8,Alavés,18.873,Estadio Municipal José Zorrilla,José Luis Munuera,Relatório da Partida,
4,dom,2018-09-16,20:45 (15:45),Sevilla,1.2,0–2,1.9,Getafe,36.943,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Relatório da Partida,
4,seg,2018-09-17,21:00 (16:00),Girona,1.7,3–2,1.0,Celta Vigo,9.849,Estadi Municipal de Montilivi,Alberola Rojas,Relatório da Partida,
,,,,,,,,,,,,,
5,sex,2018-09-21,21:00 (16:00),Huesca,0.6,0–1,0.2,Real Sociedad,6.948,Estadio El Alcoraz,Ignacio Iglesias,Relatório da Partida,
5,sáb,2018-09-22,13:00 (08:00),Rayo Vallecano,1.5,1–5,1.3,Alavés,12.011,Estadio del Rayo Vallecano,Adrián Cordero,Relatório da Partida,
5,sáb,2018-09-22,16:15 (11:15),Eibar,1.3,1–0,0.3,Leganés,4.456,Estadio Municipal de Ipurúa,Mario Melero,Relatório da Partida,
5,sáb,2018-09-22,16:15 (11:15),Celta Vigo,1.9,3–3,2.1,Valladolid,16.552,Estadio de Balaídos,Eduardo Prieto,Relatório da Partida,
5,sáb,2018-09-22,18:30 (13:30),Getafe,0.6,0–2,1.1,Atlético Madrid,12.756,Coliseum Alfonso Pérez,José Sánchez,Relatório da Partida,
5,sáb,2018-09-22,20:45 (15:45),Real Madrid,1.0,1–0,0.4,Espanyol,67.658,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Relatório da Partida,
5,dom,2018-09-23,12:00 (07:00),Levante,2.3,2–6,3.2,Sevilla,21.520,Estadio Ciudad de Valencia,Guillermo Cuadra,Relatório da Partida,
5,dom,2018-09-23,16:15 (11:15),Villarreal,0.7,0–0,0.4,Valencia,18.373,Estadio de la Cerámica,Santiago Jaime,Relatório da Partida,
5,dom,2018-09-23,20:00 (15:00),Betis,1.1,2–2,0.6,Athletic Club,51.093,Estadio Benito Villamarín,Javier Estrada,Relatório da Partida,
5,dom,2018-09-23,20:45 (15:45),Barcelona,1.4,2–2,1.5,Girona,76.055,Camp Nou,Jesús Gil,Relatório da Partida,
,,,,,,,,,,,,,
6,ter,2018-09-25,20:00 (15:00),Espanyol,0.9,1–0,0.3,Eibar,13.547,RCDE Stadium,José Luis Munuera,Relatório da Partida,
6,ter,2018-09-25,21:00 (16:00),Real Sociedad,1.6,2–2,2.1,Rayo Vallecano,21.510,Estadio Municipal de Anoeta,Juan Martínez,Relatório da Partida,
6,ter,2018-09-25,22:00 (17:00),Atlético Madrid,0.9,3–0,0.9,Huesca,47.023,Estadio Wanda Metropolitano,Pablo González,Relatório da Partida,
6,qua,2018-09-26,20:00 (15:00),Leganés,1.1,2–1,0.4,Barcelona,12.231,Estadio Municipal de Butarque,Alberto Undiano,Relatório da Partida,
6,qua,2018-09-26,20:00 (15:00),Athletic Club,0.8,0–3,2.5,Villarreal,39.672,Estadio San Mamés,Carlos del Cerro,Relatório da Partida,
6,qua,2018-09-26,22:00 (17:00),Sevilla,2.4,3–0,1.5,Real Madrid,40.972,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,Relatório da Partida,
6,qua,2018-09-26,22:00 (17:00),Valencia,1.1,1–1,0.4,Celta Vigo,35.945,Estadio de Mestalla,Ricardo de Burgos,Relatório da Partida,
6,qui,2018-09-27,20:00 (15:00),Alavés,1.7,1–1,1.1,Getafe,18.373,Estadio de Mendizorroza,Eduardo Prieto,Relatório da Partida,
6,qui,2018-09-27,20:00 (15:00),Valladolid,1.0,2–1,0.8,Levante,16.440,Estadio Municipal José Zorrilla,David Medié,Relatório da Partida,
6,qui,2018-09-27,22:00 (17:00),Girona,0.8,0–1,1.6,Betis,11.358,Estadi Municipal de Montilivi,José González,Relatório da Partida,
,,,,,,,,,,,,,
7,sex,2018-09-28,21:00 (16:00),Rayo Vallecano,1.3,2–2,1.5,Espanyol,12.100,Estadio del Rayo Vallecano,Alberola Rojas,Relatório da Partida,
7,sáb,2018-09-29,13:00 (08:00),Real Sociedad,1.3,0–1,0.9,Valencia,23.577,Estadio Municipal de Anoeta,Jesús Gil,Relatório da Partida,
7,sáb,2018-09-29,16:15 (11:15),Barcelona,3.2,1–1,0.9,Athletic Club,78.015,Camp Nou,Santiago Jaime,Relatório da Partida,
7,sáb,2018-09-29,18:30 (13:30),Eibar,0.8,1–3,2.0,Sevilla,5.443,Estadio Municipal de Ipurúa,Javier Estrada,Relatório da Partida,
7,sáb,2018-09-29,20:45 (15:45),Real Madrid,1.2,0–0,0.8,Atlético Madrid,78.642,Estadio Santiago Bernabéu,Juan Martínez,Relatório da Partida,
7,dom,2018-09-30,12:00 (07:00),Huesca,1.5,1–1,1.7,Girona,6.779,Estadio El Alcoraz,Adrián Cordero,Relatório da Partida,
7,dom,2018-09-30,16:15 (11:15),Villarreal,2.8,0–1,0.8,Valladolid,15.602,Estadio de la Cerámica,Ignacio Iglesias,Relatório da Partida,
7,dom,2018-09-30,18:30 (13:30),Levante,1.6,2–1,0.9,Alavés,20.239,Estadio Ciudad de Valencia,Mario Melero,Relatório da Partida,
7,dom,2018-09-30,20:45 (15:45),Betis,1.7,1–0,0.5,Leganés,48.115,Estadio Benito Villamarín,José Sánchez,Relatório da Partida,
7,seg,2018-10-01,21:00 (16:00),Celta Vigo,0.5,1–1,1.2,Getafe,14.330,Estadio de Balaídos,Guillermo Cuadra,Relatório da Partida,
,,,,,,,,,,,,,
8,sex,2018-10-05,21:00 (16:00),Athletic Club,1.4,1–3,2.2,Real Sociedad,46.884,San Mamés,Alejandro Hernández,Relatório da Partida,
8,sáb,2018-10-06,13:00 (08:00),Girona,1.2,2–3,1.7,Eibar,10.569,Estadi Municipal de Montilivi,Eduardo Prieto,Relatório da Partida,
8,sáb,2018-10-06,16:15 (11:15),Getafe,1.1,0–1,1.0,Levante,9.557,Coliseum Alfonso Pérez,José Luis Munuera,Relatório da Partida,
8,sáb,2018-10-06,18:30 (13:30),Alavés,1.1,1–0,0.8,Real Madrid,19.461,Estadio de Mendizorroza,Santiago Jaime,Relatório da Partida,
8,sáb,2018-10-06,20:45 (15:45),Leganés,0.9,1–0,0.4,Rayo Vallecano,11.539,Estadio Municipal de Butarque,David Medié,Relatório da Partida,
8,dom,2018-10-07,12:00 (07:00),Valladolid,0.8,1–0,0.6,Huesca,17.300,Estadio Municipal José Zorrilla,Antonio Matéu Lahoz,Relatório da Partida,
8,dom,2018-10-07,16:15 (11:15),Atlético Madrid,0.6,1–0,0.3,Betis,63.786,Estadio Wanda Metropolitano,Alberto Undiano,Relatório da Partida,
8,dom,2018-10-07,18:30 (13:30),Sevilla,1.8,2–1,0.7,Celta Vigo,38.068,Estadio Ramón Sánchez Pizjuán,Pablo González,Relatório da Partida,
8,dom,2018-10-07,18:30 (13:30),Espanyol,2.4,3–1,1.5,Villarreal,20.032,RCDE Stadium,Ricardo de Burgos,Relatório da Partida,
8,dom,2018-10-07,20:45 (15:45),Valencia,1.5,1–1,0.4,Barcelona,46.249,Estadio de Mestalla,José González,Relatório da Partida,
,,,,,,,,,,,,,
9,sex,2018-10-19,21:00 (16:00),Celta Vigo,0.9,0–1,0.9,Alavés,15.627,Estadio de Balaídos,Carlos del Cerro,Relatório da Partida,
9,sáb,2018-10-20,13:00 (08:00),Real Madrid,2.9,1–2,2.0,Levante,63.423,Estadio Santiago Bernabéu,Guillermo Cuadra,Relatório da Partida,
9,sáb,2018-10-20,16:15 (11:15),Valencia,1.3,1–1,1.0,Leganés,35.597,Estadio de Mestalla,Ignacio Iglesias,Relatório da Partida,
9,sáb,2018-10-20,18:30 (13:30),Villarreal,1.9,1–1,1.4,Atlético Madrid,17.518,Estadio de la Cerámica,Javier Estrada,Relatório da Partida,
9,sáb,2018-10-20,20:45 (15:45),Barcelona,2.5,4–2,2.2,Sevilla,88.712,Camp Nou,Juan Martínez,Relatório da Partida,
9,dom,2018-10-21,12:00 (07:00),Rayo Vallecano,0.4,1–2,0.5,Getafe,12.040,Estadio del Rayo Vallecano,Mario Melero,Relatório da Partida,
9,dom,2018-10-21,16:15 (11:15),Eibar,1.9,1–1,0.7,Athletic Club,6.475,Estadio Municipal de Ipurúa,Jesús Gil,Relatório da Partida,
9,dom,2018-10-21,18:30 (13:30),Huesca,0.4,0–2,1.7,Espanyol,6.943,Estadio El Alcoraz,Eduardo Prieto,Relatório da Partida,
9,dom,2018-10-21,20:45 (15:45),Betis,0.9,0–1,0.4,Valladolid,42.581,Estadio Benito Villamarín,Alberola Rojas,Relatório da Partida,
9,seg,2018-10-22,21:00 (16:00),Real Sociedad,0.6,0–0,0.9,Girona,20.997,Estadio Municipal de Anoeta,Pablo González,Relatório da Partida,
,,,,,,,,,,,,,
3,qua,2018-10-24,19:00 (14:00),Rayo Vallecano,1.3,1–1,1.3,Athletic Club,11.850,Estadio del Rayo Vallecano,Guillermo Cuadra,Relatório da Partida,
,,,,,,,,,,,,,
10,sex,2018-10-26,21:00 (16:00),Valladolid,1.1,1–1,0.5,Espanyol,18.231,Estadio Municipal José Zorrilla,Adrián Cordero,Relatório da Partida,
10,sáb,2018-10-27,13:00 (08:00),Girona,2.4,2–1,1.6,Rayo Vallecano,6.618,Estadi Municipal de Montilivi,José Luis Munuera,Relatório da Partida,
10,sáb,2018-10-27,16:15 (11:15),Athletic Club,0.7,0–0,0.5,Valencia,39.261,San Mamés,Alberto Undiano,Relatório da Partida,
10,sáb,2018-10-27,18:30 (13:30),Levante,1.3,2–0,1.4,Leganés,19.754,Estadio Ciudad de Valencia,Ricardo de Burgos,Relatório da Partida,
10,sáb,2018-10-27,18:30 (13:30),Celta Vigo,0.8,4–0,1.7,Eibar,15.509,Estadio de Balaídos,José González,Relatório da Partida,
10,sáb,2018-10-27,20:45 (15:45),Atlético Madrid,1.4,2–0,0.3,Real Sociedad,57.514,Estadio Wanda Metropolitano,Antonio Matéu Lahoz,Relatório da Partida,
10,dom,2018-10-28,12:00 (08:00),Getafe,2.2,2–0,0.5,Betis,12.086,Coliseum Alfonso Pérez,Santiago Jaime,Relatório da Partida,
10,dom,2018-10-28,16:15 (12:15),Barcelona,3.0,5–1,2.1,Real Madrid,93.265,Camp Nou,José Sánchez,Relatório da Partida,
10,dom,2018-10-28,18:30 (14:30),Alavés,1.9,2–1,1.3,Villarreal,16.956,Estadio de Mendizorroza,Guillermo Cuadra,Relatório da Partida,
10,dom,2018-10-28,20:45 (16:45),Sevilla,1.7,2–1,0.8,Huesca,33.022,Estadio Ramón Sánchez Pizjuán,David Medié,Relatório da Partida,
,,,,,,,,,,,,,
11,sáb,2018-11-03,13:00 (09:00),Leganés,1.3,1–1,0.4,Atlético Madrid,12.319,Estadio Municipal de Butarque,Mario Melero,Relatório da Partida,
11,sáb,2018-11-03,16:15 (12:15),Real Madrid,2.2,2–0,0.9,Valladolid,68.050,Estadio Santiago Bernabéu,Jesús Gil,Relatório da Partida,
11,sáb,2018-11-03,18:30 (14:30),Valencia,2.3,0–1,0.3,Girona,38.745,Estadio de Mestalla,Alberola Rojas,Relatório da Partida,
11,sáb,2018-11-03,20:45 (16:45),Rayo Vallecano,1.6,2–3,1.9,Barcelona,13.785,Estadio del Rayo Vallecano,Alejandro Hernández,Relatório da Partida,
11,dom,2018-11-04,12:00 (09:00),Eibar,1.5,2–1,0.6,Alavés,5.660,Estadio Municipal de Ipurúa,Ignacio Iglesias,Relatório da Partida,
11,dom,2018-11-04,16:15 (13:15),Villarreal,1.2,1–1,0.5,Levante,16.499,Estadio de la Cerámica,Carlos del Cerro,Relatório da Partida,
11,dom,2018-11-04,18:30 (15:30),Huesca,1.3,1–1,0.5,Getafe,6.420,Estadio El Alcoraz,Juan Martínez,Relatório da Partida,
11,dom,2018-11-04,18:30 (15:30),Real Sociedad,0.6,0–0,0.4,Sevilla,24.882,Estadio Municipal de Anoeta,Eduardo Prieto,Relatório da Partida,
11,dom,2018-11-04,20:45 (17:45),Betis,1.7,3–3,2.1,Celta Vigo,42.130,Estadio Benito Villamarín,Javier Estrada,Relatório da Partida,
11,seg,2018-11-05,21:00 (18:00),Espanyol,1.5,1–0,0.5,Athletic Club,14.328,RCDE Stadium,Pablo González,Relatório da Partida,
,,,,,,,,,,,,,
12,sex,2018-11-09,21:00 (18:00),Levante,1.3,1–3,1.2,Real Sociedad,19.890,Estadio Ciudad de Valencia,David Medié,Relatório da Partida,
12,sáb,2018-11-10,13:00 (10:00),Valladolid,0.5,0–0,1.1,Eibar,16.038,Estadio Municipal José Zorrilla,Guillermo Cuadra,Relatório da Partida,
12,sáb,2018-11-10,16:15 (13:15),Getafe,1.5,0–1,2.2,Valencia,10.011,Coliseum Alfonso Pérez,Ricardo de Burgos,Relatório da Partida,
12,sáb,2018-11-10,18:30 (15:30),Atlético Madrid,1.1,3–2,1.9,Athletic Club,59.321,Estadio Wanda Metropolitano,José Sánchez,Relatório da Partida,
12,sáb,2018-11-10,20:45 (17:45),Girona,0.4,0–0,1.1,Leganés,9.874,Estadi Municipal de Montilivi,Adrián Cordero,Relatório da Partida,
12,dom,2018-11-11,12:00 (09:00),Alavés,1.3,2–1,0.9,Huesca,18.437,Estadio de Mendizorroza,José Luis Munuera,Relatório da Partida,
12,dom,2018-11-11,16:15 (13:15),Barcelona,3.8,3–4,2.3,Betis,83.174,Camp Nou,Antonio Matéu Lahoz,Relatório da Partida,
12,dom,2018-11-11,18:30 (15:30),Sevilla,4.1,2–1,0.8,Espanyol,38.769,Estadio Ramón Sánchez Pizjuán,Santiago Jaime,Relatório da Partida,
12,dom,2018-11-11,18:30 (15:30),Rayo Vallecano,2.3,2–2,0.9,Villarreal,11.840,Estadio del Rayo Vallecano,José González,Relatório da Partida,
12,dom,2018-11-11,20:45 (17:45),Celta Vigo,0.9,2–4,2.5,Real Madrid,21.184,Estadio de Balaídos,Alberto Undiano,Relatório da Partida,
,,,,,,,,,,,,,
13,sex,2018-11-23,21:00 (18:00),Leganés,0.9,1–0,0.4,Alavés,9.863,Estadio Municipal de Butarque,Alberola Rojas,Relatório da Partida,
13,sáb,2018-11-24,13:00 (10:00),Eibar,2.8,3–0,1.1,Real Madrid,6.435,Estadio Municipal de Ipurúa,Juan Martínez,Relatório da Partida,
13,sáb,2018-11-24,16:15 (13:15),Valencia,1.9,3–0,0.8,Rayo Vallecano,37.814,Estadio de Mestalla,Pablo González,Relatório da Partida,
13,sáb,2018-11-24,18:30 (15:30),Huesca,2.8,2–2,1.0,Levante,6.459,Estadio El Alcoraz,Javier Estrada,Relatório da Partida,
13,sáb,2018-11-24,20:45 (17:45),Atlético Madrid,0.2,1–1,0.6,Barcelona,67.204,Estadio Wanda Metropolitano,Jesús Gil,Relatório da Partida,
13,dom,2018-11-25,12:00 (09:00),Athletic Club,0.6,1–1,2.0,Getafe,39.821,San Mamés,Ignacio Iglesias,Relatório da Partida,
13,dom,2018-11-25,16:15 (13:15),Sevilla,1.3,1–0,0.7,Valladolid,34.064,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Relatório da Partida,
13,dom,2018-11-25,18:30 (15:30),Espanyol,2.4,1–3,2.2,Girona,22.716,RCDE Stadium,Alejandro Hernández,Relatório da Partida,
13,dom,2018-11-25,20:45 (17:45),Villarreal,0.9,2–1,0.9,Betis,16.028,Estadio de la Cerámica,Eduardo Prieto,Relatório da Partida,
13,seg,2018-11-26,21:00 (18:00),Real Sociedad,1.9,2–1,0.5,Celta Vigo,17.744,Estadio Municipal de Anoeta,Mario Melero,Relatório da Partida,
,,,,,,,,,,,,,
14,sex,2018-11-30,21:00 (18:00),Rayo Vallecano,1.2,1–0,1.0,Eibar,11.257,Estadio del Rayo Vallecano,Alberto Undiano,Relatório da Partida,
14,sáb,2018-12-01,13:00 (10:00),Celta Vigo,2.3,2–0,1.2,Huesca,13.463,Estadio de Balaídos,Adrián Cordero,Relatório da Partida,
14,sáb,2018-12-01,16:15 (13:15),Valladolid,1.7,2–4,1.7,Leganés,16.783,Estadio Municipal José Zorrilla,David Medié,Relatório da Partida,
14,sáb,2018-12-01,18:30 (15:30),Getafe,1.4,3–0,1.1,Espanyol,9.287,Coliseum Alfonso Pérez,Antonio Matéu Lahoz,Relatório da Partida,
14,sáb,2018-12-01,20:45 (17:45),Real Madrid,0.8,2–0,0.8,Valencia,69.653,Estadio Santiago Bernabéu,José González,Relatório da Partida,
14,dom,2018-12-02,12:00 (09:00),Betis,1.3,1–0,1.3,Real Sociedad,46.562,Estadio Benito Villamarín,Guillermo Cuadra,Relatório da Partida,
14,dom,2018-12-02,16:15 (13:15),Girona,1.5,1–1,1.6,Atlético Madrid,12.104,Estadi Municipal de Montilivi,Ricardo de Burgos,Relatório da Partida,
14,dom,2018-12-02,18:30 (15:30),Barcelona,1.0,2–0,1.1,Villarreal,73.003,Camp Nou,José Luis Munuera,Relatório da Partida,
14,dom,2018-12-02,20:45 (17:45),Alavés,1.0,1–1,1.7,Sevilla,17.848,Estadio de Mendizorroza,José Sánchez,Relatório da Partida,
14,seg,2018-12-03,21:00 (18:00),Levante,1.9,3–0,1.1,Athletic Club,19.928,Estadio Ciudad de Valencia,Santiago Jaime,Relatório da Partida,
,,,,,,,,,,,,,
15,sex,2018-12-07,21:00 (18:00),Leganés,1.7,1–1,0.9,Getafe,11.327,Estadio Municipal de Butarque,Pablo González,Relatório da Partida,
15,sáb,2018-12-08,13:00 (10:00),Atlético Madrid,2.7,3–0,1.4,Alavés,55.810,Estadio Wanda Metropolitano,Alejandro Hernández,Relatório da Partida,
15,sáb,2018-12-08,16:15 (13:15),Valencia,1.2,1–1,1.7,Sevilla,40.057,Estadio de Mestalla,Javier Estrada,Relatório da Partida,
15,sáb,2018-12-08,18:30 (15:30),Villarreal,1.6,2–3,2.0,Celta Vigo,15.720,Estadio de la Cerámica,Jesús Gil,Relatório da Partida,
15,sáb,2018-12-08,20:45 (17:45),Espanyol,1.1,0–4,2.9,Barcelona,24.037,RCDE Stadium,Carlos del Cerro,Relatório da Partida,
15,dom,2018-12-09,12:00 (09:00),Eibar,4.2,4–4,2.2,Levante,5.328,Estadio Municipal de Ipurúa,Alberola Rojas,Relatório da Partida,
15,dom,2018-12-09,16:15 (13:15),Huesca,1.2,0–1,0.4,Real Madrid,7.341,Estadio El Alcoraz,Mario Melero,Relatório da Partida,
15,dom,2018-12-09,18:30 (15:30),Real Sociedad,2.4,1–2,1.0,Valladolid,23.260,Estadio Municipal de Anoeta,Ignacio Iglesias,Relatório da Partida,
15,dom,2018-12-09,20:45 (17:45),Betis,1.7,2–0,1.2,Rayo Vallecano,40.218,Estadio Benito Villamarín,Juan Martínez,Relatório da Partida,
15,seg,2018-12-10,21:00 (18:00),Athletic Club,2.1,1–0,0.2,Girona,34.060,San Mamés,Eduardo Prieto,Relatório da Partida,
,,,,,,,,,,,,,
16,sex,2018-12-14,21:00 (18:00),Celta Vigo,1.2,0–0,0.7,Leganés,15.134,Estadio de Balaídos,José Luis Munuera,Relatório da Partida,
16,sáb,2018-12-15,13:00 (10:00),Getafe,0.4,1–0,0.8,Real Sociedad,9.018,Coliseum Alfonso Pérez,Santiago Jaime,Relatório da Partida,
16,sáb,2018-12-15,16:15 (13:15),Valladolid,0.8,2–3,1.9,Atlético Madrid,22.585,Estadio Municipal José Zorrilla,Alberto Undiano,Relatório da Partida,
16,sáb,2018-12-15,18:30 (15:30),Real Madrid,1.2,1–0,0.7,Rayo Vallecano,55.229,Estadio Santiago Bernabéu,Ricardo de Burgos,Relatório da Partida,
16,sáb,2018-12-15,20:45 (17:45),Eibar,1.6,1–1,2.1,Valencia,4.491,Estadio Municipal de Ipurúa,Adrián Cordero,Relatório da Partida,
16,dom,2018-12-16,12:00 (09:00),Sevilla,2.1,2–0,1.0,Girona,33.542,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,Relatório da Partida,
16,dom,2018-12-16,16:15 (13:15),Espanyol,0.6,1–3,1.7,Betis,20.275,RCDE Stadium,José Sánchez,Relatório da Partida,
16,dom,2018-12-16,18:30 (15:30),Huesca,4.2,2–2,1.7,Villarreal,6.455,Estadio El Alcoraz,David Medié,Relatório da Partida,
16,dom,2018-12-16,20:45 (17:45),Levante,1.0,0–5,3.7,Barcelona,23.736,Estadio Ciudad de Valencia,José González,Relatório da Partida,
16,seg,2018-12-17,21:00 (18:00),Alavés,0.5,0–0,0.3,Athletic Club,19.349,Estadio de Mendizorroza,Antonio Matéu Lahoz,Relatório da Partida,
,,,,,,,,,,,,,
17,sex,2018-12-21,19:30 (16:30),Girona,1.4,1–1,0.6,Getafe,8.450,Estadi Municipal de Montilivi,Alberola Rojas,Relatório da Partida,
17,sex,2018-12-21,21:00 (18:00),Real Sociedad,1.1,0–1,0.8,Alavés,22.431,Estadio Municipal de Anoeta,Javier Estrada,Relatório da Partida,
17,sáb,2018-12-22,13:00 (10:00),Betis,1.5,1–1,2.3,Eibar,49.426,Estadio Benito Villamarín,Carlos del Cerro,Relatório da Partida,
17,sáb,2018-12-22,16:15 (13:15),Atlético Madrid,1.0,1–0,0.8,Espanyol,58.069,Estadio Wanda Metropolitano,Mario Melero,Relatório da Partida,
17,sáb,2018-12-22,18:30 (15:30),Barcelona,1.4,2–0,0.6,Celta Vigo,78.686,Camp Nou,Eduardo Prieto,Relatório da Partida,
17,sáb,2018-12-22,20:45 (17:45),Athletic Club,1.1,1–1,0.6,Valladolid,42.633,San Mamés,José Sánchez,Relatório da Partida,
17,dom,2018-12-23,12:00 (09:00),Valencia,3.2,2–1,2.3,Huesca,36.547,Estadio de Mestalla,Jesús Gil,Relatório da Partida,
