Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
4,dom,2021-09-12,18:30 (13:30),Cádiz,0.3,0–2,2.2,Real Sociedad,11.826,Estadio Nuevo Mirandilla,Alejandro Muñíz,Relatório da Partida,
4,dom,2021-09-12,21:00 (16:00),Real Madrid,3.1,5–2,1.6,Celta Vigo,19.874,Estadio Santiago Bernabéu,José Sánchez,Relatório da Partida,
4,seg,2021-09-13,20:00 (15:00),Getafe,0.5,0–1,0.7,Elche,6.853,Coliseum Alfonso Pérez,Mario Melero,Relatório da Partida,
4,seg,2021-09-13,22:00 (17:00),Granada,0.7,1–2,2.5,Betis,10.201,Estadio Nuevo Los Cármenes,Guillermo Cuadra,Relatório da Partida,
,,,,,,,,,,,,,
5,sex,2021-09-17,21:00 (16:00),Celta Vigo,1.2,1–2,1.1,Cádiz,6.754,Estadio de Balaídos,Isidro Díaz de Mera,Relatório da Partida,
5,sáb,2021-09-18,14:00 (09:00),Rayo Vallecano,2.3,3–0,1.2,Getafe,3.280,Estadio del Rayo Vallecano,Adrián Cordero,Relatório da Partida,
5,sáb,2021-09-18,16:15 (11:15),Atlético Madrid,1.2,0–0,1.1,Athletic Club,38.798,Estadio Wanda Metropolitano,Jesús Gil,Relatório da Partida,
5,sáb,2021-09-18,18:30 (13:30),Elche,0.6,1–1,1.7,Levante,11.507,Estadio Manuel Martínez Valero,Miguel Ángel Ortiz Arias,Relatório da Partida,
5,sáb,2021-09-18,21:00 (16:00),Alavés,0.6,0–2,1.6,Osasuna,8.176,Estadio de Mendizorroza,Alejandro Hernández,Relatório da Partida,
5,dom,2021-09-19,14:00 (09:00),Mallorca,0.7,0–0,1.5,Villarreal,9.168,Iberostar Estadi,Carlos del Cerro,Relatório da Partida,
5,dom,2021-09-19,16:15 (11:15),Real Sociedad,1.4,0–0,0.9,Sevilla,23.757,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,Relatório da Partida,
5,dom,2021-09-19,18:30 (13:30),Betis,1.9,2–2,1.8,Espanyol,30.189,Estadio Benito Villamarín,César Soto,Relatório da Partida,
5,dom,2021-09-19,21:00 (16:00),Valencia,1.4,1–2,1.4,Real Madrid,26.689,Estadio de Mestalla,Pablo González,Relatório da Partida,
5,seg,2021-09-20,21:00 (16:00),Barcelona,1.8,1–1,0.7,Granada,27.097,Camp Nou,Santiago Jaime,Relatório da Partida,
,,,,,,,,,,,,,
6,ter,2021-09-21,19:30 (14:30),Getafe,0.4,1–2,1.0,Atlético Madrid,8.950,Coliseum Alfonso Pérez,Guillermo Cuadra,Relatório da Partida,
6,ter,2021-09-21,22:00 (17:00),Levante,1.5,0–2,0.9,Celta Vigo,11.989,Estadio Ciudad de Valencia,Jorge Figueroa,Relatório da Partida,
6,ter,2021-09-21,22:00 (17:00),Athletic Club,0.8,1–2,0.8,Rayo Vallecano,16.236,San Mamés,José Luis Munuera,Relatório da Partida,
6,qua,2021-09-22,19:30 (14:30),Sevilla,1.1,3–1,0.4,Valencia,23.654,Estadio Ramón Sánchez Pizjuán,José Sánchez,Relatório da Partida,
6,qua,2021-09-22,19:30 (14:30),Espanyol,1.6,1–0,0.5,Alavés,14.254,RCDE Stadium,Mario Melero,Relatório da Partida,
6,qua,2021-09-22,22:00 (17:00),Real Madrid,3.2,6–1,1.6,Mallorca,20.113,Estadio Santiago Bernabéu,Alberola Rojas,Relatório da Partida,
6,qua,2021-09-22,22:00 (17:00),Villarreal,3.0,4–1,1.2,Elche,8.234,Estadio de la Cerámica,Alejandro Muñíz,Relatório da Partida,
6,qui,2021-09-23,19:30 (14:30),Osasuna,0.9,1–3,2.8,Betis,13.758,Estadio El Sadar,Juan Martínez,Relatório da Partida,
6,qui,2021-09-23,19:30 (14:30),Granada,1.4,2–3,1.9,Real Sociedad,9.552,Estadio Nuevo Los Cármenes,Valentín Pizarro,Relatório da Partida,
6,qui,2021-09-23,22:00 (17:00),Cádiz,1.4,0–0,0.6,Barcelona,12.180,Estadio Nuevo Mirandilla,Carlos del Cerro,Relatório da Partida,
,,,,,,,,,,,,,
7,sáb,2021-09-25,14:00 (09:00),Alavés,0.6,1–0,1.1,Atlético Madrid,9.836,Estadio de Mendizorroza,Antonio Matéu Lahoz,Relatório da Partida,
7,sáb,2021-09-25,16:15 (11:15),Valencia,1.0,1–1,1.0,Athletic Club,13.680,Estadio de Mestalla,Alejandro Hernández,Relatório da Partida,
7,sáb,2021-09-25,18:30 (13:30),Sevilla,1.7,2–0,0.9,Espanyol,23.956,Estadio Ramón Sánchez Pizjuán,Pablo González,Relatório da Partida,
7,sáb,2021-09-25,21:00 (16:00),Real Madrid,1.4,0–0,0.7,Villarreal,23.985,Estadio Santiago Bernabéu,Jesús Gil,Relatório da Partida,
7,dom,2021-09-26,14:00 (09:00),Mallorca,2.2,2–3,0.9,Osasuna,9.359,Iberostar Estadi,Miguel Ángel Ortiz Arias,Relatório da Partida,
7,dom,2021-09-26,16:15 (11:15),Barcelona,3.1,3–0,0.7,Levante,35.334,Camp Nou,Isidro Díaz de Mera,Relatório da Partida,
7,dom,2021-09-26,18:30 (13:30),Rayo Vallecano,1.2,3–1,1.0,Cádiz,5.903,Estadio del Rayo Vallecano,Ricardo de Burgos,Relatório da Partida,
7,dom,2021-09-26,18:30 (13:30),Real Sociedad,2.4,1–0,0.6,Elche,23.941,Estadio Municipal de Anoeta,Adrián Cordero,Relatório da Partida,
7,dom,2021-09-26,21:00 (16:00),Betis,2.3,2–0,0.9,Getafe,29.825,Estadio Benito Villamarín,Santiago Jaime,Relatório da Partida,
7,seg,2021-09-27,21:00 (16:00),Celta Vigo,1.4,1–0,0.9,Granada,6.375,Estadio de Balaídos,César Soto,Relatório da Partida,
,,,,,,,,,,,,,
8,sex,2021-10-01,21:00 (16:00),Athletic Club,2.2,1–0,1.1,Alavés,28.665,San Mamés,Carlos del Cerro,Relatório da Partida,
8,sáb,2021-10-02,14:00 (09:00),Osasuna,0.6,1–0,0.3,Rayo Vallecano,19.238,Estadio El Sadar,Mario Melero,Relatório da Partida,
8,sáb,2021-10-02,16:15 (11:15),Mallorca,0.8,1–0,1.2,Levante,11.803,Iberostar Estadi,Alejandro Muñíz,Relatório da Partida,
8,sáb,2021-10-02,18:30 (13:30),Cádiz,0.2,0–0,1.4,Valencia,14.794,Estadio Nuevo Mirandilla,Valentín Pizarro,Relatório da Partida,
8,sáb,2021-10-02,21:00 (16:00),Atlético Madrid,1.3,2–0,0.9,Barcelona,60.594,Estadio Wanda Metropolitano,César Soto,Relatório da Partida,
8,dom,2021-10-03,14:00 (09:00),Elche,1.5,1–0,0.9,Celta Vigo,11.299,Estadio Manuel Martínez Valero,José Luis Munuera,Relatório da Partida,
8,dom,2021-10-03,16:15 (11:15),Espanyol,1.5,2–1,2.0,Real Madrid,23.377,RCDE Stadium,Guillermo Cuadra,Relatório da Partida,
8,dom,2021-10-03,18:30 (13:30),Getafe,0.7,1–1,0.9,Real Sociedad,8.463,Coliseum Alfonso Pérez,Jorge Figueroa,Relatório da Partida,
8,dom,2021-10-03,18:30 (13:30),Villarreal,2.8,2–0,0.7,Betis,16.719,Estadio de la Cerámica,José Sánchez,Relatório da Partida,
8,dom,2021-10-03,21:00 (16:00),Granada,0.1,1–0,1.4,Sevilla,12.334,Estadio Nuevo Los Cármenes,Alberola Rojas,Relatório da Partida,
,,,,,,,,,,,,,
9,sáb,2021-10-16,18:30 (13:30),Levante,1.0,0–0,0.7,Getafe,14.551,Estadio Ciudad de Valencia,Mario Melero,Relatório da Partida,
9,sáb,2021-10-16,21:00 (16:00),Real Sociedad,0.6,1–0,0.3,Mallorca,30.831,Estadio Municipal de Anoeta,Pablo González,Relatório da Partida,
9,dom,2021-10-17,14:00 (09:00),Rayo Vallecano,1.7,2–1,0.5,Elche,6.989,Estadio del Rayo Vallecano,Santiago Jaime,Relatório da Partida,
9,dom,2021-10-17,16:15 (11:15),Celta Vigo,1.4,0–1,1.1,Sevilla,10.774,Estadio de Balaídos,Ricardo de Burgos,Relatório da Partida,
9,dom,2021-10-17,18:30 (13:30),Villarreal,0.7,1–2,0.8,Osasuna,14.831,Estadio de la Cerámica,Adrián Cordero,Relatório da Partida,
9,dom,2021-10-17,21:00 (16:00),Barcelona,2.1,3–1,0.5,Valencia,47.317,Camp Nou,Jesús Gil,Relatório da Partida,
9,seg,2021-10-18,19:00 (14:00),Alavés,1.4,0–1,1.5,Betis,10.227,Estadio de Mendizorroza,Miguel Ángel Ortiz Arias,Relatório da Partida,
9,seg,2021-10-18,21:00 (16:00),Espanyol,1.5,2–0,0.6,Cádiz,15.678,RCDE Stadium,Antonio Matéu Lahoz,Relatório da Partida,
,,,,,,,,,,,,,
10,sex,2021-10-22,21:00 (16:00),Osasuna,1.1,1–1,0.7,Granada,21.128,Estadio El Sadar,Alejandro Muñíz,Relatório da Partida,
10,sáb,2021-10-23,14:00 (09:00),Valencia,2.2,2–2,0.7,Mallorca,29.139,Estadio de Mestalla,Carlos del Cerro,Relatório da Partida,
10,sáb,2021-10-23,16:15 (11:15),Cádiz,2.4,0–2,1.5,Alavés,13.790,Estadio Nuevo Mirandilla,Alberola Rojas,Relatório da Partida,
10,sáb,2021-10-23,18:30 (13:30),Elche,1.2,2–2,1.1,Espanyol,13.449,Estadio Manuel Martínez Valero,Jorge Figueroa,Relatório da Partida,
10,sáb,2021-10-23,21:00 (16:00),Athletic Club,2.6,2–1,0.7,Villarreal,38.698,San Mamés,Guillermo Cuadra,Relatório da Partida,
10,dom,2021-10-24,14:00 (09:00),Sevilla,1.6,5–3,2.1,Levante,30.601,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro,Relatório da Partida,
10,dom,2021-10-24,16:15 (11:15),Barcelona,1.8,1–2,1.7,Real Madrid,86.422,Camp Nou,José Sánchez,Relatório da Partida,
10,dom,2021-10-24,18:30 (13:30),Betis,1.6,3–2,1.2,Rayo Vallecano,45.362,Estadio Benito Villamarín,Ricardo de Burgos,Relatório da Partida,
10,dom,2021-10-24,21:00 (16:00),Atlético Madrid,1.9,2–2,0.8,Real Sociedad,50.032,Estadio Wanda Metropolitano,José Luis Munuera,Relatório da Partida,
10,seg,2021-10-25,21:00 (16:00),Getafe,0.5,0–3,1.9,Celta Vigo,7.630,Coliseum Alfonso Pérez,Juan Martínez,Relatório da Partida,
,,,,,,,,,,,,,
11,ter,2021-10-26,19:00 (14:00),Alavés,2.0,1–0,0.4,Elche,10.206,Estadio de Mendizorroza,Jesús Gil,Relatório da Partida,
11,ter,2021-10-26,21:00 (16:00),Espanyol,1.3,1–1,3.6,Athletic Club,16.196,RCDE Stadium,Miguel Ángel Ortiz Arias,Relatório da Partida,
11,ter,2021-10-26,21:30 (16:30),Villarreal,1.6,3–3,1.1,Cádiz,12.190,Estadio de la Cerámica,Alejandro Hernández,Relatório da Partida,
11,qua,2021-10-27,19:00 (14:00),Rayo Vallecano,1.4,1–0,2.8,Barcelona,9.340,Estadio del Rayo Vallecano,Antonio Matéu Lahoz,Relatório da Partida,
11,qua,2021-10-27,19:00 (14:00),Mallorca,1.9,1–1,1.4,Sevilla,15.125,Iberostar Estadi,Santiago Jaime,Relatório da Partida,
11,qua,2021-10-27,20:00 (15:00),Betis,1.9,4–1,2.0,Valencia,43.123,Estadio Benito Villamarín,Isidro Díaz de Mera,Relatório da Partida,
11,qua,2021-10-27,21:30 (16:30),Real Madrid,0.9,0–0,0.6,Osasuna,35.691,Estadio Santiago Bernabéu,César Soto,Relatório da Partida,
11,qui,2021-10-28,19:00 (14:00),Celta Vigo,1.7,0–2,1.9,Real Sociedad,8.726,Estadio de Balaídos,Mario Melero,Relatório da Partida,
11,qui,2021-10-28,20:00 (15:00),Granada,2.1,1–1,0.3,Getafe,13.651,Estadio Nuevo Los Cármenes,Adrián Cordero,Relatório da Partida,
11,qui,2021-10-28,21:30 (16:30),Levante,1.8,2–2,1.0,Atlético Madrid,16.298,Estadio Ciudad de Valencia,Pablo González,Relatório da Partida,
,,,,,,,,,,,,,
12,sáb,2021-10-30,14:00 (09:00),Elche,0.9,1–2,1.3,Real Madrid,23.010,Estadio Manuel Martínez Valero,Ricardo de Burgos,Relatório da Partida,
12,sáb,2021-10-30,16:15 (11:15),Sevilla,2.5,2–0,0.8,Osasuna,20.335,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Relatório da Partida,
12,sáb,2021-10-30,18:30 (13:30),Valencia,1.2,2–0,1.1,Villarreal,31.487,Estadio de Mestalla,José Luis Munuera,Relatório da Partida,
12,sáb,2021-10-30,21:00 (16:00),Barcelona,1.4,1–1,0.8,Alavés,37.278,Camp Nou,Jorge Figueroa,Relatório da Partida,
12,dom,2021-10-31,14:00 (10:00),Cádiz,2.0,1–1,1.2,Mallorca,11.790,Estadio Nuevo Mirandilla,Valentín Pizarro,Relatório da Partida,
12,dom,2021-10-31,16:15 (12:15),Atlético Madrid,2.4,3–0,0.6,Betis,56.838,Estadio Wanda Metropolitano,Alberola Rojas,Relatório da Partida,
12,dom,2021-10-31,18:30 (14:30),Getafe,0.9,2–1,0.8,Espanyol,4.721,Coliseum Alfonso Pérez,Alejandro Muñíz,Relatório da Partida,
12,dom,2021-10-31,21:00 (17:00),Real Sociedad,1.2,1–1,1.0,Athletic Club,37.066,Estadio Municipal de Anoeta,Juan Martínez,Relatório da Partida,
12,seg,2021-11-01,18:30 (14:30),Rayo Vallecano,0.6,0–0,0.5,Celta Vigo,9.580,Estadio del Rayo Vallecano,Adrián Cordero,Relatório da Partida,
12,seg,2021-11-01,21:00 (17:00),Levante,1.1,0–3,1.1,Granada,14.512,Estadio Ciudad de Valencia,José Sánchez,Relatório da Partida,
,,,,,,,,,,,,,
13,sex,2021-11-05,21:00 (17:00),Athletic Club,0.8,0–1,0.7,Cádiz,37.581,San Mamés,Santiago Jaime,Relatório da Partida,
13,sáb,2021-11-06,14:00 (10:00),Espanyol,1.6,2–0,2.3,Granada,19.050,RCDE Stadium,Isidro Díaz de Mera,Relatório da Partida,
13,sáb,2021-11-06,16:15 (12:15),Celta Vigo,1.5,3–3,1.1,Barcelona,13.146,Estadio de Balaídos,Alejandro Hernández,Relatório da Partida,
13,sáb,2021-11-06,18:30 (14:30),Alavés,1.5,2–1,0.8,Levante,12.176,Estadio de Mendizorroza,Adrián Cordero,Relatório da Partida,
13,sáb,2021-11-06,21:00 (17:00),Real Madrid,2.1,2–1,1.6,Rayo Vallecano,43.283,Estadio Santiago Bernabéu,Pablo González,Relatório da Partida,
13,dom,2021-11-07,14:00 (10:00),Villarreal,1.2,1–0,0.3,Getafe,13.504,Estadio de la Cerámica,Jesús Gil,Relatório da Partida,
13,dom,2021-11-07,16:15 (12:15),Valencia,1.1,3–3,2.2,Atlético Madrid,37.472,Estadio de Mestalla,César Soto,Relatório da Partida,
13,dom,2021-11-07,18:30 (14:30),Osasuna,0.6,0–2,1.4,Real Sociedad,21.741,Estadio El Sadar,Miguel Ángel Ortiz Arias,Relatório da Partida,
13,dom,2021-11-07,18:30 (14:30),Mallorca,2.3,2–2,0.7,Elche,12.933,Iberostar Estadi,Mario Melero,Relatório da Partida,
13,dom,2021-11-07,21:00 (17:00),Betis,0.5,0–2,1.7,Sevilla,50.534,Estadio Benito Villamarín,Antonio Matéu Lahoz,Relatório da Partida,
,,,,,,,,,,,,,
14,sex,2021-11-19,21:00 (17:00),Levante,0.8,0–0,0.7,Athletic Club,15.230,Estadio Ciudad de Valencia,José Luis Munuera,Relatório da Partida,
14,sáb,2021-11-20,14:00 (10:00),Celta Vigo,1.0,1–1,2.8,Villarreal,10.086,Estadio de Balaídos,Alberola Rojas,Relatório da Partida,
14,sáb,2021-11-20,16:15 (12:15),Sevilla,1.6,2–2,1.3,Alavés,25.208,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz,Relatório da Partida,
14,sáb,2021-11-20,18:30 (14:30),Atlético Madrid,1.4,1–0,0.6,Osasuna,53.261,Estadio Wanda Metropolitano,José Sánchez,Relatório da Partida,
14,sáb,2021-11-20,21:00 (17:00),Barcelona,1.7,1–0,1.3,Espanyol,74.418,Camp Nou,Carlos del Cerro,Relatório da Partida,
14,dom,2021-11-21,14:00 (10:00),Getafe,1.5,4–0,0.5,Cádiz,8.825,Coliseum Alfonso Pérez,Ricardo de Burgos,Relatório da Partida,
14,dom,2021-11-21,16:15 (12:15),Granada,0.7,1–4,3.6,Real Madrid,17.460,Estadio Nuevo Los Cármenes,Juan Martínez,Relatório da Partida,
14,dom,2021-11-21,18:30 (14:30),Elche,1.0,0–3,1.8,Betis,16.127,Estadio Manuel Martínez Valero,Valentín Pizarro,Relatório da Partida,
14,dom,2021-11-21,21:00 (17:00),Real Sociedad,0.5,0–0,0.9,Valencia,28.635,Estadio Municipal de Anoeta,Mario Melero,Relatório da Partida,
14,seg,2021-11-22,21:00 (17:00),Rayo Vallecano,2.7,3–1,1.0,Mallorca,6.708,Estadio del Rayo Vallecano,Jorge Figueroa,Relatório da Partida,
,,,,,,,,,,,,,
15,sex,2021-11-26,21:00 (17:00),Athletic Club,1.3,2–2,1.1,Granada,32.651,San Mamés,Adrián Cordero,Relatório da Partida,
15,sáb,2021-11-27,14:00 (10:00),Alavés,0.9,1–2,1.3,Celta Vigo,10.093,Estadio de Mendizorroza,Pablo González,Relatório da Partida,
15,sáb,2021-11-27,16:15 (12:15),Valencia,1.5,1–1,1.3,Rayo Vallecano,30.030,Estadio de Mestalla,Alejandro Hernández,Relatório da Partida,
15,sáb,2021-11-27,18:30 (14:30),Mallorca,0.6,0–0,0.8,Getafe,8.635,Iberostar Estadi,Santiago Jaime,Relatório da Partida,
15,sáb,2021-11-27,21:00 (17:00),Villarreal,1.3,1–3,3.4,Barcelona,19.050,Estadio de la Cerámica,César Soto,Relatório da Partida,
15,dom,2021-11-28,14:00 (10:00),Betis,2.7,3–1,0.5,Levante,45.012,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias,Relatório da Partida,
15,dom,2021-11-28,16:15 (12:15),Espanyol,0.6,1–0,1.9,Real Sociedad,19.935,RCDE Stadium,Antonio Matéu Lahoz,Relatório da Partida,
15,dom,2021-11-28,18:30 (14:30),Cádiz,1.1,1–4,3.9,Atlético Madrid,16.861,Estadio Nuevo Mirandilla,Jesús Gil,Relatório da Partida,
15,dom,2021-11-28,21:00 (17:00),Real Madrid,1.3,2–1,0.8,Sevilla,45.281,Estadio Santiago Bernabéu,José Sánchez,Relatório da Partida,
15,seg,2021-11-29,21:00 (17:00),Osasuna,1.9,1–1,1.2,Elche,16.485,Estadio El Sadar,Isidro Díaz de Mera,Relatório da Partida,
,,,,,,,,,,,,,
9,qua,2021-12-01,21:00 (17:00),Real Madrid,1.9,1–0,2.5,Athletic Club,33.627,Estadio Santiago Bernabéu,Isidro Díaz de Mera,Relatório da Partida,
,,,,,,,,,,,,,
16,sex,2021-12-03,21:00 (17:00),Granada,1.0,2–1,2.2,Alavés,13.511,Estadio Nuevo Los Cármenes,Alberola Rojas,Relatório da Partida,
16,sáb,2021-12-04,14:00 (10:00),Sevilla,0.6,1–0,1.9,Villarreal,30.865,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Relatório da Partida,
16,sáb,2021-12-04,16:15 (12:15),Barcelona,1.1,0–1,0.8,Betis,66.529,Camp Nou,Pablo González,Relatório da Partida,
16,sáb,2021-12-04,18:30 (14:30),Atlético Madrid,1.6,1–2,0.8,Mallorca,51.009,Estadio Wanda Metropolitano,Juan Martínez,Relatório da Partida,
16,sáb,2021-12-04,21:00 (17:00),Real Sociedad,0.9,0–2,1.7,Real Madrid,35.765,Estadio Municipal de Anoeta,Jesús Gil,Relatório da Partida,
16,dom,2021-12-05,14:00 (10:00),Rayo Vallecano,0.8,1–0,0.6,Espanyol,8.679,Estadio del Rayo Vallecano,José Luis Munuera,Relatório da Partida,
16,dom,2021-12-05,16:15 (12:15),Elche,2.7,3–1,1.6,Cádiz,11.879,Estadio Manuel Martínez Valero,Alejandro Muñíz,Relatório da Partida,
16,dom,2021-12-05,18:30 (14:30),Levante,0.6,0–0,0.4,Osasuna,15.361,Estadio Ciudad de Valencia,Valentín Pizarro,Relatório da Partida,
16,dom,2021-12-05,21:00 (17:00),Celta Vigo,0.9,1–2,1.2,Valencia,11.361,Estadio de Balaídos,Ricardo de Burgos,Relatório da Partida,
16,seg,2021-12-06,21:00 (17:00),Getafe,1.6,0–0,0.7,Athletic Club,9.176,Coliseum Alfonso Pérez,Jorge Figueroa,Relatório da Partida,
,,,,,,,,,,,,,
17,sex,2021-12-10,21:00 (17:00),Mallorca,1.2,0–0,1.3,Celta Vigo,10.655,Iberostar Estadi,Isidro Díaz de Mera,Relatório da Partida,
17,sáb,2021-12-11,14:00 (10:00),Espanyol,2.4,4–3,3.0,Levante,15.193,RCDE Stadium,Adrián Cordero,Relatório da Partida,
17,sáb,2021-12-11,16:15 (12:15),Alavés,0.6,1–1,1.0,Getafe,10.065,Estadio de Mendizorroza,César Soto,Relatório da Partida,
17,sáb,2021-12-11,18:30 (14:30),Valencia,1.9,2–1,1.0,Elche,31.662,Estadio de Mestalla,Santiago Jaime,Relatório da Partida,
17,sáb,2021-12-11,21:00 (17:00),Athletic Club,1.9,0–1,0.3,Sevilla,36.737,San Mamés,Alejandro Hernández,Relatório da Partida,
17,dom,2021-12-12,14:00 (10:00),Villarreal,2.6,2–0,2.2,Rayo Vallecano,13.133,Estadio de la Cerámica,Mario Melero,Relatório da Partida,
17,dom,2021-12-12,16:15 (12:15),Osasuna,0.3,2–2,0.9,Barcelona,21.427,Estadio El Sadar,Juan Martínez,Relatório da Partida,
17,dom,2021-12-12,18:30 (14:30),Betis,1.7,4–0,1.2,Real Sociedad,52.158,Estadio Benito Villamarín,José Sánchez,Relatório da Partida,
17,dom,2021-12-12,21:00 (17:00),Real Madrid,0.6,2–0,0.8,Atlético Madrid,51.024,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Relatório da Partida,
