Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2002-08-31,,Racing Sant,0–1,Valladolid,,Campos de Sport del Sardinero,Téllez Sánchez,Relatório da Partida,
1,dom,2002-09-01,,Barcelona,2–2,Atlético Madrid,,Nou Camp,Pérez Lasa,Relatório da Partida,
1,dom,2002-09-01,,Villarreal,2–2,Osasuna,,El Madrigal,Medina Cantalejo,Relatório da Partida,
1,dom,2002-09-01,,Sevilla,0–1,Celta Vigo,,Ramón Sánchez Pizjuán,Pino Zamorano,Relatório da Partida,
1,dom,2002-09-01,,Recreativo,2–3,Málaga,,Nuevo Colombino,Rodríguez Santiago,Relatório da Partida,
1,dom,2002-09-01,,Rayo Vallecano,2–2,Alavés,,Teresa Rivero,Puentes Leira,Relatório da Partida,
1,dom,2002-09-01,,La Coruña,2–4,Betis,,Nuevo Riazor,Megía Dávila,Relatório da Partida,
1,dom,2002-09-01,,Mallorca,0–2,Valencia,,Son Moix,Undiano Mallenco,Relatório da Partida,
1,dom,2002-09-01,,Real Sociedad,4–2,Athletic Club,,Anoeta,Pérez Pérez,Relatório da Partida,
1,seg,2002-09-02,,Real Madrid,2–0,Espanyol,,Santiago Bernabéu,Mejuto González,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2002-09-14,,Málaga,2–1,Rayo Vallecano,,La Rosaleda,Turienzo Álvarez,Relatório da Partida,
2,sáb,2002-09-14,,Athletic Club,0–2,Barcelona,,San Mamés,Esquinas Torres,Relatório da Partida,
2,sáb,2002-09-14,,Valencia,3–0,Recreativo,,Mestalla,González Vázquez,Relatório da Partida,
2,sáb,2002-09-14,,Osasuna,1–2,La Coruña,,El Sadar,López Nieto,Relatório da Partida,
2,dom,2002-09-15,,Espanyol,1–3,Real Sociedad,,Olímpic Lluís Companys,Ramírez Domínguez,Relatório da Partida,
2,dom,2002-09-15,,Celta Vigo,3–1,Mallorca,,Estadio de Balaídos,Iturralde González,Relatório da Partida,
2,dom,2002-09-15,,Atlético Madrid,1–1,Sevilla,,Vicente Calderón,Muñiz Fernández,Relatório da Partida,
2,dom,2002-09-15,,Alavés,0–1,Racing Sant,,Mendizorroza,Rubinos Pérez,Relatório da Partida,
2,dom,2002-09-15,,Valladolid,1–0,Villarreal,,Nuevo Zorrilla,Moreno Delgado,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2002-09-21,,Barcelona,2–0,Espanyol,,Nou Camp,Megía Dávila,Relatório da Partida,
3,sáb,2002-09-21,,Real Madrid,4–1,Osasuna,,Santiago Bernabéu,Téllez Sánchez,Relatório da Partida,
3,sáb,2002-09-21,,La Coruña,2–0,Valladolid,,Nuevo Riazor,Pérez Burrull,Relatório da Partida,
