Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2006-08-26,,Valencia,2–1,Betis,,Mestalla,Muñiz Fernández,Relatório da Partida,
1,dom,2006-08-27,,Athletic Club,1–1,Real Sociedad,,San Mamés,Undiano Mallenco,Relatório da Partida,
1,dom,2006-08-27,,La Coruña,3–2,Zaragoza,,Nuevo Riazor,Pérez Burrull,Relatório da Partida,
1,dom,2006-08-27,,Recreativo,1–1,Mallorca,,Nuevo Colombino,Pino Zamorano,Relatório da Partida,
1,dom,2006-08-27,,Osasuna,0–2,Getafe,,Reyno de Navarra,Pérez Lima,Relatório da Partida,
1,dom,2006-08-27,,Real Madrid,0–0,Villarreal,,Santiago Bernabéu,Fernández Borbalán,Relatório da Partida,
1,dom,2006-08-27,,Racing Sant,0–1,Atlético Madrid,,Campos de Sport del Sardinero,Iturralde González,Relatório da Partida,
1,dom,2006-08-27,,Espanyol,0–1,Gimnàstic,,Olímpic Lluís Companys,Clos Gómez,Relatório da Partida,
1,seg,2006-08-28,,Celta Vigo,2–3,Barcelona,,Estadio de Balaídos,Pérez Lasa,Relatório da Partida,
1,ter,2006-08-29,,Sevilla,4–0,Levante,,Ramón Sánchez Pizjuán,Delgado Ferreiro,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2006-09-09,,Barcelona,3–0,Osasuna,,Nou Camp,Rodríguez Santiago,Relatório da Partida,
2,sáb,2006-09-09,,Atlético Madrid,0–1,Valencia,,Vicente Calderón,Medina Cantalejo,Relatório da Partida,
2,dom,2006-09-10,,Betis,3–0,Athletic Club,,Manuel Ruiz de Lopera,González Vázquez,Relatório da Partida,
2,dom,2006-09-10,,Mallorca,0–0,La Coruña,,Ono Estadi,Megía Dávila,Relatório da Partida,
2,dom,2006-09-10,,Levante,1–4,Real Madrid,,Ciudad de Valencia,Daudén Ibáñez,Relatório da Partida,
2,dom,2006-09-10,,Gimnàstic,1–2,Celta Vigo,,Avenida de Cataluña,Ramírez Domínguez,Relatório da Partida,
2,dom,2006-09-10,,Zaragoza,3–0,Espanyol,,La Romareda,Rubinos Pérez,Relatório da Partida,
2,dom,2006-09-10,,Villarreal,0–1,Recreativo,,El Madrigal,Turienzo Álvarez,Relatório da Partida,
2,dom,2006-09-10,,Getafe,1–0,Racing Sant,,Coliseum Alfonso Pérez,Álvarez Izquierdo,Relatório da Partida,
2,dom,2006-09-10,,Real Sociedad,1–3,Sevilla,,Anoeta,Teixeira Vitienes,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2006-09-16,,La Coruña,2–0,Villarreal,,Nuevo Riazor,Undiano Mallenco,Relatório da Partida,
3,dom,2006-09-17,,Recreativo,0–1,Levante,,Nuevo Colombino,Clos Gómez,Relatório da Partida,
3,dom,2006-09-17,,Racing Sant,0–3,Barcelona,,Campos de Sport del Sardinero,Velasco Carballo,Relatório da Partida,
3,dom,2006-09-17,,Espanyol,2–1,Celta Vigo,,Olímpic Lluís Companys,Ayza Gámez,Relatório da Partida,
3,dom,2006-09-17,,Valencia,2–0,Getafe,,Mestalla,Pino Zamorano,Relatório da Partida,
3,dom,2006-09-17,,Sevilla,3–2,Betis,,Ramón Sánchez Pizjuán,Mejuto González,Relatório da Partida,
3,dom,2006-09-17,,Osasuna,2–0,Gimnàstic,,Reyno de Navarra,Lizondo Cortés,Relatório da Partida,
3,dom,2006-09-17,,Real Madrid,2–0,Real Sociedad,,Santiago Bernabéu,Muñiz Fernández,Relatório da Partida,
