Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2007-08-25,,Real Madrid,2–1,Atlético Madrid,,Santiago Bernabéu,Mejuto González,Relatório da Partida,
1,sáb,2007-08-25,,Sevilla,4–1,Getafe,,Ramón Sánchez Pizjuán,Turienzo Álvarez,Relatório da Partida,
1,sáb,2007-08-25,,Real Murcia,2–1,Zaragoza,,Nueva Condomina,Álvarez Izquierdo,Relatório da Partida,
1,dom,2007-08-26,,Recreativo,1–1,Betis,,Nuevo Colombino,Pérez Burrull,Relatório da Partida,
1,dom,2007-08-26,,Athletic Club,0–0,Osasuna,,San Mamés,Velasco Carballo,Relatório da Partida,
1,dom,2007-08-26,,La Coruña,0–3,Almería,,Nuevo Riazor,Ontanaya López,Relatório da Partida,
1,dom,2007-08-26,,Valencia,0–3,Villarreal,,Mestalla,Pérez Lasa,Relatório da Partida,
1,dom,2007-08-26,,Racing Sant,0–0,Barcelona,,Campos de Sport del Sardinero,Muñiz Fernández,Relatório da Partida,
1,dom,2007-08-26,,Mallorca,3–0,Levante,,Ono Estadi,Ramírez Domínguez,Relatório da Partida,
1,dom,2007-08-26,,Espanyol,0–1,Valladolid,,Olímpic Lluís Companys,Fernández Borbalán,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2007-09-01,,Zaragoza,1–1,Racing Sant,,La Romareda,Delgado Ferreiro,Relatório da Partida,
2,sáb,2007-09-01,,Levante,0–0,Real Murcia,,Vallejo,Paradas Romero,Relatório da Partida,
2,dom,2007-09-02,,Valladolid,2–2,La Coruña,,Nuevo Zorrilla,Rubinos Pérez,Relatório da Partida,
2,dom,2007-09-02,,Getafe,1–1,Recreativo,,Coliseum Alfonso Pérez,Lizondo Cortés,Relatório da Partida,
2,dom,2007-09-02,,Atlético Madrid,1–1,Mallorca,,Vicente Calderón,Teixeira Vitienes,Relatório da Partida,
2,dom,2007-09-02,,Barcelona,3–1,Athletic Club,,Nou Camp,Megía Dávila,Relatório da Partida,
2,dom,2007-09-02,,Betis,2–2,Espanyol,,Manuel Ruiz de Lopera,Ayza Gámez,Relatório da Partida,
2,dom,2007-09-02,,Almería,1–2,Valencia,,Juegos del Mediterráneo,Iturralde González,Relatório da Partida,
2,dom,2007-09-02,,Villarreal,0–5,Real Madrid,,El Madrigal,Medina Cantalejo,Relatório da Partida,
,,,,,,,,,,,
