Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sex,2015-08-21,20:30 (15:30),Málaga,0–0,Sevilla,30.372,Estadio La Rosaleda,Alfonso Álvarez,Relatório da Partida,
1,sáb,2015-08-22,18:30 (13:30),La Coruña,0–0,Real Sociedad,23.306,Estadio Municipal de Riazor,Antonio Matéu Lahoz,Relatório da Partida,
1,sáb,2015-08-22,18:30 (13:30),Espanyol,1–0,Getafe,16.248,RCDE Stadium,Jesús Gil,Relatório da Partida,
1,sáb,2015-08-22,20:30 (15:30),Atlético Madrid,1–0,Las Palmas,45.107,Estadio Vicente Calderón,Eduardo Prieto,Relatório da Partida,
1,sáb,2015-08-22,22:30 (17:30),Rayo Vallecano,0–0,Valencia,9.608,Estadio del Rayo Vallecano,Alberto Undiano,Relatório da Partida,
1,dom,2015-08-23,18:30 (13:30),Athletic Club,0–1,Barcelona,44.737,San Mamés,Carlos del Cerro,Relatório da Partida,
1,dom,2015-08-23,20:30 (15:30),Sporting Gijón,0–0,Real Madrid,28.105,Estadio Municipal El Molinón,Javier Estrada,Relatório da Partida,
1,dom,2015-08-23,22:00 (17:00),Levante,1–2,Celta Vigo,11.701,Estadio Ciudad de Valencia,Ricardo de Burgos,Relatório da Partida,
1,dom,2015-08-23,22:30 (17:30),Betis,1–1,Villarreal,38.572,Estadio Benito Villamarín,Iñaki Bikandi,Relatório da Partida,
1,seg,2015-08-24,20:30 (15:30),Granada,1–3,Eibar,14.795,Estadio Nuevo Los Cármenes,Ignacio Iglesias,Relatório da Partida,
,,,,,,,,,,,
2,sex,2015-08-28,20:30 (15:30),Villarreal,3–1,Espanyol,17.650,Estadio de la Cerámica,Carlos Velasco,Relatório da Partida,
2,sáb,2015-08-29,18:30 (13:30),Real Sociedad,0–0,Sporting Gijón,22.478,Estadio Municipal de Anoeta,José Sánchez,Relatório da Partida,
2,sáb,2015-08-29,20:30 (15:30),Barcelona,1–0,Málaga,80.812,Camp Nou,Santiago Jaime,Relatório da Partida,
