Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sex,2016-08-19,20:45 (15:45),Málaga,1–1,Osasuna,22.347,Estadio La Rosaleda,Santiago Jaime,Relatório da Partida,
1,sex,2016-08-19,22:00 (17:00),La Coruña,2–1,Eibar,21.441,Estadio Municipal de Riazor,Mario Melero,Relatório da Partida,
1,sáb,2016-08-20,18:15 (13:15),Barcelona,6–2,Betis,65.731,Camp Nou,Alberto Undiano,Relatório da Partida,
1,sáb,2016-08-20,20:15 (15:15),Granada,1–1,Villarreal,15.149,Estadio Nuevo Los Cármenes,Javier Estrada,Relatório da Partida,
1,sáb,2016-08-20,22:15 (17:15),Sevilla,6–4,Espanyol,29.420,Estadio Ramón Sánchez Pizjuán,José González,Relatório da Partida,
1,dom,2016-08-21,18:15 (13:15),Sporting Gijón,2–1,Athletic Club,24.833,Estadio Municipal El Molinón,Carlos Clos,Relatório da Partida,
1,dom,2016-08-21,20:15 (15:15),Real Sociedad,0–3,Real Madrid,27.653,Estadio Municipal de Anoeta,Juan Martínez,Relatório da Partida,
1,dom,2016-08-21,22:15 (17:15),Atlético Madrid,1–1,Alavés,36.455,Estadio Vicente Calderón,Ignacio Iglesias,Relatório da Partida,
1,seg,2016-08-22,20:00 (15:00),Celta Vigo,0–1,Leganés,16.578,Estadio de Balaídos,José Luis Munuera,Relatório da Partida,
1,seg,2016-08-22,22:00 (17:00),Valencia,2–4,Las Palmas,37.144,Estadio de Mestalla,Iñaki Bikandi,Relatório da Partida,
,,,,,,,,,,,
2,sex,2016-08-26,20:45 (15:45),Betis,0–0,La Coruña,33.172,Estadio Benito Villamarín,Carlos Clos,Relatório da Partida,
2,sex,2016-08-26,22:00 (17:00),Espanyol,2–2,Málaga,17.304,RCDE Stadium,Jesús Gil,Relatório da Partida,
2,sáb,2016-08-27,18:15 (13:15),Eibar,1–0,Valencia,3.576,Estadio Municipal de Ipurúa,Alejandro Hernández,Relatório da Partida,
2,sáb,2016-08-27,18:15 (13:15),Osasuna,0–2,Real Sociedad,16.343,Estadio El Sadar,Alfonso Álvarez,Relatório da Partida,
2,sáb,2016-08-27,20:15 (15:15),Real Madrid,2–1,Celta Vigo,61.568,Estadio Santiago Bernabéu,Ricardo de Burgos,Relatório da Partida,
2,sáb,2016-08-27,22:15 (17:15),Leganés,0–0,Atlético Madrid,10.958,Estadio Municipal de Butarque,José Sánchez,Relatório da Partida,
