Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2004-08-28,,Atlético Madrid,2–0,Málaga,,Vicente Calderón,Iturralde González,Relatório da Partida,
1,sáb,2004-08-28,,Espanyol,1–1,La Coruña,,Olímpic Lluís Companys,Rubinos Pérez,Relatório da Partida,
1,sáb,2004-08-28,,Numancia,1–1,Betis,,Los Pajaritos,Lizondo Cortés,Relatório da Partida,
1,dom,2004-08-29,,Racing Sant,0–2,Barcelona,,Campos de Sport del Sardinero,Undiano Mallenco,Relatório da Partida,
1,dom,2004-08-29,,Osasuna,1–1,Athletic Club,,El Sadar,Daudén Ibáñez,Relatório da Partida,
1,dom,2004-08-29,,Zaragoza,3–1,Getafe,,La Romareda,Pérez Lasa,Relatório da Partida,
1,dom,2004-08-29,,Mallorca,0–1,Real Madrid,,Son Moix,Turienzo Álvarez,Relatório da Partida,
1,dom,2004-08-29,,Real Sociedad,1–1,Levante,,Anoeta,Carmona Méndez,Relatório da Partida,
1,dom,2004-08-29,,Sevilla,1–0,Albacete,,Ramón Sánchez Pizjuán,Puentes Leira,Relatório da Partida,
1,seg,2004-08-30,,Valencia,2–1,Villarreal,,Mestalla,Ramírez Domínguez,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2004-09-11,,Real Madrid,1–0,Numancia,,Santiago Bernabéu,Pérez Burrull,Relatório da Partida,
2,sáb,2004-09-11,,Barcelona,2–0,Sevilla,,Nou Camp,Velasco Carballo,Relatório da Partida,
2,sáb,2004-09-11,,Athletic Club,2–2,Valencia,,San Mamés,Rodríguez Santiago,Relatório da Partida,
2,dom,2004-09-12,,Levante,3–1,Racing Sant,,Ciutat de València,Fernández Borbalán,Relatório da Partida,
2,dom,2004-09-12,,Getafe,1–2,Mallorca,,Coliseum Alfonso Pérez,Losantos Omar,Relatório da Partida,
2,dom,2004-09-12,,Málaga,0–0,Zaragoza,,La Rosaleda,González Vázquez,Relatório da Partida,
2,dom,2004-09-12,,Villarreal,0–0,Real Sociedad,,El Madrigal,Pino Zamorano,Relatório da Partida,
2,dom,2004-09-12,,La Coruña,1–3,Osasuna,,Nuevo Riazor,Moreno Delgado,Relatório da Partida,
2,dom,2004-09-12,,Albacete,0–2,Atlético Madrid,,Carlos Belmonte,Medina Cantalejo,Relatório da Partida,
2,dom,2004-09-12,,Betis,1–4,Espanyol,,Manuel Ruiz de Lopera,Teixeira Vitienes,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2004-09-18,,Osasuna,3–2,Betis,,El Sadar,Muñiz Fernández,Relatório da Partida,
3,sáb,2004-09-18,,Espanyol,1–0,Real Madrid,,Olímpic Lluís Companys,Lizondo Cortés,Relatório da Partida,
3,sáb,2004-09-18,,Valencia,3–1,Real Sociedad,,Mestalla,Medina Cantalejo,Relatório da Partida,
3,dom,2004-09-19,,Mallorca,1–2,Málaga,,Son Moix,Megía Dávila,Relatório da Partida,
3,dom,2004-09-19,,Zaragoza,4–3,Albacete,,La Romareda,Esquinas Torres,Relatório da Partida,
3,dom,2004-09-19,,Atlético Madrid,1–1,Barcelona,,Vicente Calderón,Daudén Ibáñez,Relatório da Partida,
3,dom,2004-09-19,,Athletic Club,1–2,La Coruña,,San Mamés,Undiano Mallenco,Relatório da Partida,
3,dom,2004-09-19,,Numancia,1–0,Getafe,,Los Pajaritos,Iturralde González,Relatório da Partida,
3,dom,2004-09-19,,Sevilla,3–0,Levante,,Ramón Sánchez Pizjuán,Rubinos Pérez,Relatório da Partida,
3,dom,2004-09-19,,Racing Sant,1–1,Villarreal,,Campos de Sport del Sardinero,Turienzo Álvarez,Relatório da Partida,
,,,,,,,,,,,
4,ter,2004-09-21,,Real Madrid,1–0,Osasuna,,Santiago Bernabéu,Ramírez Domínguez,Relatório da Partida,
4,qua,2004-09-22,,Albacete,0–0,Mallorca,,Carlos Belmonte,Rodríguez Santiago,Relatório da Partida,
4,qua,2004-09-22,,Málaga,4–1,Numancia,,La Rosaleda,Velasco Carballo,Relatório da Partida,
4,qua,2004-09-22,,Villarreal,0–0,Sevilla,,El Madrigal,Teixeira Vitienes,Relatório da Partida,
4,qua,2004-09-22,,Levante,1–0,Atlético Madrid,,Ciutat de València,Pérez Lasa,Relatório da Partida,
4,qua,2004-09-22,,La Coruña,1–5,Valencia,,Nuevo Riazor,Pino Zamorano,Relatório da Partida,
4,qua,2004-09-22,,Betis,2–1,Athletic Club,,Manuel Ruiz de Lopera,Puentes Leira,Relatório da Partida,
4,qua,2004-09-22,,Real Sociedad,0–1,Racing Sant,,Anoeta,Moreno Delgado,Relatório da Partida,
4,qua,2004-09-22,,Getafe,1–0,Espanyol,,Coliseum Alfonso Pérez,Carmona Méndez,Relatório da Partida,
4,qui,2004-09-23,,Barcelona,4–1,Zaragoza,,Nou Camp,Mejuto González,Relatório da Partida,
,,,,,,,,,,,
5,sáb,2004-09-25,,La Coruña,1–1,Betis,,Nuevo Riazor,Daudén Ibáñez,Relatório da Partida,
5,sáb,2004-09-25,,Atlético Madrid,1–0,Villarreal,,Vicente Calderón,Losantos Omar,Relatório da Partida,
5,sáb,2004-09-25,,Athletic Club,2–1,Real Madrid,,San Mamés,Fernández Borbalán,Relatório da Partida,
5,dom,2004-09-26,,Espanyol,1–0,Málaga,,Olímpic Lluís Companys,Esquinas Torres,Relatório da Partida,
5,dom,2004-09-26,,Valencia,2–0,Racing Sant,,Mestalla,González Vázquez,Relatório da Partida,
5,dom,2004-09-26,,Zaragoza,4–3,Levante,,La Romareda,Megía Dávila,Relatório da Partida,
5,dom,2004-09-26,,Mallorca,1–3,Barcelona,,Son Moix,Iturralde González,Relatório da Partida,
5,dom,2004-09-26,,Numancia,0–0,Albacete,,Los Pajaritos,Undiano Mallenco,Relatório da Partida,
5,dom,2004-09-26,,Osasuna,2–1,Getafe,,El Sadar,Medina Cantalejo,Relatório da Partida,
5,dom,2004-09-26,,Sevilla,2–1,Real Sociedad,,Ramón Sánchez Pizjuán,Pérez Burrull,Relatório da Partida,
,,,,,,,,,,,
6,sáb,2004-10-02,,Real Sociedad,1–0,Atlético Madrid,,Anoeta,Puentes Leira,Relatório da Partida,
6,sáb,2004-10-02,,Betis,1–1,Valencia,,Manuel Ruiz de Lopera,Carmona Méndez,Relatório da Partida,
6,dom,2004-10-03,,Albacete,1–0,Espanyol,,Carlos Belmonte,Turienzo Álvarez,Relatório da Partida,
6,dom,2004-10-03,,Racing Sant,0–0,Sevilla,,Campos de Sport del Sardinero,Pérez Lasa,Relatório da Partida,
6,dom,2004-10-03,,Getafe,3–1,Athletic Club,,Coliseum Alfonso Pérez,Lizondo Cortés,Relatório da Partida,
6,dom,2004-10-03,,Barcelona,1–0,Numancia,,Nou Camp,Muñiz Fernández,Relatório da Partida,
6,dom,2004-10-03,,Real Madrid,0–1,La Coruña,,Santiago Bernabéu,Teixeira Vitienes,Relatório da Partida,
6,dom,2004-10-03,,Levante,2–0,Mallorca,,Ciutat de València,Ramírez Domínguez,Relatório da Partida,
6,dom,2004-10-03,,Villarreal,2–0,Zaragoza,,El Madrigal,Moreno Delgado,Relatório da Partida,
6,dom,2004-10-03,,Málaga,2–0,Osasuna,,La Rosaleda,Rubinos Pérez,Relatório da Partida,
,,,,,,,,,,,
7,sáb,2004-10-16,,La Coruña,2–1,Getafe,,Nuevo Riazor,Pérez Burrull,Relatório da Partida,
7,sáb,2004-10-16,,Betis,1–1,Real Madrid,,Manuel Ruiz de Lopera,Pino Zamorano,Relatório da Partida,
7,sáb,2004-10-16,,Espanyol,0–1,Barcelona,,Olímpic Lluís Companys,Megía Dávila,Relatório da Partida,
7,dom,2004-10-17,,Mallorca,1–1,Villarreal,,Son Moix,González Vázquez,Relatório da Partida,
7,dom,2004-10-17,,Osasuna,3–2,Albacete,,El Sadar,Velasco Carballo,Relatório da Partida,
7,dom,2004-10-17,,Atlético Madrid,1–0,Racing Sant,,Vicente Calderón,Rodríguez Santiago,Relatório da Partida,
7,dom,2004-10-17,,Athletic Club,1–0,Málaga,,San Mamés,Daudén Ibáñez,Relatório da Partida,
7,dom,2004-10-17,,Valencia,1–2,Sevilla,,Mestalla,Esquinas Torres,Relatório da Partida,
7,dom,2004-10-17,,Zaragoza,2–1,Real Sociedad,,La Romareda,Fernández Borbalán,Relatório da Partida,
7,dom,2004-10-17,,Numancia,1–3,Levante,,Los Pajaritos,Losantos Omar,Relatório da Partida,
,,,,,,,,,,,
8,sáb,2004-10-23,,Real Madrid,1–0,Valencia,,Santiago Bernabéu,Pérez Lasa,Relatório da Partida,
8,sáb,2004-10-23,,Málaga,1–1,La Coruña,,La Rosaleda,Turienzo Álvarez,Relatório da Partida,
8,dom,2004-10-24,,Barcelona,3–0,Osasuna,,Nou Camp,Lizondo Cortés,Relatório da Partida,
8,dom,2004-10-24,,Sevilla,2–1,Atlético Madrid,,Ramón Sánchez Pizjuán,Carmona Méndez,Relatório da Partida,
8,dom,2004-10-24,,Real Sociedad,2–1,Mallorca,,Anoeta,Esquinas Torres,Relatório da Partida,
8,dom,2004-10-24,,Getafe,0–2,Betis,,Coliseum Alfonso Pérez,Mejuto González,Relatório da Partida,
