Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sex,2017-08-18,20:15 (15:15),Leganés,1.3,1–0,1.1,Alavés,9.231,Estadio Municipal de Butarque,José Munuera,Relatório da Partida,
1,sex,2017-08-18,22:15 (17:15),Valencia,1.4,1–0,0.2,Las Palmas,35.971,Estadio de Mestalla,Jesús Gil,Relatório da Partida,
1,sáb,2017-08-19,18:15 (13:15),Celta Vigo,1.8,2–3,2.1,Real Sociedad,16.961,Estadio de Balaídos,Antonio Matéu Lahoz,Relatório da Partida,
1,sáb,2017-08-19,20:15 (15:15),Girona,2.2,2–2,0.7,Atlético Madrid,11.511,Estadi Municipal de Montilivi,Juan Martínez,Relatório da Partida,
1,sáb,2017-08-19,22:15 (17:15),Sevilla,2.4,1–1,1.3,Espanyol,30.487,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,Relatório da Partida,
1,dom,2017-08-20,18:15 (13:15),Athletic Club,1.2,0–0,0.5,Getafe,37.884,San Mamés,Mario Melero,Relatório da Partida,
1,dom,2017-08-20,20:15 (15:15),Barcelona,1.1,2–0,0.1,Betis,56.480,Camp Nou,Daniel Trujillo,Relatório da Partida,
1,dom,2017-08-20,22:15 (17:15),La Coruña,1.7,0–3,2.1,Real Madrid,27.770,Estadio Municipal de Riazor,José González,Relatório da Partida,
1,seg,2017-08-21,20:15 (15:15),Levante,1.4,1–0,0.5,Villarreal,19.500,Estadio Ciudad de Valencia,Alfonso Álvarez,Relatório da Partida,
1,seg,2017-08-21,22:00 (17:00),Málaga,0.9,0–1,1.4,Eibar,24.753,Estadio La Rosaleda,David Medié,Relatório da Partida,
,,,,,,,,,,,,,
2,sex,2017-08-25,20:15 (15:15),Real Sociedad,2.0,3–0,0.2,Villarreal,19.931,Estadio Municipal de Anoeta,Javier Estrada,Relatório da Partida,
2,sex,2017-08-25,22:00 (17:00),Betis,1.6,2–1,0.3,Celta Vigo,45.761,Estadio Benito Villamarín,Ricardo de Burgos,Relatório da Partida,
2,sáb,2017-08-26,18:15 (13:15),Alavés,0.9,0–2,2.5,Barcelona,19.356,Estadio de Mendizorroza,Carlos del Cerro,Relatório da Partida,
2,sáb,2017-08-26,20:15 (15:15),Girona,1.4,1–0,0.4,Málaga,9.966,Estadi Municipal de Montilivi,Santiago Jaime,Relatório da Partida,
2,sáb,2017-08-26,20:15 (15:15),Levante,2.4,2–2,0.8,La Coruña,17.370,Estadio Ciudad de Valencia,Alberola Rojas,Relatório da Partida,
2,sáb,2017-08-26,21:15 (17:15),Las Palmas,1.4,1–5,0.4,Atlético Madrid,20.384,Estadio de Gran Canaria,Ignacio Iglesias,Relatório da Partida,
2,dom,2017-08-27,18:15 (13:15),Espanyol,1.2,0–1,1.2,Leganés,18.383,RCDE Stadium,Pablo González,Relatório da Partida,
2,dom,2017-08-27,18:15 (13:15),Eibar,1.2,0–1,1.1,Athletic Club,5.932,Estadio Municipal de Ipurúa,José Sánchez,Relatório da Partida,
2,dom,2017-08-27,20:15 (15:15),Getafe,1.8,0–1,1.2,Sevilla,10.039,Coliseum Alfonso Pérez,Alberto Undiano,Relatório da Partida,
2,dom,2017-08-27,22:15 (17:15),Real Madrid,3.2,2–2,0.9,Valencia,65.107,Estadio Santiago Bernabéu,David Fernández,Relatório da Partida,
,,,,,,,,,,,,,
3,sex,2017-09-08,21:00 (16:00),Leganés,1.6,1–2,0.4,Getafe,11.454,Estadio Municipal de Butarque,Alfonso Álvarez,Relatório da Partida,
3,sáb,2017-09-09,13:00 (08:00),Real Madrid,3.1,1–1,0.7,Levante,67.789,Estadio Santiago Bernabéu,Alejandro Hernández,Relatório da Partida,
3,sáb,2017-09-09,16:15 (11:15),Valencia,0.5,0–0,0.6,Atlético Madrid,43.859,Estadio de Mestalla,José González,Relatório da Partida,
3,sáb,2017-09-09,18:30 (13:30),Sevilla,3.0,3–0,0.8,Eibar,32.469,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz,Relatório da Partida,
3,sáb,2017-09-09,20:45 (15:45),Barcelona,5.1,5–0,0.7,Espanyol,72.857,Camp Nou,Jesús Gil,Relatório da Partida,
3,dom,2017-09-10,12:00 (07:00),La Coruña,1.0,2–4,2.0,Real Sociedad,21.942,Estadio Municipal de Riazor,José Munuera,Relatório da Partida,
3,dom,2017-09-10,16:15 (11:15),Athletic Club,1.6,2–0,0.4,Girona,39.952,San Mamés,Daniel Trujillo,Relatório da Partida,
3,dom,2017-09-10,18:30 (13:30),Celta Vigo,2.7,1–0,0.5,Alavés,17.384,Estadio de Balaídos,Mario Melero,Relatório da Partida,
3,dom,2017-09-10,20:45 (15:45),Villarreal,1.5,3–1,0.9,Betis,18.638,Estadio de la Cerámica,David Medié,Relatório da Partida,
