Rk;Player;Nation;Pos;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost
101;Carmona;esESP;DF;Sevilla;19;2002;0.3;0;0;0;0;1;0;0;1;0;0.0;0.0;0;1.0;0.0;1.0
102;Yannick Carrasco;beBEL;FW,MF;Atlético Madrid;27;1993;28.7;5;0;0;30;39;13;133;19;19;0.0;0.0;0;159.0;8.0;12.0
103;Guido Carrillo;arARG;FW;Elche;30;1991;13.0;3;0;0;33;25;6;1;1;4;0.0;0.0;0;38.0;80.0;60.0
104;Dani Carvajal;esESP;DF;Real Madrid;29;1992;17.2;1;0;0;19;11;0;40;20;28;0.0;1.0;0;97.0;14.0;14.0
105;William Carvalho;ptPOR;MF;Betis;29;1992;20.1;6;0;0;31;28;0;4;16;33;0.0;0.0;0;128.0;34.0;25.0
106;Casemiro;brBRA;MF;Real Madrid;29;1992;28.5;11;0;0;54;38;4;17;38;51;1.0;0.0;0;230.0;101.0;50.0
107;Kiko Casilla;esESP;GK;Elche;34;1986;14.0;3;0;0;0;1;0;0;1;0;0.0;0.0;0;21.0;3.0;0.0
108;Catena;esESP;DF;Rayo Vallecano;26;1994;36.0;8;0;0;26;14;3;2;30;23;0.0;1.0;0;190.0;117.0;40.0
109;Dani Ceballos;esESP;MF;Real Madrid;24;1996;3.1;1;0;0;3;7;0;1;4;5;0.0;0.0;0;25.0;0.0;0.0
110;Franco Cervi;arARG;MF;Celta Vigo;27;1994;20.0;5;0;0;22;40;2;78;21;41;1.0;0.0;0;146.0;17.0;31.0
111;Chapela;esESP;MF,FW;Cádiz;22;1999;4.4;0;0;0;4;9;1;12;4;2;0.0;0.0;0;22.0;4.0;6.0
112;Chema;esESP;MF;Getafe;29;1992;0.5;1;1;0;2;0;0;0;0;0;0.0;0.0;0;1.0;0.0;1.0
113;Denis Cheryshev;ruRUS;MF,FW;Valencia;30;1990;6.3;1;0;0;15;7;4;27;9;5;1.0;0.0;0;35.0;5.0;13.0
114;Samuel Chukwueze;ngNGA;MF,FW;Villarreal;22;1999;14.8;4;0;0;11;16;12;16;5;9;0.0;0.0;0;57.0;7.0;18.0
115;Víctor Chust;esESP;DF;Cádiz;21;2000;20.3;2;0;0;14;8;0;2;16;10;0.0;2.0;0;124.0;30.0;36.0
