Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2013-08-17,,Valladolid,1–2,Athletic Club,,José Zorrilla,Ayza Gámez,Relatório da Partida,
1,sáb,2013-08-17,,Valencia,1–0,Málaga,,Mestalla,Álvarez Izquierdo,Relatório da Partida,
1,sáb,2013-08-17,,Real Sociedad,2–0,Getafe,,Anoeta,Martínez Munuera,Relatório da Partida,
1,dom,2013-08-18,,Real Madrid,2–1,Betis,,Santiago Bernabéu,Gil Manzano,Relatório da Partida,
1,dom,2013-08-18,,Barcelona,7–0,Levante,,Camp Nou,Del Cerro Grande,Relatório da Partida,
1,dom,2013-08-18,,Sevilla,1–3,Atlético Madrid,,Ramón Sánchez Pizjuán,Clos Gómez,Relatório da Partida,
1,dom,2013-08-18,,Osasuna,1–2,Granada,,Reyno de Navarra,González González,Relatório da Partida,
1,seg,2013-08-19,,Rayo Vallecano,3–0,Elche,,Estadio de Vallecas Teresa Rivero,Fernández Borbalán,Relatório da Partida,
1,seg,2013-08-19,,Celta Vigo,2–2,Espanyol,,Balaídos,Teixeira Vitienes,Relatório da Partida,
1,seg,2013-08-19,,Almería,2–3,Villarreal,,Estadio Mediterráneo,Undiano Mallenco,Relatório da Partida,
,,,,,,,,,,,
2,sex,2013-08-23,,Getafe,2–2,Almería,,Coliseum Alfonso Pérez,Hernández Hernández,Relatório da Partida,
2,sex,2013-08-23,,Athletic Club,2–0,Osasuna,,Anoeta,Muñiz Fernández,Relatório da Partida,
2,sáb,2013-08-24,,Espanyol,3–1,Valencia,,Cornellá - El Prat,Velasco Carballo,Relatório da Partida,
2,sáb,2013-08-24,,Villarreal,2–1,Valladolid,,El Madrigal,Gil Manzano,Relatório da Partida,
2,sáb,2013-08-24,,Elche,1–1,Real Sociedad,,Martínez Valero,Pérez Montero,Relatório da Partida,
2,dom,2013-08-25,,Atlético Madrid,5–0,Rayo Vallecano,,Vicente Calderón,Iglesias Villanueva,Relatório da Partida,
2,dom,2013-08-25,,Betis,1–2,Celta Vigo,,Benito Villamarín,Prieto Iglesias,Relatório da Partida,
2,dom,2013-08-25,,Levante,0–0,Sevilla,,Ciutat de Valencia,Teixeira Vitienes,Relatório da Partida,
2,dom,2013-08-25,,Málaga,0–1,Barcelona,,La Rosaleda,Mateu Lahoz,Relatório da Partida,
