Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2018-08-10;Manchester Utd;2–1;Leicester City;Relatório da Partida;2018;2;1
2018-08-11;Newcastle Utd;1–2;Tottenham;Relatório da Partida;2018;1;2
2018-08-11;Fulham;0–2;Crystal Palace;Relatório da Partida;2018;0;2
2018-08-11;Bournemouth;2–0;Cardiff City;Relatório da Partida;2018;2;0
2018-08-11;Watford;2–0;Brighton;Relatório da Partida;2018;2;0
2018-08-11;Huddersfield;0–3;Chelsea;Relatório da Partida;2018;0;3
2018-08-11;Wolves;2–2;Everton;Relatório da Partida;2018;2;2
2018-08-12;Southampton;0–0;Burnley;Relatório da Partida;2018;0;0
2018-08-12;Liverpool;4–0;West Ham;Relatório da Partida;2018;4;0
2018-08-12;Arsenal;0–2;Manchester City;Relatório da Partida;2018;0;2
2018-08-18;Cardiff City;0–0;Newcastle Utd;Relatório da Partida;2018;0;0
2018-08-18;West Ham;1–2;Bournemouth;Relatório da Partida;2018;1;2
2018-08-18;Everton;2–1;Southampton;Relatório da Partida;2018;2;1
2018-08-18;Leicester City;2–0;Wolves;Relatório da Partida;2018;2;0
2018-08-18;Tottenham;3–1;Fulham;Relatório da Partida;2018;3;1
2018-08-18;Chelsea;3–2;Arsenal;Relatório da Partida;2018;3;2
2018-08-19;Burnley;1–3;Watford;Relatório da Partida;2018;1;3
2018-08-19;Manchester City;6–1;Huddersfield;Relatório da Partida;2018;6;1
2018-08-19;Brighton;3–2;Manchester Utd;Relatório da Partida;2018;3;2
2018-08-20;Crystal Palace;0–2;Liverpool;Relatório da Partida;2018;0;2
2018-08-25;Wolves;1–1;Manchester City;Relatório da Partida;2018;1;1
2018-08-25;Arsenal;3–1;West Ham;Relatório da Partida;2018;3;1
2018-08-25;Southampton;1–2;Leicester City;Relatório da Partida;2018;1;2
2018-08-25;Huddersfield;0–0;Cardiff City;Relatório da Partida;2018;0;0
2018-08-25;Bournemouth;2–2;Everton;Relatório da Partida;2018;2;2
2018-08-25;Liverpool;1–0;Brighton;Relatório da Partida;2018;1;0
2018-08-26;Watford;2–1;Crystal Palace;Relatório da Partida;2018;2;1
2018-08-26;Fulham;4–2;Burnley;Relatório da Partida;2018;4;2
2018-08-26;Newcastle Utd;1–2;Chelsea;Relatório da Partida;2018;1;2
2018-08-27;Manchester Utd;0–3;Tottenham;Relatório da Partida;2018;0;3
2018-09-01;Leicester City;1–2;Liverpool;Relatório da Partida;2018;1;2
2018-09-01;Crystal Palace;0–2;Southampton;Relatório da Partida;2018;0;2
2018-09-01;Brighton;2–2;Fulham;Relatório da Partida;2018;2;2
2018-09-01;Chelsea;2–0;Bournemouth;Relatório da Partida;2018;2;0
2018-09-01;Everton;1–1;Huddersfield;Relatório da Partida;2018;1;1
2018-09-01;West Ham;0–1;Wolves;Relatório da Partida;2018;0;1
2018-09-01;Manchester City;2–1;Newcastle Utd;Relatório da Partida;2018;2;1
2018-09-02;Cardiff City;2–3;Arsenal;Relatório da Partida;2018;2;3
2018-09-02;Watford;2–1;Tottenham;Relatório da Partida;2018;2;1
2018-09-02;Burnley;0–2;Manchester Utd;Relatório da Partida;2018;0;2
2018-09-15;Tottenham;1–2;Liverpool;Relatório da Partida;2018;1;2
2018-09-15;Manchester City;3–0;Fulham;Relatório da Partida;2018;3;0
2018-09-15;Huddersfield;0–1;Crystal Palace;Relatório da Partida;2018;0;1
2018-09-15;Newcastle Utd;1–2;Arsenal;Relatório da Partida;2018;1;2
2018-09-15;Bournemouth;4–2;Leicester City;Relatório da Partida;2018;4;2
2018-09-15;Chelsea;4–1;Cardiff City;Relatório da Partida;2018;4;1
2018-09-15;Watford;1–2;Manchester Utd;Relatório da Partida;2018;1;2
2018-09-16;Wolves;1–0;Burnley;Relatório da Partida;2018;1;0
2018-09-16;Everton;1–3;West Ham;Relatório da Partida;2018;1;3
2018-09-17;Southampton;2–2;Brighton;Relatório da Partida;2018;2;2
2018-09-22;Fulham;1–1;Watford;Relatório da Partida;2018;1;1
2018-09-22;Crystal Palace;0–0;Newcastle Utd;Relatório da Partida;2018;0;0
2018-09-22;Cardiff City;0–5;Manchester City;Relatório da Partida;2018;0;5
2018-09-22;Liverpool;3–0;Southampton;Relatório da Partida;2018;3;0
2018-09-22;Burnley;4–0;Bournemouth;Relatório da Partida;2018;4;0
2018-09-22;Manchester Utd;1–1;Wolves;Relatório da Partida;2018;1;1
2018-09-22;Leicester City;3–1;Huddersfield;Relatório da Partida;2018;3;1
2018-09-22;Brighton;1–2;Tottenham;Relatório da Partida;2018;1;2
2018-09-23;West Ham;0–0;Chelsea;Relatório da Partida;2018;0;0
2018-09-23;Arsenal;2–0;Everton;Relatório da Partida;2018;2;0
2018-09-29;West Ham;3–1;Manchester Utd;Relatório da Partida;2018;3;1
2018-09-29;Newcastle Utd;0–2;Leicester City;Relatório da Partida;2018;0;2
2018-09-29;Everton;3–0;Fulham;Relatório da Partida;2018;3;0
2018-09-29;Wolves;2–0;Southampton;Relatório da Partida;2018;2;0
2018-09-29;Arsenal;2–0;Watford;Relatório da Partida;2018;2;0
