Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2021-08-13;Brentford;2–0;Arsenal;Relatório da Partida;2021;2;0
2021-08-14;Manchester Utd;5–1;Leeds United;Relatório da Partida;2021;5;1
2021-08-14;Leicester City;1–0;Wolves;Relatório da Partida;2021;1;0
2021-08-14;Burnley;1–2;Brighton;Relatório da Partida;2021;1;2
2021-08-14;Chelsea;3–0;Crystal Palace;Relatório da Partida;2021;3;0
2021-08-14;Watford;3–2;Aston Villa;Relatório da Partida;2021;3;2
2021-08-14;Everton;3–1;Southampton;Relatório da Partida;2021;3;1
2021-08-14;Norwich City;0–3;Liverpool;Relatório da Partida;2021;0;3
2021-08-15;Newcastle Utd;2–4;West Ham;Relatório da Partida;2021;2;4
2021-08-15;Tottenham;1–0;Manchester City;Relatório da Partida;2021;1;0
2021-08-21;Liverpool;2–0;Burnley;Relatório da Partida;2021;2;0
2021-08-21;Aston Villa;2–0;Newcastle Utd;Relatório da Partida;2021;2;0
2021-08-21;Manchester City;5–0;Norwich City;Relatório da Partida;2021;5;0
2021-08-21;Leeds United;2–2;Everton;Relatório da Partida;2021;2;2
2021-08-21;Crystal Palace;0–0;Brentford;Relatório da Partida;2021;0;0
2021-08-21;Brighton;2–0;Watford;Relatório da Partida;2021;2;0
2021-08-22;Wolves;0–1;Tottenham;Relatório da Partida;2021;0;1
2021-08-22;Southampton;1–1;Manchester Utd;Relatório da Partida;2021;1;1
2021-08-22;Arsenal;0–2;Chelsea;Relatório da Partida;2021;0;2
2021-08-23;West Ham;4–1;Leicester City;Relatório da Partida;2021;4;1
2021-08-28;Manchester City;5–0;Arsenal;Relatório da Partida;2021;5;0
2021-08-28;Norwich City;1–2;Leicester City;Relatório da Partida;2021;1;2
2021-08-28;West Ham;2–2;Crystal Palace;Relatório da Partida;2021;2;2
2021-08-28;Aston Villa;1–1;Brentford;Relatório da Partida;2021;1;1
2021-08-28;Newcastle Utd;2–2;Southampton;Relatório da Partida;2021;2;2
2021-08-28;Brighton;0–2;Everton;Relatório da Partida;2021;0;2
2021-08-28;Liverpool;1–1;Chelsea;Relatório da Partida;2021;1;1
2021-08-29;Burnley;1–1;Leeds United;Relatório da Partida;2021;1;1
2021-08-29;Tottenham;1–0;Watford;Relatório da Partida;2021;1;0
2021-08-29;Wolves;0–1;Manchester Utd;Relatório da Partida;2021;0;1
2021-09-11;Crystal Palace;3–0;Tottenham;Relatório da Partida;2021;3;0
2021-09-11;Watford;0–2;Wolves;Relatório da Partida;2021;0;2
2021-09-11;Brentford;0–1;Brighton;Relatório da Partida;2021;0;1
2021-09-11;Arsenal;1–0;Norwich City;Relatório da Partida;2021;1;0
2021-09-11;Manchester Utd;4–1;Newcastle Utd;Relatório da Partida;2021;4;1
2021-09-11;Leicester City;0–1;Manchester City;Relatório da Partida;2021;0;1
2021-09-11;Southampton;0–0;West Ham;Relatório da Partida;2021;0;0
2021-09-11;Chelsea;3–0;Aston Villa;Relatório da Partida;2021;3;0
2021-09-12;Leeds United;0–3;Liverpool;Relatório da Partida;2021;0;3
2021-09-13;Everton;3–1;Burnley;Relatório da Partida;2021;3;1
2021-09-17;Newcastle Utd;1–1;Leeds United;Relatório da Partida;2021;1;1
2021-09-18;Wolves;0–2;Brentford;Relatório da Partida;2021;0;2
2021-09-18;Manchester City;0–0;Southampton;Relatório da Partida;2021;0;0
2021-09-18;Liverpool;3–0;Crystal Palace;Relatório da Partida;2021;3;0
2021-09-18;Norwich City;1–3;Watford;Relatório da Partida;2021;1;3
2021-09-18;Burnley;0–1;Arsenal;Relatório da Partida;2021;0;1
2021-09-18;Aston Villa;3–0;Everton;Relatório da Partida;2021;3;0
2021-09-19;West Ham;1–2;Manchester Utd;Relatório da Partida;2021;1;2
2021-09-19;Brighton;2–1;Leicester City;Relatório da Partida;2021;2;1
2021-09-19;Tottenham;0–3;Chelsea;Relatório da Partida;2021;0;3
2021-09-25;Manchester Utd;0–1;Aston Villa;Relatório da Partida;2021;0;1
2021-09-25;Chelsea;0–1;Manchester City;Relatório da Partida;2021;0;1
2021-09-25;Leicester City;2–2;Burnley;Relatório da Partida;2021;2;2
2021-09-25;Leeds United;1–2;West Ham;Relatório da Partida;2021;1;2
2021-09-25;Watford;1–1;Newcastle Utd;Relatório da Partida;2021;1;1
2021-09-25;Everton;2–0;Norwich City;Relatório da Partida;2021;2;0
2021-09-25;Brentford;3–3;Liverpool;Relatório da Partida;2021;3;3
2021-09-26;Southampton;0–1;Wolves;Relatório da Partida;2021;0;1
2021-09-26;Arsenal;3–1;Tottenham;Relatório da Partida;2021;3;1
2021-09-27;Crystal Palace;1–1;Brighton;Relatório da Partida;2021;1;1
2021-10-02;Manchester Utd;1–1;Everton;Relatório da Partida;2021;1;1
2021-10-02;Wolves;2–1;Newcastle Utd;Relatório da Partida;2021;2;1
2021-10-02;Burnley;0–0;Norwich City;Relatório da Partida;2021;0;0
2021-10-02;Chelsea;3–1;Southampton;Relatório da Partida;2021;3;1
2021-10-02;Leeds United;1–0;Watford;Relatório da Partida;2021;1;0
2021-10-02;Brighton;0–0;Arsenal;Relatório da Partida;2021;0;0
2021-10-03;Tottenham;2–1;Aston Villa;Relatório da Partida;2021;2;1
2021-10-03;Crystal Palace;2–2;Leicester City;Relatório da Partida;2021;2;2
2021-10-03;West Ham;1–2;Brentford;Relatório da Partida;2021;1;2
2021-10-03;Liverpool;2–2;Manchester City;Relatório da Partida;2021;2;2
2021-10-16;Watford;0–5;Liverpool;Relatório da Partida;2021;0;5
2021-10-16;Leicester City;4–2;Manchester Utd;Relatório da Partida;2021;4;2
2021-10-16;Manchester City;2–0;Burnley;Relatório da Partida;2021;2;0
2021-10-16;Southampton;1–0;Leeds United;Relatório da Partida;2021;1;0
2021-10-16;Aston Villa;2–3;Wolves;Relatório da Partida;2021;2;3
2021-10-16;Norwich City;0–0;Brighton;Relatório da Partida;2021;0;0
2021-10-16;Brentford;0–1;Chelsea;Relatório da Partida;2021;0;1
2021-10-17;Everton;0–1;West Ham;Relatório da Partida;2021;0;1
2021-10-17;Newcastle Utd;2–3;Tottenham;Relatório da Partida;2021;2;3
2021-10-18;Arsenal;2–2;Crystal Palace;Relatório da Partida;2021;2;2
2021-10-22;Arsenal;3–1;Aston Villa;Relatório da Partida;2021;3;1
2021-10-23;Chelsea;7–0;Norwich City;Relatório da Partida;2021;7;0
2021-10-23;Leeds United;1–1;Wolves;Relatório da Partida;2021;1;1
2021-10-23;Crystal Palace;1–1;Newcastle Utd;Relatório da Partida;2021;1;1
2021-10-23;Everton;2–5;Watford;Relatório da Partida;2021;2;5
2021-10-23;Southampton;2–2;Burnley;Relatório da Partida;2021;2;2
2021-10-23;Brighton;1–4;Manchester City;Relatório da Partida;2021;1;4
2021-10-24;West Ham;1–0;Tottenham;Relatório da Partida;2021;1;0
2021-10-24;Brentford;1–2;Leicester City;Relatório da Partida;2021;1;2
2021-10-24;Manchester Utd;0–5;Liverpool;Relatório da Partida;2021;0;5
2021-10-30;Leicester City;0–2;Arsenal;Relatório da Partida;2021;0;2
2021-10-30;Newcastle Utd;0–3;Chelsea;Relatório da Partida;2021;0;3
2021-10-30;Liverpool;2–2;Brighton;Relatório da Partida;2021;2;2
2021-10-30;Burnley;3–1;Brentford;Relatório da Partida;2021;3;1
2021-10-30;Watford;0–1;Southampton;Relatório da Partida;2021;0;1
2021-10-30;Manchester City;0–2;Crystal Palace;Relatório da Partida;2021;0;2
2021-10-30;Tottenham;0–3;Manchester Utd;Relatório da Partida;2021;0;3
2021-10-31;Norwich City;1–2;Leeds United;Relatório da Partida;2021;1;2
