Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2010-08-14;Sunderland;2–2;Birmingham City;Relatório da Partida;2010;2;2
2010-08-14;Aston Villa;3–0;West Ham;Relatório da Partida;2010;3;0
2010-08-14;Tottenham;0–0;Manchester City;Relatório da Partida;2010;0;0
2010-08-14;Wolves;2–1;Stoke City;Relatório da Partida;2010;2;1
2010-08-14;Bolton;0–0;Fulham;Relatório da Partida;2010;0;0
2010-08-14;Wigan Athletic;0–4;Blackpool;Relatório da Partida;2010;0;4
2010-08-14;Chelsea;6–0;West Brom;Relatório da Partida;2010;6;0
2010-08-14;Blackburn;1–0;Everton;Relatório da Partida;2010;1;0
2010-08-15;Liverpool;1–1;Arsenal;Relatório da Partida;2010;1;1
2010-08-16;Manchester Utd;3–0;Newcastle Utd;Relatório da Partida;2010;3;0
2010-08-21;Birmingham City;2–1;Blackburn;Relatório da Partida;2010;2;1
2010-08-21;West Ham;1–3;Bolton;Relatório da Partida;2010;1;3
2010-08-21;West Brom;1–0;Sunderland;Relatório da Partida;2010;1;0
2010-08-21;Everton;1–1;Wolves;Relatório da Partida;2010;1;1
2010-08-21;Arsenal;6–0;Blackpool;Relatório da Partida;2010;6;0
2010-08-21;Stoke City;1–2;Tottenham;Relatório da Partida;2010;1;2
2010-08-21;Wigan Athletic;0–6;Chelsea;Relatório da Partida;2010;0;6
2010-08-22;Newcastle Utd;6–0;Aston Villa;Relatório da Partida;2010;6;0
2010-08-22;Fulham;2–2;Manchester Utd;Relatório da Partida;2010;2;2
2010-08-23;Manchester City;3–0;Liverpool;Relatório da Partida;2010;3;0
2010-08-28;Manchester Utd;3–0;West Ham;Relatório da Partida;2010;3;0
2010-08-28;Chelsea;2–0;Stoke City;Relatório da Partida;2010;2;0
2010-08-28;Blackburn;1–2;Arsenal;Relatório da Partida;2010;1;2
2010-08-28;Tottenham;0–1;Wigan Athletic;Relatório da Partida;2010;0;1
2010-08-28;Wolves;1–1;Newcastle Utd;Relatório da Partida;2010;1;1
2010-08-28;Blackpool;2–2;Fulham;Relatório da Partida;2010;2;2
2010-08-29;Liverpool;1–0;West Brom;Relatório da Partida;2010;1;0
2010-08-29;Bolton;2–2;Birmingham City;Relatório da Partida;2010;2;2
2010-08-29;Sunderland;1–0;Manchester City;Relatório da Partida;2010;1;0
2010-08-29;Aston Villa;1–0;Everton;Relatório da Partida;2010;1;0
2010-09-11;Everton;3–3;Manchester Utd;Relatório da Partida;2010;3;3
2010-09-11;Newcastle Utd;0–2;Blackpool;Relatório da Partida;2010;0;2
2010-09-11;Fulham;2–1;Wolves;Relatório da Partida;2010;2;1
2010-09-11;Wigan Athletic;1–1;Sunderland;Relatório da Partida;2010;1;1
2010-09-11;Arsenal;4–1;Bolton;Relatório da Partida;2010;4;1
2010-09-11;West Ham;1–3;Chelsea;Relatório da Partida;2010;1;3
2010-09-11;West Brom;1–1;Tottenham;Relatório da Partida;2010;1;1
2010-09-11;Manchester City;1–1;Blackburn;Relatório da Partida;2010;1;1
2010-09-12;Birmingham City;0–0;Liverpool;Relatório da Partida;2010;0;0
2010-09-13;Stoke City;2–1;Aston Villa;Relatório da Partida;2010;2;1
2010-09-18;Stoke City;1–1;West Ham;Relatório da Partida;2010;1;1
2010-09-18;West Brom;3–1;Birmingham City;Relatório da Partida;2010;3;1
2010-09-18;Everton;0–1;Newcastle Utd;Relatório da Partida;2010;0;1
2010-09-18;Sunderland;1–1;Arsenal;Relatório da Partida;2010;1;1
2010-09-18;Blackburn;1–1;Fulham;Relatório da Partida;2010;1;1
2010-09-18;Aston Villa;1–1;Bolton;Relatório da Partida;2010;1;1
2010-09-18;Tottenham;3–1;Wolves;Relatório da Partida;2010;3;1
2010-09-19;Chelsea;4–0;Blackpool;Relatório da Partida;2010;4;0
2010-09-19;Wigan Athletic;0–2;Manchester City;Relatório da Partida;2010;0;2
2010-09-19;Manchester Utd;3–2;Liverpool;Relatório da Partida;2010;3;2
2010-09-25;Fulham;0–0;Everton;Relatório da Partida;2010;0;0
2010-09-25;Blackpool;1–2;Blackburn;Relatório da Partida;2010;1;2
2010-09-25;Arsenal;2–3;West Brom;Relatório da Partida;2010;2;3
2010-09-25;Liverpool;2–2;Sunderland;Relatório da Partida;2010;2;2
2010-09-25;West Ham;1–0;Tottenham;Relatório da Partida;2010;1;0
2010-09-25;Manchester City;1–0;Chelsea;Relatório da Partida;2010;1;0
2010-09-25;Birmingham City;0–0;Wigan Athletic;Relatório da Partida;2010;0;0
2010-09-26;Bolton;2–2;Manchester Utd;Relatório da Partida;2010;2;2
2010-09-26;Newcastle Utd;1–2;Stoke City;Relatório da Partida;2010;1;2
2010-09-26;Wolves;1–2;Aston Villa;Relatório da Partida;2010;1;2
2010-10-02;West Brom;1–1;Bolton;Relatório da Partida;2010;1;1
2010-10-02;West Ham;1–1;Fulham;Relatório da Partida;2010;1;1
2010-10-02;Wigan Athletic;2–0;Wolves;Relatório da Partida;2010;2;0
2010-10-02;Tottenham;2–1;Aston Villa;Relatório da Partida;2010;2;1
2010-10-02;Stoke City;1–0;Blackburn;Relatório da Partida;2010;1;0
2010-10-02;Sunderland;0–0;Manchester Utd;Relatório da Partida;2010;0;0
2010-10-02;Birmingham City;0–2;Everton;Relatório da Partida;2010;0;2
2010-10-03;Liverpool;1–2;Blackpool;Relatório da Partida;2010;1;2
