Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2008-08-16;Arsenal;1–0;West Brom;Relatório da Partida;2008;1;0
2008-08-16;West Ham;2–1;Wigan Athletic;Relatório da Partida;2008;2;1
2008-08-16;Hull City;2–1;Fulham;Relatório da Partida;2008;2;1
2008-08-16;Bolton;3–1;Stoke City;Relatório da Partida;2008;3;1
2008-08-16;Everton;2–3;Blackburn;Relatório da Partida;2008;2;3
2008-08-16;Sunderland;0–1;Liverpool;Relatório da Partida;2008;0;1
2008-08-16;Middlesbrough;2–1;Tottenham;Relatório da Partida;2008;2;1
2008-08-17;Chelsea;4–0;Portsmouth;Relatório da Partida;2008;4;0
2008-08-17;Manchester Utd;1–1;Newcastle Utd;Relatório da Partida;2008;1;1
2008-08-17;Aston Villa;4–2;Manchester City;Relatório da Partida;2008;4;2
2008-08-23;Fulham;1–0;Arsenal;Relatório da Partida;2008;1;0
2008-08-23;West Brom;1–2;Everton;Relatório da Partida;2008;1;2
2008-08-23;Stoke City;3–2;Aston Villa;Relatório da Partida;2008;3;2
2008-08-23;Tottenham;1–2;Sunderland;Relatório da Partida;2008;1;2
2008-08-23;Blackburn;1–1;Hull City;Relatório da Partida;2008;1;1
2008-08-23;Liverpool;2–1;Middlesbrough;Relatório da Partida;2008;2;1
2008-08-23;Newcastle Utd;1–0;Bolton;Relatório da Partida;2008;1;0
2008-08-24;Wigan Athletic;0–1;Chelsea;Relatório da Partida;2008;0;1
2008-08-24;Manchester City;3–0;West Ham;Relatório da Partida;2008;3;0
2008-08-25;Portsmouth;0–1;Manchester Utd;Relatório da Partida;2008;0;1
2008-08-30;Bolton;0–0;West Brom;Relatório da Partida;2008;0;0
2008-08-30;Arsenal;3–0;Newcastle Utd;Relatório da Partida;2008;3;0
2008-08-30;West Ham;4–1;Blackburn;Relatório da Partida;2008;4;1
2008-08-30;Hull City;0–5;Wigan Athletic;Relatório da Partida;2008;0;5
2008-08-30;Middlesbrough;2–1;Stoke City;Relatório da Partida;2008;2;1
2008-08-30;Everton;0–3;Portsmouth;Relatório da Partida;2008;0;3
2008-08-31;Aston Villa;0–0;Liverpool;Relatório da Partida;2008;0;0
2008-08-31;Sunderland;0–3;Manchester City;Relatório da Partida;2008;0;3
2008-08-31;Chelsea;1–1;Tottenham;Relatório da Partida;2008;1;1
2008-09-13;West Brom;3–2;West Ham;Relatório da Partida;2008;3;2
2008-09-13;Manchester City;1–3;Chelsea;Relatório da Partida;2008;1;3
2008-09-13;Fulham;2–1;Bolton;Relatório da Partida;2008;2;1
2008-09-13;Portsmouth;2–1;Middlesbrough;Relatório da Partida;2008;2;1
2008-09-13;Blackburn;0–4;Arsenal;Relatório da Partida;2008;0;4
2008-09-13;Newcastle Utd;1–2;Hull City;Relatório da Partida;2008;1;2
2008-09-13;Wigan Athletic;1–1;Sunderland;Relatório da Partida;2008;1;1
2008-09-13;Liverpool;2–1;Manchester Utd;Relatório da Partida;2008;2;1
2008-09-14;Stoke City;2–3;Everton;Relatório da Partida;2008;2;3
2008-09-15;Tottenham;1–2;Aston Villa;Relatório da Partida;2008;1;2
2008-09-20;Blackburn;1–0;Fulham;Relatório da Partida;2008;1;0
2008-09-20;Liverpool;0–0;Stoke City;Relatório da Partida;2008;0;0
2008-09-20;Sunderland;2–0;Middlesbrough;Relatório da Partida;2008;2;0
2008-09-20;West Ham;3–1;Newcastle Utd;Relatório da Partida;2008;3;1
2008-09-20;Bolton;1–3;Arsenal;Relatório da Partida;2008;1;3
2008-09-21;Tottenham;0–0;Wigan Athletic;Relatório da Partida;2008;0;0
2008-09-21;Hull City;2–2;Everton;Relatório da Partida;2008;2;2
2008-09-21;Chelsea;1–1;Manchester Utd;Relatório da Partida;2008;1;1
2008-09-21;West Brom;1–2;Aston Villa;Relatório da Partida;2008;1;2
2008-09-21;Manchester City;6–0;Portsmouth;Relatório da Partida;2008;6;0
2008-09-27;Stoke City;0–2;Chelsea;Relatório da Partida;2008;0;2
2008-09-27;Newcastle Utd;1–2;Blackburn;Relatório da Partida;2008;1;2
2008-09-27;Middlesbrough;0–1;West Brom;Relatório da Partida;2008;0;1
2008-09-27;Manchester Utd;2–0;Bolton;Relatório da Partida;2008;2;0
2008-09-27;Arsenal;1–2;Hull City;Relatório da Partida;2008;1;2
2008-09-27;Everton;0–2;Liverpool;Relatório da Partida;2008;0;2
2008-09-27;Fulham;1–2;West Ham;Relatório da Partida;2008;1;2
2008-09-27;Aston Villa;2–1;Sunderland;Relatório da Partida;2008;2;1
2008-09-28;Wigan Athletic;2–1;Manchester City;Relatório da Partida;2008;2;1
2008-09-28;Portsmouth;2–0;Tottenham;Relatório da Partida;2008;2;0
