Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sex,2013-08-09,,Montpellier,1–1,Paris S-G,,Stade de la Mosson et du Mondial 98,Lionel Jaffredo,Relatório da Partida,
1,sáb,2013-08-10,,Evian,1–1,Sochaux,,Parc des Sports d’Annecy,Philippe Kalt,Relatório da Partida,
1,sáb,2013-08-10,,Lyon,4–0,Nice,,Stade Municipal de Gerland,Fredy Fautrel,Relatório da Partida,
1,sáb,2013-08-10,,Nantes,0–0,Bastia,,Stade de la Beaujoire,Clément Turpin,Relatório da Partida,
1,sáb,2013-08-10,,Bordeaux,0–2,Monaco,,Stade Chaban,Laurent Duhamel,Relatório da Partida,
1,sáb,2013-08-10,,Rennes,2–1,Reims,,ROAZHON PARK,Wilfried Bien,Relatório da Partida,
1,sáb,2013-08-10,,Lille,1–0,Lorient,,Stade Pierre Mauroy,Tony Chapron,Relatório da Partida,
1,sáb,2013-08-10,,Valenciennes,3–0,Toulouse,,Stade du Hainaut,Stéphane Jochem,Relatório da Partida,
1,dom,2013-08-11,,Guingamp,1–3,Marseille,,Stade Municipal du Roudourou,Saïd Ennjimi,Relatório da Partida,
1,dom,2013-08-11,,Ajaccio,0–1,Saint-Étienne,,Stade François Coty,Bartolomeu Varela,Relatório da Partida,
,,,,,,,,,,,
2,sex,2013-08-16,,Sochaux,1–3,Lyon,,Stade Bonal,Saïd Ennjimi,Relatório da Partida,
2,sáb,2013-08-17,,Bastia,2–0,Valenciennes,,Stade Armand Cesari,Benoît Bastien,Relatório da Partida,
2,sáb,2013-08-17,,Reims,2–1,Lille,,Stade Auguste Delaune,Mikael Lesage,Relatório da Partida,
2,sáb,2013-08-17,,Toulouse,1–1,Bordeaux,,Stadium,Tony Chapron,Relatório da Partida,
2,sáb,2013-08-17,,Marseille,2–0,Evian,,Stade Vélodrome,Bartolomeu Varela,Relatório da Partida,
2,sáb,2013-08-17,,Nice,2–1,Rennes,,Allianz Riviera,Antony Gautier,Relatório da Partida,
2,sáb,2013-08-17,,Saint-Étienne,1–0,Guingamp,,Stade Geoffroy,Ruddy Buquet,Relatório da Partida,
2,dom,2013-08-18,,Lorient,2–1,Nantes,,Stade Yves Allainmat,Sébastien Desiage,Relatório da Partida,
