Rodada,Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
Temporada regular,16,qua,2018-12-05,19:00 (16:00),Nantes,1.4,3–2,1.3,Marseille,32.663,Stade de la Beaujoire - Louis Fonteneau,François Letexier,Relatório da Partida,
Temporada regular,16,qua,2018-12-05,21:00 (18:00),Strasbourg,1.0,1–1,2.3,Paris S-G,25.702,Stade de la Meinau,Antony Gautier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,17,sáb,2018-12-08,20:00 (17:00),Rennes,2.6,2–0,0.5,Dijon,16.975,Roazhon Park,Nicolas Rainville,Relatório da Partida,
Temporada regular,17,sáb,2018-12-08,20:00 (17:00),Guingamp,1.4,1–2,1.6,Amiens,14.089,Stade du Roudourou,Benoît Bastien,Relatório da Partida,
Temporada regular,17,dom,2018-12-09,15:00 (12:00),Strasbourg,1.1,2–2,0.5,Caen,25.048,Stade de la Meinau,Olivier Thual,Relatório da Partida,
Temporada regular,17,dom,2018-12-09,17:00 (14:00),Lille,1.5,1–1,1.3,Reims,26.826,Stade Pierre-Mauroy,Willy Delajod,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,18,sáb,2018-12-15,20:00 (17:00),Reims,0.6,2–1,0.4,Strasbourg,12.171,Stade Auguste-Delaune II,Florent Batta,Relatório da Partida,
Temporada regular,18,dom,2018-12-16,15:00 (12:00),Nîmes,1.0,2–3,0.6,Lille,13.428,Stade des Costières,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,18,dom,2018-12-16,17:00 (14:00),Nice,2.4,1–1,1.1,Saint-Étienne,19.250,Stade de Nice,Thomas Léonard,Relatório da Partida,
Temporada regular,18,dom,2018-12-16,21:00 (18:00),Lyon,2.0,3–0,0.1,Monaco,46.477,Groupama Stadium,Clément Turpin,Relatório da Partida,
Temporada regular,18,ter,2018-12-18,19:30 (16:30),Caen,1.6,2–1,1.3,Toulouse,11.631,Stade Michel d'Ornano,Antony Gautier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,19,sáb,2018-12-22,21:00 (18:00),Rennes,2.7,4–0,0.9,Nîmes,22.430,Roazhon Park,Jeremy Stinat,Relatório da Partida,
Temporada regular,19,sáb,2018-12-22,21:00 (18:00),Montpellier,0.9,1–1,0.4,Lyon,17.275,Stade de la Mosson,François Letexier,Relatório da Partida,
Temporada regular,19,sáb,2018-12-22,21:00 (18:00),Lille,1.4,1–2,1.7,Toulouse,30.186,Stade Pierre-Mauroy,Benoît Millot,Relatório da Partida,
Temporada regular,19,sáb,2018-12-22,21:00 (18:00),Paris S-G,2.1,1–0,0.5,Nantes,47.511,Parc des Princes,Karim Abed,Relatório da Partida,
Temporada regular,19,sáb,2018-12-22,21:00 (18:00),Reims,2.0,2–2,0.6,Caen,11.017,Stade Auguste-Delaune II,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,19,sáb,2018-12-22,21:00 (18:00),Strasbourg,1.9,2–0,1.6,Nice,25.113,Stade de la Meinau,Willy Delajod,Relatório da Partida,
Temporada regular,19,sáb,2018-12-22,21:00 (18:00),Monaco,0.6,0–2,1.1,Guingamp,6.424,Stade Louis II.,Franck Schneider,Relatório da Partida,
Temporada regular,19,sáb,2018-12-22,21:00 (18:00),Saint-Étienne,1.9,3–0,0.8,Dijon,26.215,Stade Geoffroy-Guichard,Eric Wattellier,Relatório da Partida,
Temporada regular,19,sáb,2018-12-22,21:00 (18:00),Angers,2.0,1–1,1.5,Marseille,15.113,Stade Raymond Kopa,Jérôme Brisard,Relatório da Partida,
Temporada regular,19,dom,2018-12-23,17:00 (14:00),Bordeaux,0.5,1–1,0.4,Amiens,23.343,Stade Matmut-Atlantique,Mikael Lesage,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,18,ter,2019-01-08,19:00 (16:00),Nantes,1.4,2–0,0.8,Montpellier,15.780,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Relatório da Partida,
Temporada regular,18,ter,2019-01-08,19:00 (16:00),Amiens,1.8,0–0,0.3,Angers,10.209,Stade de la Licorne,Johan Hamel,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,20,sex,2019-01-11,19:00 (16:00),Caen,1.3,1–3,2.8,Lille,16.018,Stade Michel d'Ornano,Thomas Léonard,Relatório da Partida,
Temporada regular,20,sex,2019-01-11,20:45 (17:45),Lyon,1.4,1–1,1.1,Reims,42.512,Groupama Stadium,Benoît Millot,Relatório da Partida,
Temporada regular,20,sáb,2019-01-12,17:00 (14:00),Amiens,0.3,0–3,2.5,Paris S-G,11.932,Stade de la Licorne,Florent Batta,Relatório da Partida,
Temporada regular,20,sáb,2019-01-12,20:00 (17:00),Guingamp,0.7,0–1,0.6,Saint-Étienne,15.342,Stade du Roudourou,Karim Abed,Relatório da Partida,
Temporada regular,20,sáb,2019-01-12,20:00 (17:00),Nice,1.4,1–0,1.8,Bordeaux,15.191,Stade de Nice,Nicolas Rainville,Relatório da Partida,
Temporada regular,20,dom,2019-01-13,15:00 (12:00),Nantes,1.7,0–1,0.4,Rennes,31.195,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,Relatório da Partida,
Temporada regular,20,dom,2019-01-13,17:00 (14:00),Toulouse,1.7,1–2,1.4,Strasbourg,15.465,Stadium Municipal,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,20,dom,2019-01-13,17:00 (14:00),Dijon,0.7,1–1,1.6,Montpellier,11.910,Stade Gaston Gérard,Benoît Bastien,Relatório da Partida,
Temporada regular,20,dom,2019-01-13,21:00 (18:00),Marseille,1.7,1–1,0.9,Monaco,44.315,Orange Vélodrome,Mikael Lesage,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,17,ter,2019-01-15,19:00 (16:00),Angers,3.4,1–2,0.4,Bordeaux,10.836,Stade Raymond Kopa,Eric Wattellier,Relatório da Partida,
Temporada regular,17,qua,2019-01-16,19:00 (16:00),Toulouse,1.0,2–2,2.0,Lyon,16.587,Stadium Municipal,Ruddy Buquet,Relatório da Partida,
Temporada regular,17,qua,2019-01-16,19:00 (16:00),Nîmes,0.9,1–0,0.6,Nantes,12.806,Stade des Costières,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,17,qua,2019-01-16,19:00 (16:00),Monaco,1.0,1–1,1.3,Nice,11.345,Stade Louis II.,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,18,qua,2019-01-16,19:00 (16:00),Guingamp,0.8,2–1,1.7,Rennes,14.179,Stade du Roudourou,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,17,qua,2019-01-16,21:00 (18:00),Saint-Étienne,2.1,2–1,1.0,Marseille,28.146,Stade Geoffroy-Guichard,Antony Gautier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,21,sex,2019-01-18,20:45 (17:45),Lille,2.2,2–1,0.4,Amiens,27.211,Stade Pierre-Mauroy,Willy Delajod,Relatório da Partida,
Temporada regular,21,sáb,2019-01-19,17:00 (14:00),Paris S-G,5.1,9–0,0.1,Guingamp,47.268,Parc des Princes,Amaury Delerue,Relatório da Partida,
Temporada regular,21,sáb,2019-01-19,20:00 (17:00),Reims,1.3,1–1,1.3,Nice,11.776,Stade Auguste-Delaune II,Olivier Thual,Relatório da Partida,
Temporada regular,21,sáb,2019-01-19,20:00 (17:00),Monaco,0.9,1–5,1.5,Strasbourg,7.298,Stade Louis II.,François Letexier,Relatório da Partida,
Temporada regular,21,sáb,2019-01-19,20:00 (17:00),Nîmes,1.0,0–1,0.9,Toulouse,12.736,Stade des Costières,Jérôme Brisard,Relatório da Partida,
Temporada regular,21,dom,2019-01-20,15:00 (12:00),Rennes,0.8,0–0,0.5,Montpellier,23.990,Roazhon Park,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,21,dom,2019-01-20,17:00 (14:00),Caen,0.5,0–1,1.0,Marseille,19.607,Stade Michel d'Ornano,Franck Schneider,Relatório da Partida,
Temporada regular,21,dom,2019-01-20,17:00 (14:00),Angers,0.2,1–0,1.2,Nantes,12.412,Stade Raymond Kopa,Benoît Millot,Relatório da Partida,
Temporada regular,21,dom,2019-01-20,19:00 (16:00),Bordeaux,1.6,1–0,1.2,Dijon,13.380,Stade Matmut-Atlantique,Johan Hamel,Relatório da Partida,
Temporada regular,21,dom,2019-01-20,21:00 (18:00),Saint-Étienne,2.4,1–2,2.0,Lyon,41.594,Stade Geoffroy-Guichard,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,20,qua,2019-01-23,19:00 (16:00),Nîmes,1.5,3–1,1.7,Angers,12.015,Stade des Costières,Olivier Thual,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,22,sex,2019-01-25,20:45 (17:45),Marseille,1.2,1–2,2.0,Lille,43.845,Orange Vélodrome,Amaury Delerue,Relatório da Partida,
Temporada regular,22,sáb,2019-01-26,20:00 (17:00),Dijon,1.6,2–0,1.5,Monaco,12.060,Stade Gaston Gérard,Eric Wattellier,Relatório da Partida,
Temporada regular,22,sáb,2019-01-26,20:00 (17:00),Nice,1.7,2–0,0.8,Nîmes,15.982,Stade de Nice,Benoît Millot,Relatório da Partida,
Temporada regular,22,sáb,2019-01-26,20:00 (17:00),Guingamp,0.5,0–1,0.6,Reims,13.853,Stade du Roudourou,Thomas Léonard,Relatório da Partida,
Temporada regular,22,sáb,2019-01-26,20:00 (17:00),Strasbourg,0.7,1–0,0.7,Bordeaux,25.214,Stade de la Meinau,Florent Batta,Relatório da Partida,
Temporada regular,22,dom,2019-01-27,15:00 (12:00),Montpellier,1.3,2–0,0.4,Caen,11.001,Stade de la Mosson,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,22,dom,2019-01-27,17:00 (14:00),Amiens,0.7,0–1,1.2,Lyon,10.017,Stade de la Licorne,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,22,dom,2019-01-27,20:00 (17:00),Toulouse,1.5,0–0,1.5,Angers,11.296,Stadium Municipal,Johan Hamel,Relatório da Partida,
Temporada regular,22,dom,2019-01-27,21:00 (18:00),Paris S-G,2.4,4–1,1.2,Rennes,43.307,Parc des Princes,Karim Abed,Relatório da Partida,
Temporada regular,22,qua,2019-01-30,21:00 (18:00),Nantes,1.7,1–1,1.8,Saint-Étienne,28.748,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,23,sex,2019-02-01,20:45 (17:45),Lille,2.2,4–0,0.6,Nice,32.849,Stade Pierre-Mauroy,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,23,sáb,2019-02-02,20:00 (17:00),Monaco,1.2,2–1,0.9,Toulouse,5.896,Stade Louis II.,Mikael Lesage,Relatório da Partida,
Temporada regular,23,sáb,2019-02-02,20:00 (17:00),Rennes,1.9,1–0,0.8,Amiens,17.783,Roazhon Park,Olivier Thual,Relatório da Partida,
Temporada regular,23,sáb,2019-02-02,20:00 (17:00),Angers,1.2,1–0,0.4,Dijon,8.451,Stade Raymond Kopa,Florent Batta,Relatório da Partida,
Temporada regular,23,sáb,2019-02-02,21:00 (18:00),Reims,0.6,2–1,1.2,Marseille,20.546,Stade Auguste-Delaune II,François Letexier,Relatório da Partida,
Temporada regular,23,dom,2019-02-03,15:00 (12:00),Nîmes,0.7,1–1,0.9,Montpellier,18.045,Stade des Costières,Antony Gautier,Relatório da Partida,
Temporada regular,23,dom,2019-02-03,21:00 (18:00),Lyon,3.2,2–1,1.2,Paris S-G,57.624,Groupama Stadium,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,18,ter,2019-02-05,19:00 (16:00),Marseille,1.8,1–0,0.2,Bordeaux,,Orange Vélodrome,Jérôme Brisard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,24,sex,2019-02-08,20:45 (17:45),Dijon,1.2,1–2,1.2,Marseille,15.095,Stade Gaston Gérard,Thomas Léonard,Relatório da Partida,
Temporada regular,24,sáb,2019-02-09,17:00 (14:00),Paris S-G,2.3,1–0,0.6,Bordeaux,47.274,Parc des Princes,Ruddy Buquet,Relatório da Partida,
Temporada regular,24,sáb,2019-02-09,20:00 (17:00),Amiens,0.8,1–0,0.4,Caen,9.373,Stade de la Licorne,Eric Wattellier,Relatório da Partida,
Temporada regular,24,sáb,2019-02-09,20:00 (17:00),Strasbourg,1.1,1–2,0.8,Angers,25.010,Stade de la Meinau,Amaury Delerue,Relatório da Partida,
Temporada regular,24,dom,2019-02-10,15:00 (12:00),Nantes,1.9,2–4,1.7,Nîmes,34.219,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Relatório da Partida,
Temporada regular,24,dom,2019-02-10,15:00 (12:00),Toulouse,0.8,1–1,1.3,Reims,15.240,Stadium Municipal,Karim Abed,Relatório da Partida,
Temporada regular,24,dom,2019-02-10,15:00 (12:00),Montpellier,1.8,2–2,1.5,Monaco,13.709,Stade de la Mosson,Franck Schneider,Relatório da Partida,
Temporada regular,24,dom,2019-02-10,17:00 (14:00),Rennes,2.5,3–0,1.5,Saint-Étienne,24.230,Roazhon Park,Johan Hamel,Relatório da Partida,
Temporada regular,24,dom,2019-02-10,17:00 (14:00),Guingamp,0.5,0–2,1.3,Lille,13.886,Stade du Roudourou,Benoît Bastien,Relatório da Partida,
Temporada regular,24,dom,2019-02-10,21:00 (18:00),Nice,1.5,1–0,2.3,Lyon,22.193,Stade de Nice,Mikael Lesage,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,23,qua,2019-02-13,19:00 (16:00),Saint-Étienne,1.6,2–1,0.7,Strasbourg,16.406,Stade Geoffroy-Guichard,Jérôme Brisard,Relatório da Partida,
Temporada regular,23,qua,2019-02-13,19:30 (16:30),Caen,0.6,0–1,1.5,Nantes,16.627,Stade Michel d'Ornano,Willy Delajod,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,25,sex,2019-02-15,19:00 (16:00),Nîmes,1.2,2–0,1.2,Dijon,12.703,Stade des Costières,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,25,sex,2019-02-15,20:45 (17:45),Lyon,1.7,2–1,1.6,Guingamp,40.305,Groupama Stadium,Antony Gautier,Relatório da Partida,
Temporada regular,25,sáb,2019-02-16,17:00 (14:00),Marseille,1.2,2–0,1.2,Amiens,50.871,Orange Vélodrome,Johan Hamel,Relatório da Partida,
Temporada regular,25,sáb,2019-02-16,20:00 (17:00),Angers,2.0,3–0,0.6,Nice,11.117,Stade Raymond Kopa,Franck Schneider,Relatório da Partida,
Temporada regular,25,sáb,2019-02-16,20:00 (17:00),Monaco,1.3,1–0,0.3,Nantes,7.557,Stade Louis II.,Olivier Thual,Relatório da Partida,
Temporada regular,25,dom,2019-02-17,15:00 (11:00),Lille,1.1,0–0,0.7,Montpellier,36.967,Stade Pierre-Mauroy,Ruddy Buquet,Relatório da Partida,
Temporada regular,25,dom,2019-02-17,15:00 (11:00),Bordeaux,0.7,2–1,2.3,Toulouse,19.332,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,25,dom,2019-02-17,15:00 (11:00),Caen,0.5,0–0,0.7,Strasbourg,14.290,Stade Michel d'Ornano,Thomas Léonard,Relatório da Partida,
Temporada regular,25,dom,2019-02-17,17:00 (13:00),Reims,0.7,2–0,0.4,Rennes,14.792,Stade Auguste-Delaune II,Florent Batta,Relatório da Partida,
Temporada regular,25,dom,2019-02-17,21:00 (17:00),Saint-Étienne,0.6,0–1,1.5,Paris S-G,39.652,Stade Geoffroy-Guichard,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,23,qua,2019-02-20,19:00 (15:00),Bordeaux,1.1,0–0,1.5,Guingamp,14.527,Stade Matmut-Atlantique,Willy Delajod,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,17,qua,2019-02-20,21:00 (17:00),Paris S-G,3.3,5–1,1.0,Montpellier,47.198,Parc des Princes,François Letexier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,26,sex,2019-02-22,19:00 (15:00),Dijon,0.5,0–1,1.1,Saint-Étienne,13.511,Stade Gaston Gérard,Karim Abed,Relatório da Partida,
Temporada regular,26,sex,2019-02-22,20:45 (16:45),Strasbourg,0.5,1–1,1.1,Lille,25.303,Stade de la Meinau,Clément Turpin,Relatório da Partida,
Temporada regular,26,sáb,2019-02-23,17:00 (13:00),Paris S-G,3.9,3–0,0.6,Nîmes,47.377,Parc des Princes,Amaury Delerue,Relatório da Partida,
Temporada regular,26,sáb,2019-02-23,20:00 (16:00),Guingamp,0.6,1–0,0.4,Angers,16.306,Stade du Roudourou,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,26,sáb,2019-02-23,20:00 (16:00),Amiens,1.6,1–0,0.4,Nice,11.074,Stade de la Licorne,Thomas Léonard,Relatório da Partida,
Temporada regular,26,dom,2019-02-24,15:00 (11:00),Toulouse,1.6,1–1,2.1,Caen,20.439,Stadium Municipal,François Letexier,Relatório da Partida,
Temporada regular,26,dom,2019-02-24,15:00 (11:00),Montpellier,1.8,2–4,2.1,Reims,11.124,Stade de la Mosson,Willy Delajod,Relatório da Partida,
Temporada regular,26,dom,2019-02-24,15:00 (11:00),Nantes,1.8,1–0,0.2,Bordeaux,21.910,Stade de la Beaujoire - Louis Fonteneau,Nicolas Rainville,Relatório da Partida,
Temporada regular,26,dom,2019-02-24,17:00 (13:00),Rennes,1.1,1–1,0.5,Marseille,28.014,Roazhon Park,Mikael Lesage,Relatório da Partida,
Temporada regular,26,dom,2019-02-24,21:00 (17:00),Monaco,0.7,2–0,1.4,Lyon,10.157,Stade Louis II.,Benoît Millot,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,27,sáb,2019-03-02,17:00 (13:00),Caen,0.5,1–2,4.1,Paris S-G,20.076,Stade Michel d'Ornano,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,27,sáb,2019-03-02,20:00 (16:00),Reims,1.2,2–2,2.3,Amiens,12.549,Stade Auguste-Delaune II,Franck Schneider,Relatório da Partida,
Temporada regular,27,sáb,2019-03-02,20:00 (16:00),Angers,1.1,2–2,1.5,Monaco,11.391,Stade Raymond Kopa,Antony Gautier,Relatório da Partida,
Temporada regular,27,dom,2019-03-03,15:00 (11:00),Nice,1.4,1–0,0.5,Strasbourg,17.479,Stade de Nice,Eric Wattellier,Relatório da Partida,
Temporada regular,27,dom,2019-03-03,15:00 (11:00),Lille,0.8,1–0,0.5,Dijon,32.722,Stade Pierre-Mauroy,Olivier Thual,Relatório da Partida,
Temporada regular,27,dom,2019-03-03,15:00 (11:00),Guingamp,1.0,0–0,1.0,Nantes,15.025,Stade du Roudourou,Ruddy Buquet,Relatório da Partida,
Temporada regular,27,dom,2019-03-03,17:00 (13:00),Lyon,3.8,5–1,0.4,Toulouse,44.881,Groupama Stadium,Thomas Léonard,Relatório da Partida,
Temporada regular,27,dom,2019-03-03,21:00 (17:00),Marseille,2.5,2–0,0.4,Saint-Étienne,57.337,Orange Vélodrome,Clément Turpin,Relatório da Partida,
Temporada regular,27,ter,2019-03-05,19:00 (15:00),Bordeaux,1.2,1–2,1.7,Montpellier,14.522,Stade Matmut-Atlantique,Jérôme Brisard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,28,sáb,2019-03-09,17:00 (13:00),Strasbourg,0.9,2–2,3.9,Lyon,25.463,Stade de la Meinau,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,28,sáb,2019-03-09,20:00 (16:00),Monaco,0.8,1–1,1.6,Bordeaux,8.042,Stade Louis II.,François Letexier,Relatório da Partida,
Temporada regular,28,sáb,2019-03-09,20:00 (16:00),Dijon,0.9,1–1,3.0,Reims,12.317,Stade Gaston Gérard,Florent Batta,Relatório da Partida,
Temporada regular,28,sáb,2019-03-09,20:00 (16:00),Amiens,2.3,2–1,1.0,Nîmes,10.523,Stade de la Licorne,Willy Delajod,Relatório da Partida,
Temporada regular,28,dom,2019-03-10,15:00 (11:00),Saint-Étienne,0.3,0–1,1.8,Lille,26.648,Stade Geoffroy-Guichard,Mikael Lesage,Relatório da Partida,
Temporada regular,28,dom,2019-03-10,15:00 (11:00),Montpellier,1.3,2–2,1.5,Angers,10.931,Stade de la Mosson,Karim Abed,Relatório da Partida,
Temporada regular,28,dom,2019-03-10,15:00 (11:00),Toulouse,1.6,1–0,0.5,Guingamp,19.802,Stadium Municipal,Jérôme Brisard,Relatório da Partida,
Temporada regular,28,dom,2019-03-10,17:00 (13:00),Rennes,2.0,3–1,0.3,Caen,23.676,Roazhon Park,Benoît Millot,Relatório da Partida,
Temporada regular,28,dom,2019-03-10,21:00 (17:00),Marseille,0.7,1–0,0.4,Nice,50.935,Orange Vélodrome,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,18,ter,2019-03-12,19:00 (15:00),Dijon,0.4,0–4,2.4,Paris S-G,15.117,Stade Gaston Gérard,Jérôme Miguelgorry,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,29,sex,2019-03-15,19:00 (15:00),Nice,0.7,1–1,1.3,Toulouse,14.402,Stade de Nice,Olivier Thual,Relatório da Partida,
Temporada regular,29,sex,2019-03-15,20:45 (16:45),Lille,1.8,0–1,1.6,Monaco,37.724,Stade Pierre-Mauroy,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,29,sáb,2019-03-16,20:00 (16:00),Guingamp,1.4,1–0,0.5,Dijon,15.834,Stade du Roudourou,Mikael Lesage,Relatório da Partida,
Temporada regular,29,sáb,2019-03-16,20:00 (16:00),Caen,0.1,0–5,1.9,Saint-Étienne,18.276,Stade Michel d'Ornano,Florent Batta,Relatório da Partida,
Temporada regular,29,sáb,2019-03-16,20:00 (16:00),Nîmes,2.4,2–2,0.7,Strasbourg,13.114,Stade des Costières,Amaury Delerue,Relatório da Partida,
Temporada regular,29,sáb,2019-03-16,20:00 (16:00),Angers,1.4,0–0,0.7,Amiens,10.427,Stade Raymond Kopa,Benoît Millot,Relatório da Partida,
Temporada regular,29,dom,2019-03-17,14:30 (10:30),Lyon,2.7,3–2,0.6,Montpellier,47.134,Groupama Stadium,Clément Turpin,Relatório da Partida,
Temporada regular,29,dom,2019-03-17,15:00 (11:00),Reims,0.7,1–0,0.3,Nantes,14.806,Stade Auguste-Delaune II,Johan Hamel,Relatório da Partida,
Temporada regular,29,dom,2019-03-17,17:00 (13:00),Bordeaux,1.7,1–1,0.7,Rennes,19.807,Stade Matmut-Atlantique,Eric Wattellier,Relatório da Partida,
Temporada regular,29,dom,2019-03-17,21:00 (17:00),Paris S-G,1.3,3–1,0.3,Marseille,47.647,Parc des Princes,Antony Gautier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,30,sex,2019-03-29,20:45 (16:45),Rennes,1.3,0–1,1.9,Lyon,27.094,Roazhon Park,Antony Gautier,Relatório da Partida,
Temporada regular,30,sáb,2019-03-30,17:00 (13:00),Marseille,1.3,2–2,2.2,Angers,53.507,Orange Vélodrome,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,30,dom,2019-03-31,15:00 (10:00),Amiens,1.0,0–0,0.6,Bordeaux,11.765,Stade de la Licorne,Mikael Lesage,Relatório da Partida,
Temporada regular,30,dom,2019-03-31,15:00 (10:00),Monaco,1.9,0–1,0.8,Caen,7.031,Stade Louis II.,Ruddy Buquet,Relatório da Partida,
Temporada regular,30,dom,2019-03-31,15:00 (10:00),Dijon,0.8,0–1,0.9,Nice,12.345,Stade Gaston Gérard,Nicolas Rainville,Relatório da Partida,
Temporada regular,30,dom,2019-03-31,17:00 (12:00),Nantes,2.0,2–3,2.5,Lille,25.045,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Relatório da Partida,
Temporada regular,30,dom,2019-03-31,21:00 (16:00),Toulouse,1.1,0–1,1.5,Paris S-G,27.147,Stadium Municipal,Amaury Delerue,Relatório da Partida,
Temporada regular,30,seg,2019-04-01,20:30 (15:30),Saint-Étienne,2.2,2–1,1.5,Nîmes,22.595,Stade Geoffroy-Guichard,Karim Abed,Relatório da Partida,
Temporada regular,30,qua,2019-04-03,19:00 (14:00),Montpellier,2.2,2–0,0.5,Guingamp,11.187,Stade de la Mosson,Franck Schneider,Relatório da Partida,
Temporada regular,30,qua,2019-04-03,19:00 (14:00),Strasbourg,2.4,4–0,1.2,Reims,25.081,Stade de la Meinau,Jeremy Stinat,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,31,sex,2019-04-05,20:45 (15:45),Bordeaux,1.5,2–0,1.6,Marseille,34.152,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,31,sáb,2019-04-06,17:00 (12:00),Lyon,3.1,1–3,1.0,Dijon,52.431,Groupama Stadium,Johan Hamel,Relatório da Partida,
Temporada regular,31,sáb,2019-04-06,20:00 (15:00),Nîmes,1.1,2–0,0.2,Caen,12.183,Stade des Costières,Olivier Thual,Relatório da Partida,
Temporada regular,31,sáb,2019-04-06,20:00 (15:00),Guingamp,0.6,1–1,2.1,Monaco,13.997,Stade du Roudourou,Benoît Bastien,Relatório da Partida,
Temporada regular,31,sáb,2019-04-06,20:00 (15:00),Angers,1.6,3–3,2.2,Rennes,12.378,Stade Raymond Kopa,Nicolas Rainville,Relatório da Partida,
Temporada regular,31,sáb,2019-04-06,20:00 (15:00),Amiens,1.1,2–2,2.5,Saint-Étienne,11.832,Stade de la Licorne,Eric Wattellier,Relatório da Partida,
Temporada regular,31,dom,2019-04-07,15:00 (10:00),Reims,1.0,1–1,1.0,Lille,18.642,Stade Auguste-Delaune II,Jérôme Brisard,Relatório da Partida,
Temporada regular,31,dom,2019-04-07,15:00 (10:00),Toulouse,2.8,1–0,0.8,Nantes,16.264,Stadium Municipal,Florent Batta,Relatório da Partida,
Temporada regular,31,dom,2019-04-07,17:00 (12:00),Nice,1.7,1–0,0.7,Montpellier,17.980,Stade de Nice,Ruddy Buquet,Relatório da Partida,
Temporada regular,31,dom,2019-04-07,21:00 (16:00),Paris S-G,3.4,2–2,0.6,Strasbourg,47.419,Parc des Princes,Thomas Léonard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,27,ter,2019-04-09,19:00 (14:00),Nîmes,1.7,3–1,0.6,Rennes,13.142,Stade des Costières,Florent Batta,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,32,sex,2019-04-12,19:00 (14:00),Dijon,1.4,0–0,0.2,Amiens,12.532,Stade Gaston Gérard,Karim Abed,Relatório da Partida,
Temporada regular,32,sex,2019-04-12,20:45 (15:45),Nantes,1.0,2–1,1.3,Lyon,25.050,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,Relatório da Partida,
Temporada regular,32,sáb,2019-04-13,17:00 (12:00),Marseille,1.0,2–1,1.1,Nîmes,62.614,Orange Vélodrome,Franck Schneider,Relatório da Partida,
Temporada regular,32,sáb,2019-04-13,20:00 (15:00),Caen,0.7,0–1,2.0,Angers,17.175,Stade Michel d'Ornano,Jeremy Stinat,Relatório da Partida,
Temporada regular,32,sáb,2019-04-13,20:00 (15:00),Monaco,1.9,0–0,0.7,Reims,7.094,Stade Louis II.,Willy Delajod,Relatório da Partida,
Temporada regular,32,sáb,2019-04-13,20:00 (15:00),Strasbourg,1.7,3–3,1.9,Guingamp,25.190,Stade de la Meinau,Antony Gautier,Relatório da Partida,
Temporada regular,32,dom,2019-04-14,15:00 (10:00),Rennes,1.4,0–0,0.5,Nice,23.706,Roazhon Park,Mikael Lesage,Relatório da Partida,
