Rodada,Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
Temporada regular,6,sáb,2018-09-22,20:00 (15:00),Strasbourg,1.3,3–1,0.7,Amiens,24.683,Stade de la Meinau,Jeremy Stinat,Relatório da Partida,
Temporada regular,6,sáb,2018-09-22,20:00 (15:00),Montpellier,1.8,1–0,0.4,Nice,11.015,Stade de la Mosson,Thomas Léonard,Relatório da Partida,
Temporada regular,6,dom,2018-09-23,15:00 (10:00),Rennes,1.3,1–3,1.6,Paris S-G,29.205,Roazhon Park,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,6,dom,2018-09-23,17:00 (12:00),Guingamp,1.9,1–3,1.1,Bordeaux,14.772,Stade du Roudourou,Franck Schneider,Relatório da Partida,
Temporada regular,6,dom,2018-09-23,21:00 (16:00),Lyon,1.9,4–2,0.6,Marseille,57.287,Groupama Stadium,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,7,ter,2018-09-25,19:00 (14:00),Monaco,0.6,0–1,0.5,Angers,5.502,Stade Louis II.,Willy Delajod,Relatório da Partida,
Temporada regular,7,ter,2018-09-25,19:00 (14:00),Nantes,1.0,1–2,1.1,Nice,16.604,Stade de la Beaujoire - Louis Fonteneau,Mikael Lesage,Relatório da Partida,
Temporada regular,7,ter,2018-09-25,21:00 (16:00),Toulouse,1.5,2–3,2.3,Saint-Étienne,14.008,Stadium Municipal,Amaury Delerue,Relatório da Partida,
Temporada regular,7,qua,2018-09-26,19:00 (14:00),Amiens,0.7,2–1,2.0,Rennes,10.398,Stade de la Licorne,Johan Hamel,Relatório da Partida,
Temporada regular,7,qua,2018-09-26,19:00 (14:00),Bordeaux,1.0,1–0,1.9,Lille,17.395,Stade Matmut-Atlantique,Karim Abed,Relatório da Partida,
Temporada regular,7,qua,2018-09-26,19:00 (14:00),Nîmes,1.0,0–0,0.4,Guingamp,13.415,Stade des Costières,Benoît Millot,Relatório da Partida,
Temporada regular,7,qua,2018-09-26,19:00 (14:00),Caen,0.8,2–2,2.3,Montpellier,14.402,Stade Michel d'Ornano,Antony Gautier,Relatório da Partida,
Temporada regular,7,qua,2018-09-26,19:00 (14:00),Marseille,1.4,3–2,0.8,Strasbourg,47.099,Orange Vélodrome,François Letexier,Relatório da Partida,
Temporada regular,7,qua,2018-09-26,19:00 (14:00),Dijon,1.6,0–3,2.5,Lyon,14.651,Stade Gaston Gérard,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,7,qua,2018-09-26,21:00 (16:00),Paris S-G,3.5,4–1,0.4,Reims,47.237,Parc des Princes,Olivier Thual,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,8,sex,2018-09-28,20:45 (15:45),Saint-Étienne,1.6,2–0,2.1,Monaco,26.486,Stade Geoffroy-Guichard,Jérôme Brisard,Relatório da Partida,
Temporada regular,8,sáb,2018-09-29,17:15 (12:15),Nice,0.5,0–3,2.6,Paris S-G,33.138,Stade de Nice,Clément Turpin,Relatório da Partida,
Temporada regular,8,sáb,2018-09-29,20:00 (15:00),Angers,0.5,0–1,1.5,Guingamp,9.483,Stade Raymond Kopa,Nicolas Rainville,Relatório da Partida,
Temporada regular,8,sáb,2018-09-29,20:00 (15:00),Reims,0.9,0–0,0.3,Bordeaux,13.406,Stade Auguste-Delaune II,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,8,sáb,2018-09-29,20:00 (15:00),Lyon,2.2,1–1,1.2,Nantes,50.319,Groupama Stadium,Franck Schneider,Relatório da Partida,
Temporada regular,8,sáb,2018-09-29,20:00 (15:00),Caen,1.5,1–0,0.3,Amiens,15.007,Stade Michel d'Ornano,Benoît Bastien,Relatório da Partida,
Temporada regular,8,sáb,2018-09-29,20:00 (15:00),Strasbourg,1.0,3–0,1.1,Dijon,25.060,Stade de la Meinau,Eric Wattellier,Relatório da Partida,
Temporada regular,8,dom,2018-09-30,15:00 (10:00),Rennes,2.7,1–1,0.3,Toulouse,21.173,Roazhon Park,Thomas Léonard,Relatório da Partida,
Temporada regular,8,dom,2018-09-30,17:00 (12:00),Montpellier,2.5,3–0,1.0,Nîmes,20.054,Stade de la Mosson,Ruddy Buquet,Relatório da Partida,
Temporada regular,8,dom,2018-09-30,21:00 (16:00),Lille,2.8,3–0,0.5,Marseille,41.623,Stade Pierre-Mauroy,Mikael Lesage,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,9,sex,2018-10-05,20:45 (15:45),Toulouse,1.0,1–1,1.0,Nice,14.162,Stadium Municipal,Willy Delajod,Relatório da Partida,
Temporada regular,9,sáb,2018-10-06,17:00 (12:00),Lille,0.8,3–1,1.3,Saint-Étienne,31.263,Stade Pierre-Mauroy,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,9,sáb,2018-10-06,20:00 (15:00),Amiens,0.3,1–0,0.5,Dijon,10.194,Stade de la Licorne,Florent Batta,Relatório da Partida,
Temporada regular,9,sáb,2018-10-06,20:00 (15:00),Nîmes,0.9,0–0,1.2,Reims,12.958,Stade des Costières,Karim Abed,Relatório da Partida,
Temporada regular,9,sáb,2018-10-06,20:00 (15:00),Guingamp,0.8,1–1,1.2,Montpellier,13.643,Stade du Roudourou,Jeremy Stinat,Relatório da Partida,
Temporada regular,9,sáb,2018-10-06,20:00 (15:00),Angers,2.5,2–2,1.3,Strasbourg,8.930,Stade Raymond Kopa,Johan Hamel,Relatório da Partida,
Temporada regular,9,dom,2018-10-07,15:00 (10:00),Bordeaux,1.7,3–0,0.6,Nantes,18.307,Stade Matmut-Atlantique,François Letexier,Relatório da Partida,
Temporada regular,9,dom,2018-10-07,17:00 (12:00),Marseille,1.6,2–0,0.7,Caen,55.935,Orange Vélodrome,Benoît Millot,Relatório da Partida,
Temporada regular,9,dom,2018-10-07,17:00 (12:00),Monaco,0.4,1–2,1.1,Rennes,6.268,Stade Louis II.,Olivier Thual,Relatório da Partida,
Temporada regular,9,dom,2018-10-07,21:00 (16:00),Paris S-G,3.6,5–0,1.5,Lyon,47.443,Parc des Princes,Antony Gautier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,10,sex,2018-10-19,20:45 (15:45),Lyon,1.9,2–0,1.4,Nîmes,42.896,Groupama Stadium,Olivier Thual,Relatório da Partida,
Temporada regular,10,sáb,2018-10-20,17:00 (12:00),Paris S-G,2.4,5–0,0.7,Amiens,47.497,Parc des Princes,Mikael Lesage,Relatório da Partida,
Temporada regular,10,sáb,2018-10-20,20:00 (15:00),Reims,1.1,1–1,1.7,Angers,10.954,Stade Auguste-Delaune II,Eric Wattellier,Relatório da Partida,
Temporada regular,10,sáb,2018-10-20,20:00 (15:00),Nantes,2.5,4–0,0.5,Toulouse,22.613,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,Relatório da Partida,
Temporada regular,10,sáb,2018-10-20,20:00 (15:00),Caen,0.4,0–0,0.4,Guingamp,16.009,Stade Michel d'Ornano,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,10,sáb,2018-10-20,20:00 (15:00),Dijon,1.6,1–2,2.0,Lille,13.004,Stade Gaston Gérard,Thomas Léonard,Relatório da Partida,
Temporada regular,10,sáb,2018-10-20,20:00 (15:00),Strasbourg,0.9,2–1,1.5,Monaco,25.358,Stade de la Meinau,Nicolas Rainville,Relatório da Partida,
Temporada regular,10,dom,2018-10-21,15:00 (10:00),Montpellier,1.9,2–0,1.0,Bordeaux,12.491,Stade de la Mosson,Franck Schneider,Relatório da Partida,
Temporada regular,10,dom,2018-10-21,17:00 (12:00),Saint-Étienne,1.8,1–1,1.9,Rennes,29.557,Stade Geoffroy-Guichard,Clément Turpin,Relatório da Partida,
Temporada regular,10,dom,2018-10-21,21:00 (16:00),Nice,0.7,0–1,0.5,Marseille,30.754,Stade de Nice,Amaury Delerue,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,11,sex,2018-10-26,20:45 (15:45),Nîmes,1.3,1–1,0.8,Saint-Étienne,15.412,Stade des Costières,François Letexier,Relatório da Partida,
Temporada regular,11,sáb,2018-10-27,17:00 (12:00),Angers,1.3,1–2,1.7,Lyon,14.186,Stade Raymond Kopa,Ruddy Buquet,Relatório da Partida,
Temporada regular,11,sáb,2018-10-27,20:00 (15:00),Toulouse,1.2,0–3,1.5,Montpellier,14.100,Stadium Municipal,Karim Abed,Relatório da Partida,
Temporada regular,11,sáb,2018-10-27,20:00 (15:00),Monaco,1.0,2–2,0.6,Dijon,7.139,Stade Louis II.,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,11,sáb,2018-10-27,20:00 (15:00),Amiens,1.2,1–2,1.6,Nantes,11.384,Stade de la Licorne,Jeremy Stinat,Relatório da Partida,
Temporada regular,11,sáb,2018-10-27,20:00 (15:00),Guingamp,1.2,1–1,1.5,Strasbourg,13.643,Stade du Roudourou,Willy Delajod,Relatório da Partida,
Temporada regular,11,sáb,2018-10-27,20:00 (15:00),Lille,0.6,1–0,0.4,Caen,33.362,Stade Pierre-Mauroy,Florent Batta,Relatório da Partida,
Temporada regular,11,dom,2018-10-28,15:00 (11:00),Rennes,0.6,0–2,0.3,Reims,22.710,Roazhon Park,Benoît Millot,Relatório da Partida,
Temporada regular,11,dom,2018-10-28,17:00 (13:00),Bordeaux,2.0,0–1,1.1,Nice,20.730,Stade Matmut-Atlantique,Jérôme Brisard,Relatório da Partida,
Temporada regular,11,dom,2018-10-28,21:00 (17:00),Marseille,0.6,0–2,1.5,Paris S-G,64.696,Orange Vélodrome,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,12,sex,2018-11-02,20:45 (16:45),Paris S-G,1.9,2–1,1.0,Lille,47.549,Parc des Princes,François Letexier,Relatório da Partida,
Temporada regular,12,sáb,2018-11-03,17:00 (13:00),Lyon,0.3,1–1,1.4,Bordeaux,46.653,Groupama Stadium,Benoît Millot,Relatório da Partida,
Temporada regular,12,sáb,2018-11-03,20:00 (16:00),Dijon,1.8,0–4,2.2,Nîmes,12.113,Stade Gaston Gérard,Franck Schneider,Relatório da Partida,
Temporada regular,12,sáb,2018-11-03,20:00 (16:00),Nice,1.2,1–0,0.8,Amiens,15.259,Stade de Nice,Johan Hamel,Relatório da Partida,
Temporada regular,12,sáb,2018-11-03,20:00 (16:00),Caen,1.7,1–2,2.5,Rennes,17.284,Stade Michel d'Ornano,Amaury Delerue,Relatório da Partida,
Temporada regular,12,sáb,2018-11-03,20:00 (16:00),Reims,1.1,1–0,1.0,Monaco,16.005,Stade Auguste-Delaune II,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,12,sáb,2018-11-03,20:00 (16:00),Strasbourg,1.0,1–1,1.0,Toulouse,25.034,Stade de la Meinau,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,12,dom,2018-11-04,15:00 (12:00),Nantes,2.5,5–0,0.2,Guingamp,25.753,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,Relatório da Partida,
Temporada regular,12,dom,2018-11-04,17:00 (14:00),Saint-Étienne,2.1,4–3,1.8,Angers,22.983,Stade Geoffroy-Guichard,Thomas Léonard,Relatório da Partida,
Temporada regular,12,dom,2018-11-04,21:00 (18:00),Montpellier,1.2,3–0,1.3,Marseille,19.683,Stade de la Mosson,Antony Gautier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,13,sex,2018-11-09,20:45 (17:45),Lille,1.4,0–0,0.2,Strasbourg,27.544,Stade Pierre-Mauroy,Olivier Thual,Relatório da Partida,
Temporada regular,13,sáb,2018-11-10,17:00 (14:00),Guingamp,1.5,2–4,1.4,Lyon,14.171,Stade du Roudourou,Mikael Lesage,Relatório da Partida,
Temporada regular,13,sáb,2018-11-10,20:00 (17:00),Toulouse,1.7,0–1,0.5,Amiens,13.553,Stadium Municipal,Eric Wattellier,Relatório da Partida,
Temporada regular,13,sáb,2018-11-10,20:00 (17:00),Saint-Étienne,0.9,2–0,0.7,Reims,22.838,Stade Geoffroy-Guichard,Florent Batta,Relatório da Partida,
Temporada regular,13,sáb,2018-11-10,20:00 (17:00),Nîmes,1.1,0–1,1.3,Nice,14.290,Stade des Costières,Benoît Bastien,Relatório da Partida,
Temporada regular,13,sáb,2018-11-10,20:00 (17:00),Angers,0.8,1–0,0.4,Montpellier,8.342,Stade Raymond Kopa,Jeremy Stinat,Relatório da Partida,
Temporada regular,13,dom,2018-11-11,15:00 (12:00),Bordeaux,1.5,0–0,0.5,Caen,15.352,Stade Matmut-Atlantique,Nicolas Rainville,Relatório da Partida,
Temporada regular,13,dom,2018-11-11,17:00 (14:00),Rennes,1.8,1–1,0.3,Nantes,23.270,Roazhon Park,Karim Abed,Relatório da Partida,
Temporada regular,13,dom,2018-11-11,17:00 (14:00),Marseille,3.2,2–0,0.4,Dijon,47.430,Orange Vélodrome,Willy Delajod,Relatório da Partida,
Temporada regular,13,dom,2018-11-11,21:00 (18:00),Monaco,1.4,0–4,3.6,Paris S-G,12.533,Stade Louis II.,Ruddy Buquet,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,14,sex,2018-11-23,21:00 (18:00),Lyon,0.9,1–0,1.5,Saint-Étienne,55.701,Groupama Stadium,Antony Gautier,Relatório da Partida,
Temporada regular,14,sáb,2018-11-24,17:00 (14:00),Paris S-G,1.2,1–0,0.6,Toulouse,47.244,Parc des Princes,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,14,sáb,2018-11-24,20:00 (17:00),Nantes,1.7,1–1,0.8,Angers,23.682,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Relatório da Partida,
Temporada regular,14,sáb,2018-11-24,20:00 (17:00),Dijon,0.9,0–0,0.4,Bordeaux,12.285,Stade Gaston Gérard,François Letexier,Relatório da Partida,
Temporada regular,14,sáb,2018-11-24,20:00 (17:00),Caen,0.8,0–1,0.8,Monaco,15.013,Stade Michel d'Ornano,Thomas Léonard,Relatório da Partida,
Temporada regular,14,sáb,2018-11-24,20:00 (17:00),Strasbourg,0.9,0–1,1.0,Nîmes,25.128,Stade de la Meinau,Benoît Millot,Relatório da Partida,
Temporada regular,14,sáb,2018-11-24,20:00 (17:00),Reims,0.9,2–1,1.4,Guingamp,10.028,Stade Auguste-Delaune II,Johan Hamel,Relatório da Partida,
Temporada regular,14,dom,2018-11-25,15:00 (12:00),Montpellier,2.5,2–2,1.5,Rennes,10.761,Stade de la Mosson,Jérôme Brisard,Relatório da Partida,
Temporada regular,14,dom,2018-11-25,17:00 (14:00),Nice,1.1,2–0,0.4,Lille,18.211,Stade de Nice,Franck Schneider,Relatório da Partida,
Temporada regular,14,dom,2018-11-25,21:00 (18:00),Amiens,1.1,1–3,2.1,Marseille,11.932,Stade de la Licorne,Jérôme Miguelgorry,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,15,sex,2018-11-30,20:45 (17:45),Saint-Étienne,2.4,3–0,0.3,Nantes,21.884,Stade Geoffroy-Guichard,Jérôme Brisard,Relatório da Partida,
Temporada regular,15,sáb,2018-12-01,17:00 (14:00),Lille,1.0,2–2,2.9,Lyon,38.755,Stade Pierre-Mauroy,Benoît Bastien,Relatório da Partida,
Temporada regular,15,sáb,2018-12-01,20:00 (17:00),Angers,1.4,1–1,0.9,Caen,8.523,Stade Raymond Kopa,Willy Delajod,Relatório da Partida,
Temporada regular,15,sáb,2018-12-01,20:00 (17:00),Nîmes,1.8,3–0,0.9,Amiens,12.159,Stade des Costières,Karim Abed,Relatório da Partida,
Temporada regular,15,sáb,2018-12-01,20:00 (17:00),Monaco,0.7,1–2,1.6,Montpellier,6.725,Stade Louis II.,Olivier Thual,Relatório da Partida,
Temporada regular,15,sáb,2018-12-01,20:00 (17:00),Guingamp,0.9,0–0,0.6,Nice,12.671,Stade du Roudourou,Ruddy Buquet,Relatório da Partida,
Temporada regular,15,dom,2018-12-02,15:00 (12:00),Toulouse,0.8,2–2,1.8,Dijon,10.279,Stadium Municipal,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,15,dom,2018-12-02,17:00 (14:00),Rennes,0.7,1–4,3.2,Strasbourg,19.867,Roazhon Park,Eric Wattellier,Relatório da Partida,
Temporada regular,15,dom,2018-12-02,17:00 (14:00),Marseille,0.8,0–0,0.7,Reims,41.932,Orange Vélodrome,Nicolas Rainville,Relatório da Partida,
Temporada regular,15,dom,2018-12-02,21:00 (18:00),Bordeaux,0.9,2–2,1.4,Paris S-G,40.841,Stade Matmut-Atlantique,Franck Schneider,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,16,ter,2018-12-04,19:00 (16:00),Amiens,0.6,0–2,1.8,Monaco,11.048,Stade de la Licorne,Jérôme Brisard,Relatório da Partida,
Temporada regular,16,ter,2018-12-04,19:00 (16:00),Nice,2.6,0–0,0.3,Angers,14.123,Stade de Nice,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,16,ter,2018-12-04,21:00 (18:00),Montpellier,1.3,0–1,1.6,Lille,12.486,Stade de la Mosson,Mikael Lesage,Relatório da Partida,
Temporada regular,16,qua,2018-12-05,19:00 (16:00),Dijon,0.4,2–1,1.3,Guingamp,11.711,Stade Gaston Gérard,Thomas Léonard,Relatório da Partida,
Temporada regular,16,qua,2018-12-05,19:00 (16:00),Reims,1.6,0–1,1.1,Toulouse,10.609,Stade Auguste-Delaune II,Jeremy Stinat,Relatório da Partida,
Temporada regular,16,qua,2018-12-05,19:00 (16:00),Bordeaux,2.1,3–2,2.0,Saint-Étienne,23.375,Stade Matmut-Atlantique,Clément Turpin,Relatório da Partida,
Temporada regular,16,qua,2018-12-05,19:00 (16:00),Lyon,1.4,0–2,1.4,Rennes,47.278,Groupama Stadium,Johan Hamel,Relatório da Partida,
Temporada regular,16,qua,2018-12-05,19:00 (16:00),Caen,1.0,1–2,3.0,Nîmes,14.501,Stade Michel d'Ornano,Florent Batta,Relatório da Partida,
