Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2007-08-04,,Valenciennes,3–1,Toulouse,,Stade Nungesser,Hervé Piccirillo,Relatório da Partida,
1,sáb,2007-08-04,,Rennes,0–2,Nancy,,ROAZHON PARK,Jean-Charles Cailleux,Relatório da Partida,
1,sáb,2007-08-04,,Caen,1–0,Nice,,Stade Michel d'Ornano,Tony Chapron,Relatório da Partida,
1,sáb,2007-08-04,,Lille,0–0,Lorient,,Stadium Lille Métropole,Alain Hamer,Relatório da Partida,
1,sáb,2007-08-04,,Paris S-G,0–0,Sochaux,,Parc des Princes,Saïd Ennjimi,Relatório da Partida,
1,sáb,2007-08-04,,Strasbourg,0–0,Marseille,,Stade de la Meinau,Stéphane Lannoy,Relatório da Partida,
1,sáb,2007-08-04,,Bordeaux,1–0,Lens,,Stade Chaban,Bertrand Layec,Relatório da Partida,
1,sáb,2007-08-04,,Monaco,1–1,Saint-Étienne,,Stade Louis II,Thierry Auriac,Relatório da Partida,
1,dom,2007-08-05,,Lyon,2–0,Auxerre,,Stade Municipal de Gerland,Laurent Duhamel,Relatório da Partida,
1,dom,2007-08-05,,Le Mans,1–0,Metz,,Stade Omnisports Léon,Fredy Fautrel,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2007-08-11,,Saint-Étienne,3–1,Valenciennes,,Stade Geoffroy,Bruno Coué,Relatório da Partida,
2,sáb,2007-08-11,,Auxerre,0–2,Bordeaux,,Stade Abbé Deschamps,Tony Chapron,Relatório da Partida,
2,sáb,2007-08-11,,Marseille,0–0,Rennes,,Stade Vélodrome,Philippe Kalt,Relatório da Partida,
2,sáb,2007-08-11,,Sochaux,1–3,Le Mans,,Stade Bonal,Philippe Malige,Relatório da Partida,
2,sáb,2007-08-11,,Toulouse,1–0,Lyon,,Stadium,Olivier Thual,Relatório da Partida,
2,sáb,2007-08-11,,Lorient,2–1,Monaco,,Stade Yves Allainmat,Laurent Duhamel,Relatório da Partida,
2,sáb,2007-08-11,,Nancy,1–0,Caen,,Stade Marcel Picot,Antony Gautier,Relatório da Partida,
2,sáb,2007-08-11,,Nice,1–0,Strasbourg,,Allianz Riviera,Bruno Ruffray,Relatório da Partida,
2,dom,2007-08-12,,Metz,1–2,Lille,,Stade Saint,Éric Poulat,Relatório da Partida,
2,dom,2007-08-12,,Lens,0–0,Paris S-G,,Stade Bollaert,Stéphane Bré,Relatório da Partida,
,,,,,,,,,,,
3,qua,2007-08-15,,Valenciennes,2–1,Marseille,,Stade Nungesser,Alain Hamer,Relatório da Partida,
3,qua,2007-08-15,,Monaco,2–0,Metz,,Stade Louis II,Hervé Piccirillo,Relatório da Partida,
3,qua,2007-08-15,,Bordeaux,1–2,Le Mans,,Stade Chaban,Saïd Ennjimi,Relatório da Partida,
3,qua,2007-08-15,,Lille,1–1,Sochaux,,Stadium Lille Métropole,Bruno Coué,Relatório da Partida,
3,qua,2007-08-15,,Strasbourg,3–0,Auxerre,,Stade de la Meinau,Éric Poulat,Relatório da Partida,
3,qua,2007-08-15,,Rennes,1–0,Saint-Étienne,,ROAZHON PARK,Laurent Duhamel,Relatório da Partida,
3,qua,2007-08-15,,Paris S-G,1–3,Lorient,,Parc des Princes,Jean-Charles Cailleux,Relatório da Partida,
3,qui,2007-08-16,,Nancy,2–1,Nice,,Stade Marcel Picot,Fredy Fautrel,Relatório da Partida,
,,,,,,,,,,,
