Rk;Player;Nation;Pos;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost
249;Lucas Gourna-Douath;frFRA;MF;Saint-Étienne;17;2003;20.0;7;0;0;36;28;0;4;13;26;0;1;0;157;11;18
250;Jonathan Gradit;frFRA;DF;Lens;28;1992;34.1;7;0;0;41;37;0;10;65;28;0;0;0;221;47;52
251;Andrew Gravillon;gpGLP;DF;Reims;23;1998;23.7;9;2;2;35;21;0;24;33;24;0;1;0;97;32;27
252;Adrian Grbić;atAUT;FW,MF;Lorient;24;1996;5.8;0;0;0;6;9;2;3;0;1;0;0;0;14;13;20
253;Ivo Grbić;hrCRO;GK;Lille;25;1996;21.0;3;0;0;0;7;0;0;0;0;0;0;0;19;7;0
254;Etienne Green;engENG;GK;Saint-Étienne;21;2000;13.3;1;1;0;2;1;0;0;1;1;0;1;0;11;2;0
255;Gabriel Gudmundsson;seSWE;DF,MF;Lille;22;1999;14.9;3;0;0;27;20;5;62;20;31;0;0;0;79;16;20
256;Noah Guede-Nadje;frFRA;MF;Angers;17;2003;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
257;Mattéo Guendouzi;frFRA;MF;Marseille;22;1999;35.0;6;0;0;28;67;0;49;16;30;2;0;0;178;23;30
258;Yanis Guermouche;frFRA;MF,FW;Montpellier;20;2001;0.1;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0
259;Evann Guessand;frFRA;FW;Nice;20;2001;4.9;3;0;0;14;9;0;0;0;8;1;0;0;19;12;12
260;Lamine Gueye;snSEN;FW,MF;Metz;23;1998;6.2;0;0;0;7;10;3;49;6;5;1;0;0;23;4;10
261;Pape Gueye;snSEN;MF;Marseille;22;1999;17.0;7;0;0;29;40;4;3;24;19;0;1;0;109;21;13
262;Josuha Guilavogui;frFRA;MF,DF;Bordeaux;30;1990;14.8;4;0;0;23;13;0;6;36;16;0;0;0;134;13;12
263;Frederic Guilbert;frFRA;DF;Strasbourg;26;1994;28.0;4;0;0;26;22;2;218;55;39;0;0;0;142;27;40
264;Bruno Guimarães;brBRA;MF;Lyon;23;1997;18.2;2;0;0;31;59;1;28;21;31;1;0;0;131;12;10
265;Sehrou Guirassy;gnGUI;FW;Rennes;25;1996;11.3;1;0;0;21;35;5;1;1;2;0;0;0;30;37;34
266;Malo Gusto;frFRA;DF;Lyon;18;2003;20.9;3;0;0;25;20;2;70;33;35;0;2;1;145;16;17
267;Massadio Haïdara;mlMLI;DF;Lens;28;1992;12.0;5;1;0;20;11;0;18;22;21;0;0;0;63;14;11
268;Oualid El Hajjam;maMAR;DF;Troyes;30;1991;11.9;2;0;0;16;11;0;19;22;11;0;0;0;90;7;10
269;Achraf Hakimi;maMAR;DF;Paris S-G;22;1998;27.5;3;1;0;20;14;6;52;28;51;0;0;0;123;9;20
270;Pierre-Yves Hamel;frFRA;FW,MF;Lorient;27;1994;0.3;1;0;0;1;1;0;0;2;0;0;0;0;0;2;2
271;Pierre-Yves Hamel;frFRA;FW;Clermont Foot;27;1994;5.8;2;0;0;13;9;2;2;0;6;0;0;0;9;23;33
272;Romain Hamouma;frFRA;FW,MF;Saint-Étienne;34;1987;9.8;2;0;0;23;12;8;42;4;7;0;0;0;28;4;11
273;Amine Harit;maMAR;FW,MF;Marseille;24;1997;12.9;1;0;0;17;39;3;28;4;11;0;0;0;51;6;14
274;Henrique;brBRA;DF;Lyon;27;1994;12.3;3;0;0;13;14;0;21;22;7;0;0;0;57;18;13
275;Luis Henrique;brBRA;FW,MF;Marseille;19;2001;7.8;0;0;0;6;4;5;12;5;3;0;0;0;34;0;3
276;Christophe Hérelle;mqMTQ;DF;Brest;28;1992;21.5;6;0;0;20;24;1;1;44;28;0;0;0;99;24;24
277;Jérôme Hergault;frFRA;DF;Lorient;35;1986;3.9;2;2;1;7;3;0;13;4;1;0;0;0;19;6;6
278;Ander Herrera;esESP;MF;Paris S-G;31;1989;12.1;2;0;0;14;5;3;6;14;17;0;0;0;72;2;3
279;Franck Honorat;frFRA;FW,MF;Brest;24;1996;32.2;3;0;0;24;21;5;188;15;38;3;0;0;148;18;31
280;Fraser Hornby;sctSCO;FW,MF;Reims;21;1999;3.9;1;0;0;7;6;6;1;4;1;0;0;0;9;16;15
281;Cédric Hountondji;bjBEN;DF;Clermont Foot;27;1994;22.6;2;0;0;12;7;0;1;34;17;0;0;1;101;46;20
282;Suk Hyun-jun;krKOR;FW,MF;Troyes;30;1991;1.7;0;0;0;7;5;0;1;0;0;0;0;0;4;8;9
283;Mauro Icardi;arARG;FW;Paris S-G;28;1993;11.4;1;0;0;14;7;9;2;5;3;0;0;0;19;5;9
284;Jonathan Iglesias;uyURU;MF;Clermont Foot;32;1988;6.4;0;0;0;11;11;0;1;5;11;0;0;0;39;1;3
285;Juan Ignacio Ramírez;uyURU;FW;Saint-Étienne;24;1997;1.4;0;0;0;1;0;0;0;0;1;0;0;0;5;1;4
286;Danylo Ihnatenko;uaUKR;MF;Bordeaux;24;1997;7.7;3;1;0;16;7;0;8;6;9;0;0;0;51;13;5
287;Jonathan Ikone;frFRA;MF,FW;Lille;23;1998;11.8;1;0;0;13;7;2;8;5;3;0;0;0;55;3;6
288;Bonke Innocent;ngNGA;MF;Lorient;25;1996;9.7;4;0;0;20;6;0;2;16;16;0;0;0;57;7;10
289;Wilson Isidor;frFRA;FW,MF;Monaco;20;2000;0.6;0;0;0;1;1;2;0;0;0;0;0;0;1;4;4
290;Ismail Jakobs;snSEN;DF,FW;Monaco;21;1999;13.4;1;0;0;15;9;1;82;17;16;0;1;0;76;38;15
291;Marin Jakoliš;hrCRO;FW;Angers;24;1996;2.5;0;0;0;5;1;2;7;1;1;0;0;0;5;3;1
292;Abdel Jalil Medioub;dzALG;DF;Bordeaux;23;1997;6.9;0;0;0;3;1;0;0;12;5;0;0;0;31;14;6
293;Corentin Jean;frFRA;FW,MF;Lens;26;1995;2.8;2;0;0;7;5;2;10;1;6;0;0;0;13;3;8
294;Jemerson;brBRA;DF;Metz;28;1992;13.4;3;2;0;18;7;0;0;25;25;0;1;0;57;13;19
295;Moritz Jenz;deGER;DF;Lorient;22;1999;15.3;5;1;1;24;3;0;0;28;12;0;1;2;66;30;27
296;Lenny Joseph;frFRA;FW,MF;Metz;20;2000;1.7;1;0;0;5;1;0;1;0;1;0;0;0;5;4;7
297;Issa Kaboré;bfBFA;DF;Troyes;20;2001;25.0;8;2;1;30;43;4;111;20;22;1;0;0;125;11;15
298;Tino Kadewere;zwZIM;FW;Lyon;25;1996;5.6;0;1;0;6;5;4;7;4;5;0;0;0;29;6;12
299;Gaël Kakuta;cdCOD;MF,FW;Lens;30;1991;18.6;1;0;0;15;33;5;46;4;14;0;0;0;76;12;23
300;Arnaud Kalimuendo;frFRA;FW;Paris S-G;19;2002;0.1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
301;Arnaud Kalimuendo;frFRA;FW;Lens;19;2002;23.9;1;1;0;13;32;14;17;8;8;0;0;0;51;4;26
302;Samuel Kalu;ngNGA;FW,MF;Bordeaux;23;1997;3.6;1;0;0;3;7;0;19;3;5;0;0;0;15;3;7
303;Boubacar Kamara;frFRA;MF,DF;Marseille;21;1999;30.9;5;0;0;40;42;0;8;46;38;1;1;0;183;40;37
304;Hassane Kamara;ciCIV;MF,DF;Nice;27;1994;6.0;2;0;0;8;4;3;16;9;10;0;0;0;41;2;13
305;Jean-Armel Kana-Biyik;cmCMR;DF;Metz;32;1989;7.4;1;0;0;4;8;0;0;16;6;0;0;0;50;4;2
306;Nordine Kandil;frFRA;MF,FW;Strasbourg;19;2001;1.0;1;0;0;1;2;0;7;0;1;0;0;0;9;1;1
307;Eiji Kawashima;jpJPN;GK;Strasbourg;38;1983;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
308;Ilan Kebbal;dzALG;MF,FW;Reims;23;1998;19.7;1;0;0;12;50;7;71;13;15;1;0;0;122;2;18
309;Thilo Kehrer;deGER;DF;Paris S-G;24;1996;16.8;0;0;0;15;6;0;5;24;14;0;0;0;70;26;21
310;Habib Keita;mlMLI;MF,FW;Lyon;19;2002;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
311;Saîf-Eddine Khaoui;tnTUN;MF,FW;Clermont Foot;26;1995;10.3;1;0;0;11;15;0;40;14;10;0;0;0;45;1;7
312;Wahbi Khazri;tnTUN;FW,MF;Saint-Étienne;30;1991;24.7;6;0;0;22;47;22;57;12;18;1;0;0;103;12;40
313;Presnel Kimpembe;frFRA;DF;Paris S-G;25;1995;28.6;6;0;0;28;26;0;2;38;19;0;2;0;138;49;20
314;Thibault Klidje;tgTOG;MF,FW;Bordeaux;20;2001;1.0;0;0;0;3;5;1;6;2;0;0;0;0;2;1;4
315;Justin Kluivert;nlNED;MF;Nice;22;1999;20.8;6;1;0;39;28;5;161;14;9;0;1;0;95;14;12
316;Samuel Koeberlé;frFRA;FW;Reims;16;2004;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
317;Philippe Koffi;frFRA;FW;Reims;19;2002;4.2;1;0;0;8;13;7;3;3;0;0;0;0;7;6;16
318;Sead Kolašinac;baBIH;DF;Marseille;28;1993;4.9;0;0;0;7;3;0;7;0;6;0;0;0;22;5;0
319;Randal Kolo Muani;frFRA;FW,MF;Nantes;22;1998;32.8;2;0;0;59;72;18;31;6;14;1;1;0;107;66;110
320;Timothée Kolodziejczak;frFRA;DF;Saint-Étienne;29;1991;28.5;4;1;0;29;3;2;38;60;24;0;3;2;148;31;38
321;Ghislain Konan;ciCIV;DF;Reims;25;1995;26.9;1;0;0;17;33;2;84;28;19;0;0;0;176;13;11
322;Ibrahima Koné;mlMLI;FW;Lorient;22;1999;8.1;2;0;0;13;10;5;4;1;4;0;0;0;20;16;35
323;Youssouf Koné;mlMLI;DF;Troyes;26;1995;10.9;2;1;0;7;20;2;33;10;18;0;0;0;62;6;10
324;Laurent Koscielny;frFRA;DF;Bordeaux;35;1985;10.4;2;0;0;11;9;0;0;12;9;0;1;0;65;15;3
325;Rominigue Kouamé;mlMLI;MF;Troyes;24;1996;33.0;5;0;0;43;65;1;7;46;22;0;0;0;231;17;28
326;Boubakar Kouyaté;mlMLI;DF;Metz;24;1997;29.6;8;1;0;35;28;7;0;79;50;0;1;0;158;92;44
327;Jean-Philippe Krasso;ciCIV;FW;Saint-Étienne;24;1997;5.0;0;0;0;9;7;2;5;0;5;0;0;0;23;17;17
328;Mykola Kukharevych;uaUKR;FW;Troyes;20;2001;0.2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
329;Enock Kwateng;frFRA;DF;Bordeaux;24;1997;22.2;6;1;1;22;16;1;40;43;35;0;0;0;144;24;23
330;Grejohn Kyei;frFRA;FW;Clermont Foot;25;1995;4.4;1;0;0;14;8;1;0;0;2;0;0;0;6;14;9
331;Gaëtan Laborde;frFRA;FW;Montpellier;27;1994;3.8;1;0;0;3;3;0;4;5;2;0;0;0;15;17;12
332;Gaëtan Laborde;frFRA;FW;Rennes;27;1994;30.3;1;0;0;31;20;21;33;8;7;0;0;0;79;87;119
333;Tom Lacoux;frFRA;DF,MF;Bordeaux;19;2002;10.1;5;0;0;18;6;0;7;9;13;0;0;0;67;4;15
334;Lenny Lacroix;frFRA;DF;Metz;18;2003;2.2;0;0;0;1;0;0;0;10;7;0;0;0;13;7;2
335;Alban Lafont;frFRA;GK;Nantes;22;1999;38.0;3;0;0;1;2;0;0;1;3;0;1;0;58;22;2
336;Mohamed Lamine Bayo;gnGUI;FW;Clermont Foot;23;1998;26.8;1;0;0;19;5;14;14;7;5;0;0;0;50;44;51
337;Didier Lamkel Zé;cmCMR;FW;Metz;24;1996;6.7;2;0;0;7;14;4;4;1;1;0;0;0;20;21;23
338;Julien Laporte;frFRA;DF;Lorient;27;1993;32.1;7;0;0;28;26;1;2;54;45;0;3;0;158;78;54
339;Yasser Larouci;dzALG;DF;Troyes;20;2001;3.8;1;0;0;2;8;0;15;7;5;1;0;0;19;4;3
340;Paul Lasne;frFRA;MF;Brest;32;1989;9.4;1;0;0;11;15;0;12;24;12;0;0;0;46;9;6
341;Armand Lauriente;frFRA;FW,MF;Lorient;22;1998;27.5;5;0;0;44;41;11;45;15;18;0;0;0;118;11;21
342;Théo Le Bris;frFRA;MF;Lorient;18;2002;0.7;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2
343;Jérémy Le Douaron;frFRA;FW,MF;Brest;23;1998;16.1;0;0;0;17;27;2;43;4;5;0;0;0;58;38;53
344;Enzo Le Fée;frFRA;MF,FW;Lorient;21;2000;24.4;2;0;0;32;51;1;102;29;44;0;0;0;165;18;22
345;Vincent Le Goff;frFRA;DF;Lorient;31;1989;34.0;1;0;0;24;21;3;84;37;38;0;0;0;210;11;28
346;Maxime Le Marchand;frFRA;DF;Strasbourg;31;1989;9.6;4;0;0;10;2;0;5;14;8;0;1;0;52;15;10
347;Jean-Louis Leca;frFRA;GK;Lens;35;1985;25.7;3;1;0;2;3;0;0;1;0;0;1;0;31;4;1
348;Félix Lemaréchal;ciCIV;MF;Monaco;17;2003;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
349;Mario Lemina;gaGAB;MF;Nice;27;1993;21.9;7;1;1;36;23;0;7;48;35;0;0;0;142;23;10
350;Fabien Lemoine;frFRA;MF;Lorient;34;1987;12.4;5;0;0;27;18;0;6;14;22;0;0;0;101;9;8
351;Léo Leroy;frFRA;MF;Montpellier;21;2000;7.0;3;0;0;23;4;0;4;8;21;0;0;0;47;11;8
352;Alexandre Letellier;frFRA;GK;Paris S-G;30;1990;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
353;Yanis Lhery;frFRA;FW,MF;Saint-Étienne;18;2003;0.8;0;0;0;2;1;0;0;0;0;0;0;0;4;1;4
354;Dimitri Liénard;frFRA;DF,MF;Strasbourg;33;1988;22.7;8;0;0;34;25;4;188;21;43;1;0;0;132;19;25
355;Isaac Lihadji;frFRA;MF,FW;Lille;19;2002;2.6;1;0;0;4;5;0;9;2;3;1;0;0;15;1;3
356;Pol Lirola;esESP;DF,FW;Marseille;23;1997;19.7;1;0;0;11;13;10;71;13;16;0;0;0;100;19;8
357;Banzouzi Locko;frFRA;MF,DF;Reims;19;2002;11.2;4;0;0;15;12;2;10;14;19;0;0;0;64;12;16
358;Anthony Lopes;ptPOR;GK;Lyon;30;1990;33.1;1;1;0;1;4;0;0;3;0;0;0;0;34;4;1
359;Pau López;esESP;GK;Marseille;26;1994;29.0;4;0;0;0;3;0;0;0;0;0;0;0;52;6;0
360;Dion Lopy;snSEN;MF;Reims;19;2002;18.2;4;0;0;38;17;1;4;22;29;0;1;0;121;14;17
361;Samuel Loric;frFRA;DF;Lorient;21;2000;3.0;0;0;0;4;5;1;13;5;5;0;1;0;19;7;2
362;Jordan Lotomba;chSUI;DF;Nice;22;1998;19.8;4;0;0;11;23;2;44;12;17;0;0;0;86;12;15
363;Johaneko Louisjean;frFRA;DF;Bordeaux;17;2004;0.1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
364;Jean Lucas;brBRA;MF;Monaco;23;1998;16.1;3;1;1;27;25;2;64;13;25;0;0;0;131;14;25
365;Castello Lukeba;frFRA;DF;Lyon;18;2002;23.3;1;0;0;18;13;1;0;38;19;0;2;0;180;41;36
366;Levi Lumeka;engENG;MF,FW;Troyes;22;1998;0.7;0;0;0;2;1;2;2;0;0;0;0;0;2;0;2
367;Yannis M'Bemba;frFRA;DF,FW;Nantes;20;2001;0.1;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0
368;Deiver Machado;coCOL;DF,MF;Lens;27;1993;5.8;1;0;0;4;11;2;18;3;14;0;0;0;33;6;3
369;Yvann Macon;frFRA;DF;Saint-Étienne;22;1998;17.0;7;0;0;23;12;0;58;18;22;0;0;1;100;16;29
370;Louis Mafouta;cfCTA;FW;Metz;27;1994;5.8;0;0;0;16;5;5;1;0;0;0;0;0;8;10;22
371;Hugo Magnetti;frFRA;MF;Brest;23;1998;16.3;4;0;0;26;20;0;9;25;34;0;0;0;130;6;9
372;Yohann Magnin;frFRA;MF,DF;Clermont Foot;24;1997;19.1;2;0;0;21;25;5;12;20;31;1;0;0;99;36;39
373;Habib Maïga;ciCIV;MF;Metz;25;1996;14.1;6;0;0;29;10;0;22;14;28;0;1;0;92;17;11
374;Josh Maja;ngNGA;FW;Bordeaux;22;1998;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375;Abdul Majeed Waris;ghGHA;FW,MF;Strasbourg;29;1991;3.6;1;0;0;5;14;1;7;0;3;0;0;0;17;2;5
376;Lovro Majer;hrCRO;MF,FW;Rennes;23;1998;20.4;1;0;0;35;32;1;85;11;21;0;0;0;140;3;10
377;Béni Makouana;cgCGO;FW,MF;Montpellier;18;2002;3.6;4;0;0;10;1;2;9;3;2;0;0;0;10;1;9
378;Hianga Mananga Mbock;frFRA;MF;Brest;21;1999;8.9;3;0;0;20;10;0;0;5;12;0;1;0;48;11;11
379;Vincent Manceau;frFRA;DF;Angers;32;1989;26.2;2;1;1;13;14;0;10;32;19;0;0;0;165;16;35
380;Steve Mandanda;frFRA;GK;Marseille;36;1985;9.0;0;0;0;0;0;0;0;1;0;0;0;0;20;1;0
381;Reinildo Mandava;mzMOZ;DF;Lille;27;1994;16.9;7;0;0;33;27;1;20;37;23;0;0;0;102;27;11
382;Anthony Mandrea;dzALG;GK;Angers;24;1996;10.0;0;0;0;0;2;0;0;0;0;0;0;0;6;5;0
383;Eliaquim Mangala;frFRA;DF;Saint-Étienne;30;1991;13.1;9;0;0;19;11;0;0;17;12;0;1;0;66;36;21
384;Thomas Mangani;frFRA;MF;Angers;34;1987;24.4;6;0;0;25;14;0;88;36;30;0;0;0;141;26;32
385;Ricardo Mangas;ptPOR;DF;Bordeaux;23;1998;26.1;2;0;0;26;29;1;39;25;22;0;1;1;132;25;31
386;Myziane Maolida;frFRA;MF;Nice;22;1999;0.4;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
387;Sekou Mara;frFRA;FW,MF;Bordeaux;19;2002;10.1;2;0;0;21;24;2;4;2;4;1;0;0;34;30;34
388;Marcelo;brBRA;DF;Bordeaux;34;1987;10.0;4;0;0;7;2;0;0;13;5;0;0;1;56;42;6
389;Marcelo;brBRA;DF;Lyon;34;1987;2.0;1;0;0;4;1;0;0;4;3;0;0;1;12;14;6
390;Guillermo Maripán;clCHI;DF;Monaco;27;1994;20.4;5;0;0;20;10;1;1;25;24;0;0;0;118;45;36
391;Marquinhos;brBRA;DF;Paris S-G;27;1994;31.8;5;0;0;6;10;1;6;16;14;0;0;0;181;41;39
392;Jonas Martin;frFRA;MF;Rennes;31;1990;23.4;8;0;0;32;14;0;3;22;20;0;0;0;147;20;15
393;Gelson Martins;ptPOR;MF,FW;Monaco;26;1995;21.2;4;0;0;22;33;15;35;17;27;0;0;0;112;22;23
394;Pape Matar Sarr;snSEN;MF;Metz;18;2002;23.7;7;0;0;32;22;1;4;29;26;0;0;0;171;29;30
395;Eliot Matazo;beBEL;MF;Monaco;19;2002;8.8;1;0;0;16;8;0;1;13;7;0;0;0;45;8;13
396;Chrislain Matsima;frFRA;DF;Monaco;19;2002;1.5;0;0;0;0;2;0;0;1;2;0;0;0;8;4;1
397;Azor Matusiwa;nlNED;MF;Reims;23;1998;27.4;8;1;1;29;30;0;3;62;32;0;1;0;169;27;31
398;Stephy Mavididi;engENG;FW,MF;Montpellier;23;1998;25.5;4;0;0;23;44;6;26;8;13;0;0;0;93;7;36
399;Derek Mazou-Sacko;frFRA;FW,DF;Troyes;16;2004;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
400;Kylian Mbappé;frFRA;FW;Paris S-G;22;1998;33.6;10;0;0;28;53;39;68;5;8;4;0;0;63;4;10
401;Amadou Mbengue;snSEN;DF,MF;Metz;19;2002;6.8;4;0;0;12;1;0;0;10;10;0;0;0;43;5;7
402;Jason Mbock;frFRA;FW;Angers;21;1999;0.2;1;0;0;0;2;1;1;0;0;0;0;0;1;0;2
403;Moustapha Mbow;snSEN;DF;Reims;21;2000;1.0;0;0;0;0;0;0;0;1;6;0;0;0;4;1;0
404;Nathanael Mbuku;frFRA;FW,MF;Reims;19;2002;15.8;1;0;0;10;39;2;35;11;13;0;0;0;67;10;14
405;Facundo Medina;arARG;DF;Lens;22;1999;28.8;11;0;0;36;11;0;5;37;42;0;2;0;224;37;34
406;Farid El Melali;dzALG;FW;Angers;24;1997;0.2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
407;Birger Meling;noNOR;DF;Rennes;26;1994;20.3;3;0;0;14;21;2;25;22;27;0;0;0;94;14;17
408;Houboulang Mendes;frFRA;DF;Lorient;23;1998;35.8;5;1;1;40;18;4;65;41;28;1;0;1;178;27;36
409;Nuno Mendes;ptPOR;DF;Paris S-G;19;2002;18.4;3;0;0;19;24;1;39;21;29;0;0;0;109;10;11
410;Pedro Mendes;ptPOR;DF;Montpellier;30;1990;0.2;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0
411;Thiago Mendes;brBRA;MF,DF;Lyon;29;1992;20.7;3;1;0;23;16;0;11;34;22;0;1;0;151;26;20
412;Arial Mendy;snSEN;DF,FW;Clermont Foot;26;1994;8.8;1;0;0;6;11;0;39;7;4;0;0;0;47;5;9
413;Batista Mendy;frFRA;MF,DF;Angers;21;2000;26.8;5;0;0;53;10;1;5;34;28;0;1;2;165;24;24
414;Gideon Mensah;ghGHA;DF;Bordeaux;23;1998;13.4;1;1;0;16;4;2;54;16;24;0;2;0;105;16;9
415;Quentin Merlin;frFRA;DF,MF;Nantes;19;2002;21.4;0;0;0;10;4;1;137;27;28;0;0;0;145;10;24
416;Lionel Messi;arARG;FW,MF;Paris S-G;34;1987;23.9;0;0;0;6;35;10;32;4;3;0;0;0;55;4;3
417;Mexer;mzMOZ;DF;Bordeaux;32;1988;13.6;2;0;0;4;7;0;6;21;10;0;1;0;93;22;25
418;Edouard Michut;frFRA;MF;Paris S-G;18;2003;0.8;0;1;0;2;4;0;0;1;0;0;0;0;5;0;1
419;Georges Mikautadze;geGEO;FW;Metz;20;2000;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420;William Mikelbrencis;frFRA;DF;Metz;17;2004;6.8;0;0;0;13;2;0;23;5;5;0;0;0;42;1;7
421;Arkadiusz Milik;plPOL;FW;Marseille;27;1994;15.7;1;0;0;19;8;8;5;3;2;0;0;0;22;21;27
422;Terem Moffi;ngNGA;FW;Lorient;22;1999;30.1;1;0;0;24;18;16;7;4;10;1;0;0;72;45;84
423;Dion Moise Sahi;ciCIV;FW,MF;Strasbourg;19;2001;1.4;0;0;0;1;4;0;1;1;0;0;0;0;7;1;4
424;Florent Mollet;frFRA;FW,MF;Montpellier;29;1991;29.2;6;0;0;34;50;10;105;24;22;0;0;0;132;13;24
425;Thomas Monconduit;frFRA;MF;Lorient;30;1991;25.0;5;0;0;46;33;0;43;22;25;0;0;0;160;35;23
426;Jérémy Morel;mgMAD;DF;Lorient;37;1984;6.7;0;0;0;4;5;0;1;7;9;0;0;0;37;9;9
427;Lebo Mothiba;zaRSA;FW,MF;Troyes;25;1996;5.8;1;0;0;10;16;4;1;2;4;1;0;0;15;8;13
428;Lebo Mothiba;zaRSA;FW;Strasbourg;25;1996;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
429;Baptiste Mouazan;frFRA;MF;Lorient;19;2001;1.1;0;0;0;3;0;0;2;1;3;0;0;0;5;0;2
430;Aimen Moueffek;frFRA;MF;Saint-Étienne;20;2001;4.8;1;0;0;5;8;0;3;2;4;0;0;0;40;8;10
431;Harold Moukoudi;cmCMR;DF;Saint-Étienne;23;1997;18.5;3;0;0;14;5;0;0;35;12;0;0;0;90;28;17
432;Jessy Moulin;frFRA;GK;Troyes;35;1986;7.0;3;1;1;1;2;0;0;1;0;0;0;0;8;1;1
433;Steve Mounié;bjBEN;FW;Brest;26;1994;25.7;2;0;0;43;28;10;10;6;6;0;0;0;65;223;120
434;Samuel Moutoussamy;cdCOD;MF;Nantes;24;1996;16.8;5;0;0;33;11;0;6;17;32;0;0;0;98;10;23
435;Marshall Munetsi;zwZIM;MF,DF;Reims;25;1996;20.9;7;0;0;39;21;2;4;43;17;1;0;0;106;59;33
436;Junior Mwanga;frFRA;DF;Bordeaux;18;2003;1.0;0;0;0;0;0;0;1;0;2;0;0;0;6;0;1
437;Kévin N'Doram;frFRA;MF;Metz;25;1996;13.7;5;0;0;22;13;0;2;19;8;0;0;0;66;15;11
438;Eric N'Jo;frFRA;DF;Troyes;17;2004;1.1;0;0;0;3;0;0;0;2;0;0;0;0;4;1;4
439;Vital N'Simba;cdCOD;DF;Clermont Foot;28;1993;31.0;4;0;0;28;49;0;111;29;45;0;0;0;241;14;21
440;Mickael Nade;frFRA;DF;Saint-Étienne;22;1999;28.5;4;0;0;44;31;1;0;60;35;0;1;0;176;67;33
441;Paul Nardi;frFRA;GK;Lorient;27;1994;22.0;1;0;0;0;3;0;0;0;0;0;0;0;14;3;1
442;Keylor Navas;crCRC;GK;Paris S-G;34;1986;20.6;0;1;0;1;1;0;0;0;0;0;0;0;36;2;0
443;Papa Ndiaga Yade;snSEN;DF,FW;Metz;21;2000;7.7;3;0;0;8;7;0;31;10;10;0;0;0;54;3;5
444;Tanguy Ndombele;frFRA;MF;Lyon;24;1996;7.8;3;0;0;13;19;0;2;3;14;0;0;0;41;6;4
445;Dan Ndoye;chSUI;FW,MF;Nice;20;2000;2.3;0;0;0;3;2;1;1;0;0;0;0;0;9;2;8
446;Neymar;brBRA;FW,MF;Paris S-G;29;1992;20.6;10;0;0;31;70;11;64;4;19;1;0;0;84;5;4
447;Yvan Neyou;cmCMR;MF;Saint-Étienne;24;1997;10.4;4;1;1;17;20;0;4;23;13;0;0;0;79;6;8
448;Opa Nguette;snSEN;FW,MF;Metz;27;1994;11.6;1;0;0;12;24;4;5;2;14;0;0;0;47;21;25
449;Sikou Niakaté;frFRA;DF;Metz;22;1999;7.3;2;0;0;10;5;0;1;27;7;0;0;1;50;11;5
450;Ibrahima Niane;snSEN;FW;Metz;22;1999;17.6;2;1;0;14;24;11;7;3;1;0;0;0;50;65;79
451;M'Baye Niang;snSEN;FW;Bordeaux;26;1994;8.6;3;0;0;23;19;8;3;1;0;0;0;0;18;28;36
452;Cheikh Niasse;snSEN;FW,MF;Lille;21;2000;0.5;1;0;0;1;1;0;0;1;2;0;0;0;5;3;1
453;Casimir Ninga;tdCHA;FW;Angers;28;1993;4.5;2;0;0;11;13;3;3;1;1;0;0;0;20;2;15
454;Arnaud Nordin;frFRA;FW,MF;Saint-Étienne;23;1998;20.8;4;0;0;20;48;4;83;6;11;1;1;0;84;16;36
455;Alexander Nübel;deGER;GK;Monaco;24;1996;38.0;1;0;0;0;2;0;0;0;0;0;0;1;58;4;0
456;Gerzino Nyamsi;frFRA;DF;Strasbourg;24;1997;33.2;4;0;0;34;4;1;2;25;21;0;0;0;178;90;44
457;Florent Ogier;frFRA;DF;Clermont Foot;32;1989;27.0;6;0;0;18;13;0;2;37;17;0;1;0;134;67;51
458;Warmed Omari;frFRA;DF;Rennes;21;2000;31.1;6;0;0;24;17;0;2;31;17;0;0;0;157;46;23
459;Jonas Omlin;chSUI;GK;Montpellier;27;1994;28.7;0;1;0;1;2;0;0;0;1;0;0;1;58;10;0
460;Amadou Onana;beBEL;MF;Lille;19;2001;15.1;2;1;0;31;25;2;1;30;31;0;0;0;100;24;21
461;Jean Onana;cmCMR;MF;Bordeaux;21;2000;20.4;3;1;0;38;37;1;18;36;49;0;0;0;174;46;29
