Rodada,Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
Temporada regular,16,dom,2017-12-03,15:00 (12:00),Saint-Étienne,0.9,1–1,1.8,Nantes,24.085,Stade Geoffroy-Guichard,François Letexier,Relatório da Partida,
Temporada regular,16,dom,2017-12-03,17:00 (14:00),Caen,1.3,1–2,1.6,Lyon,19.455,Stade Michel d'Ornano,Amaury Delerue,Relatório da Partida,
Temporada regular,16,dom,2017-12-03,21:00 (18:00),Montpellier,1.0,1–1,1.0,Marseille,19.230,Stade de la Mosson,Franck Schneider,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,17,sex,2017-12-08,20:45 (17:45),Bordeaux,0.8,0–3,1.9,Strasbourg,24.515,Stade Matmut-Atlantique,Jérôme Brisard,Relatório da Partida,
Temporada regular,17,sáb,2017-12-09,17:00 (14:00),Paris S-G,1.4,3–1,0.6,Lille,47.176,Parc des Princes,Johan Hamel,Relatório da Partida,
Temporada regular,17,sáb,2017-12-09,20:00 (17:00),Toulouse,1.9,2–0,1.1,Caen,12.613,Stadium Municipal,Sébastien Moreira,Relatório da Partida,
Temporada regular,17,sáb,2017-12-09,20:00 (17:00),Metz,1.3,1–1,0.7,Rennes,11.239,Stade Saint-Symphorien,Karim Abed,Relatório da Partida,
Temporada regular,17,sáb,2017-12-09,20:00 (17:00),Angers,1.4,1–1,1.2,Montpellier,8.756,Stade Raymond Kopa,Stéphane Jochem,Relatório da Partida,
Temporada regular,17,sáb,2017-12-09,20:00 (17:00),Guingamp,1.7,4–0,0.3,Dijon,13.825,Stade du Roudourou,Mikael Lesage,Relatório da Partida,
Temporada regular,17,sáb,2017-12-09,20:00 (17:00),Monaco,1.2,3–2,1.6,Troyes,8.935,Stade Louis II.,Franck Schneider,Relatório da Partida,
Temporada regular,17,dom,2017-12-10,15:00 (12:00),Amiens,2.3,1–2,1.0,Lyon,9.130,Stade de la Licorne,Olivier Thual,Relatório da Partida,
Temporada regular,17,dom,2017-12-10,17:00 (14:00),Nantes,2.0,1–2,0.7,Nice,19.723,Stade de la Beaujoire - Louis Fonteneau,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,17,dom,2017-12-10,21:00 (18:00),Marseille,2.6,3–0,0.3,Saint-Étienne,41.943,Orange Vélodrome,Nicolas Rainville,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,18,sex,2017-12-15,20:45 (17:45),Saint-Étienne,0.3,0–4,2.1,Monaco,23.107,Stade Geoffroy-Guichard,Amaury Delerue,Relatório da Partida,
Temporada regular,18,sáb,2017-12-16,17:00 (14:00),Rennes,2.1,1–4,3.6,Paris S-G,29.194,Roazhon Park,Antony Gautier,Relatório da Partida,
Temporada regular,18,sáb,2017-12-16,20:00 (17:00),Troyes,2.5,1–0,0.7,Amiens,14.505,Stade de l'Aube,François Letexier,Relatório da Partida,
Temporada regular,18,sáb,2017-12-16,20:00 (17:00),Montpellier,0.4,1–3,0.9,Metz,14.055,Stade de la Mosson,Benoît Millot,Relatório da Partida,
Temporada regular,18,sáb,2017-12-16,20:00 (17:00),Strasbourg,1.7,2–1,1.2,Toulouse,23.315,Stade de la Meinau,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,18,sáb,2017-12-16,20:00 (17:00),Caen,0.8,0–0,0.3,Guingamp,17.173,Stade Michel d'Ornano,Nicolas Rainville,Relatório da Partida,
Temporada regular,18,sáb,2017-12-16,20:00 (17:00),Dijon,0.6,3–0,0.7,Lille,10.634,Stade Gaston Gérard,Thomas Léonard,Relatório da Partida,
Temporada regular,18,dom,2017-12-17,15:00 (12:00),Nantes,1.3,1–0,0.3,Angers,24.285,Stade de la Beaujoire - Louis Fonteneau,Karim Abed,Relatório da Partida,
Temporada regular,18,dom,2017-12-17,17:00 (14:00),Nice,1.7,1–0,0.7,Bordeaux,22.831,Stade de Nice,Ruddy Buquet,Relatório da Partida,
Temporada regular,18,dom,2017-12-17,21:00 (18:00),Lyon,0.9,2–0,1.3,Marseille,57.206,Groupama Stadium,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Bordeaux,0.5,0–2,1.1,Montpellier,16.429,Stade Matmut-Atlantique,Sébastien Desiage,Relatório da Partida,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Monaco,1.9,2–1,1.3,Rennes,7.542,Stade Louis II.,Benoît Bastien,Relatório da Partida,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Lille,0.8,1–1,0.9,Nice,26.450,Stade Pierre-Mauroy,Franck Schneider,Relatório da Partida,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Toulouse,2.4,1–2,2.2,Lyon,15.853,Stadium Municipal,François Letexier,Relatório da Partida,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Paris S-G,2.2,3–1,1.1,Caen,47.490,Parc des Princes,Karim Abed,Relatório da Partida,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Guingamp,2.4,2–1,0.4,Saint-Étienne,14.165,Stade du Roudourou,Johan Hamel,Relatório da Partida,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Metz,2.2,3–0,1.9,Strasbourg,16.874,Stade Saint-Symphorien,Clément Turpin,Relatório da Partida,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Angers,2.8,2–1,1.3,Dijon,8.017,Stade Raymond Kopa,Amaury Delerue,Relatório da Partida,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Amiens,0.9,0–1,1.1,Nantes,8.865,Stade de la Licorne,Jérôme Brisard,Relatório da Partida,
Temporada regular,19,qua,2017-12-20,20:50 (17:50),Marseille,1.7,3–1,1.3,Troyes,37.949,Orange Vélodrome,Olivier Thual,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,20,sex,2018-01-12,20:45 (17:45),Strasbourg,0.8,0–2,1.7,Guingamp,22.578,Stade de la Meinau,Sébastien Moreira,Relatório da Partida,
Temporada regular,20,sáb,2018-01-13,17:00 (14:00),Rennes,1.8,0–3,2.2,Marseille,23.700,Roazhon Park,Clément Turpin,Relatório da Partida,
Temporada regular,20,sáb,2018-01-13,20:00 (17:00),Nice,1.4,1–0,0.7,Amiens,17.340,Stade de Nice,Amaury Delerue,Relatório da Partida,
Temporada regular,20,sáb,2018-01-13,20:00 (17:00),Troyes,1.4,0–1,0.8,Bordeaux,10.822,Stade de l'Aube,Jérôme Brisard,Relatório da Partida,
Temporada regular,20,sáb,2018-01-13,20:00 (17:00),Montpellier,1.0,0–0,0.8,Monaco,14.643,Stade de la Mosson,Antony Gautier,Relatório da Partida,
Temporada regular,20,sáb,2018-01-13,20:00 (17:00),Dijon,1.1,1–1,0.8,Metz,10.668,Stade Gaston Gérard,François Letexier,Relatório da Partida,
Temporada regular,20,sáb,2018-01-13,20:00 (17:00),Caen,1.4,0–1,1.3,Lille,18.283,Stade Michel d'Ornano,Johan Hamel,Relatório da Partida,
Temporada regular,20,dom,2018-01-14,15:00 (12:00),Saint-Étienne,2.5,2–0,1.3,Toulouse,23.295,Stade Geoffroy-Guichard,Mikael Lesage,Relatório da Partida,
Temporada regular,20,dom,2018-01-14,17:00 (14:00),Lyon,1.2,1–1,1.2,Angers,36.691,Groupama Stadium,Franck Schneider,Relatório da Partida,
Temporada regular,20,dom,2018-01-14,21:00 (18:00),Nantes,0.9,0–1,2.1,Paris S-G,34.486,Stade de la Beaujoire - Louis Fonteneau,Tony Chapron,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,21,ter,2018-01-16,19:00 (16:00),Marseille,3.0,2–0,0.2,Strasbourg,38.099,Orange Vélodrome,Ruddy Buquet,Relatório da Partida,
Temporada regular,21,ter,2018-01-16,19:00 (16:00),Bordeaux,0.6,0–2,1.1,Caen,14.368,Stade Matmut-Atlantique,Stéphane Jochem,Relatório da Partida,
Temporada regular,21,ter,2018-01-16,21:00 (18:00),Monaco,1.6,2–2,1.2,Nice,10.533,Stade Louis II.,François Letexier,Relatório da Partida,
Temporada regular,21,qua,2018-01-17,19:00 (16:00),Lille,0.6,1–2,1.8,Rennes,27.816,Stade Pierre-Mauroy,Mikael Lesage,Relatório da Partida,
Temporada regular,21,qua,2018-01-17,19:00 (16:00),Amiens,0.6,1–1,1.1,Montpellier,8.233,Stade de la Licorne,Karim Abed,Relatório da Partida,
Temporada regular,21,qua,2018-01-17,19:00 (16:00),Metz,2.8,3–0,0.7,Saint-Étienne,12.702,Stade Saint-Symphorien,Benoît Millot,Relatório da Partida,
Temporada regular,21,qua,2018-01-17,19:00 (16:00),Toulouse,1.6,1–1,0.5,Nantes,13.742,Stadium Municipal,Thomas Léonard,Relatório da Partida,
Temporada regular,21,qua,2018-01-17,19:00 (16:00),Guingamp,0.5,0–2,2.1,Lyon,14.638,Stade du Roudourou,Nicolas Rainville,Relatório da Partida,
Temporada regular,21,qua,2018-01-17,19:00 (16:00),Angers,1.5,3–1,0.4,Troyes,8.046,Stade Raymond Kopa,Amaury Delerue,Relatório da Partida,
Temporada regular,21,qua,2018-01-17,21:00 (18:00),Paris S-G,3.9,8–0,0.2,Dijon,47.483,Parc des Princes,Olivier Thual,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,22,sex,2018-01-19,20:45 (17:45),Caen,0.2,0–2,2.2,Marseille,20.249,Stade Michel d'Ornano,François Letexier,Relatório da Partida,
Temporada regular,22,sáb,2018-01-20,17:00 (14:00),Nantes,0.7,0–1,0.4,Bordeaux,26.076,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,Relatório da Partida,
Temporada regular,22,sáb,2018-01-20,20:00 (17:00),Rennes,1.1,1–0,0.4,Angers,21.186,Roazhon Park,Sébastien Moreira,Relatório da Partida,
Temporada regular,22,sáb,2018-01-20,20:00 (17:00),Amiens,2.0,3–1,0.3,Guingamp,8.686,Stade de la Licorne,Sébastien Desiage,Relatório da Partida,
Temporada regular,22,sáb,2018-01-20,20:00 (17:00),Montpellier,2.4,2–1,1.0,Toulouse,10.652,Stade de la Mosson,Jérôme Brisard,Relatório da Partida,
Temporada regular,22,sáb,2018-01-20,20:00 (17:00),Troyes,0.8,1–0,0.6,Lille,9.269,Stade de l'Aube,Stéphane Jochem,Relatório da Partida,
Temporada regular,22,sáb,2018-01-20,20:00 (17:00),Strasbourg,2.4,3–2,1.2,Dijon,21.067,Stade de la Meinau,Antony Gautier,Relatório da Partida,
Temporada regular,22,dom,2018-01-21,15:00 (12:00),Nice,0.3,1–0,0.5,Saint-Étienne,23.254,Stade de Nice,Franck Schneider,Relatório da Partida,
Temporada regular,22,dom,2018-01-21,17:00 (14:00),Monaco,2.4,3–1,0.1,Metz,6.333,Stade Louis II.,Mikael Lesage,Relatório da Partida,
Temporada regular,22,dom,2018-01-21,21:00 (18:00),Lyon,0.8,2–1,0.6,Paris S-G,57.582,Groupama Stadium,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,23,sex,2018-01-26,20:45 (17:45),Dijon,1.5,2–1,0.9,Rennes,10.091,Stade Gaston Gérard,Jérôme Brisard,Relatório da Partida,
Temporada regular,23,sáb,2018-01-27,17:00 (14:00),Paris S-G,4.1,4–0,0.8,Montpellier,47.379,Parc des Princes,Franck Schneider,Relatório da Partida,
Temporada regular,23,sáb,2018-01-27,20:00 (17:00),Saint-Étienne,0.5,2–1,1.3,Caen,21.559,Stade Geoffroy-Guichard,Sébastien Moreira,Relatório da Partida,
Temporada regular,23,sáb,2018-01-27,20:00 (17:00),Metz,0.8,2–1,2.0,Nice,13.200,Stade Saint-Symphorien,Johan Hamel,Relatório da Partida,
Temporada regular,23,sáb,2018-01-27,20:00 (17:00),Toulouse,1.9,1–0,0.0,Troyes,19.028,Stadium Municipal,Benoît Bastien,Relatório da Partida,
Temporada regular,23,sáb,2018-01-27,20:00 (17:00),Angers,1.4,1–0,0.1,Amiens,8.914,Stade Raymond Kopa,Olivier Thual,Relatório da Partida,
Temporada regular,23,sáb,2018-01-27,20:00 (17:00),Guingamp,0.4,0–3,1.8,Nantes,13.761,Stade du Roudourou,Benoît Millot,Relatório da Partida,
Temporada regular,23,dom,2018-01-28,15:00 (12:00),Lille,0.8,2–1,1.2,Strasbourg,27.462,Stade Pierre-Mauroy,Sébastien Desiage,Relatório da Partida,
Temporada regular,23,dom,2018-01-28,17:00 (14:00),Bordeaux,2.6,3–1,0.5,Lyon,29.310,Stade Matmut-Atlantique,François Letexier,Relatório da Partida,
Temporada regular,23,dom,2018-01-28,21:00 (18:00),Marseille,2.4,2–2,1.5,Monaco,51.279,Orange Vélodrome,Antony Gautier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,24,sex,2018-02-02,20:45 (17:45),Marseille,5.4,6–3,1.4,Metz,32.745,Orange Vélodrome,Olivier Thual,Relatório da Partida,
Temporada regular,24,sáb,2018-02-03,17:00 (14:00),Lille,0.3,0–3,1.7,Paris S-G,49.082,Stade Pierre-Mauroy,Johan Hamel,Relatório da Partida,
Temporada regular,24,sáb,2018-02-03,20:00 (17:00),Amiens,0.3,0–2,2.6,Saint-Étienne,9.255,Stade de la Licorne,Thomas Léonard,Relatório da Partida,
Temporada regular,24,sáb,2018-02-03,20:00 (17:00),Strasbourg,0.4,0–2,0.5,Bordeaux,24.662,Stade de la Meinau,Jérôme Brisard,Relatório da Partida,
Temporada regular,24,sáb,2018-02-03,20:00 (17:00),Montpellier,0.4,2–1,1.1,Angers,9.549,Stade de la Mosson,Stéphane Jochem,Relatório da Partida,
Temporada regular,24,sáb,2018-02-03,20:00 (17:00),Nice,0.9,0–1,0.3,Toulouse,17.231,Stade de Nice,Antony Gautier,Relatório da Partida,
Temporada regular,24,dom,2018-02-04,15:00 (12:00),Rennes,2.3,0–1,0.7,Guingamp,28.705,Roazhon Park,Ruddy Buquet,Relatório da Partida,
Temporada regular,24,dom,2018-02-04,17:00 (14:00),Caen,1.6,3–2,0.9,Nantes,16.121,Stade Michel d'Ornano,Karim Abed,Relatório da Partida,
Temporada regular,24,dom,2018-02-04,21:00 (18:00),Monaco,1.4,3–2,0.9,Lyon,10.301,Stade Louis II.,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,25,sex,2018-02-09,20:45 (17:45),Saint-Étienne,1.9,2–2,0.8,Marseille,30.162,Stade Geoffroy-Guichard,Franck Schneider,Relatório da Partida,
Temporada regular,25,sáb,2018-02-10,17:00 (14:00),Toulouse,0.1,0–1,1.8,Paris S-G,31.909,Stadium Municipal,Ruddy Buquet,Relatório da Partida,
Temporada regular,25,sáb,2018-02-10,20:00 (17:00),Metz,1.0,0–1,1.4,Montpellier,12.304,Stade Saint-Symphorien,Sébastien Desiage,Relatório da Partida,
Temporada regular,25,sáb,2018-02-10,20:00 (17:00),Guingamp,0.3,0–0,0.9,Caen,13.988,Stade du Roudourou,Stéphane Jochem,Relatório da Partida,
Temporada regular,25,sáb,2018-02-10,20:00 (17:00),Dijon,2.1,3–2,1.1,Nice,11.901,Stade Gaston Gérard,Nicolas Rainville,Relatório da Partida,
Temporada regular,25,sáb,2018-02-10,20:00 (17:00),Angers,0.6,0–4,1.8,Monaco,12.759,Stade Raymond Kopa,Thomas Léonard,Relatório da Partida,
Temporada regular,25,sáb,2018-02-10,20:00 (17:00),Bordeaux,2.2,3–2,1.6,Amiens,19.889,Stade Matmut-Atlantique,Benoît Bastien,Relatório da Partida,
Temporada regular,25,dom,2018-02-11,15:00 (12:00),Strasbourg,0.9,2–1,1.6,Troyes,22.926,Stade de la Meinau,François Letexier,Relatório da Partida,
Temporada regular,25,dom,2018-02-11,17:00 (14:00),Nantes,2.1,2–2,0.4,Lille,22.655,Stade de la Beaujoire - Louis Fonteneau,Mikael Lesage,Relatório da Partida,
Temporada regular,25,dom,2018-02-11,21:00 (18:00),Lyon,1.1,0–2,1.0,Rennes,39.189,Groupama Stadium,Amaury Delerue,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,26,sex,2018-02-16,20:45 (17:45),Monaco,2.3,4–0,0.4,Dijon,6.418,Stade Louis II.,Johan Hamel,Relatório da Partida,
Temporada regular,26,sáb,2018-02-17,17:00 (14:00),Paris S-G,4.5,5–2,0.7,Strasbourg,47.059,Parc des Princes,Thomas Léonard,Relatório da Partida,
Temporada regular,26,sáb,2018-02-17,20:00 (17:00),Montpellier,1.6,1–1,1.0,Guingamp,9.936,Stade de la Mosson,Karim Abed,Relatório da Partida,
Temporada regular,26,sáb,2018-02-17,20:00 (17:00),Amiens,0.4,0–0,0.8,Toulouse,8.730,Stade de la Licorne,Franck Schneider,Relatório da Partida,
Temporada regular,26,sáb,2018-02-17,20:00 (17:00),Caen,3.2,2–2,1.5,Rennes,16.083,Stade Michel d'Ornano,Sandro Schärer,Relatório da Partida,
Temporada regular,26,sáb,2018-02-17,20:00 (17:00),Troyes,2.0,1–0,1.4,Metz,11.337,Stade de l'Aube,Olivier Thual,Relatório da Partida,
Temporada regular,26,sáb,2018-02-17,20:00 (17:00),Angers,2.0,0–1,0.6,Saint-Étienne,11.166,Stade Raymond Kopa,Antony Gautier,Relatório da Partida,
Temporada regular,26,dom,2018-02-18,15:00 (11:00),Nice,1.0,1–1,1.3,Nantes,20.966,Stade de Nice,Clément Turpin,Relatório da Partida,
Temporada regular,26,dom,2018-02-18,17:00 (13:00),Lille,0.7,2–2,2.0,Lyon,39.523,Stade Pierre-Mauroy,Benoît Millot,Relatório da Partida,
Temporada regular,26,dom,2018-02-18,21:00 (17:00),Marseille,1.2,1–0,0.3,Bordeaux,47.287,Orange Vélodrome,Mikael Lesage,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,24,ter,2018-02-20,18:30 (14:30),Troyes,0.5,0–0,0.4,Dijon,10.269,Stade de l'Aube,Amaury Delerue,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,27,sex,2018-02-23,20:45 (16:45),Strasbourg,0.6,0–0,0.7,Montpellier,23.305,Stade de la Meinau,Amaury Delerue,Relatório da Partida,
Temporada regular,27,sáb,2018-02-24,17:00 (13:00),Toulouse,1.5,3–3,2.2,Monaco,13.184,Stadium Municipal,Benoît Millot,Relatório da Partida,
Temporada regular,27,sáb,2018-02-24,20:00 (16:00),Nantes,1.4,0–1,0.5,Amiens,18.830,Stade de la Beaujoire - Louis Fonteneau,Stéphane Jochem,Relatório da Partida,
Temporada regular,27,sáb,2018-02-24,20:00 (16:00),Guingamp,2.1,2–2,1.0,Metz,14.447,Stade du Roudourou,Jérôme Brisard,Relatório da Partida,
Temporada regular,27,sáb,2018-02-24,20:00 (16:00),Lille,0.8,1–2,1.6,Angers,28.629,Stade Pierre-Mauroy,François Letexier,Relatório da Partida,
Temporada regular,27,sáb,2018-02-24,20:00 (16:00),Dijon,1.7,2–0,0.8,Caen,10.524,Stade Gaston Gérard,Sébastien Desiage,Relatório da Partida,
Temporada regular,27,sáb,2018-02-24,20:00 (16:00),Rennes,1.7,2–0,0.4,Troyes,17.536,Roazhon Park,Thomas Léonard,Relatório da Partida,
Temporada regular,27,dom,2018-02-25,15:00 (11:00),Bordeaux,2.1,0–0,0.2,Nice,23.027,Stade Matmut-Atlantique,Franck Schneider,Relatório da Partida,
Temporada regular,27,dom,2018-02-25,17:00 (13:00),Lyon,0.8,1–1,1.5,Saint-Étienne,58.069,Groupama Stadium,Ruddy Buquet,Relatório da Partida,
Temporada regular,27,dom,2018-02-25,21:00 (17:00),Paris S-G,0.8,3–0,1.2,Marseille,47.490,Parc des Princes,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,28,sex,2018-03-02,19:00 (15:00),Nice,1.8,2–1,0.9,Lille,20.314,Stade de Nice,Thomas Léonard,Relatório da Partida,
Temporada regular,28,sex,2018-03-02,20:45 (16:45),Monaco,3.5,2–1,0.5,Bordeaux,7.419,Stade Louis II.,Ruddy Buquet,Relatório da Partida,
Temporada regular,28,sáb,2018-03-03,17:00 (13:00),Troyes,0.4,0–2,2.0,Paris S-G,20.006,Stade de l'Aube,Karim Abed,Relatório da Partida,
Temporada regular,28,sáb,2018-03-03,20:00 (16:00),Metz,1.2,1–1,2.0,Toulouse,11.287,Stade Saint-Symphorien,Mikael Lesage,Relatório da Partida,
Temporada regular,28,sáb,2018-03-03,20:00 (16:00),Saint-Étienne,1.9,2–2,1.8,Dijon,25.150,Stade Geoffroy-Guichard,Benoît Millot,Relatório da Partida,
Temporada regular,28,sáb,2018-03-03,20:00 (16:00),Amiens,1.6,0–2,1.1,Rennes,10.241,Stade de la Licorne,Nicolas Rainville,Relatório da Partida,
Temporada regular,28,sáb,2018-03-03,20:00 (16:00),Angers,2.0,3–0,1.0,Guingamp,9.842,Stade Raymond Kopa,Clément Turpin,Relatório da Partida,
Temporada regular,28,dom,2018-03-04,15:00 (11:00),Caen,1.2,2–0,0.8,Strasbourg,16.464,Stade Michel d'Ornano,Johan Hamel,Relatório da Partida,
Temporada regular,28,dom,2018-03-04,17:00 (13:00),Montpellier,1.2,1–1,1.3,Lyon,15.160,Stade de la Mosson,Benoît Bastien,Relatório da Partida,
Temporada regular,28,dom,2018-03-04,21:00 (17:00),Marseille,1.8,1–1,1.1,Nantes,44.203,Orange Vélodrome,Antony Gautier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,29,sex,2018-03-09,20:45 (16:45),Strasbourg,2.6,1–3,1.1,Monaco,23.814,Stade de la Meinau,Antony Gautier,Relatório da Partida,
Temporada regular,29,sáb,2018-03-10,17:00 (13:00),Paris S-G,4.0,5–0,0.4,Metz,47.227,Parc des Princes,Amaury Delerue,Relatório da Partida,
Temporada regular,29,sáb,2018-03-10,20:00 (16:00),Lille,0.7,1–1,0.8,Montpellier,28.609,Stade Pierre-Mauroy,Sébastien Moreira,Relatório da Partida,
Temporada regular,29,sáb,2018-03-10,20:00 (16:00),Rennes,1.5,1–1,1.6,Saint-Étienne,25.655,Roazhon Park,Benoît Bastien,Relatório da Partida,
Temporada regular,29,sáb,2018-03-10,20:00 (16:00),Nantes,1.4,1–0,0.4,Troyes,17.776,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,Relatório da Partida,
Temporada regular,29,sáb,2018-03-10,20:00 (16:00),Bordeaux,1.0,0–0,0.6,Angers,17.194,Stade Matmut-Atlantique,Johan Hamel,Relatório da Partida,
Temporada regular,29,sáb,2018-03-10,20:00 (16:00),Dijon,1.0,1–1,1.0,Amiens,12.332,Stade Gaston Gérard,Mikael Lesage,Relatório da Partida,
Temporada regular,29,dom,2018-03-11,15:00 (11:00),Guingamp,1.7,2–5,1.5,Nice,13.656,Stade du Roudourou,Stéphane Jochem,Relatório da Partida,
Temporada regular,29,dom,2018-03-11,17:00 (13:00),Lyon,1.4,1–0,0.3,Caen,39.530,Groupama Stadium,Clément Turpin,Relatório da Partida,
Temporada regular,29,dom,2018-03-11,21:00 (17:00),Toulouse,1.2,1–2,3.1,Marseille,26.320,Stadium Municipal,François Letexier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,31,qua,2018-03-14,17:00 (13:00),Paris S-G,1.7,2–1,2.0,Angers,46.757,Parc des Princes,Sébastien Desiage,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,30,sex,2018-03-16,20:45 (16:45),Monaco,1.7,2–1,0.9,Lille,7.147,Stade Louis II.,Clément Turpin,Relatório da Partida,
Temporada regular,30,sáb,2018-03-17,17:00 (13:00),Bordeaux,0.5,0–2,1.0,Rennes,32.626,Stade Matmut-Atlantique,Mikael Lesage,Relatório da Partida,
Temporada regular,30,sáb,2018-03-17,20:00 (16:00),Angers,1.9,3–0,0.4,Caen,10.342,Stade Raymond Kopa,Olivier Thual,Relatório da Partida,
Temporada regular,30,sáb,2018-03-17,20:00 (16:00),Montpellier,2.4,2–2,1.1,Dijon,14.747,Stade de la Mosson,Thomas Léonard,Relatório da Partida,
Temporada regular,30,sáb,2018-03-17,20:00 (16:00),Toulouse,1.6,2–2,0.9,Strasbourg,14.273,Stadium Municipal,Sébastien Moreira,Relatório da Partida,
Temporada regular,30,sáb,2018-03-17,20:00 (16:00),Amiens,1.1,1–1,1.7,Troyes,9.221,Stade de la Licorne,Stéphane Jochem,Relatório da Partida,
Temporada regular,30,dom,2018-03-18,13:00 (09:00),Nice,1.4,1–2,2.3,Paris S-G,33.478,Stade de Nice,François Letexier,Relatório da Partida,
Temporada regular,30,dom,2018-03-18,15:00 (11:00),Metz,1.0,1–1,1.1,Nantes,13.058,Stade Saint-Symphorien,Benoît Millot,Relatório da Partida,
Temporada regular,30,dom,2018-03-18,17:00 (13:00),Saint-Étienne,1.0,2–0,0.4,Guingamp,25.073,Stade Geoffroy-Guichard,Amaury Delerue,Relatório da Partida,
Temporada regular,30,dom,2018-03-18,21:00 (17:00),Marseille,1.7,2–3,1.2,Lyon,60.009,Orange Vélodrome,Ruddy Buquet,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,31,sáb,2018-03-31,17:00 (12:00),Dijon,0.6,1–3,3.4,Marseille,15.157,Stade Gaston Gérard,Jérôme Brisard,Relatório da Partida,
Temporada regular,31,dom,2018-04-01,15:00 (10:00),Guingamp,1.0,2–1,2.4,Bordeaux,15.427,Stade du Roudourou,Sébastien Moreira,Relatório da Partida,
Temporada regular,31,dom,2018-04-01,17:00 (12:00),Lille,0.7,0–1,1.2,Amiens,,Stade Pierre-Mauroy,Karim Abed,Relatório da Partida,
Temporada regular,31,dom,2018-04-01,17:00 (12:00),Nantes,2.1,0–3,1.6,Saint-Étienne,31.043,Stade de la Beaujoire - Louis Fonteneau,Stephan Klossner,Relatório da Partida,
Temporada regular,31,dom,2018-04-01,17:00 (12:00),Strasbourg,1.9,2–2,1.8,Metz,25.627,Stade de la Meinau,Ruddy Buquet,Relatório da Partida,
Temporada regular,31,dom,2018-04-01,17:00 (12:00),Caen,1.4,1–3,1.8,Montpellier,17.686,Stade Michel d'Ornano,Sébastien Desiage,Relatório da Partida,
Temporada regular,31,dom,2018-04-01,17:00 (12:00),Troyes,0.5,0–2,2.2,Nice,11.013,Stade de l'Aube,Johan Hamel,Relatório da Partida,
Temporada regular,31,dom,2018-04-01,21:00 (16:00),Lyon,2.5,2–0,0.4,Toulouse,48.548,Groupama Stadium,Benoît Bastien,Relatório da Partida,
Temporada regular,31,qua,2018-04-04,18:45 (13:45),Rennes,2.1,1–1,1.1,Monaco,17.448,Roazhon Park,Amaury Delerue,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,32,sex,2018-04-06,20:45 (15:45),Saint-Étienne,3.0,1–1,1.1,Paris S-G,37.602,Stade Geoffroy-Guichard,Nicolas Rainville,Relatório da Partida,
Temporada regular,32,sáb,2018-04-07,17:00 (12:00),Monaco,0.3,2–1,0.4,Nantes,8.557,Stade Louis II.,François Letexier,Relatório da Partida,
Temporada regular,32,sáb,2018-04-07,20:00 (15:00),Guingamp,2.6,4–0,0.4,Troyes,14.604,Stade du Roudourou,Franck Schneider,Relatório da Partida,
Temporada regular,32,sáb,2018-04-07,20:00 (15:00),Bordeaux,2.1,2–1,0.7,Lille,34.997,Stade Matmut-Atlantique,Thomas Léonard,Relatório da Partida,
Temporada regular,32,sáb,2018-04-07,20:00 (15:00),Angers,0.9,1–1,1.7,Strasbourg,11.893,Stade Raymond Kopa,Stéphane Jochem,Relatório da Partida,
Temporada regular,32,sáb,2018-04-07,20:00 (15:00),Amiens,1.7,3–0,2.1,Caen,9.506,Stade de la Licorne,Benoît Millot,Relatório da Partida,
Temporada regular,32,sáb,2018-04-07,20:00 (15:00),Toulouse,0.9,0–1,0.8,Dijon,17.246,Stadium Municipal,Hakim Ben El Hadj Salem,Relatório da Partida,
