Rodada,Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
Temporada regular,17,qua,2020-12-23,21:00 (17:00),Montpellier,1.5,2–3,1.8,Lille,,Stade de la Mosson,Clément Turpin,Relatório da Partida,
Temporada regular,17,qua,2020-12-23,21:00 (17:00),Paris S-G,2.9,4–0,0.6,Strasbourg,,Parc des Princes,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,17,qua,2020-12-23,21:00 (17:00),Lyon,3.6,3–0,1.4,Nantes,,Groupama Stadium,Ruddy Buquet,Relatório da Partida,
Temporada regular,17,qua,2020-12-23,21:00 (17:00),Monaco,0.8,2–2,1.7,Saint-Étienne,,Stade Louis II.,Johan Hamel,Relatório da Partida,
Temporada regular,17,qua,2020-12-23,21:00 (17:00),Angers,0.6,2–1,1.5,Marseille,,Stade Raymond Kopa,Hakim Ben El Hadj Salem,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,18,qua,2021-01-06,19:00 (15:00),Strasbourg,4.9,5–0,1.0,Nîmes,,Stade de la Meinau,Benoît Millot,Relatório da Partida,
Temporada regular,18,qua,2021-01-06,19:00 (15:00),Nantes,0.6,0–0,0.6,Rennes,,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,Relatório da Partida,
Temporada regular,18,qua,2021-01-06,19:00 (15:00),Brest,1.2,2–0,1.5,Nice,,Stade Francis-Le Blé,Jeremy Stinat,Relatório da Partida,
Temporada regular,18,qua,2021-01-06,19:00 (15:00),Metz,0.9,0–0,1.2,Bordeaux,,Stade Saint-Symphorien,Antony Gautier,Relatório da Partida,
Temporada regular,18,qua,2021-01-06,19:00 (15:00),Lorient,1.0,2–5,2.6,Monaco,,Stade Yves Allainmat - Le Moustoir,Franck Schneider,Relatório da Partida,
Temporada regular,18,qua,2021-01-06,21:00 (17:00),Reims,0.7,0–0,0.3,Dijon,,Stade Auguste-Delaune II,Amaury Delerue,Relatório da Partida,
Temporada regular,18,qua,2021-01-06,21:00 (17:00),Saint-Étienne,1.2,1–1,1.6,Paris S-G,,Stade Geoffroy-Guichard,Karim Abed,Relatório da Partida,
Temporada regular,18,qua,2021-01-06,21:00 (17:00),Lille,0.4,1–2,0.6,Angers,,Stade Pierre-Mauroy,Thomas Léonard,Relatório da Partida,
Temporada regular,18,qua,2021-01-06,21:00 (17:00),Lyon,1.9,3–2,0.9,Lens,,Groupama Stadium,Eric Wattellier,Relatório da Partida,
Temporada regular,18,qua,2021-01-06,21:00 (17:00),Marseille,2.3,3–1,1.2,Montpellier,,Orange Vélodrome,Stéphanie Frappart,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Monaco,2.1,3–0,0.7,Angers,,Stade Louis II.,Benoît Bastien,Relatório da Partida,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Nîmes,0.4,0–1,0.9,Lille,,Stade des Costières,Jérôme Brisard,Relatório da Partida,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Metz,1.2,1–1,1.3,Nice,,Stade Saint-Symphorien,Johan Hamel,Relatório da Partida,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Paris S-G,2.9,3–0,0.7,Brest,,Parc des Princes,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Montpellier,1.0,1–1,1.2,Nantes,,Stade de la Mosson,François Letexier,Relatório da Partida,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Bordeaux,1.3,2–1,1.2,Lorient,,Stade Matmut-Atlantique,Willy Delajod,Relatório da Partida,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Rennes,1.1,2–2,0.8,Lyon,,Roazhon Park,Mikael Lesage,Relatório da Partida,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Lens,0.6,0–1,1.3,Strasbourg,,Stade Bollaert-Delelis,Clément Turpin,Relatório da Partida,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Dijon,0.4,0–0,1.5,Marseille,,Stade Gaston Gérard,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,19,sáb,2021-01-09,21:00 (17:00),Reims,1.6,3–1,1.5,Saint-Étienne,,Stade Auguste-Delaune II,Florent Batta,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,20,sex,2021-01-15,21:00 (17:00),Montpellier,0.7,2–3,2.3,Monaco,,Stade de la Mosson,Aurélien Petit,Relatório da Partida,
Temporada regular,20,sáb,2021-01-16,17:00 (13:00),Marseille,2.0,1–2,1.4,Nîmes,,Orange Vélodrome,Jeremy Stinat,Relatório da Partida,
Temporada regular,20,sáb,2021-01-16,21:00 (17:00),Angers,0.9,0–1,1.4,Paris S-G,,Stade Raymond Kopa,Amaury Delerue,Relatório da Partida,
Temporada regular,20,dom,2021-01-17,13:00 (09:00),Brest,2.2,1–2,1.6,Rennes,,Stade Francis-Le Blé,Ruddy Buquet,Relatório da Partida,
Temporada regular,20,dom,2021-01-17,15:00 (11:00),Strasbourg,2.2,1–0,1.5,Saint-Étienne,,Stade de la Meinau,Antony Gautier,Relatório da Partida,
Temporada regular,20,dom,2021-01-17,15:00 (11:00),Nice,0.9,0–3,2.5,Bordeaux,,Stade de Nice,Thomas Léonard,Relatório da Partida,
Temporada regular,20,dom,2021-01-17,15:00 (11:00),Nantes,1.3,1–1,1.3,Lens,,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider,Relatório da Partida,
Temporada regular,20,dom,2021-01-17,17:00 (13:00),Lille,1.6,2–1,0.3,Reims,,Stade Pierre-Mauroy,Benoît Millot,Relatório da Partida,
Temporada regular,20,dom,2021-01-17,21:00 (17:00),Lyon,1.5,0–1,1.9,Metz,,Groupama Stadium,Stéphanie Frappart,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,9,qua,2021-01-20,21:00 (17:00),Marseille,0.1,0–1,1.5,Lens,,Orange Vélodrome,Jérémie Pignard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,21,sex,2021-01-22,21:00 (17:00),Paris S-G,4.5,4–0,0.4,Montpellier,,Parc des Princes,Willy Delajod,Relatório da Partida,
Temporada regular,21,sáb,2021-01-23,17:00 (13:00),Lens,1.3,0–1,0.6,Nice,,Stade Bollaert-Delelis,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,21,sáb,2021-01-23,21:00 (17:00),Monaco,1.2,3–1,0.5,Marseille,,Stade Louis II.,François Letexier,Relatório da Partida,
Temporada regular,21,dom,2021-01-24,13:00 (09:00),Bordeaux,1.3,2–1,1.8,Angers,,Stade Matmut-Atlantique,Florent Batta,Relatório da Partida,
Temporada regular,21,dom,2021-01-24,15:00 (11:00),Metz,1.0,2–0,0.4,Nantes,,Stade Saint-Symphorien,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,21,dom,2021-01-24,15:00 (11:00),Reims,1.1,1–0,1.3,Brest,,Stade Auguste-Delaune II,Johan Hamel,Relatório da Partida,
Temporada regular,21,dom,2021-01-24,15:00 (11:00),Dijon,0.7,1–1,2.4,Strasbourg,,Stade Gaston Gérard,Jérôme Brisard,Relatório da Partida,
Temporada regular,21,dom,2021-01-24,17:00 (13:00),Rennes,0.7,0–1,0.5,Lille,,Roazhon Park,Eric Wattellier,Relatório da Partida,
Temporada regular,21,dom,2021-01-24,21:00 (17:00),Saint-Étienne,0.2,0–5,2.1,Lyon,,Stade Geoffroy-Guichard,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,20,qua,2021-01-27,21:00 (17:00),Lorient,1.2,3–2,1.3,Dijon,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,22,sex,2021-01-29,21:00 (17:00),Lyon,1.0,2–1,1.0,Bordeaux,,Groupama Stadium,Clément Turpin,Relatório da Partida,
Temporada regular,22,sáb,2021-01-30,17:00 (13:00),Montpellier,1.4,1–2,0.7,Lens,,Stade de la Mosson,Amaury Delerue,Relatório da Partida,
Temporada regular,22,dom,2021-01-31,13:00 (09:00),Nice,0.5,0–1,1.4,Saint-Étienne,,Stade de Nice,Franck Schneider,Relatório da Partida,
Temporada regular,22,dom,2021-01-31,15:00 (11:00),Lorient,1.8,3–2,2.6,Paris S-G,,Stade Yves Allainmat - Le Moustoir,Jeremy Stinat,Relatório da Partida,
Temporada regular,22,dom,2021-01-31,15:00 (11:00),Strasbourg,1.2,0–1,1.4,Reims,,Stade de la Meinau,Stéphanie Frappart,Relatório da Partida,
Temporada regular,22,dom,2021-01-31,15:00 (11:00),Angers,1.5,3–1,1.1,Nîmes,,Stade Raymond Kopa,Ruddy Buquet,Relatório da Partida,
Temporada regular,22,dom,2021-01-31,15:00 (11:00),Brest,1.3,2–4,1.6,Metz,,Stade Francis-Le Blé,Benoît Millot,Relatório da Partida,
Temporada regular,22,dom,2021-01-31,17:00 (13:00),Lille,1.7,1–0,0.4,Dijon,,Stade Pierre-Mauroy,Jérémie Pignard,Relatório da Partida,
Temporada regular,22,dom,2021-01-31,21:00 (17:00),Nantes,0.9,1–2,1.6,Monaco,,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,23,qua,2021-02-03,19:00 (15:00),Reims,0.5,0–0,0.3,Angers,,Stade Auguste-Delaune II,Aurélien Petit,Relatório da Partida,
Temporada regular,23,qua,2021-02-03,19:00 (15:00),Rennes,1.0,1–1,0.8,Lorient,,Roazhon Park,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,23,qua,2021-02-03,19:00 (15:00),Bordeaux,1.1,0–3,1.7,Lille,,Stade Matmut-Atlantique,Mikael Lesage,Relatório da Partida,
Temporada regular,23,qua,2021-02-03,19:00 (15:00),Strasbourg,0.4,2–2,0.9,Brest,,Stade de la Meinau,Florent Batta,Relatório da Partida,
Temporada regular,23,qua,2021-02-03,19:00 (15:00),Metz,0.9,1–1,1.1,Montpellier,,Stade Saint-Symphorien,Bastien Dechepy,Relatório da Partida,
Temporada regular,23,qua,2021-02-03,21:00 (17:00),Lens,1.3,2–2,1.5,Marseille,,Stade Bollaert-Delelis,Willy Delajod,Relatório da Partida,
Temporada regular,23,qua,2021-02-03,21:00 (17:00),Paris S-G,1.8,3–0,2.0,Nîmes,,Parc des Princes,François Letexier,Relatório da Partida,
Temporada regular,23,qua,2021-02-03,21:00 (17:00),Saint-Étienne,1.5,1–1,1.5,Nantes,,Stade Geoffroy-Guichard,Eric Wattellier,Relatório da Partida,
Temporada regular,23,qua,2021-02-03,21:00 (17:00),Dijon,1.2,0–1,2.5,Lyon,,Stade Gaston Gérard,Johan Hamel,Relatório da Partida,
Temporada regular,23,qua,2021-02-03,21:00 (17:00),Monaco,2.6,2–1,0.4,Nice,,Stade Louis II.,Jérôme Brisard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,24,sáb,2021-02-06,17:00 (13:00),Lorient,1.0,1–0,0.9,Reims,,Stade Yves Allainmat - Le Moustoir,Thomas Léonard,Relatório da Partida,
Temporada regular,24,sáb,2021-02-06,19:00 (15:00),Lyon,1.4,3–0,0.3,Strasbourg,,Groupama Stadium,Amaury Delerue,Relatório da Partida,
Temporada regular,24,sáb,2021-02-06,21:00 (17:00),Lens,0.8,0–0,0.8,Rennes,,Stade Bollaert-Delelis,Jeremy Stinat,Relatório da Partida,
Temporada regular,24,dom,2021-02-07,13:00 (09:00),Brest,1.9,2–1,0.8,Bordeaux,,Stade Francis-Le Blé,Eric Wattellier,Relatório da Partida,
Temporada regular,24,dom,2021-02-07,15:00 (11:00),Montpellier,4.9,4–2,1.5,Dijon,,Stade de la Mosson,Franck Schneider,Relatório da Partida,
Temporada regular,24,dom,2021-02-07,15:00 (11:00),Nîmes,1.4,3–4,1.3,Monaco,,Stade des Costières,Clément Turpin,Relatório da Partida,
Temporada regular,24,dom,2021-02-07,15:00 (11:00),Nice,1.2,3–0,0.9,Angers,,Stade de Nice,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,24,dom,2021-02-07,15:00 (11:00),Saint-Étienne,0.7,1–0,0.4,Metz,,Stade Geoffroy-Guichard,Ruddy Buquet,Relatório da Partida,
Temporada regular,24,dom,2021-02-07,17:00 (13:00),Nantes,0.7,0–2,1.5,Lille,,Stade de la Beaujoire - Louis Fonteneau,Stéphanie Frappart,Relatório da Partida,
Temporada regular,24,dom,2021-02-07,21:00 (17:00),Marseille,0.6,0–2,1.7,Paris S-G,,Orange Vélodrome,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,25,sáb,2021-02-13,17:00 (13:00),Paris S-G,2.6,2–1,1.0,Nice,,Parc des Princes,Jérémie Pignard,Relatório da Partida,
Temporada regular,25,sáb,2021-02-13,19:00 (15:00),Reims,0.7,1–1,2.9,Lens,,Stade Auguste-Delaune II,Eric Wattellier,Relatório da Partida,
Temporada regular,25,sáb,2021-02-13,21:00 (17:00),Lyon,4.4,1–2,1.5,Montpellier,,Groupama Stadium,Antony Gautier,Relatório da Partida,
Temporada regular,25,dom,2021-02-14,13:00 (09:00),Monaco,2.2,2–2,1.3,Lorient,,Stade Louis II.,Benoît Millot,Relatório da Partida,
Temporada regular,25,dom,2021-02-14,15:00 (11:00),Metz,1.7,1–2,1.5,Strasbourg,,Stade Saint-Symphorien,Mikael Lesage,Relatório da Partida,
Temporada regular,25,dom,2021-02-14,15:00 (11:00),Angers,1.5,1–3,2.0,Nantes,,Stade Raymond Kopa,François Letexier,Relatório da Partida,
Temporada regular,25,dom,2021-02-14,15:00 (11:00),Dijon,0.8,0–2,1.7,Nîmes,,Stade Gaston Gérard,Aurélien Petit,Relatório da Partida,
Temporada regular,25,dom,2021-02-14,15:00 (11:00),Rennes,1.6,0–2,0.3,Saint-Étienne,,Roazhon Park,Florent Batta,Relatório da Partida,
Temporada regular,25,dom,2021-02-14,17:00 (13:00),Lille,0.8,0–0,0.1,Brest,,Stade Pierre-Mauroy,Bastien Dechepy,Relatório da Partida,
Temporada regular,25,dom,2021-02-14,21:00 (17:00),Bordeaux,1.4,0–0,0.5,Marseille,,Stade Matmut-Atlantique,Jérôme Brisard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,11,qua,2021-02-17,21:00 (17:00),Marseille,0.7,3–2,1.3,Nice,,Orange Vélodrome,Mikael Lesage,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,26,sex,2021-02-19,21:00 (17:00),Brest,1.5,2–3,3.2,Lyon,,Stade Francis-Le Blé,Franck Schneider,Relatório da Partida,
Temporada regular,26,sáb,2021-02-20,13:00 (09:00),Saint-Étienne,2.0,1–1,0.4,Reims,,Stade Geoffroy-Guichard,Antony Gautier,Relatório da Partida,
Temporada regular,26,sáb,2021-02-20,17:00 (13:00),Nantes,1.0,1–1,0.7,Marseille,,Stade de la Beaujoire - Louis Fonteneau,Amaury Delerue,Relatório da Partida,
Temporada regular,26,dom,2021-02-21,13:00 (09:00),Montpellier,2.8,2–1,2.0,Rennes,,Stade de la Mosson,Clément Turpin,Relatório da Partida,
Temporada regular,26,dom,2021-02-21,15:00 (11:00),Nice,1.2,1–2,1.2,Metz,,Stade de Nice,Jeremy Stinat,Relatório da Partida,
Temporada regular,26,dom,2021-02-21,15:00 (11:00),Strasbourg,1.2,0–0,0.3,Angers,,Stade de la Meinau,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,26,dom,2021-02-21,15:00 (11:00),Lens,1.0,2–1,1.0,Dijon,,Stade Bollaert-Delelis,Benoît Bastien,Relatório da Partida,
Temporada regular,26,dom,2021-02-21,15:00 (11:00),Nîmes,0.4,2–0,0.8,Bordeaux,,Stade des Costières,Willy Delajod,Relatório da Partida,
Temporada regular,26,dom,2021-02-21,17:00 (13:00),Lorient,0.3,1–4,1.0,Lille,,Stade Yves Allainmat - Le Moustoir,Johan Hamel,Relatório da Partida,
Temporada regular,26,dom,2021-02-21,21:00 (17:00),Paris S-G,0.7,0–2,1.3,Monaco,,Parc des Princes,Ruddy Buquet,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,21,qua,2021-02-24,19:00 (15:00),Nîmes,1.0,1–0,0.5,Lorient,,Stade des Costières,Jérôme Miguelgorry,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,27,sex,2021-02-26,21:00 (17:00),Rennes,0.9,1–2,1.9,Nice,,Roazhon Park,Johan Hamel,Relatório da Partida,
Temporada regular,27,sáb,2021-02-27,13:00 (09:00),Bordeaux,0.9,1–2,2.0,Metz,,Stade Matmut-Atlantique,Aurélien Petit,Relatório da Partida,
Temporada regular,27,sáb,2021-02-27,17:00 (13:00),Dijon,0.2,0–4,1.9,Paris S-G,,Stade Gaston Gérard,Mikael Lesage,Relatório da Partida,
Temporada regular,27,dom,2021-02-28,13:00 (09:00),Monaco,2.2,2–0,0.6,Brest,,Stade Louis II.,Jérémie Pignard,Relatório da Partida,
Temporada regular,27,dom,2021-02-28,15:00 (11:00),Nîmes,0.6,1–1,1.0,Nantes,,Stade des Costières,Florent Batta,Relatório da Partida,
Temporada regular,27,dom,2021-02-28,15:00 (11:00),Lorient,1.0,2–1,1.1,Saint-Étienne,,Stade Yves Allainmat - Le Moustoir,Stéphanie Frappart,Relatório da Partida,
Temporada regular,27,dom,2021-02-28,15:00 (11:00),Reims,0.4,0–0,0.4,Montpellier,,Stade Auguste-Delaune II,François Letexier,Relatório da Partida,
Temporada regular,27,dom,2021-02-28,15:00 (11:00),Angers,1.6,2–2,1.3,Lens,,Stade Raymond Kopa,Bastien Dechepy,Relatório da Partida,
Temporada regular,27,dom,2021-02-28,17:00 (13:00),Lille,1.1,1–1,0.9,Strasbourg,,Stade Pierre-Mauroy,Jérôme Brisard,Relatório da Partida,
Temporada regular,27,dom,2021-02-28,21:00 (17:00),Marseille,1.5,1–1,0.6,Lyon,,Orange Vélodrome,Benoît Millot,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,28,qua,2021-03-03,19:00 (15:00),Nice,1.4,2–1,2.4,Nîmes,,Stade de Nice,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,28,qua,2021-03-03,19:00 (15:00),Lyon,2.2,1–0,0.6,Rennes,,Groupama Stadium,Ruddy Buquet,Relatório da Partida,
Temporada regular,28,qua,2021-03-03,19:00 (15:00),Metz,0.8,0–1,1.1,Angers,,Stade Saint-Symphorien,Johan Hamel,Relatório da Partida,
Temporada regular,28,qua,2021-03-03,19:00 (15:00),Saint-Étienne,2.2,2–3,1.9,Lens,,Stade Geoffroy-Guichard,Amaury Delerue,Relatório da Partida,
Temporada regular,28,qua,2021-03-03,19:00 (15:00),Brest,1.5,3–1,1.0,Dijon,,Stade Francis-Le Blé,Jeremy Stinat,Relatório da Partida,
Temporada regular,28,qua,2021-03-03,21:00 (17:00),Bordeaux,0.6,0–1,1.0,Paris S-G,,Stade Matmut-Atlantique,Franck Schneider,Relatório da Partida,
Temporada regular,28,qua,2021-03-03,21:00 (17:00),Strasbourg,0.9,1–0,0.6,Monaco,,Stade de la Meinau,Eric Wattellier,Relatório da Partida,
Temporada regular,28,qua,2021-03-03,21:00 (17:00),Lille,2.7,2–0,0.1,Marseille,,Stade Pierre-Mauroy,Clément Turpin,Relatório da Partida,
Temporada regular,28,qua,2021-03-03,21:00 (17:00),Nantes,1.3,1–2,0.6,Reims,,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Relatório da Partida,
Temporada regular,28,qua,2021-03-03,21:00 (17:00),Montpellier,0.8,1–1,2.0,Lorient,,Stade de la Mosson,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,22,qua,2021-03-10,19:00 (15:00),Marseille,0.6,1–0,0.6,Rennes,,Orange Vélodrome,Jérémie Pignard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,29,sex,2021-03-12,21:00 (17:00),Reims,0.7,1–1,1.5,Lyon,,Stade Auguste-Delaune II,Jérôme Brisard,Relatório da Partida,
Temporada regular,29,sáb,2021-03-13,13:00 (09:00),Angers,0.2,0–1,0.8,Saint-Étienne,,Stade Raymond Kopa,Benoît Millot,Relatório da Partida,
Temporada regular,29,sáb,2021-03-13,17:00 (13:00),Marseille,1.7,3–1,0.4,Brest,,Orange Vélodrome,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,29,dom,2021-03-14,13:00 (09:00),Nîmes,1.6,1–1,1.0,Montpellier,,Stade des Costières,Eric Wattellier,Relatório da Partida,
Temporada regular,29,dom,2021-03-14,15:00 (11:00),Rennes,1.0,1–0,0.6,Strasbourg,,Roazhon Park,Bastien Dechepy,Relatório da Partida,
Temporada regular,29,dom,2021-03-14,15:00 (11:00),Lens,2.2,2–2,1.5,Metz,,Stade Bollaert-Delelis,Florent Batta,Relatório da Partida,
Temporada regular,29,dom,2021-03-14,15:00 (11:00),Lorient,2.2,1–1,0.5,Nice,,Stade Yves Allainmat - Le Moustoir,Ruddy Buquet,Relatório da Partida,
Temporada regular,29,dom,2021-03-14,15:00 (11:00),Dijon,1.1,1–3,1.2,Bordeaux,,Stade Gaston Gérard,Thomas Léonard,Relatório da Partida,
Temporada regular,29,dom,2021-03-14,17:05 (13:05),Monaco,0.6,0–0,0.2,Lille,,Stade Louis II.,Stéphanie Frappart,Relatório da Partida,
Temporada regular,29,dom,2021-03-14,21:00 (17:00),Paris S-G,0.6,1–2,1.3,Nantes,,Parc des Princes,Karim Abed,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,30,sex,2021-03-19,21:00 (17:00),Saint-Étienne,0.5,0–4,2.3,Monaco,,Stade Geoffroy-Guichard,Mikael Lesage,Relatório da Partida,
Temporada regular,30,sáb,2021-03-20,13:00 (09:00),Metz,0.7,1–3,2.0,Rennes,,Stade Saint-Symphorien,Willy Delajod,Relatório da Partida,
Temporada regular,30,sáb,2021-03-20,17:00 (13:00),Nice,2.4,3–0,0.4,Marseille,,Stade de Nice,François Letexier,Relatório da Partida,
Temporada regular,30,dom,2021-03-21,13:00 (09:00),Strasbourg,2.2,1–2,1.8,Lens,,Stade de la Meinau,Jeremy Stinat,Relatório da Partida,
Temporada regular,30,dom,2021-03-21,15:00 (11:00),Dijon,0.9,0–1,1.1,Reims,,Stade Gaston Gérard,Benoît Bastien,Relatório da Partida,
Temporada regular,30,dom,2021-03-21,15:00 (11:00),Nantes,1.3,1–1,0.9,Lorient,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Relatório da Partida,
Temporada regular,30,dom,2021-03-21,15:00 (11:00),Montpellier,2.5,3–1,1.5,Bordeaux,,Stade de la Mosson,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,30,dom,2021-03-21,15:00 (11:00),Brest,0.6,0–0,0.8,Angers,,Stade Francis-Le Blé,Aurélien Petit,Relatório da Partida,
Temporada regular,30,dom,2021-03-21,17:05 (13:05),Lille,1.0,1–2,0.9,Nîmes,,Stade Pierre-Mauroy,Franck Schneider,Relatório da Partida,
Temporada regular,30,dom,2021-03-21,21:00 (17:00),Lyon,0.8,2–4,1.4,Paris S-G,,Groupama Stadium,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,31,sáb,2021-04-03,13:00 (08:00),Monaco,2.4,4–0,0.3,Metz,,Stade Louis II.,Johan Hamel,Relatório da Partida,
Temporada regular,31,sáb,2021-04-03,17:00 (12:00),Paris S-G,1.1,0–1,0.5,Lille,,Parc des Princes,Benoît Bastien,Relatório da Partida,
Temporada regular,31,sáb,2021-04-03,21:00 (16:00),Lens,0.7,1–1,2.1,Lyon,,Stade Bollaert-Delelis,Benoît Millot,Relatório da Partida,
Temporada regular,31,dom,2021-04-04,13:00 (08:00),Angers,1.1,1–1,2.2,Montpellier,,Stade Raymond Kopa,Florent Batta,Relatório da Partida,
Temporada regular,31,dom,2021-04-04,15:00 (10:00),Nantes,1.5,1–2,2.5,Nice,,Stade de la Beaujoire - Louis Fonteneau,Stéphanie Frappart,Relatório da Partida,
Temporada regular,31,dom,2021-04-04,15:00 (10:00),Reims,1.0,2–2,2.3,Rennes,,Stade Auguste-Delaune II,Karim Abed,Relatório da Partida,
Temporada regular,31,dom,2021-04-04,15:00 (10:00),Lorient,1.5,1–0,0.7,Brest,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Relatório da Partida,
Temporada regular,31,dom,2021-04-04,15:00 (10:00),Bordeaux,1.7,2–3,2.2,Strasbourg,,Stade Matmut-Atlantique,Jérôme Brisard,Relatório da Partida,
Temporada regular,31,dom,2021-04-04,17:05 (12:05),Nîmes,1.7,0–2,1.7,Saint-Étienne,,Stade des Costières,Thomas Léonard,Relatório da Partida,
Temporada regular,31,dom,2021-04-04,21:00 (16:00),Marseille,0.9,2–0,0.1,Dijon,,Orange Vélodrome,Ruddy Buquet,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,32,sex,2021-04-09,21:00 (16:00),Metz,2.1,0–2,0.6,Lille,,Stade Saint-Symphorien,Clément Turpin,Relatório da Partida,
Temporada regular,32,sáb,2021-04-10,17:00 (12:00),Strasbourg,0.9,1–4,1.9,Paris S-G,,Stade de la Meinau,Jérémie Pignard,Relatório da Partida,
Temporada regular,32,sáb,2021-04-10,21:00 (16:00),Montpellier,2.3,3–3,1.6,Marseille,,Stade de la Mosson,Jérôme Brisard,Relatório da Partida,
Temporada regular,32,dom,2021-04-11,13:00 (08:00),Rennes,0.6,1–0,0.3,Nantes,,Roazhon Park,Amaury Delerue,Relatório da Partida,
Temporada regular,32,dom,2021-04-11,15:00 (10:00),Saint-Étienne,3.3,4–1,2.0,Bordeaux,,Stade Geoffroy-Guichard,Franck Schneider,Relatório da Partida,
Temporada regular,32,dom,2021-04-11,15:00 (10:00),Lens,3.3,4–1,2.0,Lorient,,Stade Bollaert-Delelis,Eric Wattellier,Relatório da Partida,
Temporada regular,32,dom,2021-04-11,15:00 (10:00),Brest,2.8,1–1,0.9,Nîmes,,Stade Francis-Le Blé,Willy Delajod,Relatório da Partida,
Temporada regular,32,dom,2021-04-11,15:00 (10:00),Nice,0.6,0–0,0.5,Reims,,Stade de Nice,Jeremy Stinat,Relatório da Partida,
Temporada regular,32,dom,2021-04-11,17:05 (12:05),Monaco,3.8,3–0,0.6,Dijon,,Stade Louis II.,Aurélien Petit,Relatório da Partida,
Temporada regular,32,dom,2021-04-11,21:00 (16:00),Lyon,2.6,3–0,1.2,Angers,,Groupama Stadium,Mikael Lesage,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,33,sex,2021-04-16,21:00 (16:00),Lille,1.3,1–1,0.9,Montpellier,,Stade Pierre-Mauroy,Benoît Millot,Relatório da Partida,
Temporada regular,33,sáb,2021-04-17,12:45 (07:45),Angers,0.6,0–3,1.3,Rennes,,Stade Raymond Kopa,Thomas Léonard,Relatório da Partida,
Temporada regular,33,sáb,2021-04-17,17:00 (12:00),Marseille,2.2,3–2,1.4,Lorient,,Orange Vélodrome,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,33,dom,2021-04-18,13:00 (08:00),Paris S-G,2.2,3–2,1.2,Saint-Étienne,,Parc des Princes,Ruddy Buquet,Relatório da Partida,
Temporada regular,33,dom,2021-04-18,15:00 (10:00),Brest,0.4,1–1,1.3,Lens,,Stade Francis-Le Blé,Karim Abed,Relatório da Partida,
Temporada regular,33,dom,2021-04-18,15:00 (10:00),Dijon,1.6,2–0,0.7,Nice,,Stade Gaston Gérard,Johan Hamel,Relatório da Partida,
