Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2009-08-08,,Saint-Étienne,0–2,Nice,,Stade Geoffroy,Olivier Thual,Relatório da Partida,
1,sáb,2009-08-08,,Montpellier,1–1,Paris S-G,,Stade de la Mosson et du Mondial 98,Bertrand Layec,Relatório da Partida,
1,sáb,2009-08-08,,Le Mans,2–2,Lyon,,Stade Omnisports Léon,Lionel Jaffredo,Relatório da Partida,
1,sáb,2009-08-08,,Rennes,3–0,Boulogne,,ROAZHON PARK,Wilfried Bien,Relatório da Partida,
1,sáb,2009-08-08,,Grenoble,0–2,Marseille,,Stade des Alpes,Philippe Kalt,Relatório da Partida,
1,sáb,2009-08-08,,Valenciennes,1–3,Nancy,,Stade Nungesser,Alexandre Castro,Relatório da Partida,
1,sáb,2009-08-08,,Monaco,1–0,Toulouse,,Stade Louis II,Stéphane Bré,Relatório da Partida,
1,sáb,2009-08-08,,Auxerre,0–1,Sochaux,,Stade Abbé Deschamps,Ruddy Buquet,Relatório da Partida,
1,dom,2009-08-09,,Lille,1–2,Lorient,,Stadium Lille Métropole,Pascal Viléo,Relatório da Partida,
1,dom,2009-08-09,,Bordeaux,4–1,Lens,,Stade Chaban,Hervé Piccirillo,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2009-08-15,,Nancy,4–0,Monaco,,Stade Marcel Picot,Antony Gautier,Relatório da Partida,
2,sáb,2009-08-15,,Paris S-G,3–1,Le Mans,,Parc des Princes,Philippe Malige,Relatório da Partida,
2,sáb,2009-08-15,,Lorient,2–2,Montpellier,,Stade Yves Allainmat,Tony Chapron,Relatório da Partida,
2,sáb,2009-08-15,,Lyon,1–0,Valenciennes,,Stade Municipal de Gerland,Hervé Piccirillo,Relatório da Partida,
2,sáb,2009-08-15,,Lens,2–0,Auxerre,,Stade Bollaert,Didier Falcone,Relatório da Partida,
2,sáb,2009-08-15,,Toulouse,3–1,Saint-Étienne,,Stadium,Stéphane Lannoy,Relatório da Partida,
2,sáb,2009-08-15,,Sochaux,2–3,Bordeaux,,Stade Bonal,Laurent Duhamel,Relatório da Partida,
2,dom,2009-08-16,,Marseille,1–0,Lille,,Stade de la Mosson et du Mondial 98,Fredy Fautrel,Relatório da Partida,
2,dom,2009-08-16,,Nice,1–1,Rennes,,Allianz Riviera,Saïd Ennjimi,Relatório da Partida,
2,dom,2009-08-16,,Boulogne,2–1,Grenoble,,Stade de la Libération,Christian Guillard,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2009-08-22,,Le Mans,2–1,Nancy,,Stade Omnisports Léon,Wilfried Bien,Relatório da Partida,
3,sáb,2009-08-22,,Monaco,2–0,Lorient,,Stade Louis II,Sébastien Moreira,Relatório da Partida,
3,sáb,2009-08-22,,Valenciennes,2–3,Paris S-G,,Stade Nungesser,Philippe Kalt,Relatório da Partida,
3,sáb,2009-08-22,,Rennes,1–1,Marseille,,ROAZHON PARK,Philippe Malige,Relatório da Partida,
3,sáb,2009-08-22,,Saint-Étienne,0–1,Boulogne,,Stade Geoffroy,Bruno Coué,Relatório da Partida,
3,sáb,2009-08-22,,Auxerre,0–3,Lyon,,Stade Abbé Deschamps,Stéphane Bré,Relatório da Partida,
3,sáb,2009-08-22,,Montpellier,2–0,Sochaux,,Stade de la Mosson et du Mondial 98,Pascal Viléo,Relatório da Partida,
3,dom,2009-08-23,,Lille,1–1,Toulouse,,Stadium Lille Métropole,Alexandre Castro,Relatório da Partida,
3,dom,2009-08-23,,Grenoble,1–2,Lens,,Stade des Alpes,Ruddy Buquet,Relatório da Partida,
3,dom,2009-08-23,,Bordeaux,4–0,Nice,,Stade Chaban,Lionel Jaffredo,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2009-08-29,,Lorient,1–0,Le Mans,,Stade Yves Allainmat,Bruno Coué,Relatório da Partida,
4,sáb,2009-08-29,,Lens,2–2,Rennes,,Stade Bollaert,Christian Guillard,Relatório da Partida,
4,sáb,2009-08-29,,Saint-Étienne,1–0,Grenoble,,Stade Geoffroy,Stéphane Bré,Relatório da Partida,
4,sáb,2009-08-29,,Lyon,3–1,Nancy,,Stade Municipal de Gerland,Saïd Ennjimi,Relatório da Partida,
4,sáb,2009-08-29,,Boulogne,0–0,Auxerre,,Stade de la Libération,Hervé Piccirillo,Relatório da Partida,
4,sáb,2009-08-29,,Sochaux,1–0,Monaco,,Stade Bonal,Lionel Jaffredo,Relatório da Partida,
4,sáb,2009-08-29,,Nice,0–3,Montpellier,,Allianz Riviera,Laurent Duhamel,Relatório da Partida,
4,dom,2009-08-30,,Marseille,0–0,Bordeaux,,Stade Vélodrome,Antony Gautier,Relatório da Partida,
4,dom,2009-08-30,,Toulouse,0–1,Valenciennes,,Stadium,Didier Falcone,Relatório da Partida,
4,dom,2009-08-30,,Paris S-G,3–0,Lille,,Parc des Princes,Olivier Thual,Relatório da Partida,
,,,,,,,,,,,
5,sáb,2009-09-12,,Lyon,1–0,Lorient,,Stade Municipal de Gerland,Pascal Viléo,Relatório da Partida,
5,sáb,2009-09-12,,Montpellier,1–0,Lens,,Stade de la Mosson et du Mondial 98,Sébastien Moreira,Relatório da Partida,
5,sáb,2009-09-12,,Valenciennes,1–1,Boulogne,,Stade Nungesser,Wilfried Bien,Relatório da Partida,
5,sáb,2009-09-12,,Lille,1–0,Sochaux,,Stadium Lille Métropole,Ruddy Buquet,Relatório da Partida,
5,sáb,2009-09-12,,Nancy,0–0,Toulouse,,Stade Marcel Picot,Hervé Piccirillo,Relatório da Partida,
5,sáb,2009-09-12,,Bordeaux,1–0,Grenoble,,Stade Chaban,Saïd Ennjimi,Relatório da Partida,
5,sáb,2009-09-12,,Le Mans,1–2,Marseille,,Stade Omnisports Léon,Tony Chapron,Relatório da Partida,
5,dom,2009-09-13,,Rennes,1–0,Saint-Étienne,,ROAZHON PARK,Antony Gautier,Relatório da Partida,
5,dom,2009-09-13,,Auxerre,2–0,Nice,,Stade Abbé Deschamps,Alexandre Castro,Relatório da Partida,
5,dom,2009-09-13,,Monaco,2–0,Paris S-G,,Stade Louis II,Laurent Duhamel,Relatório da Partida,
,,,,,,,,,,,
6,sáb,2009-09-19,,Grenoble,0–4,Rennes,,Stade des Alpes,Clément Turpin,Relatório da Partida,
6,sáb,2009-09-19,,Lorient,3–1,Nancy,,Stade Yves Allainmat,Christian Guillard,Relatório da Partida,
6,sáb,2009-09-19,,Marseille,4–2,Montpellier,,Stade Vélodrome,Olivier Thual,Relatório da Partida,
6,sáb,2009-09-19,,Boulogne,0–2,Bordeaux,,Stade de la Libération,Alexandre Castro,Relatório da Partida,
6,sáb,2009-09-19,,Sochaux,2–5,Valenciennes,,Stade Bonal,Bruno Coué,Relatório da Partida,
6,sáb,2009-09-19,,Nice,1–3,Monaco,,Allianz Riviera,Stéphane Lannoy,Relatório da Partida,
6,sáb,2009-09-19,,Saint-Étienne,1–1,Auxerre,,Stade Geoffroy,Lionel Jaffredo,Relatório da Partida,
6,dom,2009-09-20,,Paris S-G,1–1,Lyon,,Parc des Princes,Fredy Fautrel,Relatório da Partida,
6,dom,2009-09-20,,Lens,1–1,Lille,,Stade Bollaert,Stéphane Bré,Relatório da Partida,
6,dom,2009-09-20,,Toulouse,2–0,Le Mans,,Stadium,Philippe Kalt,Relatório da Partida,
,,,,,,,,,,,
7,sáb,2009-09-26,,Montpellier,1–0,Boulogne,,Stade de la Mosson et du Mondial 98,Didier Falcone,Relatório da Partida,
7,sáb,2009-09-26,,Lyon,2–1,Toulouse,,Stade Municipal de Gerland,Bruno Coué,Relatório da Partida,
7,sáb,2009-09-26,,Monaco,1–2,Saint-Étienne,,Stade Louis II,Pascal Viléo,Relatório da Partida,
7,sáb,2009-09-26,,Lorient,1–1,Paris S-G,,Stade Yves Allainmat,Saïd Ennjimi,Relatório da Partida,
7,sáb,2009-09-26,,Valenciennes,3–2,Marseille,,Stade Nungesser,Fredy Fautrel,Relatório da Partida,
7,sáb,2009-09-26,,Nancy,2–1,Sochaux,,Stade Marcel Picot,Alexandre Castro,Relatório da Partida,
7,sáb,2009-09-26,,Auxerre,2–0,Grenoble,,Stade Abbé Deschamps,Christian Guillard,Relatório da Partida,
7,dom,2009-09-27,,Lille,1–1,Nice,,Stadium Lille Métropole,Clément Turpin,Relatório da Partida,
7,dom,2009-09-27,,Bordeaux,1–0,Rennes,,Stade Chaban,Hervé Piccirillo,Relatório da Partida,
7,dom,2009-09-27,,Le Mans,3–0,Lens,,Stade Omnisports Léon,Olivier Thual,Relatório da Partida,
,,,,,,,,,,,
8,sáb,2009-10-03,,Paris S-G,1–1,Nancy,,Parc des Princes,Stéphane Lannoy,Relatório da Partida,
8,sáb,2009-10-03,,Lens,0–2,Lyon,,Stade Bollaert,Laurent Duhamel,Relatório da Partida,
8,sáb,2009-10-03,,Rennes,0–1,Auxerre,,ROAZHON PARK,Wilfried Bien,Relatório da Partida,
8,sáb,2009-10-03,,Nice,3–2,Valenciennes,,Allianz Riviera,Ruddy Buquet,Relatório da Partida,
8,sáb,2009-10-03,,Grenoble,2–3,Montpellier,,Stade des Alpes,Lionel Jaffredo,Relatório da Partida,
8,sáb,2009-10-03,,Saint-Étienne,3–1,Bordeaux,,Stade Geoffroy,Fredy Fautrel,Relatório da Partida,
8,sáb,2009-10-03,,Sochaux,1–0,Le Mans,,Stade Bonal,Antony Gautier,Relatório da Partida,
8,dom,2009-10-04,,Marseille,1–2,Monaco,,Stade Vélodrome,Stéphane Bré,Relatório da Partida,
8,dom,2009-10-04,,Toulouse,0–1,Lorient,,Stadium,Sébastien Moreira,Relatório da Partida,
8,dom,2009-10-04,,Boulogne,2–3,Lille,,Stade de la Libération,Pascal Viléo,Relatório da Partida,
,,,,,,,,,,,
9,sáb,2009-10-17,,Montpellier,2–1,Saint-Étienne,,Stade de la Mosson et du Mondial 98,Bruno Coué,Relatório da Partida,
9,sáb,2009-10-17,,Valenciennes,2–0,Grenoble,,Stade Nungesser,Philippe Malige,Relatório da Partida,
9,sáb,2009-10-17,,Lille,0–0,Rennes,,Stadium Lille Métropole,Saïd Ennjimi,Relatório da Partida,
9,sáb,2009-10-17,,Auxerre,1–0,Bordeaux,,Stade Abbé Deschamps,Didier Falcone,Relatório da Partida,
9,sáb,2009-10-17,,Nancy,0–3,Marseille,,Stade Marcel Picot,Philippe Kalt,Relatório da Partida,
9,sáb,2009-10-17,,Le Mans,1–1,Boulogne,,Stade Omnisports Léon,Alexandre Castro,Relatório da Partida,
9,sáb,2009-10-17,,Lyon,0–2,Sochaux,,Stade Municipal de Gerland,Olivier Thual,Relatório da Partida,
9,dom,2009-10-18,,Monaco,2–0,Lens,,Stade Louis II,Clément Turpin,Relatório da Partida,
9,dom,2009-10-18,,Lorient,4–1,Nice,,Stade Yves Allainmat,Tony Chapron,Relatório da Partida,
9,dom,2009-10-18,,Toulouse,1–0,Paris S-G,,Stadium,Stéphane Bré,Relatório da Partida,
,,,,,,,,,,,
10,sáb,2009-10-24,,Sochaux,1–0,Lorient,,Stade Bonal,Wilfried Bien,Relatório da Partida,
10,sáb,2009-10-24,,Grenoble,1–2,Nancy,,Stade des Alpes,Damien Ledentu,Relatório da Partida,
10,sáb,2009-10-24,,Boulogne,1–3,Monaco,,Stade de la Libération,Hervé Piccirillo,Relatório da Partida,
10,sáb,2009-10-24,,Nice,4–1,Lyon,,Allianz Riviera,Lionel Jaffredo,Relatório da Partida,
10,sáb,2009-10-24,,Bordeaux,3–0,Le Mans,,Stade Chaban,Ruddy Buquet,Relatório da Partida,
10,sáb,2009-10-24,,Rennes,3–0,Montpellier,,ROAZHON PARK,Antony Gautier,Relatório da Partida,
10,sáb,2009-10-24,,Saint-Étienne,0–2,Valenciennes,,Stade Geoffroy,Christian Guillard,Relatório da Partida,
10,dom,2009-10-25,,Lens,0–2,Toulouse,,Stade Bollaert,Fredy Fautrel,Relatório da Partida,
10,dom,2009-10-25,,Auxerre,3–2,Lille,,Stade Abbé Deschamps,Sébastien Moreira,Relatório da Partida,
,,,,,,,,,,,
12,sáb,2009-10-31,,Boulogne,1–2,Nancy,,Stade de la Libération,Clément Turpin,Relatório da Partida,
12,sáb,2009-10-31,,Marseille,1–1,Toulouse,,Stade Vélodrome,Saïd Ennjimi,Relatório da Partida,
12,sáb,2009-10-31,,Auxerre,2–1,Montpellier,,Stade Abbé Deschamps,Alexandre Castro,Relatório da Partida,
12,sáb,2009-10-31,,Grenoble,0–2,Lille,,Stade des Alpes,Bruno Coué,Relatório da Partida,
12,sáb,2009-10-31,,Saint-Étienne,0–1,Lyon,,Stade Geoffroy,Tony Chapron,Relatório da Partida,
12,sáb,2009-10-31,,Lens,1–1,Lorient,,Stade Bollaert,Didier Falcone,Relatório da Partida,
12,sáb,2009-10-31,,Bordeaux,1–0,Monaco,,Stade Chaban,Philippe Malige,Relatório da Partida,
12,dom,2009-11-01,,Sochaux,1–4,Paris S-G,,Stade Bonal,Philippe Kalt,Relatório da Partida,
12,dom,2009-11-01,,Nice,1–0,Le Mans,,Allianz Riviera,Stéphane Bré,Relatório da Partida,
12,dom,2009-11-01,,Rennes,0–3,Valenciennes,,ROAZHON PARK,Pascal Viléo,Relatório da Partida,
,,,,,,,,,,,
13,sáb,2009-11-07,,Sochaux,1–2,Lens,,Stade Bonal,Christian Guillard,Relatório da Partida,
13,sáb,2009-11-07,,Nancy,0–1,Saint-Étienne,,Stade Marcel Picot,Alain Hamer,Relatório da Partida,
13,sáb,2009-11-07,,Paris S-G,0–1,Nice,,Parc des Princes,Antony Gautier,Relatório da Partida,
13,sáb,2009-11-07,,Lorient,5–0,Boulogne,,Stade Yves Allainmat,Laurent Duhamel,Relatório da Partida,
13,sáb,2009-11-07,,Valenciennes,1–1,Montpellier,,Stade Nungesser,Wilfried Bien,Relatório da Partida,
13,sáb,2009-11-07,,Le Mans,0–1,Auxerre,,Stade Omnisports Léon,Lionel Jaffredo,Relatório da Partida,
13,sáb,2009-11-07,,Monaco,0–0,Grenoble,,Stade Louis II,Sébastien Moreira,Relatório da Partida,
13,dom,2009-11-08,,Lille,2–0,Bordeaux,,Stadium Lille Métropole,Hervé Piccirillo,Relatório da Partida,
13,dom,2009-11-08,,Toulouse,3–2,Rennes,,Stadium,Damien Ledentu,Relatório da Partida,
13,dom,2009-11-08,,Lyon,5–5,Marseille,,Stade Municipal de Gerland,Stéphane Bré,Relatório da Partida,
,,,,,,,,,,,
10,sex,2009-11-20,,Marseille,1–0,Paris S-G,,Stade Vélodrome,Laurent Duhamel,Relatório da Partida,
,,,,,,,,,,,
14,sáb,2009-11-21,,Rennes,2–1,Le Mans,,ROAZHON PARK,Didier Falcone,Relatório da Partida,
