Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2011-08-06,,Nancy,1–1,Lille,,Stade Marcel Picot,Philippe Kalt,Relatório da Partida,
1,sáb,2011-08-06,,Ajaccio,0–2,Toulouse,,Stade François Coty,Sébastien Moreira,Relatório da Partida,
1,sáb,2011-08-06,,Nice,1–3,Lyon,,Allianz Riviera,Stéphane Lannoy,Relatório da Partida,
1,sáb,2011-08-06,,Marseille,2–2,Sochaux,,Stade Vélodrome,Alexandre Castro,Relatório da Partida,
1,sáb,2011-08-06,,Caen,1–0,Valenciennes,,Stade Michel d'Ornano,Sébastien Desiage,Relatório da Partida,
1,sáb,2011-08-06,,Brest,2–2,Evian,,Stade Francis,Benoît Bastien,Relatório da Partida,
1,sáb,2011-08-06,,Paris S-G,0–1,Lorient,,Parc des Princes,Wilfried Bien,Relatório da Partida,
1,sáb,2011-08-06,,Montpellier,3–1,Auxerre,,Stade de la Mosson et du Mondial 98,Laurent Duhamel,Relatório da Partida,
1,dom,2011-08-07,,Dijon,1–5,Rennes,,Stade Gaston Gérard,Fredy Fautrel,Relatório da Partida,
1,dom,2011-08-07,,Bordeaux,1–2,Saint-Étienne,,Stade Chaban,Nicolas Rainville,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2011-08-13,,Saint-Étienne,1–0,Nancy,,Stade Geoffroy,Fredy Fautrel,Relatório da Partida,
2,sáb,2011-08-13,,Valenciennes,0–0,Brest,,Stade du Hainaut,Clément Turpin,Relatório da Partida,
2,sáb,2011-08-13,,Toulouse,2–0,Dijon,,Stadium,Antony Gautier,Relatório da Partida,
2,sáb,2011-08-13,,Lyon,1–1,Ajaccio,,Stade Municipal de Gerland,Hervé Piccirillo,Relatório da Partida,
2,sáb,2011-08-13,,Sochaux,1–2,Caen,,Stade Bonal,Benoît Millot,Relatório da Partida,
2,sáb,2011-08-13,,Rennes,1–1,Paris S-G,,ROAZHON PARK,Pascal Viléo,Relatório da Partida,
2,sáb,2011-08-13,,Lorient,1–1,Bordeaux,,Stade Yves Allainmat,Philippe Malige,Relatório da Partida,
2,dom,2011-08-14,,Evian,1–0,Nice,,Parc des Sports d’Annecy,Bartolomeu Varela,Relatório da Partida,
2,dom,2011-08-14,,Auxerre,2–2,Marseille,,Stade Abbé Deschamps,Lionel Jaffredo,Relatório da Partida,
2,dom,2011-08-14,,Lille,0–1,Montpellier,,Stadium Lille Métropole,Ruddy Buquet,Relatório da Partida,
,,,,,,,,,,,
