Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sex,2003-08-01,,Lille,1–0,Lyon,,STADE GRIMONPREZ JOORIS,Gilles Veissière,Relatório da Partida,
1,sáb,2003-08-02,,Montpellier,1–1,Rennes,,Stade de la Mosson et du Mondial 98,Jean-Marc Bonnin,Relatório da Partida,
1,sáb,2003-08-02,,Lens,0–0,Le Mans,,Stade Bollaert,Dominique Fraise,Relatório da Partida,
1,sáb,2003-08-02,,Sochaux,2–1,Nantes,,Stade Bonal,Bruno Ruffray,Relatório da Partida,
1,sáb,2003-08-02,,Paris S-G,0–0,Bastia,,Parc des Princes,Thierry Auriac,Relatório da Partida,
1,sáb,2003-08-02,,Auxerre,1–2,Nice,,Stade Abbé Deschamps,Éric Poulat,Relatório da Partida,
1,sáb,2003-08-02,,Metz,0–1,Ajaccio,,Stade Saint,Stéphane Lannoy,Relatório da Partida,
1,sáb,2003-08-02,,Toulouse,1–1,Strasbourg,,Stadium,Alain Hamer,Relatório da Partida,
1,sáb,2003-08-02,,Guingamp,0–1,Marseille,,Stade Municipal du Roudourou,Damien Ledentu,Relatório da Partida,
1,sáb,2003-08-02,,Monaco,2–0,Bordeaux,,Stade Louis II,Bertrand Layec,Relatório da Partida,
,,,,,,,,,,,
2,sex,2003-08-08,,Marseille,1–0,Auxerre,,Orange Vélodrome,Alain Sars,Relatório da Partida,
2,sáb,2003-08-09,,Nice,1–0,Sochaux,,Allianz Riviera,Pascal Viléo,Relatório da Partida,
2,sáb,2003-08-09,,Le Mans,0–1,Ajaccio,,Stade Omnisports Léon,Thierry Auriac,Relatório da Partida,
2,sáb,2003-08-09,,Nantes,2–0,Lens,,Stade de la Beaujoire,Alain Hamer,Relatório da Partida,
2,sáb,2003-08-09,,Bastia,0–2,Metz,,Stade Armand Cesari,Philippe Kalt,Relatório da Partida,
2,sáb,2003-08-09,,Lyon,3–1,Monaco,,Stade Municipal de Gerland,Damien Ledentu,Relatório da Partida,
2,sáb,2003-08-09,,Bordeaux,0–1,Montpellier,,Stade Chaban,Bruno Ruffray,Relatório da Partida,
2,sáb,2003-08-09,,Lille,1–0,Paris S-G,,STADE GRIMONPREZ JOORIS,Éric Poulat,Relatório da Partida,
2,sáb,2003-08-09,,Rennes,1–0,Toulouse,,ROAZHON PARK,Pascal Garibian,Relatório da Partida,
2,sáb,2003-08-09,,Strasbourg,2–0,Guingamp,,Stade de la Meinau,Claude Colombo,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2003-08-16,,Le Mans,1–1,Nice,,Stade Omnisports Léon,Bertrand Layec,Relatório da Partida,
3,sáb,2003-08-16,,Montpellier,0–2,Lyon,,Stade de la Mosson et du Mondial 98,Alain Sars,Relatório da Partida,
3,sáb,2003-08-16,,Toulouse,0–3,Lille,,Stadium,Olivier Thual,Relatório da Partida,
3,sáb,2003-08-16,,Auxerre,3–2,Strasbourg,,Stade Abbé Deschamps,Jean-Marc Bonnin,Relatório da Partida,
3,sáb,2003-08-16,,Metz,0–1,Paris S-G,,Stade Saint,Laurent Duhamel,Relatório da Partida,
3,sáb,2003-08-16,,Guingamp,1–3,Bordeaux,,Stade Municipal du Roudourou,Pascal Garibian,Relatório da Partida,
3,sáb,2003-08-16,,Sochaux,1–1,Rennes,,Stade Bonal,Hervé Piccirillo,Relatório da Partida,
3,sáb,2003-08-16,,Monaco,2–0,Bastia,,Stade Louis II,Pascal Viléo,Relatório da Partida,
3,sáb,2003-08-16,,Ajaccio,1–3,Nantes,,Stade François Coty,Claude Colombo,Relatório da Partida,
3,dom,2003-08-17,,Lens,2–1,Marseille,,Stade Bollaert,Philippe Kalt,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2003-08-23,,Nice,2–2,Ajaccio,,Allianz Riviera,Stéphane Bré,Relatório da Partida,
4,sáb,2003-08-23,,Lyon,0–0,Toulouse,,Stade Municipal de Gerland,Stéphane Moulin,Relatório da Partida,
4,sáb,2003-08-23,,Rennes,0–0,Guingamp,,ROAZHON PARK,Éric Poulat,Relatório da Partida,
4,sáb,2003-08-23,,Strasbourg,0–1,Lens,,Stade de la Meinau,Thierry Auriac,Relatório da Partida,
4,sáb,2003-08-23,,Nantes,1–0,Le Mans,,Stade de la Beaujoire,Stéphane Lannoy,Relatório da Partida,
4,sáb,2003-08-23,,Marseille,2–0,Sochaux,,Orange Vélodrome,Gilles Veissière,Relatório da Partida,
4,sáb,2003-08-23,,Lille,1–1,Metz,,STADE GRIMONPREZ JOORIS,Fredy Fautrel,Relatório da Partida,
4,sáb,2003-08-23,,Bordeaux,2–0,Auxerre,,Stade Chaban,Bruno Derrien,Relatório da Partida,
4,sáb,2003-08-23,,Bastia,1–0,Montpellier,,Stade Armand Cesari,Dominique Fraise,Relatório da Partida,
4,dom,2003-08-24,,Paris S-G,2–4,Monaco,,Parc des Princes,Alain Sars,Relatório da Partida,
