Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sex,2012-08-10,,Montpellier,1–1,Toulouse,,Stade de la Mosson et du Mondial 98,Antony Gautier,Relatório da Partida,
1,sáb,2012-08-11,,Nice,0–1,Ajaccio,,Allianz Riviera,Ruddy Buquet,Relatório da Partida,
1,sáb,2012-08-11,,Paris S-G,2–2,Lorient,,Parc des Princes,Tony Chapron,Relatório da Partida,
1,sáb,2012-08-11,,Sochaux,2–3,Bastia,,Stade Bonal,Jean-Charles Cailleux,Relatório da Partida,
1,sáb,2012-08-11,,Nancy,1–0,Brest,,Stade Marcel Picot,Sébastien Moreira,Relatório da Partida,
1,sáb,2012-08-11,,Troyes,0–1,Valenciennes,,Stade de l'Aube,Mikael Lesage,Relatório da Partida,
1,sáb,2012-08-11,,Rennes,0–1,Lyon,,ROAZHON PARK,Nicolas Rainville,Relatório da Partida,
1,sáb,2012-08-11,,Evian,2–3,Bordeaux,,Parc des Sports d’Annecy,Benoît Bastien,Relatório da Partida,
1,sáb,2012-08-11,,Saint-Étienne,1–2,Lille,,Stade Geoffroy,Lionel Jaffredo,Relatório da Partida,
1,dom,2012-08-12,,Reims,0–1,Marseille,,Stade Auguste Delaune,Saïd Ennjimi,Relatório da Partida,
,,,,,,,,,,,
2,sex,2012-08-17,,Lille,1–1,Nancy,,Stade Pierre Mauroy,Wilfried Bien,Relatório da Partida,
2,sáb,2012-08-18,,Toulouse,2–1,Saint-Étienne,,Stadium,Fredy Fautrel,Relatório da Partida,
2,sáb,2012-08-18,,Bastia,2–1,Reims,,Stade Armand Cesari,Nicolas Rainville,Relatório da Partida,
2,sáb,2012-08-18,,Brest,1–0,Evian,,Stade Francis,Philippe Kalt,Relatório da Partida,
2,sáb,2012-08-18,,Valenciennes,0–0,Nice,,Stade du Hainaut,Amaury Delerue,Relatório da Partida,
2,sáb,2012-08-18,,Lorient,2–1,Montpellier,,Stade Yves Allainmat,Olivier Thual,Relatório da Partida,
2,sáb,2012-08-18,,Lyon,4–1,Troyes,,Stade Municipal de Gerland,Benoît Millot,Relatório da Partida,
2,dom,2012-08-19,,Ajaccio,0–0,Paris S-G,,Stade François Coty,Clément Turpin,Relatório da Partida,
2,dom,2012-08-19,,Marseille,2–0,Sochaux,,Stade Vélodrome,Bartolomeu Varela,Relatório da Partida,
2,dom,2012-08-19,,Bordeaux,1–0,Rennes,,Stade Chaban,Tony Chapron,Relatório da Partida,
,,,,,,,,,,,
3,sex,2012-08-24,,Evian,1–1,Lyon,,Parc des Sports d’Annecy,Lionel Jaffredo,Relatório da Partida,
3,sáb,2012-08-25,,Nice,2–2,Lille,,Allianz Riviera,Sébastien Moreira,Relatório da Partida,
3,sáb,2012-08-25,,Nancy,0–1,Toulouse,,Stade Marcel Picot,Mikael Lesage,Relatório da Partida,
3,sáb,2012-08-25,,Troyes,2–2,Lorient,,Stade de l'Aube,Saïd Ennjimi,Relatório da Partida,
3,sáb,2012-08-25,,Reims,1–0,Sochaux,,Stade Auguste Delaune,Olivier Thual,Relatório da Partida,
3,sáb,2012-08-25,,Valenciennes,3–0,Ajaccio,,Stade du Hainaut,Nicolas Rainville,Relatório da Partida,
3,sáb,2012-08-25,,Rennes,3–2,Bastia,,ROAZHON PARK,Benoît Bastien,Relatório da Partida,
3,dom,2012-08-26,,Paris S-G,0–0,Bordeaux,,Parc des Princes,Antony Gautier,Relatório da Partida,
3,dom,2012-08-26,,Saint-Étienne,4–0,Brest,,Stade Geoffroy,Clément Turpin,Relatório da Partida,
3,dom,2012-08-26,,Montpellier,0–1,Marseille,,Stade de la Mosson et du Mondial 98,Ruddy Buquet,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2012-09-01,,Toulouse,1–1,Reims,,Stadium,Benoît Millot,Relatório da Partida,
4,sáb,2012-09-01,,Bastia,0–3,Saint-Étienne,,Stade Armand Cesari,Bartolomeu Varela,Relatório da Partida,
4,sáb,2012-09-01,,Lyon,3–2,Valenciennes,,Stade Municipal de Gerland,Fredy Fautrel,Relatório da Partida,
4,sáb,2012-09-01,,Lorient,3–0,Nancy,,Stade Yves Allainmat,Antony Gautier,Relatório da Partida,
4,sáb,2012-09-01,,Ajaccio,2–0,Evian,,Stade François Coty,Sébastien Moreira,Relatório da Partida,
4,sáb,2012-09-01,,Brest,2–1,Troyes,,Stade Francis,Amaury Delerue,Relatório da Partida,
4,sáb,2012-09-01,,Sochaux,1–3,Montpellier,,Stade Bonal,Benoît Bastien,Relatório da Partida,
4,dom,2012-09-02,,Marseille,3–1,Rennes,,Stade Vélodrome,Olivier Thual,Relatório da Partida,
4,dom,2012-09-02,,Lille,1–2,Paris S-G,,Stade Pierre Mauroy,Ruddy Buquet,Relatório da Partida,
4,dom,2012-09-02,,Bordeaux,1–1,Nice,,Stade Chaban,Philippe Kalt,Relatório da Partida,
,,,,,,,,,,,
5,sex,2012-09-14,,Reims,3–1,Montpellier,,Stade Auguste Delaune,Tony Chapron,Relatório da Partida,
5,sex,2012-09-14,,Paris S-G,2–0,Toulouse,,Parc des Princes,Alexandre Castro,Relatório da Partida,
5,sáb,2012-09-15,,Saint-Étienne,0–1,Sochaux,,Stade Geoffroy,Saïd Ennjimi,Relatório da Partida,
5,sáb,2012-09-15,,Evian,3–0,Bastia,,Parc des Sports d’Annecy,Clément Turpin,Relatório da Partida,
5,sáb,2012-09-15,,Valenciennes,0–0,Bordeaux,,Stade du Hainaut,Lionel Jaffredo,Relatório da Partida,
5,sáb,2012-09-15,,Troyes,1–1,Lille,,Stade de l'Aube,Jean-Charles Cailleux,Relatório da Partida,
5,sáb,2012-09-15,,Nice,4–2,Brest,,Allianz Riviera,Wilfried Bien,Relatório da Partida,
5,dom,2012-09-16,,Rennes,1–2,Lorient,,ROAZHON PARK,Mikael Lesage,Relatório da Partida,
5,dom,2012-09-16,,Lyon,2–0,Ajaccio,,Stade Municipal de Gerland,Bartolomeu Varela,Relatório da Partida,
5,dom,2012-09-16,,Nancy,0–1,Marseille,,Stade Marcel Picot,Philippe Kalt,Relatório da Partida,
,,,,,,,,,,,
6,sex,2012-09-21,,Montpellier,1–1,Saint-Étienne,,Stade de la Mosson et du Mondial 98,Lionel Jaffredo,Relatório da Partida,
6,sáb,2012-09-22,,Reims,2–0,Nancy,,Stade Auguste Delaune,Jean-Charles Cailleux,Relatório da Partida,
6,sáb,2012-09-22,,Sochaux,3–1,Troyes,,Stade Bonal,Philippe Kalt,Relatório da Partida,
6,sáb,2012-09-22,,Brest,2–1,Valenciennes,,Stade Francis,Sébastien Moreira,Relatório da Partida,
6,sáb,2012-09-22,,Bastia,0–4,Paris S-G,,Stade Armand Cesari,Saïd Ennjimi,Relatório da Partida,
6,sáb,2012-09-22,,Lorient,1–1,Nice,,Stade Yves Allainmat,Amaury Delerue,Relatório da Partida,
6,sáb,2012-09-22,,Toulouse,2–2,Rennes,,Stadium,Wilfried Bien,Relatório da Partida,
6,dom,2012-09-23,,Marseille,1–0,Evian,,Stade Vélodrome,Nicolas Rainville,Relatório da Partida,
6,dom,2012-09-23,,Bordeaux,2–2,Ajaccio,,Stade Chaban,Antony Gautier,Relatório da Partida,
6,dom,2012-09-23,,Lille,1–1,Lyon,,Stade Pierre Mauroy,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,
7,sex,2012-09-28,,Rennes,2–0,Lille,,ROAZHON PARK,Nicolas Rainville,Relatório da Partida,
7,sáb,2012-09-29,,Paris S-G,2–0,Sochaux,,Parc des Princes,Wilfried Bien,Relatório da Partida,
7,sáb,2012-09-29,,Troyes,0–2,Toulouse,,Stade de l'Aube,Ruddy Buquet,Relatório da Partida,
7,sáb,2012-09-29,,Ajaccio,1–0,Brest,,Stade François Coty,Olivier Thual,Relatório da Partida,
7,sáb,2012-09-29,,Nancy,0–2,Montpellier,,Stade Marcel Picot,Benoît Millot,Relatório da Partida,
7,sáb,2012-09-29,,Nice,2–2,Bastia,,Allianz Riviera,Alexandre Castro,Relatório da Partida,
7,sáb,2012-09-29,,Evian,1–1,Lorient,,Parc des Sports d’Annecy,Benoît Bastien,Relatório da Partida,
7,dom,2012-09-30,,Valenciennes,4–1,Marseille,,Stade du Hainaut,Bartolomeu Varela,Relatório da Partida,
7,dom,2012-09-30,,Lyon,0–2,Bordeaux,,Stade Municipal de Gerland,Laurent Duhamel,Relatório da Partida,
7,dom,2012-09-30,,Saint-Étienne,0–0,Reims,,Stade Geoffroy,Amaury Delerue,Relatório da Partida,
,,,,,,,,,,,
8,sex,2012-10-05,,Saint-Étienne,4–0,Nancy,,Stade Geoffroy,Sébastien Moreira,Relatório da Partida,
8,sáb,2012-10-06,,Reims,3–1,Nice,,Stade Auguste Delaune,Fredy Fautrel,Relatório da Partida,
8,sáb,2012-10-06,,Montpellier,2–3,Evian,,Stade de la Mosson et du Mondial 98,Philippe Kalt,Relatório da Partida,
8,sáb,2012-10-06,,Lille,2–0,Ajaccio,,Stade Pierre Mauroy,Lionel Jaffredo,Relatório da Partida,
8,sáb,2012-10-06,,Toulouse,2–2,Valenciennes,,Stadium,Jean-Charles Cailleux,Relatório da Partida,
8,sáb,2012-10-06,,Sochaux,0–1,Rennes,,Stade Bonal,Benoît Millot,Relatório da Partida,
