Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2005-08-27;Alavés;0–0;Barcelona;Relatório da Partida;2005;0;0
2005-08-27;Valencia;1–0;Betis;Relatório da Partida;2005;1;0
2005-08-27;Athletic Club;3–0;Real Sociedad;Relatório da Partida;2005;3;0
2005-08-28;Atlético Madrid;0–0;Zaragoza;Relatório da Partida;2005;0;0
2005-08-28;Espanyol;0–2;Getafe;Relatório da Partida;2005;0;2
2005-08-28;Celta Vigo;2–0;Málaga;Relatório da Partida;2005;2;0
2005-08-28;Osasuna;2–1;Villarreal;Relatório da Partida;2005;2;1
2005-08-28;Mallorca;0–1;La Coruña;Relatório da Partida;2005;0;1
2005-08-28;Sevilla;1–0;Racing Sant;Relatório da Partida;2005;1;0
2005-08-28;Cádiz;1–2;Real Madrid;Relatório da Partida;2005;1;2
2005-09-10;Real Madrid;2–3;Celta Vigo;Relatório da Partida;2005;2;3
2005-09-10;Betis;1–0;Osasuna;Relatório da Partida;2005;1;0
2005-09-10;La Coruña;1–0;Atlético Madrid;Relatório da Partida;2005;1;0
2005-09-11;Racing Sant;0–1;Cádiz;Relatório da Partida;2005;0;1
2005-09-11;Real Sociedad;2–1;Alavés;Relatório da Partida;2005;2;1
2005-09-11;Barcelona;2–0;Mallorca;Relatório da Partida;2005;2;0
2005-09-11;Getafe;1–1;Athletic Club;Relatório da Partida;2005;1;1
2005-09-11;Villarreal;1–1;Sevilla;Relatório da Partida;2005;1;1
2005-09-11;Zaragoza;2–2;Valencia;Relatório da Partida;2005;2;2
2005-09-11;Málaga;1–2;Espanyol;Relatório da Partida;2005;1;2
2005-09-17;Valencia;2–2;La Coruña;Relatório da Partida;2005;2;2
2005-09-17;Mallorca;5–2;Real Sociedad;Relatório da Partida;2005;5;2
2005-09-18;Osasuna;1–0;Sevilla;Relatório da Partida;2005;1;0
2005-09-18;Athletic Club;1–2;Málaga;Relatório da Partida;2005;1;2
2005-09-18;Espanyol;1–0;Real Madrid;Relatório da Partida;2005;1;0
2005-09-18;Atlético Madrid;2–1;Barcelona;Relatório da Partida;2005;2;1
2005-09-18;Betis;0–0;Zaragoza;Relatório da Partida;2005;0;0
2005-09-18;Celta Vigo;0–1;Racing Sant;Relatório da Partida;2005;0;1
2005-09-18;Cádiz;1–1;Villarreal;Relatório da Partida;2005;1;1
2005-09-18;Alavés;3–4;Getafe;Relatório da Partida;2005;3;4
2005-09-21;Sevilla;0–0;Cádiz;Relatório da Partida;2005;0;0
2005-09-21;La Coruña;1–1;Betis;Relatório da Partida;2005;1;1
2005-09-21;Barcelona;2–2;Valencia;Relatório da Partida;2005;2;2
2005-09-21;Zaragoza;3–1;Osasuna;Relatório da Partida;2005;3;1
2005-09-21;Real Sociedad;3–2;Atlético Madrid;Relatório da Partida;2005;3;2
2005-09-21;Málaga;0–0;Alavés;Relatório da Partida;2005;0;0
2005-09-21;Getafe;1–1;Mallorca;Relatório da Partida;2005;1;1
2005-09-21;Villarreal;1–2;Celta Vigo;Relatório da Partida;2005;1;2
2005-09-21;Racing Sant;1–0;Espanyol;Relatório da Partida;2005;1;0
2005-09-22;Real Madrid;3–1;Athletic Club;Relatório da Partida;2005;3;1
2005-09-24;Atlético Madrid;0–1;Getafe;Relatório da Partida;2005;0;1
2005-09-24;Zaragoza;1–1;La Coruña;Relatório da Partida;2005;1;1
2005-09-24;Valencia;2–1;Real Sociedad;Relatório da Partida;2005;2;1
2005-09-24;Espanyol;1–2;Villarreal;Relatório da Partida;2005;1;2
2005-09-24;Betis;1–4;Barcelona;Relatório da Partida;2005;1;4
2005-09-25;Celta Vigo;2–1;Sevilla;Relatório da Partida;2005;2;1
2005-09-25;Athletic Club;0–0;Racing Sant;Relatório da Partida;2005;0;0
2005-09-25;Mallorca;1–4;Málaga;Relatório da Partida;2005;1;4
2005-09-25;Osasuna;2–0;Cádiz;Relatório da Partida;2005;2;0
2005-09-25;Alavés;0–3;Real Madrid;Relatório da Partida;2005;0;3
2005-10-01;Getafe;2–1;Valencia;Relatório da Partida;2005;2;1
2005-10-01;Barcelona;2–2;Zaragoza;Relatório da Partida;2005;2;2
2005-10-02;Real Madrid;4–0;Mallorca;Relatório da Partida;2005;4;0
2005-10-02;Sevilla;1–1;Espanyol;Relatório da Partida;2005;1;1
2005-10-02;La Coruña;0–1;Osasuna;Relatório da Partida;2005;0;1
2005-10-02;Real Sociedad;1–1;Betis;Relatório da Partida;2005;1;1
2005-10-02;Málaga;0–2;Atlético Madrid;Relatório da Partida;2005;0;2
2005-10-02;Cádiz;1–1;Celta Vigo;Relatório da Partida;2005;1;1
2005-10-02;Villarreal;3–1;Athletic Club;Relatório da Partida;2005;3;1
2005-10-02;Racing Sant;1–2;Alavés;Relatório da Partida;2005;1;2
2005-10-15;Atlético Madrid;0–3;Real Madrid;Relatório da Partida;2005;0;3
2005-10-15;Alavés;1–1;Villarreal;Relatório da Partida;2005;1;1
2005-10-15;La Coruña;3–3;Barcelona;Relatório da Partida;2005;3;3
2005-10-16;Zaragoza;0–1;Real Sociedad;Relatório da Partida;2005;0;1
2005-10-16;Mallorca;0–0;Racing Sant;Relatório da Partida;2005;0;0
2005-10-16;Valencia;2–1;Málaga;Relatório da Partida;2005;2;1
2005-10-16;Osasuna;2–0;Celta Vigo;Relatório da Partida;2005;2;0
2005-10-16;Betis;1–0;Getafe;Relatório da Partida;2005;1;0
2005-10-16;Athletic Club;0–1;Sevilla;Relatório da Partida;2005;0;1
2005-10-16;Espanyol;0–2;Cádiz;Relatório da Partida;2005;0;2
2005-10-22;Sevilla;2–0;Alavés;Relatório da Partida;2005;2;0
2005-10-22;Barcelona;3–0;Osasuna;Relatório da Partida;2005;3;0
2005-10-23;Real Madrid;1–2;Valencia;Relatório da Partida;2005;1;2
2005-10-23;Villarreal;3–0;Mallorca;Relatório da Partida;2005;3;0
2005-10-23;Cádiz;1–0;Athletic Club;Relatório da Partida;2005;1;0
2005-10-23;Málaga;5–0;Betis;Relatório da Partida;2005;5;0
2005-10-23;Real Sociedad;2–0;La Coruña;Relatório da Partida;2005;2;0
2005-10-23;Getafe;5–2;Zaragoza;Relatório da Partida;2005;5;2
2005-10-23;Racing Sant;0–1;Atlético Madrid;Relatório da Partida;2005;0;1
2005-10-23;Celta Vigo;1–0;Espanyol;Relatório da Partida;2005;1;0
2005-10-26;La Coruña;3–1;Real Madrid;Relatório da Partida;2005;3;1
2005-10-26;Barcelona;2–0;Málaga;Relatório da Partida;2005;2;0
2005-10-26;Betis;2–3;Villarreal;Relatório da Partida;2005;2;3
2005-10-26;Mallorca;1–0;Celta Vigo;Relatório da Partida;2005;1;0
2005-10-26;Osasuna;3–2;Athletic Club;Relatório da Partida;2005;3;2
2005-10-27;Valencia;0–2;Sevilla;Relatório da Partida;2005;0;2
2005-10-27;Alavés;1–1;Espanyol;Relatório da Partida;2005;1;1
2005-10-27;Zaragoza;1–1;Racing Sant;Relatório da Partida;2005;1;1
2005-10-27;Atlético Madrid;3–0;Cádiz;Relatório da Partida;2005;3;0
2005-10-27;Real Sociedad;3–0;Getafe;Relatório da Partida;2005;3;0
2005-10-29;Betis;0–2;Real Madrid;Relatório da Partida;2005;0;2
2005-10-29;Athletic Club;1–1;Celta Vigo;Relatório da Partida;2005;1;1
2005-10-30;La Coruña;1–0;Getafe;Relatório da Partida;2005;1;0
2005-10-30;Atlético Madrid;1–1;Villarreal;Relatório da Partida;2005;1;1
2005-10-30;Zaragoza;1–1;Málaga;Relatório da Partida;2005;1;1
2005-10-30;Barcelona;5–0;Real Sociedad;Relatório da Partida;2005;5;0
2005-10-30;Alavés;0–0;Cádiz;Relatório da Partida;2005;0;0
2005-10-30;Valencia;1–1;Racing Sant;Relatório da Partida;2005;1;1
2005-10-30;Mallorca;1–1;Sevilla;Relatório da Partida;2005;1;1
2005-10-30;Osasuna;2–0;Espanyol;Relatório da Partida;2005;2;0
2005-11-05;Real Sociedad;1–2;Osasuna;Relatório da Partida;2005;1;2
2005-11-05;Espanyol;1–1;Athletic Club;Relatório da Partida;2005;1;1
2005-11-05;Villarreal;1–0;Valencia;Relatório da Partida;2005;1;0
2005-11-06;Sevilla;0–0;Atlético Madrid;Relatório da Partida;2005;0;0
2005-11-06;Racing Sant;1–1;Betis;Relatório da Partida;2005;1;1
2005-11-06;Cádiz;1–2;Mallorca;Relatório da Partida;2005;1;2
2005-11-06;Real Madrid;1–0;Zaragoza;Relatório da Partida;2005;1;0
2005-11-06;Celta Vigo;2–1;Alavés;Relatório da Partida;2005;2;1
2005-11-06;Málaga;1–1;La Coruña;Relatório da Partida;2005;1;1
2005-11-06;Getafe;1–3;Barcelona;Relatório da Partida;2005;1;3
2005-11-19;Real Madrid;0–3;Barcelona;Relatório da Partida;2005;0;3
2005-11-19;Sevilla;1–0;Betis;Relatório da Partida;2005;1;0
2005-11-19;Villarreal;0–0;Zaragoza;Relatório da Partida;2005;0;0
2005-11-19;Getafe;0–0;Osasuna;Relatório da Partida;2005;0;0
2005-11-20;Málaga;3–1;Real Sociedad;Relatório da Partida;2005;3;1
2005-11-20;Celta Vigo;2–1;Atlético Madrid;Relatório da Partida;2005;2;1
2005-11-20;Athletic Club;0–2;Alavés;Relatório da Partida;2005;0;2
2005-11-20;Racing Sant;0–3;La Coruña;Relatório da Partida;2005;0;3
2005-11-20;Espanyol;2–0;Mallorca;Relatório da Partida;2005;2;0
2005-11-20;Cádiz;0–1;Valencia;Relatório da Partida;2005;0;1
2005-11-26;Valencia;2–0;Celta Vigo;Relatório da Partida;2005;2;0
2005-11-26;Mallorca;0–1;Athletic Club;Relatório da Partida;2005;0;1
2005-11-27;Atlético Madrid;1–1;Espanyol;Relatório da Partida;2005;1;1
2005-11-27;Real Sociedad;2–2;Real Madrid;Relatório da Partida;2005;2;2
2005-11-27;La Coruña;0–2;Villarreal;Relatório da Partida;2005;0;2
2005-11-27;Zaragoza;0–2;Sevilla;Relatório da Partida;2005;0;2
2005-11-27;Osasuna;3–2;Alavés;Relatório da Partida;2005;3;2
2005-11-27;Barcelona;4–1;Racing Sant;Relatório da Partida;2005;4;1
2005-11-27;Betis;1–1;Cádiz;Relatório da Partida;2005;1;1
2005-11-27;Getafe;3–2;Málaga;Relatório da Partida;2005;3;2
2005-12-03;Real Madrid;1–0;Getafe;Relatório da Partida;2005;1;0
2005-12-03;Celta Vigo;2–1;Betis;Relatório da Partida;2005;2;1
2005-12-03;Athletic Club;1–1;Atlético Madrid;Relatório da Partida;2005;1;1
2005-12-04;Alavés;0–3;Mallorca;Relatório da Partida;2005;0;3
2005-12-04;Cádiz;1–2;Zaragoza;Relatório da Partida;2005;1;2
2005-12-04;Villarreal;0–2;Barcelona;Relatório da Partida;2005;0;2
2005-12-04;Espanyol;1–3;Valencia;Relatório da Partida;2005;1;3
2005-12-04;Racing Sant;2–2;Real Sociedad;Relatório da Partida;2005;2;2
2005-12-04;Sevilla;0–2;La Coruña;Relatório da Partida;2005;0;2
2005-12-04;Málaga;1–2;Osasuna;Relatório da Partida;2005;1;2
2005-12-10;Valencia;1–1;Athletic Club;Relatório da Partida;2005;1;1
2005-12-10;Real Sociedad;1–3;Villarreal;Relatório da Partida;2005;1;3
2005-12-11;Betis;0–0;Espanyol;Relatório da Partida;2005;0;0
2005-12-11;Barcelona;2–1;Sevilla;Relatório da Partida;2005;2;1
2005-12-11;Osasuna;1–0;Mallorca;Relatório da Partida;2005;1;0
2005-12-11;Getafe;1–2;Racing Sant;Relatório da Partida;2005;1;2
2005-12-11;Zaragoza;1–0;Celta Vigo;Relatório da Partida;2005;1;0
2005-12-11;Málaga;0–2;Real Madrid;Relatório da Partida;2005;0;2
2005-12-11;Atlético Madrid;1–1;Alavés;Relatório da Partida;2005;1;1
2005-12-11;La Coruña;1–0;Cádiz;Relatório da Partida;2005;1;0
2005-12-17;Celta Vigo;0–3;La Coruña;Relatório da Partida;2005;0;3
2005-12-17;Cádiz;1–3;Barcelona;Relatório da Partida;2005;1;3
2005-12-17;Athletic Club;2–0;Betis;Relatório da Partida;2005;2;0
2005-12-18;Villarreal;2–1;Getafe;Relatório da Partida;2005;2;1
2005-12-18;Racing Sant;1–1;Málaga;Relatório da Partida;2005;1;1
2005-12-18;Mallorca;2–2;Atlético Madrid;Relatório da Partida;2005;2;2
2005-12-18;Sevilla;3–2;Real Sociedad;Relatório da Partida;2005;3;2
2005-12-18;Alavés;0–1;Valencia;Relatório da Partida;2005;0;1
2005-12-18;Real Madrid;1–1;Osasuna;Relatório da Partida;2005;1;1
2005-12-18;Espanyol;2–2;Zaragoza;Relatório da Partida;2005;2;2
2005-12-20;Barcelona;2–0;Celta Vigo;Relatório da Partida;2005;2;0
2005-12-21;Real Sociedad;2–0;Cádiz;Relatório da Partida;2005;2;0
2005-12-21;Málaga;0–0;Villarreal;Relatório da Partida;2005;0;0
2005-12-21;Valencia;3–0;Mallorca;Relatório da Partida;2005;3;0
2005-12-21;Betis;3–0;Alavés;Relatório da Partida;2005;3;0
2005-12-21;Zaragoza;3–2;Athletic Club;Relatório da Partida;2005;3;2
2005-12-21;Getafe;1–0;Sevilla;Relatório da Partida;2005;1;0
2005-12-21;La Coruña;1–2;Espanyol;Relatório da Partida;2005;1;2
2005-12-21;Real Madrid;1–2;Racing Sant;Relatório da Partida;2005;1;2
2005-12-22;Osasuna;2–1;Atlético Madrid;Relatório da Partida;2005;2;1
2006-01-07;Athletic Club;1–2;La Coruña;Relatório da Partida;2005;1;2
2006-01-07;Espanyol;1–2;Barcelona;Relatório da Partida;2005;1;2
2006-01-08;Villarreal;0–0;Real Madrid;Relatório da Partida;2005;0;0
2006-01-08;Alavés;0–2;Zaragoza;Relatório da Partida;2005;0;2
2006-01-08;Atlético Madrid;0–0;Valencia;Relatório da Partida;2005;0;0
2006-01-08;Mallorca;1–1;Betis;Relatório da Partida;2005;1;1
2006-01-08;Osasuna;1–1;Racing Sant;Relatório da Partida;2005;1;1
2006-01-08;Cádiz;1–0;Getafe;Relatório da Partida;2005;1;0
2006-01-08;Sevilla;3–1;Málaga;Relatório da Partida;2005;3;1
2006-01-08;Celta Vigo;1–0;Real Sociedad;Relatório da Partida;2005;1;0
2006-01-14;Valencia;2–0;Osasuna;Relatório da Partida;2005;2;0
2006-01-14;Betis;1–0;Atlético Madrid;Relatório da Partida;2005;1;0
2006-01-15;Málaga;0–2;Cádiz;Relatório da Partida;2005;0;2
2006-01-15;Zaragoza;3–1;Mallorca;Relatório da Partida;2005;3;1
2006-01-15;La Coruña;0–2;Alavés;Relatório da Partida;2005;0;2
2006-01-15;Racing Sant;1–0;Villarreal;Relatório da Partida;2005;1;0
2006-01-15;Barcelona;2–1;Athletic Club;Relatório da Partida;2005;2;1
2006-01-15;Real Madrid;4–2;Sevilla;Relatório da Partida;2005;4;2
2006-01-15;Getafe;1–1;Celta Vigo;Relatório da Partida;2005;1;1
2006-01-15;Real Sociedad;0–1;Espanyol;Relatório da Partida;2005;0;1
2006-01-21;Real Madrid;3–1;Cádiz;Relatório da Partida;2005;3;1
2006-01-21;Zaragoza;0–2;Atlético Madrid;Relatório da Partida;2005;0;2
2006-01-22;Málaga;0–2;Celta Vigo;Relatório da Partida;2005;0;2
2006-01-22;Betis;0–2;Valencia;Relatório da Partida;2005;0;2
2006-01-22;Getafe;5–0;Espanyol;Relatório da Partida;2005;5;0
2006-01-22;La Coruña;2–2;Mallorca;Relatório da Partida;2005;2;2
2006-01-22;Real Sociedad;3–3;Athletic Club;Relatório da Partida;2005;3;3
2006-01-22;Barcelona;2–0;Alavés;Relatório da Partida;2005;2;0
2006-01-22;Villarreal;2–1;Osasuna;Relatório da Partida;2005;2;1
2006-01-22;Racing Sant;2–3;Sevilla;Relatório da Partida;2005;2;3
2006-01-28;Athletic Club;1–0;Getafe;Relatório da Partida;2005;1;0
2006-01-28;Atlético Madrid;3–2;La Coruña;Relatório da Partida;2005;3;2
2006-01-28;Cádiz;1–1;Racing Sant;Relatório da Partida;2005;1;1
2006-01-29;Espanyol;3–1;Málaga;Relatório da Partida;2005;3;1
2006-01-29;Celta Vigo;1–2;Real Madrid;Relatório da Partida;2005;1;2
2006-01-29;Sevilla;2–0;Villarreal;Relatório da Partida;2005;2;0
2006-01-29;Osasuna;0–2;Betis;Relatório da Partida;2005;0;2
2006-01-29;Valencia;2–2;Zaragoza;Relatório da Partida;2005;2;2
2006-01-29;Mallorca;0–3;Barcelona;Relatório da Partida;2005;0;3
2006-01-29;Alavés;3–1;Real Sociedad;Relatório da Partida;2005;3;1
2006-02-04;La Coruña;0–1;Valencia;Relatório da Partida;2005;0;1
2006-02-04;Real Madrid;4–0;Espanyol;Relatório da Partida;2005;4;0
2006-02-04;Málaga;2–1;Athletic Club;Relatório da Partida;2005;2;1
2006-02-05;Sevilla;0–1;Osasuna;Relatório da Partida;2005;0;1
2006-02-05;Zaragoza;4–3;Betis;Relatório da Partida;2005;4;3
2006-02-05;Barcelona;1–3;Atlético Madrid;Relatório da Partida;2005;1;3
2006-02-05;Real Sociedad;2–1;Mallorca;Relatório da Partida;2005;2;1
2006-02-05;Villarreal;1–1;Cádiz;Relatório da Partida;2005;1;1
2006-02-05;Racing Sant;0–1;Celta Vigo;Relatório da Partida;2005;0;1
2006-02-05;Getafe;2–2;Alavés;Relatório da Partida;2005;2;2
2006-02-11;Osasuna;1–1;Zaragoza;Relatório da Partida;2005;1;1
2006-02-11;Athletic Club;0–2;Real Madrid;Relatório da Partida;2005;0;2
2006-02-11;Cádiz;0–4;Sevilla;Relatório da Partida;2005;0;4
2006-02-12;Espanyol;0–2;Racing Sant;Relatório da Partida;2005;0;2
2006-02-12;Valencia;1–0;Barcelona;Relatório da Partida;2005;1;0
2006-02-12;Alavés;3–2;Málaga;Relatório da Partida;2005;3;2
2006-02-12;Atlético Madrid;1–0;Real Sociedad;Relatório da Partida;2005;1;0
2006-02-12;Mallorca;1–1;Getafe;Relatório da Partida;2005;1;1
2006-02-12;Celta Vigo;1–0;Villarreal;Relatório da Partida;2005;1;0
2006-02-12;Betis;0–1;La Coruña;Relatório da Partida;2005;0;1
2006-02-18;Real Madrid;3–0;Alavés;Relatório da Partida;2005;3;0
2006-02-18;Barcelona;5–1;Betis;Relatório da Partida;2005;5;1
2006-02-18;Villarreal;4–0;Espanyol;Relatório da Partida;2005;4;0
2006-02-18;Sevilla;1–0;Celta Vigo;Relatório da Partida;2005;1;0
2006-02-19;Getafe;0–3;Atlético Madrid;Relatório da Partida;2005;0;3
2006-02-19;Real Sociedad;1–2;Valencia;Relatório da Partida;2005;1;2
2006-02-19;Málaga;0–2;Mallorca;Relatório da Partida;2005;0;2
2006-02-19;Cádiz;1–3;Osasuna;Relatório da Partida;2005;1;3
2006-02-19;Racing Sant;0–1;Athletic Club;Relatório da Partida;2005;0;1
2006-02-19;La Coruña;1–1;Zaragoza;Relatório da Partida;2005;1;1
2006-02-25;Atlético Madrid;5–0;Málaga;Relatório da Partida;2005;5;0
