Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2004-08-28;Atlético Madrid;2–0;Málaga;Relatório da Partida;2004;2;0
2004-08-28;Espanyol;1–1;La Coruña;Relatório da Partida;2004;1;1
2004-08-28;Numancia;1–1;Betis;Relatório da Partida;2004;1;1
2004-08-29;Racing Sant;0–2;Barcelona;Relatório da Partida;2004;0;2
2004-08-29;Osasuna;1–1;Athletic Club;Relatório da Partida;2004;1;1
2004-08-29;Zaragoza;3–1;Getafe;Relatório da Partida;2004;3;1
2004-08-29;Mallorca;0–1;Real Madrid;Relatório da Partida;2004;0;1
2004-08-29;Real Sociedad;1–1;Levante;Relatório da Partida;2004;1;1
2004-08-29;Sevilla;1–0;Albacete;Relatório da Partida;2004;1;0
2004-08-30;Valencia;2–1;Villarreal;Relatório da Partida;2004;2;1
2004-09-11;Real Madrid;1–0;Numancia;Relatório da Partida;2004;1;0
2004-09-11;Barcelona;2–0;Sevilla;Relatório da Partida;2004;2;0
2004-09-11;Athletic Club;2–2;Valencia;Relatório da Partida;2004;2;2
2004-09-12;Levante;3–1;Racing Sant;Relatório da Partida;2004;3;1
2004-09-12;Getafe;1–2;Mallorca;Relatório da Partida;2004;1;2
2004-09-12;Málaga;0–0;Zaragoza;Relatório da Partida;2004;0;0
2004-09-12;Villarreal;0–0;Real Sociedad;Relatório da Partida;2004;0;0
2004-09-12;La Coruña;1–3;Osasuna;Relatório da Partida;2004;1;3
2004-09-12;Albacete;0–2;Atlético Madrid;Relatório da Partida;2004;0;2
2004-09-12;Betis;1–4;Espanyol;Relatório da Partida;2004;1;4
2004-09-18;Osasuna;3–2;Betis;Relatório da Partida;2004;3;2
2004-09-18;Espanyol;1–0;Real Madrid;Relatório da Partida;2004;1;0
2004-09-18;Valencia;3–1;Real Sociedad;Relatório da Partida;2004;3;1
2004-09-19;Mallorca;1–2;Málaga;Relatório da Partida;2004;1;2
2004-09-19;Zaragoza;4–3;Albacete;Relatório da Partida;2004;4;3
2004-09-19;Atlético Madrid;1–1;Barcelona;Relatório da Partida;2004;1;1
2004-09-19;Athletic Club;1–2;La Coruña;Relatório da Partida;2004;1;2
2004-09-19;Numancia;1–0;Getafe;Relatório da Partida;2004;1;0
2004-09-19;Sevilla;3–0;Levante;Relatório da Partida;2004;3;0
2004-09-19;Racing Sant;1–1;Villarreal;Relatório da Partida;2004;1;1
2004-09-21;Real Madrid;1–0;Osasuna;Relatório da Partida;2004;1;0
2004-09-22;Albacete;0–0;Mallorca;Relatório da Partida;2004;0;0
2004-09-22;Málaga;4–1;Numancia;Relatório da Partida;2004;4;1
2004-09-22;Villarreal;0–0;Sevilla;Relatório da Partida;2004;0;0
2004-09-22;Levante;1–0;Atlético Madrid;Relatório da Partida;2004;1;0
2004-09-22;La Coruña;1–5;Valencia;Relatório da Partida;2004;1;5
2004-09-22;Betis;2–1;Athletic Club;Relatório da Partida;2004;2;1
2004-09-22;Real Sociedad;0–1;Racing Sant;Relatório da Partida;2004;0;1
2004-09-22;Getafe;1–0;Espanyol;Relatório da Partida;2004;1;0
2004-09-23;Barcelona;4–1;Zaragoza;Relatório da Partida;2004;4;1
2004-09-25;La Coruña;1–1;Betis;Relatório da Partida;2004;1;1
2004-09-25;Atlético Madrid;1–0;Villarreal;Relatório da Partida;2004;1;0
2004-09-25;Athletic Club;2–1;Real Madrid;Relatório da Partida;2004;2;1
2004-09-26;Espanyol;1–0;Málaga;Relatório da Partida;2004;1;0
2004-09-26;Valencia;2–0;Racing Sant;Relatório da Partida;2004;2;0
2004-09-26;Zaragoza;4–3;Levante;Relatório da Partida;2004;4;3
2004-09-26;Mallorca;1–3;Barcelona;Relatório da Partida;2004;1;3
2004-09-26;Numancia;0–0;Albacete;Relatório da Partida;2004;0;0
2004-09-26;Osasuna;2–1;Getafe;Relatório da Partida;2004;2;1
2004-09-26;Sevilla;2–1;Real Sociedad;Relatório da Partida;2004;2;1
2004-10-02;Real Sociedad;1–0;Atlético Madrid;Relatório da Partida;2004;1;0
2004-10-02;Betis;1–1;Valencia;Relatório da Partida;2004;1;1
2004-10-03;Albacete;1–0;Espanyol;Relatório da Partida;2004;1;0
2004-10-03;Racing Sant;0–0;Sevilla;Relatório da Partida;2004;0;0
2004-10-03;Getafe;3–1;Athletic Club;Relatório da Partida;2004;3;1
2004-10-03;Barcelona;1–0;Numancia;Relatório da Partida;2004;1;0
2004-10-03;Real Madrid;0–1;La Coruña;Relatório da Partida;2004;0;1
2004-10-03;Levante;2–0;Mallorca;Relatório da Partida;2004;2;0
2004-10-03;Villarreal;2–0;Zaragoza;Relatório da Partida;2004;2;0
2004-10-03;Málaga;2–0;Osasuna;Relatório da Partida;2004;2;0
2004-10-16;La Coruña;2–1;Getafe;Relatório da Partida;2004;2;1
2004-10-16;Betis;1–1;Real Madrid;Relatório da Partida;2004;1;1
2004-10-16;Espanyol;0–1;Barcelona;Relatório da Partida;2004;0;1
2004-10-17;Mallorca;1–1;Villarreal;Relatório da Partida;2004;1;1
2004-10-17;Osasuna;3–2;Albacete;Relatório da Partida;2004;3;2
2004-10-17;Atlético Madrid;1–0;Racing Sant;Relatório da Partida;2004;1;0
2004-10-17;Athletic Club;1–0;Málaga;Relatório da Partida;2004;1;0
2004-10-17;Valencia;1–2;Sevilla;Relatório da Partida;2004;1;2
2004-10-17;Zaragoza;2–1;Real Sociedad;Relatório da Partida;2004;2;1
2004-10-17;Numancia;1–3;Levante;Relatório da Partida;2004;1;3
2004-10-23;Real Madrid;1–0;Valencia;Relatório da Partida;2004;1;0
2004-10-23;Málaga;1–1;La Coruña;Relatório da Partida;2004;1;1
2004-10-24;Barcelona;3–0;Osasuna;Relatório da Partida;2004;3;0
2004-10-24;Sevilla;2–1;Atlético Madrid;Relatório da Partida;2004;2;1
2004-10-24;Real Sociedad;2–1;Mallorca;Relatório da Partida;2004;2;1
2004-10-24;Getafe;0–2;Betis;Relatório da Partida;2004;0;2
2004-10-24;Racing Sant;1–0;Zaragoza;Relatório da Partida;2004;1;0
2004-10-24;Levante;0–2;Espanyol;Relatório da Partida;2004;0;2
2004-10-24;Villarreal;4–0;Numancia;Relatório da Partida;2004;4;0
2004-10-24;Albacete;1–0;Athletic Club;Relatório da Partida;2004;1;0
2004-10-30;Athletic Club;1–1;Barcelona;Relatório da Partida;2004;1;1
2004-10-30;Valencia;1–1;Atlético Madrid;Relatório da Partida;2004;1;1
2004-10-31;La Coruña;0–0;Albacete;Relatório da Partida;2004;0;0
2004-10-31;Mallorca;1–2;Racing Sant;Relatório da Partida;2004;1;2
2004-10-31;Real Madrid;2–0;Getafe;Relatório da Partida;2004;2;0
2004-10-31;Zaragoza;3–0;Sevilla;Relatório da Partida;2004;3;0
2004-10-31;Espanyol;0–0;Villarreal;Relatório da Partida;2004;0;0
2004-10-31;Numancia;0–2;Real Sociedad;Relatório da Partida;2004;0;2
2004-10-31;Osasuna;0–1;Levante;Relatório da Partida;2004;0;1
2004-10-31;Betis;1–1;Málaga;Relatório da Partida;2004;1;1
2004-11-06;Albacete;0–0;Betis;Relatório da Partida;2004;0;0
2004-11-06;Barcelona;2–1;La Coruña;Relatório da Partida;2004;2;1
2004-11-07;Racing Sant;2–0;Numancia;Relatório da Partida;2004;2;0
2004-11-07;Real Sociedad;0–2;Espanyol;Relatório da Partida;2004;0;2
2004-11-07;Sevilla;1–1;Mallorca;Relatório da Partida;2004;1;1
2004-11-07;Getafe;1–0;Valencia;Relatório da Partida;2004;1;0
2004-11-07;Villarreal;3–0;Osasuna;Relatório da Partida;2004;3;0
2004-11-07;Málaga;0–2;Real Madrid;Relatório da Partida;2004;0;2
2004-11-07;Levante;1–0;Athletic Club;Relatório da Partida;2004;1;0
2004-11-07;Atlético Madrid;1–1;Zaragoza;Relatório da Partida;2004;1;1
2004-11-13;Osasuna;1–0;Real Sociedad;Relatório da Partida;2004;1;0
2004-11-13;Espanyol;2–1;Racing Sant;Relatório da Partida;2004;2;1
2004-11-13;Valencia;0–0;Zaragoza;Relatório da Partida;2004;0;0
2004-11-13;Athletic Club;2–1;Villarreal;Relatório da Partida;2004;2;1
2004-11-13;Numancia;2–1;Sevilla;Relatório da Partida;2004;2;1
2004-11-13;La Coruña;1–0;Levante;Relatório da Partida;2004;1;0
2004-11-13;Getafe;1–0;Málaga;Relatório da Partida;2004;1;0
2004-11-14;Real Madrid;6–1;Albacete;Relatório da Partida;2004;6;1
2004-11-14;Mallorca;1–1;Atlético Madrid;Relatório da Partida;2004;1;1
2004-11-14;Betis;2–1;Barcelona;Relatório da Partida;2004;2;1
2004-11-20;Málaga;0–2;Valencia;Relatório da Partida;2004;0;2
2004-11-20;Villarreal;0–2;La Coruña;Relatório da Partida;2004;0;2
2004-11-20;Barcelona;3–0;Real Madrid;Relatório da Partida;2004;3;0
2004-11-21;Real Sociedad;3–2;Athletic Club;Relatório da Partida;2004;3;2
2004-11-21;Zaragoza;0–1;Mallorca;Relatório da Partida;2004;0;1
2004-11-21;Levante;1–2;Betis;Relatório da Partida;2004;1;2
2004-11-21;Racing Sant;1–1;Osasuna;Relatório da Partida;2004;1;1
2004-11-21;Atlético Madrid;2–0;Numancia;Relatório da Partida;2004;2;0
