Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2003-08-30;Albacete;0–2;Osasuna;Relatório da Partida;2003;0;2
2003-08-30;Real Madrid;2–1;Betis;Relatório da Partida;2003;2;1
2003-08-30;Athletic Club;0–1;Barcelona;Relatório da Partida;2003;0;1
2003-08-30;Málaga;0–0;Villarreal;Relatório da Partida;2003;0;0
2003-08-30;Espanyol;1–1;Real Sociedad;Relatório da Partida;2003;1;1
2003-08-30;Valencia;1–1;Valladolid;Relatório da Partida;2003;1;1
2003-08-31;Racing Sant;2–1;Mallorca;Relatório da Partida;2003;2;1
2003-08-31;Zaragoza;0–1;La Coruña;Relatório da Partida;2003;0;1
2003-08-31;Celta Vigo;1–1;Real Murcia;Relatório da Partida;2003;1;1
2003-08-31;Sevilla;1–0;Atlético Madrid;Relatório da Partida;2003;1;0
2003-09-02;Real Sociedad;1–1;Celta Vigo;Relatório da Partida;2003;1;1
2003-09-02;Osasuna;0–1;Valencia;Relatório da Partida;2003;0;1
2003-09-02;Villarreal;1–1;Real Madrid;Relatório da Partida;2003;1;1
2003-09-03;Mallorca;2–0;Zaragoza;Relatório da Partida;2003;2;0
2003-09-03;Betis;2–2;Espanyol;Relatório da Partida;2003;2;2
2003-09-03;Barcelona;1–1;Sevilla;Relatório da Partida;2003;1;1
2003-09-03;La Coruña;2–0;Athletic Club;Relatório da Partida;2003;2;0
2003-09-03;Valladolid;1–0;Málaga;Relatório da Partida;2003;1;0
2003-09-03;Atlético Madrid;1–0;Albacete;Relatório da Partida;2003;1;0
2003-09-03;Real Murcia;1–1;Racing Sant;Relatório da Partida;2003;1;1
2003-09-13;Real Madrid;7–2;Valladolid;Relatório da Partida;2003;7;2
2003-09-13;Sevilla;1–2;La Coruña;Relatório da Partida;2003;1;2
2003-09-13;Celta Vigo;0–2;Betis;Relatório da Partida;2003;0;2
2003-09-13;Racing Sant;0–1;Real Sociedad;Relatório da Partida;2003;0;1
2003-09-14;Osasuna;1–0;Atlético Madrid;Relatório da Partida;2003;1;0
2003-09-14;Valencia;1–0;Málaga;Relatório da Partida;2003;1;0
2003-09-14;Espanyol;1–2;Villarreal;Relatório da Partida;2003;1;2
2003-09-14;Zaragoza;3–0;Real Murcia;Relatório da Partida;2003;3;0
2003-09-14;Albacete;1–2;Barcelona;Relatório da Partida;2003;1;2
2003-09-14;Athletic Club;4–0;Mallorca;Relatório da Partida;2003;4;0
2003-09-20;Barcelona;1–1;Osasuna;Relatório da Partida;2003;1;1
2003-09-20;Atlético Madrid;0–3;Valencia;Relatório da Partida;2003;0;3
2003-09-21;Real Sociedad;3–0;Zaragoza;Relatório da Partida;2003;3;0
2003-09-21;Betis;0–0;Racing Sant;Relatório da Partida;2003;0;0
2003-09-21;Mallorca;1–1;Sevilla;Relatório da Partida;2003;1;1
2003-09-21;Málaga;1–3;Real Madrid;Relatório da Partida;2003;1;3
