Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2002-08-31;Racing Sant;0–1;Valladolid;Relatório da Partida;2002;0;1
2002-09-01;Barcelona;2–2;Atlético Madrid;Relatório da Partida;2002;2;2
2002-09-01;Villarreal;2–2;Osasuna;Relatório da Partida;2002;2;2
2002-09-01;Sevilla;0–1;Celta Vigo;Relatório da Partida;2002;0;1
2002-09-01;Recreativo;2–3;Málaga;Relatório da Partida;2002;2;3
2002-09-01;Rayo Vallecano;2–2;Alavés;Relatório da Partida;2002;2;2
2002-09-01;La Coruña;2–4;Betis;Relatório da Partida;2002;2;4
2002-09-01;Mallorca;0–2;Valencia;Relatório da Partida;2002;0;2
2002-09-01;Real Sociedad;4–2;Athletic Club;Relatório da Partida;2002;4;2
2002-09-02;Real Madrid;2–0;Espanyol;Relatório da Partida;2002;2;0
2002-09-14;Málaga;2–1;Rayo Vallecano;Relatório da Partida;2002;2;1
2002-09-14;Athletic Club;0–2;Barcelona;Relatório da Partida;2002;0;2
2002-09-14;Valencia;3–0;Recreativo;Relatório da Partida;2002;3;0
2002-09-14;Osasuna;1–2;La Coruña;Relatório da Partida;2002;1;2
2002-09-15;Espanyol;1–3;Real Sociedad;Relatório da Partida;2002;1;3
2002-09-15;Celta Vigo;3–1;Mallorca;Relatório da Partida;2002;3;1
2002-09-15;Atlético Madrid;1–1;Sevilla;Relatório da Partida;2002;1;1
2002-09-15;Alavés;0–1;Racing Sant;Relatório da Partida;2002;0;1
2002-09-15;Valladolid;1–0;Villarreal;Relatório da Partida;2002;1;0
2002-09-21;Barcelona;2–0;Espanyol;Relatório da Partida;2002;2;0
2002-09-21;Real Madrid;4–1;Osasuna;Relatório da Partida;2002;4;1
2002-09-21;La Coruña;2–0;Valladolid;Relatório da Partida;2002;2;0
2002-09-22;Sevilla;1–1;Athletic Club;Relatório da Partida;2002;1;1
2002-09-22;Real Sociedad;3–3;Betis;Relatório da Partida;2002;3;3
2002-09-22;Recreativo;0–3;Celta Vigo;Relatório da Partida;2002;0;3
2002-09-22;Villarreal;0–1;Alavés;Relatório da Partida;2002;0;1
2002-09-22;Rayo Vallecano;3–1;Racing Sant;Relatório da Partida;2002;3;1
2002-09-22;Málaga;2–2;Valencia;Relatório da Partida;2002;2;2
2002-09-22;Mallorca;0–4;Atlético Madrid;Relatório da Partida;2002;0;4
2002-09-28;Alavés;1–2;La Coruña;Relatório da Partida;2002;1;2
2002-09-28;Valladolid;1–1;Real Madrid;Relatório da Partida;2002;1;1
2002-09-28;Betis;3–0;Barcelona;Relatório da Partida;2002;3;0
2002-09-29;Valencia;3–0;Rayo Vallecano;Relatório da Partida;2002;3;0
