Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2006-08-26;Valencia;2–1;Betis;Relatório da Partida;2006;2;1
2006-08-27;Athletic Club;1–1;Real Sociedad;Relatório da Partida;2006;1;1
2006-08-27;La Coruña;3–2;Zaragoza;Relatório da Partida;2006;3;2
2006-08-27;Recreativo;1–1;Mallorca;Relatório da Partida;2006;1;1
2006-08-27;Osasuna;0–2;Getafe;Relatório da Partida;2006;0;2
2006-08-27;Real Madrid;0–0;Villarreal;Relatório da Partida;2006;0;0
2006-08-27;Racing Sant;0–1;Atlético Madrid;Relatório da Partida;2006;0;1
2006-08-27;Espanyol;0–1;Gimnàstic;Relatório da Partida;2006;0;1
2006-08-28;Celta Vigo;2–3;Barcelona;Relatório da Partida;2006;2;3
2006-08-29;Sevilla;4–0;Levante;Relatório da Partida;2006;4;0
2006-09-09;Barcelona;3–0;Osasuna;Relatório da Partida;2006;3;0
2006-09-09;Atlético Madrid;0–1;Valencia;Relatório da Partida;2006;0;1
2006-09-10;Betis;3–0;Athletic Club;Relatório da Partida;2006;3;0
2006-09-10;Mallorca;0–0;La Coruña;Relatório da Partida;2006;0;0
2006-09-10;Levante;1–4;Real Madrid;Relatório da Partida;2006;1;4
2006-09-10;Gimnàstic;1–2;Celta Vigo;Relatório da Partida;2006;1;2
2006-09-10;Zaragoza;3–0;Espanyol;Relatório da Partida;2006;3;0
2006-09-10;Villarreal;0–1;Recreativo;Relatório da Partida;2006;0;1
2006-09-10;Getafe;1–0;Racing Sant;Relatório da Partida;2006;1;0
2006-09-10;Real Sociedad;1–3;Sevilla;Relatório da Partida;2006;1;3
2006-09-16;La Coruña;2–0;Villarreal;Relatório da Partida;2006;2;0
2006-09-17;Recreativo;0–1;Levante;Relatório da Partida;2006;0;1
2006-09-17;Racing Sant;0–3;Barcelona;Relatório da Partida;2006;0;3
2006-09-17;Espanyol;2–1;Celta Vigo;Relatório da Partida;2006;2;1
2006-09-17;Valencia;2–0;Getafe;Relatório da Partida;2006;2;0
2006-09-17;Sevilla;3–2;Betis;Relatório da Partida;2006;3;2
2006-09-17;Osasuna;2–0;Gimnàstic;Relatório da Partida;2006;2;0
2006-09-17;Real Madrid;2–0;Real Sociedad;Relatório da Partida;2006;2;0
2006-09-17;Zaragoza;2–0;Mallorca;Relatório da Partida;2006;2;0
2006-09-17;Athletic Club;1–4;Atlético Madrid;Relatório da Partida;2006;1;4
