Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2012-08-18,,Arsenal,0–0,Sunderland,,,Chris Foy,Relatório da Partida,
1,sáb,2012-08-18,,West Brom,3–0,Liverpool,,,Phil Dowd,Relatório da Partida,
1,sáb,2012-08-18,,West Ham,1–0,Aston Villa,,,Mike Dean,Relatório da Partida,
1,sáb,2012-08-18,,Reading,1–1,Stoke City,,,Kevin Friend,Relatório da Partida,
1,sáb,2012-08-18,,QPR,0–5,Swansea City,,,Lee Probert,Relatório da Partida,
1,sáb,2012-08-18,,Newcastle Utd,2–1,Tottenham,,,Martin Atkinson,Relatório da Partida,
1,sáb,2012-08-18,,Fulham,5–0,Norwich City,,,Michael Oliver,Relatório da Partida,
1,dom,2012-08-19,,Manchester City,3–2,Southampton,,,Howard Webb,Relatório da Partida,
1,dom,2012-08-19,,Wigan Athletic,0–2,Chelsea,,,Mike Jones,Relatório da Partida,
1,seg,2012-08-20,,Everton,1–0,Manchester Utd,,,Andre Marriner,Relatório da Partida,
,,,,,,,,,,,
3,qua,2012-08-22,,Chelsea,4–2,Reading,,,Lee Mason,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2012-08-25,,Southampton,0–2,Wigan Athletic,,,Anthony Taylor,Relatório da Partida,
2,sáb,2012-08-25,,Manchester Utd,3–2,Fulham,,,Kevin Friend,Relatório da Partida,
2,sáb,2012-08-25,,Norwich City,1–1,QPR,,,Mark Clattenburg,Relatório da Partida,
2,sáb,2012-08-25,,Chelsea,2–0,Newcastle Utd,,,Phil Dowd,Relatório da Partida,
2,sáb,2012-08-25,,Aston Villa,1–3,Everton,,,Michael Oliver,Relatório da Partida,
2,sáb,2012-08-25,,Swansea City,3–0,West Ham,,,Martin Atkinson,Relatório da Partida,
2,sáb,2012-08-25,,Tottenham,1–1,West Brom,,,Mike Dean,Relatório da Partida,
2,dom,2012-08-26,,Liverpool,2–2,Manchester City,,,Andre Marriner,Relatório da Partida,
2,dom,2012-08-26,,Stoke City,0–0,Arsenal,,,Lee Mason,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2012-09-01,,Manchester City,3–1,QPR,,,Chris Foy,Relatório da Partida,
3,sáb,2012-09-01,,Wigan Athletic,2–2,Stoke City,,,Martin Atkinson,Relatório da Partida,
3,sáb,2012-09-01,,West Brom,2–0,Everton,,,Jon Moss,Relatório da Partida,
3,sáb,2012-09-01,,Swansea City,2–2,Sunderland,,,Roger East,Relatório da Partida,
3,sáb,2012-09-01,,West Ham,3–0,Fulham,,,Anthony Taylor,Relatório da Partida,
3,sáb,2012-09-01,,Tottenham,1–1,Norwich City,,,Mark Halsey,Relatório da Partida,
3,dom,2012-09-02,,Liverpool,0–2,Arsenal,,,Howard Webb,Relatório da Partida,
3,dom,2012-09-02,,Newcastle Utd,1–1,Aston Villa,,,Lee Probert,Relatório da Partida,
3,dom,2012-09-02,,Southampton,2–3,Manchester Utd,,,Mike Dean,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2012-09-15,,Stoke City,1–1,Manchester City,,,Mark Clattenburg,Relatório da Partida,
4,sáb,2012-09-15,,Fulham,3–0,West Brom,,,Roger East,Relatório da Partida,
4,sáb,2012-09-15,,QPR,0–0,Chelsea,,,Andre Marriner,Relatório da Partida,
4,sáb,2012-09-15,,Norwich City,0–0,West Ham,,,Chris Foy,Relatório da Partida,
4,sáb,2012-09-15,,Sunderland,1–1,Liverpool,,,Martin Atkinson,Relatório da Partida,
4,sáb,2012-09-15,,Arsenal,6–1,Southampton,,,Kevin Friend,Relatório da Partida,
4,sáb,2012-09-15,,Manchester Utd,4–0,Wigan Athletic,,,Michael Oliver,Relatório da Partida,
4,sáb,2012-09-15,,Aston Villa,2–0,Swansea City,,,Lee Mason,Relatório da Partida,
4,dom,2012-09-16,,Reading,1–3,Tottenham,,,Howard Webb,Relatório da Partida,
4,seg,2012-09-17,,Everton,2–2,Newcastle Utd,,,Mike Jones,Relatório da Partida,
,,,,,,,,,,,
5,sáb,2012-09-22,,Chelsea,1–0,Stoke City,,,Michael Oliver,Relatório da Partida,
5,sáb,2012-09-22,,Wigan Athletic,1–2,Fulham,,,Lee Probert,Relatório da Partida,
5,sáb,2012-09-22,,West Ham,1–1,Sunderland,,,Lee Mason,Relatório da Partida,
5,sáb,2012-09-22,,Swansea City,0–3,Everton,,,Anthony Taylor,Relatório da Partida,
5,sáb,2012-09-22,,West Brom,1–0,Reading,,,Chris Foy,Relatório da Partida,
5,sáb,2012-09-22,,Southampton,4–1,Aston Villa,,,Jon Moss,Relatório da Partida,
