Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2008-08-16,,Arsenal,1–0,West Brom,,,Howard Webb,Relatório da Partida,
1,sáb,2008-08-16,,West Ham,2–1,Wigan Athletic,,,Stephen Bennett,Relatório da Partida,
1,sáb,2008-08-16,,Hull City,2–1,Fulham,,,Peter Walton,Relatório da Partida,
1,sáb,2008-08-16,,Bolton,3–1,Stoke City,,,Chris Foy,Relatório da Partida,
1,sáb,2008-08-16,,Everton,2–3,Blackburn,,,Andre Marriner,Relatório da Partida,
1,sáb,2008-08-16,,Sunderland,0–1,Liverpool,,,Alan Wiley,Relatório da Partida,
1,sáb,2008-08-16,,Middlesbrough,2–1,Tottenham,,,Martin Atkinson,Relatório da Partida,
1,dom,2008-08-17,,Chelsea,4–0,Portsmouth,,,Mike Dean,Relatório da Partida,
1,dom,2008-08-17,,Manchester Utd,1–1,Newcastle Utd,,,Mike Riley,Relatório da Partida,
1,dom,2008-08-17,,Aston Villa,4–2,Manchester City,,,Phil Dowd,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2008-08-23,,Fulham,1–0,Arsenal,,,Martin Atkinson,Relatório da Partida,
2,sáb,2008-08-23,,West Brom,1–2,Everton,,,Rob Styles,Relatório da Partida,
2,sáb,2008-08-23,,Stoke City,3–2,Aston Villa,,,Mark Halsey,Relatório da Partida,
2,sáb,2008-08-23,,Tottenham,1–2,Sunderland,,,Mike Dean,Relatório da Partida,
2,sáb,2008-08-23,,Blackburn,1–1,Hull City,,,Stuart Attwell,Relatório da Partida,
2,sáb,2008-08-23,,Liverpool,2–1,Middlesbrough,,,Mike Riley,Relatório da Partida,
2,sáb,2008-08-23,,Newcastle Utd,1–0,Bolton,,,Stephen Bennett,Relatório da Partida,
2,dom,2008-08-24,,Wigan Athletic,0–1,Chelsea,,,Alan Wiley,Relatório da Partida,
2,dom,2008-08-24,,Manchester City,3–0,West Ham,,,Howard Webb,Relatório da Partida,
2,seg,2008-08-25,,Portsmouth,0–1,Manchester Utd,,,Chris Foy,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2008-08-30,,Bolton,0–0,West Brom,,,Keith Stroud,Relatório da Partida,
3,sáb,2008-08-30,,Arsenal,3–0,Newcastle Utd,,,Rob Styles,Relatório da Partida,
3,sáb,2008-08-30,,West Ham,4–1,Blackburn,,,Mike Riley,Relatório da Partida,
3,sáb,2008-08-30,,Hull City,0–5,Wigan Athletic,,,Mike Jones,Relatório da Partida,
3,sáb,2008-08-30,,Middlesbrough,2–1,Stoke City,,,Mike Dean,Relatório da Partida,
3,sáb,2008-08-30,,Everton,0–3,Portsmouth,,,Mark Halsey,Relatório da Partida,
3,dom,2008-08-31,,Aston Villa,0–0,Liverpool,,,Martin Atkinson,Relatório da Partida,
3,dom,2008-08-31,,Sunderland,0–3,Manchester City,,,Chris Foy,Relatório da Partida,
3,dom,2008-08-31,,Chelsea,1–1,Tottenham,,,Howard Webb,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2008-09-13,,West Brom,3–2,West Ham,,,Lee Probert,Relatório da Partida,
4,sáb,2008-09-13,,Manchester City,1–3,Chelsea,,,Mark Halsey,Relatório da Partida,
4,sáb,2008-09-13,,Fulham,2–1,Bolton,,,Steve Tanner,Relatório da Partida,
4,sáb,2008-09-13,,Portsmouth,2–1,Middlesbrough,,,Stuart Attwell,Relatório da Partida,
4,sáb,2008-09-13,,Blackburn,0–4,Arsenal,,,Mike Dean,Relatório da Partida,
4,sáb,2008-09-13,,Newcastle Utd,1–2,Hull City,,,Andre Marriner,Relatório da Partida,
4,sáb,2008-09-13,,Wigan Athletic,1–1,Sunderland,,,Rob Styles,Relatório da Partida,
4,sáb,2008-09-13,,Liverpool,2–1,Manchester Utd,,,Howard Webb,Relatório da Partida,
4,dom,2008-09-14,,Stoke City,2–3,Everton,,,Alan Wiley,Relatório da Partida,
4,seg,2008-09-15,,Tottenham,1–2,Aston Villa,,,Stephen Bennett,Relatório da Partida,
,,,,,,,,,,,
5,sáb,2008-09-20,,Blackburn,1–0,Fulham,,,Lee Probert,Relatório da Partida,
5,sáb,2008-09-20,,Liverpool,0–0,Stoke City,,,Andre Marriner,Relatório da Partida,
5,sáb,2008-09-20,,Sunderland,2–0,Middlesbrough,,,Howard Webb,Relatório da Partida,
5,sáb,2008-09-20,,West Ham,3–1,Newcastle Utd,,,Phil Dowd,Relatório da Partida,
5,sáb,2008-09-20,,Bolton,1–3,Arsenal,,,Stephen Bennett,Relatório da Partida,
5,dom,2008-09-21,,Tottenham,0–0,Wigan Athletic,,,Steve Tanner,Relatório da Partida,
5,dom,2008-09-21,,Hull City,2–2,Everton,,,Lee Mason,Relatório da Partida,
5,dom,2008-09-21,,Chelsea,1–1,Manchester Utd,,,Mike Riley,Relatório da Partida,
5,dom,2008-09-21,,West Brom,1–2,Aston Villa,,,Mike Dean,Relatório da Partida,
5,dom,2008-09-21,,Manchester City,6–0,Portsmouth,,,Alan Wiley,Relatório da Partida,
,,,,,,,,,,,
6,sáb,2008-09-27,,Stoke City,0–2,Chelsea,,,Martin Atkinson,Relatório da Partida,
6,sáb,2008-09-27,,Newcastle Utd,1–2,Blackburn,,,Steve Tanner,Relatório da Partida,
6,sáb,2008-09-27,,Middlesbrough,0–1,West Brom,,,Chris Foy,Relatório da Partida,
6,sáb,2008-09-27,,Manchester Utd,2–0,Bolton,,,Rob Styles,Relatório da Partida,
6,sáb,2008-09-27,,Arsenal,1–2,Hull City,,,Alan Wiley,Relatório da Partida,
6,sáb,2008-09-27,,Everton,0–2,Liverpool,,,Mike Riley,Relatório da Partida,
6,sáb,2008-09-27,,Fulham,1–2,West Ham,,,Andre Marriner,Relatório da Partida,
6,sáb,2008-09-27,,Aston Villa,2–1,Sunderland,,,Peter Walton,Relatório da Partida,
