Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2004-08-14,,Norwich City,1–1,Crystal Palace,,,Peter Walton,Relatório da Partida,
1,sáb,2004-08-14,,Manchester City,1–1,Fulham,,,Matt Messias,Relatório da Partida,
1,sáb,2004-08-14,,Middlesbrough,2–2,Newcastle Utd,,,Stephen Bennett,Relatório da Partida,
1,sáb,2004-08-14,,Portsmouth,1–1,Birmingham City,,,Howard Webb,Relatório da Partida,
1,sáb,2004-08-14,,Bolton,4–1,Charlton Ath,,,Phil Dowd,Relatório da Partida,
1,sáb,2004-08-14,,Tottenham,1–1,Liverpool,,,Dermot Gallagher,Relatório da Partida,
1,sáb,2004-08-14,,Aston Villa,2–0,Southampton,,,Uriah Rennie,Relatório da Partida,
1,sáb,2004-08-14,,Blackburn,1–1,West Brom,,,Chris Foy,Relatório da Partida,
1,dom,2004-08-15,,Chelsea,1–0,Manchester Utd,,,Graham Poll,Relatório da Partida,
1,dom,2004-08-15,,Everton,1–4,Arsenal,,,Mike Riley,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2004-08-21,,Southampton,3–2,Blackburn,,,Andy D'Urso,Relatório da Partida,
2,sáb,2004-08-21,,Charlton Ath,2–1,Portsmouth,,,Alan Wiley,Relatório da Partida,
2,sáb,2004-08-21,,Crystal Palace,1–3,Everton,,,Mark Clattenburg,Relatório da Partida,
2,sáb,2004-08-21,,Birmingham City,0–1,Chelsea,,,Barry Knight,Relatório da Partida,
2,sáb,2004-08-21,,Newcastle Utd,0–1,Tottenham,,,Mike Dean,Relatório da Partida,
2,sáb,2004-08-21,,Manchester Utd,2–1,Norwich City,,,Neale Barry,Relatório da Partida,
2,sáb,2004-08-21,,Fulham,2–0,Bolton,,,Rob Styles,Relatório da Partida,
2,sáb,2004-08-21,,Liverpool,2–1,Manchester City,,,Graham Poll,Relatório da Partida,
2,dom,2004-08-22,,Arsenal,5–3,Middlesbrough,,,Steve Dunn,Relatório da Partida,
2,dom,2004-08-22,,West Brom,1–1,Aston Villa,,,Mark Halsey,Relatório da Partida,
,,,,,,,,,,,
3,ter,2004-08-24,,Crystal Palace,0–2,Chelsea,,,Chris Foy,Relatório da Partida,
3,ter,2004-08-24,,Birmingham City,1–0,Manchester City,,,Phil Dowd,Relatório da Partida,
3,qua,2004-08-25,,Fulham,0–2,Middlesbrough,,,Dermot Gallagher,Relatório da Partida,
3,qua,2004-08-25,,West Brom,1–1,Tottenham,,,Barry Knight,Relatório da Partida,
3,qua,2004-08-25,,Southampton,1–2,Bolton,,,Steve Dunn,Relatório da Partida,
3,qua,2004-08-25,,Arsenal,3–0,Blackburn,,,Neale Barry,Relatório da Partida,
3,qua,2004-08-25,,Charlton Ath,3–0,Aston Villa,,,Howard Webb,Relatório da Partida,
3,qua,2004-08-25,,Newcastle Utd,2–2,Norwich City,,,Mark Halsey,Relatório da Partida,
,,,,,,,,,,,
