Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2002-08-17,,Manchester Utd,1–0,West Brom,,,Stephen Bennett,Relatório da Partida,
1,sáb,2002-08-17,,Leeds United,3–0,Manchester City,,,Graham Poll,Relatório da Partida,
1,sáb,2002-08-17,,Everton,2–2,Tottenham,,,Neale Barry,Relatório da Partida,
1,sáb,2002-08-17,,Fulham,4–1,Bolton,,,Alan Wiley,Relatório da Partida,
1,sáb,2002-08-17,,Charlton Ath,2–3,Chelsea,,,Graham Barber,Relatório da Partida,
1,sáb,2002-08-17,,Southampton,0–0,Middlesbrough,,,Barry Knight,Relatório da Partida,
1,sáb,2002-08-17,,Blackburn,0–0,Sunderland,,,David Elleray,Relatório da Partida,
1,dom,2002-08-18,,Aston Villa,0–1,Liverpool,,,Andy D'Urso,Relatório da Partida,
1,dom,2002-08-18,,Arsenal,2–0,Birmingham City,,,Mike Riley,Relatório da Partida,
1,seg,2002-08-19,,Newcastle Utd,4–0,West Ham,,,Paul Durkin,Relatório da Partida,
,,,,,,,,,,,
2,sex,2002-08-23,,Chelsea,2–2,Manchester Utd,,,Graham Poll,Relatório da Partida,
2,sáb,2002-08-24,,Sunderland,0–1,Everton,,,Rob Styles,Relatório da Partida,
2,sáb,2002-08-24,,Middlesbrough,2–2,Fulham,,,Mike Dean,Relatório da Partida,
2,sáb,2002-08-24,,West Ham,2–2,Arsenal,,,Neale Barry,Relatório da Partida,
2,sáb,2002-08-24,,Manchester City,1–0,Newcastle Utd,,,Uriah Rennie,Relatório da Partida,
2,sáb,2002-08-24,,Birmingham City,0–1,Blackburn,,,Dermot Gallagher,Relatório da Partida,
2,sáb,2002-08-24,,Tottenham,1–0,Aston Villa,,,Clive Wilkes,Relatório da Partida,
2,sáb,2002-08-24,,Liverpool,3–0,Southampton,,,Jeff Winter,Relatório da Partida,
2,sáb,2002-08-24,,West Brom,1–3,Leeds United,,,Steve Dunn,Relatório da Partida,
2,sáb,2002-08-24,,Bolton,1–2,Charlton Ath,,,Matt Messias,Relatório da Partida,
,,,,,,,,,,,
3,ter,2002-08-27,,Arsenal,5–2,West Brom,,,Paul Durkin,Relatório da Partida,
3,ter,2002-08-27,,Charlton Ath,0–1,Tottenham,,,Alan Wiley,Relatório da Partida,
3,qua,2002-08-28,,Everton,1–1,Birmingham City,,,Eddie Wolstenholme,Relatório da Partida,
3,qua,2002-08-28,,Southampton,1–1,Chelsea,,,Chris Foy,Relatório da Partida,
3,qua,2002-08-28,,Aston Villa,1–0,Manchester City,,,David Pugh,Relatório da Partida,
3,qua,2002-08-28,,Blackburn,2–2,Liverpool,,,Stephen Bennett,Relatório da Partida,
3,qua,2002-08-28,,Leeds United,0–1,Sunderland,,,Mark Halsey,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2002-08-31,,Middlesbrough,1–0,Blackburn,,,Mark Halsey,Relatório da Partida,
4,sáb,2002-08-31,,Sunderland,1–1,Manchester Utd,,,Uriah Rennie,Relatório da Partida,
4,sáb,2002-08-31,,Manchester City,3–1,Everton,,,Barry Knight,Relatório da Partida,
4,sáb,2002-08-31,,Tottenham,2–1,Southampton,,,Mike Dean,Relatório da Partida,
4,sáb,2002-08-31,,West Ham,0–2,Charlton Ath,,,Jeff Winter,Relatório da Partida,
4,sáb,2002-08-31,,West Brom,1–0,Fulham,,,Rob Styles,Relatório da Partida,
4,sáb,2002-08-31,,Birmingham City,2–1,Leeds United,,,Paul Durkin,Relatório da Partida,
4,dom,2002-09-01,,Bolton,1–0,Aston Villa,,,Steve Dunn,Relatório da Partida,
4,dom,2002-09-01,,Chelsea,1–1,Arsenal,,,Andy D'Urso,Relatório da Partida,
4,seg,2002-09-02,,Liverpool,2–2,Newcastle Utd,,,Graham Poll,Relatório da Partida,
,,,,,,,,,,,
3,ter,2002-09-03,,Manchester Utd,1–0,Middlesbrough,,,Mike Riley,Relatório da Partida,
,,,,,,,,,,,
5,ter,2002-09-10,,Arsenal,2–1,Manchester City,,,Clive Wilkes,Relatório da Partida,
5,ter,2002-09-10,,Middlesbrough,3–0,Sunderland,,,Alan Wiley,Relatório da Partida,
5,qua,2002-09-11,,West Ham,0–1,West Brom,,,Andy D'Urso,Relatório da Partida,
5,qua,2002-09-11,,Liverpool,2–2,Birmingham City,,,Neale Barry,Relatório da Partida,
5,qua,2002-09-11,,Newcastle Utd,0–2,Leeds United,,,Dermot Gallagher,Relatório da Partida,
5,qua,2002-09-11,,Manchester Utd,0–1,Bolton,,,Graham Barber,Relatório da Partida,
5,qua,2002-09-11,,Blackburn,2–3,Chelsea,,,Mike Riley,Relatório da Partida,
5,qua,2002-09-11,,Southampton,1–0,Everton,,,Stephen Bennett,Relatório da Partida,
5,qua,2002-09-11,,Fulham,3–2,Tottenham,,,Mark Halsey,Relatório da Partida,
5,qua,2002-09-11,,Aston Villa,2–0,Charlton Ath,,,Graham Poll,Relatório da Partida,
,,,,,,,,,,,
6,sáb,2002-09-14,,Sunderland,0–3,Fulham,,,Chris Foy,Relatório da Partida,
6,sáb,2002-09-14,,Charlton Ath,0–3,Arsenal,,,Steve Dunn,Relatório da Partida,
6,sáb,2002-09-14,,Chelsea,3–0,Newcastle Utd,,,Barry Knight,Relatório da Partida,
6,sáb,2002-09-14,,Everton,2–1,Middlesbrough,,,Matt Messias,Relatório da Partida,
6,sáb,2002-09-14,,Bolton,2–3,Liverpool,,,Rob Styles,Relatório da Partida,
6,sáb,2002-09-14,,West Brom,1–0,Southampton,,,Clive Wilkes,Relatório da Partida,
6,sáb,2002-09-14,,Leeds United,1–0,Manchester Utd,,,Jeff Winter,Relatório da Partida,
6,dom,2002-09-15,,Tottenham,3–2,West Ham,,,Uriah Rennie,Relatório da Partida,
6,dom,2002-09-15,,Manchester City,2–2,Blackburn,,,Mike Dean,Relatório da Partida,
6,seg,2002-09-16,,Birmingham City,3–0,Aston Villa,,,David Elleray,Relatório da Partida,
,,,,,,,,,,,
7,sáb,2002-09-21,,Arsenal,2–1,Bolton,,,David Pugh,Relatório da Partida,
7,sáb,2002-09-21,,Newcastle Utd,2–0,Sunderland,,,Mike Riley,Relatório da Partida,
7,sáb,2002-09-21,,Manchester Utd,1–0,Tottenham,,,Rob Styles,Relatório da Partida,
7,sáb,2002-09-21,,Southampton,0–0,Charlton Ath,,,Phil Dowd,Relatório da Partida,
7,sáb,2002-09-21,,Liverpool,2–0,West Brom,,,David Elleray,Relatório da Partida,
7,sáb,2002-09-21,,West Ham,0–0,Manchester City,,,Graham Barber,Relatório da Partida,
7,sáb,2002-09-21,,Middlesbrough,1–0,Birmingham City,,,Andy D'Urso,Relatório da Partida,
7,dom,2002-09-22,,Aston Villa,3–2,Everton,,,Jeff Winter,Relatório da Partida,
7,dom,2002-09-22,,Blackburn,1–0,Leeds United,,,Graham Poll,Relatório da Partida,
7,seg,2002-09-23,,Fulham,0–0,Chelsea,,,Paul Durkin,Relatório da Partida,
,,,,,,,,,,,
8,sáb,2002-09-28,,Sunderland,1–0,Aston Villa,,,Neale Barry,Relatório da Partida,
8,sáb,2002-09-28,,Chelsea,2–3,West Ham,,,Mike Dean,Relatório da Partida,
8,sáb,2002-09-28,,Leeds United,1–4,Arsenal,,,Alan Wiley,Relatório da Partida,
8,sáb,2002-09-28,,Manchester City,0–3,Liverpool,,,Paul Durkin,Relatório da Partida,
8,sáb,2002-09-28,,Birmingham City,0–2,Newcastle Utd,,,Stephen Bennett,Relatório da Partida,
8,sáb,2002-09-28,,Bolton,1–1,Southampton,,,Uriah Rennie,Relatório da Partida,
8,sáb,2002-09-28,,Tottenham,0–3,Middlesbrough,,,Graham Poll,Relatório da Partida,
8,sáb,2002-09-28,,Charlton Ath,1–3,Manchester Utd,,,Dermot Gallagher,Relatório da Partida,
8,sáb,2002-09-28,,Everton,2–0,Fulham,,,Steve Dunn,Relatório da Partida,
8,seg,2002-09-30,,West Brom,0–2,Blackburn,,,Mark Halsey,Relatório da Partida,
,,,,,,,,,,,
9,sáb,2002-10-05,,Middlesbrough,2–0,Bolton,,,Clive Wilkes,Relatório da Partida,
9,sáb,2002-10-05,,Southampton,2–0,Manchester City,,,Matt Messias,Relatório da Partida,
9,sáb,2002-10-05,,Newcastle Utd,2–1,West Brom,,,Chris Foy,Relatório da Partida,
9,sáb,2002-10-05,,West Ham,1–2,Birmingham City,,,Phil Dowd,Relatório da Partida,
9,dom,2002-10-06,,Fulham,1–0,Charlton Ath,,,Jeff Winter,Relatório da Partida,
9,dom,2002-10-06,,Arsenal,3–1,Sunderland,,,David Elleray,Relatório da Partida,
9,dom,2002-10-06,,Blackburn,1–2,Tottenham,,,Andy D'Urso,Relatório da Partida,
9,dom,2002-10-06,,Liverpool,1–0,Chelsea,,,Graham Barber,Relatório da Partida,
9,dom,2002-10-06,,Aston Villa,0–0,Leeds United,,,Mark Halsey,Relatório da Partida,
9,seg,2002-10-07,,Manchester Utd,3–0,Everton,,,Mike Riley,Relatório da Partida,
,,,,,,,,,,,
10,sáb,2002-10-19,,Sunderland,0–1,West Ham,,,Graham Barber,Relatório da Partida,
10,sáb,2002-10-19,,Everton,2–1,Arsenal,,,Uriah Rennie,Relatório da Partida,
10,sáb,2002-10-19,,Fulham,1–1,Manchester Utd,,,Mike Dean,Relatório da Partida,
10,sáb,2002-10-19,,Leeds United,0–1,Liverpool,,,Steve Dunn,Relatório da Partida,
10,sáb,2002-10-19,,Blackburn,5–2,Newcastle Utd,,,Alan Wiley,Relatório da Partida,
10,sáb,2002-10-19,,West Brom,1–1,Birmingham City,,,Graham Poll,Relatório da Partida,
10,sáb,2002-10-19,,Manchester City,0–3,Chelsea,,,Dermot Gallagher,Relatório da Partida,
10,dom,2002-10-20,,Tottenham,3–1,Bolton,,,Paul Durkin,Relatório da Partida,
10,dom,2002-10-20,,Charlton Ath,1–0,Middlesbrough,,,Neale Barry,Relatório da Partida,
10,seg,2002-10-21,,Aston Villa,0–1,Southampton,,,Stephen Bennett,Relatório da Partida,
,,,,,,,,,,,
3,qua,2002-10-23,,Fulham,0–1,West Ham,,,Rob Styles,Relatório da Partida,
,,,,,,,,,,,
11,sáb,2002-10-26,,Birmingham City,0–2,Manchester City,,,Stephen Bennett,Relatório da Partida,
11,sáb,2002-10-26,,Arsenal,1–2,Blackburn,,,Graham Barber,Relatório da Partida,
11,sáb,2002-10-26,,Middlesbrough,2–2,Leeds United,,,Rob Styles,Relatório da Partida,
11,sáb,2002-10-26,,Newcastle Utd,2–1,Charlton Ath,,,Andy D'Urso,Relatório da Partida,
11,sáb,2002-10-26,,Chelsea,2–0,West Brom,,,Steve Dunn,Relatório da Partida,
11,sáb,2002-10-26,,Liverpool,2–1,Tottenham,,,Mike Riley,Relatório da Partida,
11,sáb,2002-10-26,,Manchester Utd,1–1,Aston Villa,,,Graham Poll,Relatório da Partida,
11,dom,2002-10-27,,West Ham,0–1,Everton,,,Alan Wiley,Relatório da Partida,
11,dom,2002-10-27,,Southampton,4–2,Fulham,,,Barry Knight,Relatório da Partida,
11,seg,2002-10-28,,Bolton,1–1,Sunderland,,,Eddie Wolstenholme,Relatório da Partida,
,,,,,,,,,,,
12,sáb,2002-11-02,,Liverpool,2–0,West Ham,,,Eddie Wolstenholme,Relatório da Partida,
12,sáb,2002-11-02,,West Brom,1–2,Manchester City,,,David Elleray,Relatório da Partida,
12,sáb,2002-11-02,,Birmingham City,3–1,Bolton,,,Chris Foy,Relatório da Partida,
12,sáb,2002-11-02,,Manchester Utd,2–1,Southampton,,,Uriah Rennie,Relatório da Partida,
12,dom,2002-11-03,,Blackburn,0–0,Aston Villa,,,Mike Dean,Relatório da Partida,
12,dom,2002-11-03,,Charlton Ath,1–1,Sunderland,,,Dermot Gallagher,Relatório da Partida,
12,dom,2002-11-03,,Tottenham,0–0,Chelsea,,,Rob Styles,Relatório da Partida,
12,dom,2002-11-03,,Leeds United,0–1,Everton,,,Neale Barry,Relatório da Partida,
12,dom,2002-11-03,,Fulham,0–1,Arsenal,,,Jeff Winter,Relatório da Partida,
12,seg,2002-11-04,,Newcastle Utd,2–0,Middlesbrough,,,Graham Barber,Relatório da Partida,
,,,,,,,,,,,
13,sáb,2002-11-09,,Bolton,1–1,West Brom,,,Mike Riley,Relatório da Partida,
13,sáb,2002-11-09,,Arsenal,1–0,Newcastle Utd,,,Mike Dean,Relatório da Partida,
13,sáb,2002-11-09,,Southampton,1–1,Blackburn,,,Alan Wiley,Relatório da Partida,
13,sáb,2002-11-09,,Chelsea,3–0,Birmingham City,,,David Pugh,Relatório da Partida,
13,sáb,2002-11-09,,Middlesbrough,1–0,Liverpool,,,Mark Halsey,Relatório da Partida,
13,sáb,2002-11-09,,Aston Villa,3–1,Fulham,,,Andy D'Urso,Relatório da Partida,
13,sáb,2002-11-09,,Everton,1–0,Charlton Ath,,,Rob Styles,Relatório da Partida,
13,sáb,2002-11-09,,Manchester City,3–1,Manchester Utd,,,Paul Durkin,Relatório da Partida,
13,dom,2002-11-10,,West Ham,3–4,Leeds United,,,Steve Dunn,Relatório da Partida,
13,dom,2002-11-10,,Sunderland,2–0,Tottenham,,,Uriah Rennie,Relatório da Partida,
,,,,,,,,,,,
14,sáb,2002-11-16,,Manchester City,0–1,Charlton Ath,,,Graham Barber,Relatório da Partida,
14,sáb,2002-11-16,,Arsenal,3–0,Tottenham,,,Mike Riley,Relatório da Partida,
14,sáb,2002-11-16,,Chelsea,1–0,Middlesbrough,,,Phil Dowd,Relatório da Partida,
14,sáb,2002-11-16,,Newcastle Utd,2–1,Southampton,,,Clive Wilkes,Relatório da Partida,
14,sáb,2002-11-16,,West Brom,0–0,Aston Villa,,,Dermot Gallagher,Relatório da Partida,
14,dom,2002-11-17,,Liverpool,0–0,Sunderland,,,Andy D'Urso,Relatório da Partida,
14,dom,2002-11-17,,Leeds United,2–4,Bolton,,,Alan Wiley,Relatório da Partida,
14,dom,2002-11-17,,West Ham,1–1,Manchester Utd,,,Mark Halsey,Relatório da Partida,
14,dom,2002-11-17,,Birmingham City,0–0,Fulham,,,Matt Messias,Relatório da Partida,
14,dom,2002-11-17,,Blackburn,0–1,Everton,,,Graham Poll,Relatório da Partida,
,,,,,,,,,,,
15,sáb,2002-11-23,,Southampton,3–2,Arsenal,,,Paul Durkin,Relatório da Partida,
15,sáb,2002-11-23,,Everton,1–0,West Brom,,,Jeff Winter,Relatório da Partida,
15,sáb,2002-11-23,,Bolton,1–1,Chelsea,,,Mike Dean,Relatório da Partida,
15,sáb,2002-11-23,,Middlesbrough,3–1,Manchester City,,,Neale Barry,Relatório da Partida,
15,sáb,2002-11-23,,Aston Villa,4–1,West Ham,,,Chris Foy,Relatório da Partida,
15,sáb,2002-11-23,,Manchester Utd,5–3,Newcastle Utd,,,Steve Dunn,Relatório da Partida,
15,sáb,2002-11-23,,Sunderland,0–1,Birmingham City,,,Rob Styles,Relatório da Partida,
15,sáb,2002-11-23,,Fulham,3–2,Liverpool,,,Graham Poll,Relatório da Partida,
15,dom,2002-11-24,,Tottenham,2–0,Leeds United,,,Stephen Bennett,Relatório da Partida,
15,dom,2002-11-24,,Charlton Ath,3–1,Blackburn,,,Uriah Rennie,Relatório da Partida,
,,,,,,,,,,,
16,sáb,2002-11-30,,Blackburn,2–1,Fulham,,,Phil Dowd,Relatório da Partida,
16,sáb,2002-11-30,,Arsenal,3–1,Aston Villa,,,Graham Barber,Relatório da Partida,
16,sáb,2002-11-30,,Manchester City,2–0,Bolton,,,Jeff Winter,Relatório da Partida,
16,sáb,2002-11-30,,West Brom,1–0,Middlesbrough,,,Paul Durkin,Relatório da Partida,
16,sáb,2002-11-30,,Birmingham City,1–1,Tottenham,,,Eddie Wolstenholme,Relatório da Partida,
16,sáb,2002-11-30,,Chelsea,3–0,Sunderland,,,Stephen Bennett,Relatório da Partida,
16,dom,2002-12-01,,Liverpool,1–2,Manchester Utd,,,Alan Wiley,Relatório da Partida,
16,dom,2002-12-01,,Leeds United,1–2,Charlton Ath,,,Andy D'Urso,Relatório da Partida,
16,dom,2002-12-01,,Newcastle Utd,2–1,Everton,,,Mark Halsey,Relatório da Partida,
16,seg,2002-12-02,,West Ham,0–1,Southampton,,,Mike Riley,Relatório da Partida,
,,,,,,,,,,,
17,sáb,2002-12-07,,Bolton,1–1,Blackburn,,,Neale Barry,Relatório da Partida,
17,sáb,2002-12-07,,Southampton,2–0,Birmingham City,,,Jeff Winter,Relatório da Partida,
17,sáb,2002-12-07,,Fulham,1–0,Leeds United,,,Paul Durkin,Relatório da Partida,
17,sáb,2002-12-07,,Manchester Utd,2–0,Arsenal,,,Dermot Gallagher,Relatório da Partida,
