Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2006-08-19,,Bolton,2–0,Tottenham,,,Phil Dowd,Relatório da Partida,
1,sáb,2006-08-19,,Everton,2–1,Watford,,,Peter Walton,Relatório da Partida,
1,sáb,2006-08-19,,Reading,3–2,Middlesbrough,,,Mark Halsey,Relatório da Partida,
1,sáb,2006-08-19,,Arsenal,1–1,Aston Villa,,,Graham Poll,Relatório da Partida,
1,sáb,2006-08-19,,West Ham,3–1,Charlton Ath,,,Howard Webb,Relatório da Partida,
1,sáb,2006-08-19,,Newcastle Utd,2–1,Wigan Athletic,,,Martin Atkinson,Relatório da Partida,
1,sáb,2006-08-19,,Portsmouth,3–0,Blackburn,,,Alan Wiley,Relatório da Partida,
1,sáb,2006-08-19,,Sheffield Utd,1–1,Liverpool,,,Rob Styles,Relatório da Partida,
1,dom,2006-08-20,,Chelsea,3–0,Manchester City,,,Stephen Bennett,Relatório da Partida,
1,dom,2006-08-20,,Manchester Utd,5–1,Fulham,,,Andre Marriner,Relatório da Partida,
,,,,,,,,,,,
2,ter,2006-08-22,,Watford,1–1,West Ham,,,Martin Atkinson,Relatório da Partida,
2,ter,2006-08-22,,Tottenham,2–0,Sheffield Utd,,,Peter Walton,Relatório da Partida,
2,qua,2006-08-23,,Middlesbrough,2–1,Chelsea,,,Howard Webb,Relatório da Partida,
2,qua,2006-08-23,,Fulham,1–1,Bolton,,,Alan Wiley,Relatório da Partida,
2,qua,2006-08-23,,Aston Villa,2–1,Reading,,,Lee Mason,Relatório da Partida,
2,qua,2006-08-23,,Blackburn,1–1,Everton,,,Uriah Rennie,Relatório da Partida,
2,qua,2006-08-23,,Charlton Ath,0–3,Manchester Utd,,,Chris Foy,Relatório da Partida,
2,qua,2006-08-23,,Manchester City,0–0,Portsmouth,,,Dermot Gallagher,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2006-08-26,,Tottenham,0–2,Everton,,,Mark Halsey,Relatório da Partida,
3,sáb,2006-08-26,,Watford,1–2,Manchester Utd,,,Phil Dowd,Relatório da Partida,
3,sáb,2006-08-26,,Manchester City,1–0,Arsenal,,,Uriah Rennie,Relatório da Partida,
3,sáb,2006-08-26,,Wigan Athletic,1–0,Reading,,,Mike Riley,Relatório da Partida,
3,sáb,2006-08-26,,Liverpool,2–1,West Ham,,,Alan Wiley,Relatório da Partida,
3,sáb,2006-08-26,,Fulham,1–0,Sheffield Utd,,,Graham Poll,Relatório da Partida,
3,sáb,2006-08-26,,Charlton Ath,2–0,Bolton,,,Mike Dean,Relatório da Partida,
3,dom,2006-08-27,,Aston Villa,2–0,Newcastle Utd,,,Howard Webb,Relatório da Partida,
3,dom,2006-08-27,,Blackburn,0–2,Chelsea,,,Andre Marriner,Relatório da Partida,
3,seg,2006-08-28,,Middlesbrough,0–4,Portsmouth,,,Chris Foy,Relatório da Partida,
,,,,,,,,,,,
4,sáb,2006-09-09,,Newcastle Utd,1–2,Fulham,,,Chris Foy,Relatório da Partida,
4,sáb,2006-09-09,,Chelsea,2–1,Charlton Ath,,,Alan Wiley,Relatório da Partida,
4,sáb,2006-09-09,,Bolton,1–0,Watford,,,Mark Clattenburg,Relatório da Partida,
4,sáb,2006-09-09,,Everton,3–0,Liverpool,,,Graham Poll,Relatório da Partida,
4,sáb,2006-09-09,,Arsenal,1–1,Middlesbrough,,,Rob Styles,Relatório da Partida,
4,sáb,2006-09-09,,Manchester Utd,1–0,Tottenham,,,Mike Riley,Relatório da Partida,
4,sáb,2006-09-09,,Portsmouth,1–0,Wigan Athletic,,,Peter Walton,Relatório da Partida,
4,sáb,2006-09-09,,Sheffield Utd,0–0,Blackburn,,,Mike Dean,Relatório da Partida,
4,dom,2006-09-10,,West Ham,1–1,Aston Villa,,,Stephen Bennett,Relatório da Partida,
4,seg,2006-09-11,,Reading,1–0,Manchester City,,,Howard Webb,Relatório da Partida,
,,,,,,,,,,,
5,sáb,2006-09-16,,Everton,2–2,Wigan Athletic,,,Alan Wiley,Relatório da Partida,
5,sáb,2006-09-16,,Charlton Ath,0–1,Portsmouth,,,Phil Dowd,Relatório da Partida,
5,sáb,2006-09-16,,Sheffield Utd,1–2,Reading,,,Andre Marriner,Relatório da Partida,
5,sáb,2006-09-16,,Bolton,0–0,Middlesbrough,,,Stephen Bennett,Relatório da Partida,
