Sem,Dia,Data,Horário,Em casa,Resultado,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
1,sáb,2013-08-17,,Liverpool,1–0,Stoke City,,ANFIELD ROAD,Martin Atkinson,Relatório da Partida,
1,sáb,2013-08-17,,Norwich City,2–2,Everton,,CARROW ROAD,Michael Oliver,Relatório da Partida,
1,sáb,2013-08-17,,Swansea City,1–4,Manchester Utd,,,Phil Dowd,Relatório da Partida,
1,sáb,2013-08-17,,West Ham,2–0,Cardiff City,,UPTON PARK,Howard Webb,Relatório da Partida,
1,sáb,2013-08-17,,West Brom,0–1,Southampton,,THE HAWTHORNS,Kevin Friend,Relatório da Partida,
1,sáb,2013-08-17,,Sunderland,0–1,Fulham,,STADIUM OF LIGHT,Neil Swarbrick,Relatório da Partida,
1,sáb,2013-08-17,,Arsenal,1–3,Aston Villa,,EMIRATES STADIUM,Anthony Taylor,Relatório da Partida,
1,dom,2013-08-18,,Crystal Palace,0–1,Tottenham,,SELHURST PARK,Mark Clattenburg,Relatório da Partida,
1,dom,2013-08-18,,Chelsea,2–0,Hull City,,STAMFORD BRIDGE,Jon Moss,Relatório da Partida,
1,seg,2013-08-19,,Manchester City,4–0,Newcastle Utd,,CITY OF MANCHESTER,Andre Marriner,Relatório da Partida,
,,,,,,,,,,,
3,qua,2013-08-21,,Chelsea,2–1,Aston Villa,,STAMFORD BRIDGE,Kevin Friend,Relatório da Partida,
,,,,,,,,,,,
2,sáb,2013-08-24,,Stoke City,2–1,Crystal Palace,,BRITANNIA STADIUM,Andre Marriner,Relatório da Partida,
2,sáb,2013-08-24,,Newcastle Utd,0–0,West Ham,,ST JAMES PARK,Phil Dowd,Relatório da Partida,
2,sáb,2013-08-24,,Hull City,1–0,Norwich City,,KINGSTON COMMUNICATI,Mike Jones,Relatório da Partida,
2,sáb,2013-08-24,,Everton,0–0,West Brom,,GOODISON PARK,Roger East,Relatório da Partida,
2,sáb,2013-08-24,,Fulham,1–3,Arsenal,,CRAVEN COTTAGE,Howard Webb,Relatório da Partida,
2,sáb,2013-08-24,,Southampton,1–1,Sunderland,,SAINT MARY´S,Lee Mason,Relatório da Partida,
2,sáb,2013-08-24,,Aston Villa,0–1,Liverpool,,VILLA PARK,Mark Clattenburg,Relatório da Partida,
2,dom,2013-08-25,,Tottenham,1–0,Swansea City,,WHITE HART LANE,Neil Swarbrick,Relatório da Partida,
2,dom,2013-08-25,,Cardiff City,3–2,Manchester City,,NINIAN PARK,Lee Probert,Relatório da Partida,
2,seg,2013-08-26,,Manchester Utd,0–0,Chelsea,,OLD TRAFFORD,Martin Atkinson,Relatório da Partida,
,,,,,,,,,,,
3,sáb,2013-08-31,,West Ham,0–1,Stoke City,,UPTON PARK,Jon Moss,Relatório da Partida,
3,sáb,2013-08-31,,Norwich City,1–0,Southampton,,CARROW ROAD,Howard Webb,Relatório da Partida,
3,sáb,2013-08-31,,Crystal Palace,3–1,Sunderland,,SELHURST PARK,Lee Probert,Relatório da Partida,
3,sáb,2013-08-31,,Cardiff City,0–0,Everton,,NINIAN PARK,Anthony Taylor,Relatório da Partida,
3,sáb,2013-08-31,,Manchester City,2–0,Hull City,,CITY OF MANCHESTER,Phil Dowd,Relatório da Partida,
3,sáb,2013-08-31,,Newcastle Utd,1–0,Fulham,,ST JAMES PARK,Chris Foy,Relatório da Partida,
