Data;Em casa;Resultado;Visitante;Relatório da Partida;Season;home_goal;away_goal
2012-08-25;Juventus;2–0;Parma;Relatório da Partida;2012;2;0
2012-08-25;Fiorentina;2–1;Udinese;Relatório da Partida;2012;2;1
2012-08-26;Siena;0–0;Torino;Relatório da Partida;2012;0;0
2012-08-26;Chievo;2–0;Bologna;Relatório da Partida;2012;2;0
2012-08-26;Genoa;2–0;Cagliari;Relatório da Partida;2012;2;0
2012-08-26;Pescara;0–3;Inter;Relatório da Partida;2012;0;3
2012-08-26;Atalanta;0–1;Lazio;Relatório da Partida;2012;0;1
2012-08-26;Roma;2–2;Catania;Relatório da Partida;2012;2;2
2012-08-26;Palermo;0–3;Napoli;Relatório da Partida;2012;0;3
2012-08-26;Milan;0–1;Sampdoria;Relatório da Partida;2012;0;1
2012-09-01;Torino;3–0;Pescara;Relatório da Partida;2012;3;0
2012-09-01;Bologna;1–3;Milan;Relatório da Partida;2012;1;3
2012-09-02;Cagliari;1–1;Atalanta;Relatório da Partida;2012;1;1
2012-09-02;Inter;1–3;Roma;Relatório da Partida;2012;1;3
2012-09-02;Napoli;2–1;Fiorentina;Relatório da Partida;2012;2;1
2012-09-02;Sampdoria;2–1;Siena;Relatório da Partida;2012;2;1
2012-09-02;Parma;2–0;Chievo;Relatório da Partida;2012;2;0
2012-09-02;Udinese;1–4;Juventus;Relatório da Partida;2012;1;4
2012-09-02;Catania;3–2;Genoa;Relatório da Partida;2012;3;2
2012-09-02;Lazio;3–0;Palermo;Relatório da Partida;2012;3;0
2012-09-15;Milan;0–1;Atalanta;Relatório da Partida;2012;0;1
2012-09-15;Palermo;1–1;Cagliari;Relatório da Partida;2012;1;1
2012-09-16;Fiorentina;2–0;Catania;Relatório da Partida;2012;2;0
2012-09-16;Torino;0–2;Inter;Relatório da Partida;2012;0;2
2012-09-16;Roma;2–3;Bologna;Relatório da Partida;2012;2;3
2012-09-16;Genoa;1–3;Juventus;Relatório da Partida;2012;1;3
2012-09-16;Napoli;3–1;Parma;Relatório da Partida;2012;3;1
2012-09-16;Siena;2–2;Udinese;Relatório da Partida;2012;2;2
2012-09-16;Chievo;1–3;Lazio;Relatório da Partida;2012;1;3
